Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
Наименование Избирательной комиссии:    территориальная избирательная комиссия Вязниковского района																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №1015	УИК №1016	УИК №1017	УИК №1018					
		63.50%	62.96%	62.03%	66.35%	66.28%	61.61%	58.74%	63.21%	61.29%	56.52%	57.43%	60.00%	64.21%	58.56%	68.13%	62.82%	55.26%	58.12%	55.58%	59.10%	69.49%	60.04%	58.85%	68.10%	63.69%	69.75%	60.76%	62.18%	70.99%	66.45%	85.00%	78.59%	64.14%	67.83%	65.04%	68.12%	64.68%	53.89%	74.64%	72.26%	70.07%	69.29%	65.40%	74.20%	78.74%	65.04%	66.36%	63.82%	64.99%	59.14%	64.78%	60.00%	56.58%	67.46%	77.05%	65.77%	78.03%	64.48%	64.76%	60.00%	74.21%	50.00%	60.82%	60.19%	64.34%	51.97%	57.95%	60.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	285	4	5	6	8	14	8	12	14	11	16	6	3	5	11	3	19	12	2	1	0	4	1	1	7	9	3	0	0	2	0	0	2	2	8	8	7	6	2	1	2	1	1	2	0	5	0	10	4	9	0	2	2	0	1	8	1	4	0	0	1	2	0	2	1	2	2	0					
		0.69%	0.42%	0.46%	0.58%	0.93%	1.36%	0.72%	1.10%	1.31%	0.98%	1.33%	0.64%	1.00%	0.64%	0.89%	0.27%	1.33%	1.05%	0.50%	0.17%	0.00%	0.74%	0.44%	0.16%	1.02%	1.14%	0.57%	0.00%	0.00%	0.33%	0.00%	0.00%	1.01%	0.29%	0.95%	0.87%	1.61%	1.23%	0.58%	0.34%	0.66%	0.10%	0.22%	0.49%	0.00%	1.29%	0.00%	0.79%	0.53%	1.14%	0.00%	0.22%	0.66%	0.00%	0.15%	0.90%	0.58%	0.40%	0.00%	0.00%	0.45%	0.75%	0.00%	0.65%	0.78%	1.57%	1.14%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
