Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Тихвинская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №963	УИК №964	УИК №965	УИК №966	УИК №969									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	888	2	40	31	40	21	50	40	40	40	12	20	27	16	17	23	20	40	23	17	38	25	8	17	29	2	3	7	20	20	10	10	15	13	21	15	15	10	6	30	20	15	20	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	543	6	11	16	12	17	10	20	0	18	19	5	11	15	20	12	11	13	14	7	20	7	13	25	13	1	11	3	7	2	5	5	3	7	5	6	5	7	9	15	5	19	3	4	2	0	0	104									
14	Число погашенных неиспользованных открепительных удостоверений	218	3	0	9	0	19	0	0	0	0	28	0	3	24	3	17	20	0	17	23	2	5	2	13	1	8	7	3	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	0	2	0	6	0	1	0	2	0	1	0	0	1	2	2	1	2	1	2	0	2	0	1	0	0	1	1	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	446	1	12	21	22	17	29	10	9	15	5	1	12	20	19	23	25	11	14	11	18	15	6	17	8	3	4	8	12	5	2	2	2	11	1	1	2	5	0	10	11	1	2	2	0	2	2	17									
		1.59%	0.66%	1.23%	1.80%	2.36%	1.70%	2.74%	1.01%	0.88%	1.57%	0.82%	0.32%	1.42%	2.12%	1.99%	2.26%	2.60%	0.96%	1.41%	1.05%	1.84%	2.32%	1.88%	1.99%	1.46%	1.13%	1.50%	2.80%	3.75%	1.09%	1.06%	0.78%	0.73%	1.46%	0.32%	1.67%	0.76%	1.52%	0.00%	1.81%	2.22%	0.70%	0.81%	1.08%	0.00%	1.74%	1.54%	1.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	638	0	20	25	19	26	27	13	23	26	15	5	20	26	14	37	18	22	18	19	17	20	10	18	8	12	5	10	6	21	2	4	9	6	7	3	9	8	5	16	17	2	12	1	2	5	2	28									
		2.27%	0.00%	2.05%	2.15%	2.04%	2.60%	2.55%	1.32%	2.25%	2.72%	2.47%	1.60%	2.36%	2.75%	1.47%	3.63%	1.88%	1.92%	1.81%	1.82%	1.74%	3.09%	3.13%	2.10%	1.46%	4.51%	1.87%	3.50%	1.88%	4.59%	1.06%	1.55%	3.27%	0.80%	2.21%	5.00%	3.44%	2.42%	2.36%	2.89%	3.43%	1.41%	4.88%	0.54%	2.00%	4.35%	1.54%	1.91%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	660	2	19	29	21	26	31	20	34	39	15	5	20	29	25	21	27	39	18	19	19	15	13	19	9	6	7	4	7	12	4	9	7	12	11	3	6	7	4	13	13	1	7	2	3	0	1	7									
		2.35%	1.32%	1.95%	2.49%	2.25%	2.60%	2.92%	2.02%	3.33%	4.08%	2.47%	1.60%	2.36%	3.07%	2.63%	2.06%	2.81%	3.40%	1.81%	1.82%	1.95%	2.32%	4.06%	2.22%	1.64%	2.26%	2.62%	1.40%	2.19%	2.62%	2.13%	3.49%	2.55%	1.59%	3.47%	5.00%	2.29%	2.12%	1.89%	2.35%	2.62%	0.70%	2.85%	1.08%	3.00%	0.00%	0.77%	0.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13827	99	426	559	420	428	497	488	497	358	287	205	390	396	430	448	452	552	462	555	473	291	155	364	244	114	137	128	147	263	109	164	159	480	198	31	154	145	118	269	266	88	125	91	46	83	71	965									
		49.18%	65.56%	43.69%	47.98%	45.06%	42.76%	46.89%	49.39%	48.68%	37.49%	47.28%	65.50%	46.04%	41.95%	45.22%	43.96%	47.08%	48.13%	46.39%	53.06%	48.46%	44.98%	48.44%	42.52%	44.44%	42.86%	51.31%	44.76%	45.94%	57.42%	57.98%	63.57%	57.82%	63.75%	62.46%	51.67%	58.78%	43.94%	55.66%	48.56%	53.63%	61.97%	50.81%	49.19%	46.00%	72.17%	54.62%	65.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	197	0	10	13	6	12	5	4	7	9	3	2	3	5	7	9	4	14	8	4	6	4	1	8	6	3	2	5	5	1	0	3	2	3	2	0	1	0	1	4	1	2	1	2	0	0	2	7									
		0.70%	0.00%	1.03%	1.12%	0.64%	1.20%	0.47%	0.40%	0.69%	0.94%	0.49%	0.64%	0.35%	0.53%	0.74%	0.88%	0.42%	1.22%	0.80%	0.38%	0.61%	0.62%	0.31%	0.93%	1.09%	1.13%	0.75%	1.75%	1.56%	0.22%	0.00%	1.16%	0.73%	0.40%	0.63%	0.00%	0.38%	0.00%	0.47%	0.72%	0.20%	1.41%	0.41%	1.08%	0.00%	0.00%	1.54%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	0	2	2	5	1	2	3	4	1	0	0	1	1	3	2	0	0	2	0	2	0	0	2	1	0	0	0	3	0	0	1	2	0	0	0	0	1	0	2	2	1	1	1	0	0	1	2									
		0.18%	0.00%	0.21%	0.17%	0.54%	0.10%	0.19%	0.30%	0.39%	0.10%	0.00%	0.00%	0.12%	0.11%	0.32%	0.20%	0.00%	0.00%	0.20%	0.00%	0.20%	0.00%	0.00%	0.23%	0.18%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.39%	0.73%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.36%	0.40%	0.70%	0.41%	0.54%	0.00%	0.00%	0.77%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3817	17	151	158	112	128	127	145	104	178	83	34	126	115	126	127	127	120	143	151	111	80	47	133	103	39	33	50	55	52	32	28	30	85	44	6	32	52	30	76	65	27	29	37	22	18	40	189									
		13.58%	11.26%	15.49%	13.56%	12.02%	12.79%	11.98%	14.68%	10.19%	18.64%	13.67%	10.86%	14.88%	12.18%	13.25%	12.46%	13.23%	10.46%	14.36%	14.44%	11.37%	12.36%	14.69%	15.54%	18.76%	14.66%	12.36%	17.48%	17.19%	11.35%	17.02%	10.85%	10.91%	11.29%	13.88%	10.00%	12.21%	15.76%	14.15%	13.72%	13.10%	19.01%	11.79%	20.00%	22.00%	15.65%	30.77%	12.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	145	0	4	8	6	6	10	10	11	5	3	1	6	7	2	5	5	6	2	8	1	2	4	1	3	4	3	1	3	0	2	0	0	3	0	0	2	0	2	1	2	0	0	0	0	0	0	6									
		0.52%	0.00%	0.41%	0.69%	0.64%	0.60%	0.94%	1.01%	1.08%	0.52%	0.49%	0.32%	0.71%	0.74%	0.21%	0.49%	0.52%	0.52%	0.20%	0.76%	0.10%	0.31%	1.25%	0.12%	0.55%	1.50%	1.12%	0.35%	0.94%	0.00%	1.06%	0.00%	0.00%	0.40%	0.00%	0.00%	0.76%	0.00%	0.94%	0.18%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	467	3	20	22	12	28	17	21	28	29	11	6	13	23	10	15	24	19	26	11	17	13	3	18	9	3	7	4	7	9	1	1	3	7	2	0	0	3	5	5	3	0	1	1	1	1	1	4									
		1.66%	1.99%	2.05%	1.89%	1.29%	2.80%	1.60%	2.13%	2.74%	3.04%	1.81%	1.92%	1.53%	2.44%	1.05%	1.47%	2.50%	1.66%	2.61%	1.05%	1.74%	2.01%	0.94%	2.10%	1.64%	1.13%	2.62%	1.40%	2.19%	1.97%	0.53%	0.39%	1.09%	0.93%	0.63%	0.00%	0.00%	0.91%	2.36%	0.90%	0.60%	0.00%	0.41%	0.54%	1.00%	0.87%	0.77%	0.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	0	2	1	1	1	1	1	0	2	1	0	2	2	0	2	1	1	1	1	1	0	0	1	1	0	0	0	0	2	0	0	3	2	1	0	0	1	0	1	0	0	0	1	0	0	2	2									
		0.14%	0.00%	0.21%	0.09%	0.11%	0.10%	0.09%	0.10%	0.00%	0.21%	0.16%	0.00%	0.24%	0.21%	0.00%	0.20%	0.10%	0.09%	0.10%	0.10%	0.10%	0.00%	0.00%	0.12%	0.18%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	1.09%	0.27%	0.32%	0.00%	0.00%	0.30%	0.00%	0.18%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	1.54%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	329	0	27	14	17	22	7	10	11	12	8	1	8	10	9	17	16	11	15	12	17	11	2	14	6	2	2	6	5	1	0	3	2	3	1	1	3	1	3	2	4	1	1	2	0	0	0	9									
		1.17%	0.00%	2.77%	1.20%	1.82%	2.20%	0.66%	1.01%	1.08%	1.26%	1.32%	0.32%	0.94%	1.06%	0.95%	1.67%	1.67%	0.96%	1.51%	1.15%	1.74%	1.70%	0.63%	1.64%	1.09%	0.75%	0.75%	2.10%	1.56%	0.22%	0.00%	1.16%	0.73%	0.40%	0.32%	1.67%	1.15%	0.30%	1.42%	0.36%	0.81%	0.70%	0.41%	1.08%	0.00%	0.00%	0.00%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3256	14	120	123	124	112	135	119	143	114	57	24	105	137	124	135	120	141	121	107	107	80	44	100	55	48	32	44	36	49	22	15	30	66	31	6	27	60	11	82	61	15	47	18	9	2	5	79									
		11.58%	9.27%	12.31%	10.56%	13.30%	11.19%	12.74%	12.04%	14.01%	11.94%	9.39%	7.67%	12.40%	14.51%	13.04%	13.25%	12.50%	12.29%	12.15%	10.23%	10.96%	12.36%	13.75%	11.68%	10.02%	18.05%	11.99%	15.38%	11.25%	10.70%	11.70%	5.81%	10.91%	8.76%	9.78%	10.00%	10.31%	18.18%	5.19%	14.80%	12.30%	10.56%	19.11%	9.73%	9.00%	1.74%	3.85%	5.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	0	3	4	2	2	5	3	3	0	3	0	4	2	2	3	1	3	3	1	4	1	1	3	3	0	1	0	0	2	0	0	1	5	1	0	1	2	0	4	1	0	2	2	0	0	0	5									
		0.30%	0.00%	0.31%	0.34%	0.21%	0.20%	0.47%	0.30%	0.29%	0.00%	0.49%	0.00%	0.47%	0.21%	0.21%	0.29%	0.10%	0.26%	0.30%	0.10%	0.41%	0.15%	0.31%	0.35%	0.55%	0.00%	0.37%	0.00%	0.00%	0.44%	0.00%	0.00%	0.36%	0.66%	0.32%	0.00%	0.38%	0.61%	0.00%	0.72%	0.20%	0.00%	0.81%	1.08%	0.00%	0.00%	0.00%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3347	9	131	160	128	151	148	110	122	131	83	19	104	146	150	144	115	173	130	135	157	88	32	135	65	22	24	20	25	28	11	23	15	48	15	7	18	34	24	53	36	3	12	22	15	3	3	120									
		11.91%	5.96%	13.44%	13.73%	13.73%	15.08%	13.96%	11.13%	11.95%	13.72%	13.67%	6.07%	12.28%	15.47%	15.77%	14.13%	11.98%	15.08%	13.05%	12.91%	16.09%	13.60%	10.00%	15.77%	11.84%	8.27%	8.99%	6.99%	7.81%	6.11%	5.85%	8.91%	5.45%	6.37%	4.73%	11.67%	6.87%	10.30%	11.32%	9.57%	7.26%	2.11%	4.88%	11.89%	15.00%	2.61%	2.31%	8.17%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
