Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																	
Дата голосования: 04.12.2011																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Ишимбайская																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
		Сумма	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	778	25	29	18	15	20	1	15	17	15	5	15	12	25	15	25	24	19	15	12	17	20	15	15	10	15	18	15	11	15	18	3	17	15	15	5	8	10	10	15	0	5	1	6	5	5	8	0	5	5	5	5	5	5	17	10	5	0	10	5	2	18	5	2	5	6	5	5	5	3	10	2	5	0	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	727	25	29	17	12	19	1	14	17	12	3	15	12	24	14	25	24	19	15	12	17	19	15	14	7	10	18	15	6	12	17	3	16	12	15	4	8	9	10	13	0	5	1	6	5	5	8	0	0	5	3	5	5	5	17	10	5	0	10	5	1	18	4	1	4	6	5	5	5	3	10	2	5	0	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	377	5	5	3	15	6	2	3	5	9	3	6	4	5	7	6	7	4	6	8	6	10	2	16	2	4	10	5	1	5	12	5	5	10	7	7	8	5	5	4	4	3	4	6	2	4	4	3	4	3	11	5	2	3	5	5	2	8	4	2	4	4	3	3	1	4	6	4	4	4	1	0	4	0	13					
14	Число погашенных неиспользованных открепительных удостоверений	51	0	0	1	3	1	0	1	0	3	2	0	0	1	1	0	0	0	0	0	0	1	0	1	3	5	0	0	5	3	1	0	1	3	0	1	0	1	0	2	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	122	7	4	3	4	2	0	5	6	1	3	2	4	1	4	3	6	4	1	4	0	2	2	1	2	0	5	0	1	3	1	3	4	3	2	2	2	2	3	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	4	1	3	0	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2074	40	26	62	5	23	2	20	11	15	11	7	2	13	103	10	29	16	3	80	97	134	10	16	5	9	135	93	24	28	25	7	77	3	21	6	5	33	16	94	9	36	3	23	29	24	19	0	18	21	43	31	24	51	52	44	48	4	22	7	20	23	3	1	6	5	27	5	29	0	40	19	19	9	44					
		3.76%	3.07%	2.12%	5.22%	0.59%	2.56%	1.20%	1.82%	1.47%	2.18%	1.22%	0.68%	0.25%	1.06%	12.53%	1.33%	1.89%	1.37%	0.26%	14.04%	15.77%	10.13%	1.09%	1.51%	0.47%	0.91%	14.50%	11.30%	2.14%	2.42%	1.99%	1.29%	7.44%	0.36%	2.01%	0.76%	0.49%	2.23%	1.20%	13.00%	2.26%	7.42%	1.50%	7.74%	4.23%	4.66%	2.91%	0.00%	6.25%	3.96%	5.80%	7.18%	8.05%	6.37%	5.92%	6.18%	4.78%	1.62%	5.47%	2.61%	7.09%	3.62%	1.04%	0.24%	3.23%	0.44%	4.13%	2.50%	5.73%	0.00%	5.37%	4.71%	5.15%	3.06%	7.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1764	31	48	61	5	19	3	15	26	4	3	8	0	15	101	11	52	16	14	64	77	93	8	11	5	13	110	102	10	6	28	5	26	4	17	12	10	63	24	102	5	27	5	32	9	21	23	3	11	19	21	16	5	67	53	28	23	4	30	6	6	8	2	0	8	6	14	2	13	2	16	8	12	5	32					
		3.20%	2.38%	3.92%	5.13%	0.59%	2.11%	1.80%	1.36%	3.47%	0.58%	0.33%	0.78%	0.00%	1.23%	12.29%	1.46%	3.39%	1.37%	1.19%	11.23%	12.52%	7.03%	0.87%	1.03%	0.47%	1.32%	11.82%	12.39%	0.89%	0.52%	2.23%	0.92%	2.51%	0.48%	1.63%	1.53%	0.98%	4.25%	1.80%	14.11%	1.26%	5.57%	2.50%	10.77%	1.31%	4.08%	3.52%	1.52%	3.82%	3.58%	2.83%	3.70%	1.68%	8.36%	6.04%	3.93%	2.29%	1.62%	7.46%	2.24%	2.13%	1.26%	0.69%	0.00%	4.30%	0.53%	2.14%	1.00%	2.57%	0.98%	2.15%	1.99%	3.25%	1.70%	5.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	304	16	12	14	0	9	0	3	2	0	0	0	1	5	15	6	3	4	3	11	4	8	1	6	2	11	9	3	0	3	36	12	7	0	5	5	2	4	5	4	1	2	0	0	0	1	0	0	1	1	3	2	0	9	4	6	6	0	4	5	0	3	0	1	1	0	4	2	5	0	5	2	0	1	4					
		0.55%	1.23%	0.98%	1.18%	0.00%	1.00%	0.00%	0.27%	0.27%	0.00%	0.00%	0.00%	0.12%	0.41%	1.82%	0.80%	0.20%	0.34%	0.26%	1.93%	0.65%	0.60%	0.11%	0.56%	0.19%	1.12%	0.97%	0.36%	0.00%	0.26%	2.87%	2.21%	0.68%	0.00%	0.48%	0.64%	0.20%	0.27%	0.38%	0.55%	0.25%	0.41%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.35%	0.19%	0.40%	0.46%	0.00%	1.12%	0.46%	0.84%	0.60%	0.00%	0.99%	1.87%	0.00%	0.47%	0.00%	0.24%	0.54%	0.00%	0.61%	1.00%	0.99%	0.00%	0.67%	0.50%	0.00%	0.34%	0.66%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11556	327	277	237	227	196	14	156	150	167	179	150	162	382	293	154	311	207	324	186	208	429	155	243	263	225	298	222	224	208	170	175	178	181	202	190	268	280	259	255	39	127	30	54	60	107	86	6	53	142	159	101	57	159	201	265	114	48	103	45	50	108	8	5	57	41	102	34	87	8	172	95	27	38	36					
		20.94%	25.08%	22.59%	19.95%	26.93%	21.78%	8.38%	14.18%	20.00%	24.31%	19.93%	14.58%	19.93%	31.21%	35.64%	20.45%	20.25%	17.69%	27.65%	32.63%	33.82%	32.43%	16.87%	22.86%	24.91%	22.84%	32.01%	26.97%	19.96%	17.95%	13.54%	32.29%	17.20%	21.81%	19.33%	24.20%	26.17%	18.89%	19.46%	35.27%	9.80%	26.19%	15.00%	18.18%	8.75%	20.78%	13.15%	3.05%	18.40%	26.79%	21.46%	23.38%	19.13%	19.85%	22.89%	37.22%	11.35%	19.43%	25.62%	16.79%	17.73%	17.01%	2.78%	1.18%	30.65%	3.59%	15.62%	17.00%	17.19%	3.90%	23.09%	23.57%	7.32%	12.93%	5.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	422	14	18	11	0	10	0	0	19	2	0	2	7	7	11	10	5	7	5	8	23	17	3	4	3	10	16	14	0	16	10	4	4	1	5	5	3	20	2	14	4	5	0	8	0	2	5	0	7	5	2	3	0	7	14	3	11	3	4	1	3	1	0	2	1	4	1	1	4	0	5	2	1	0	3					
		0.76%	1.07%	1.47%	0.93%	0.00%	1.11%	0.00%	0.00%	2.53%	0.29%	0.00%	0.19%	0.86%	0.57%	1.34%	1.33%	0.33%	0.60%	0.43%	1.40%	3.74%	1.28%	0.33%	0.38%	0.28%	1.02%	1.72%	1.70%	0.00%	1.38%	0.80%	0.74%	0.39%	0.12%	0.48%	0.64%	0.29%	1.35%	0.15%	1.94%	1.01%	1.03%	0.00%	2.69%	0.00%	0.39%	0.76%	0.00%	2.43%	0.94%	0.27%	0.69%	0.00%	0.87%	1.59%	0.42%	1.10%	1.21%	0.99%	0.37%	1.06%	0.16%	0.00%	0.47%	0.54%	0.35%	0.15%	0.50%	0.79%	0.00%	0.67%	0.50%	0.27%	0.00%	0.49%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	38287	867	833	784	606	633	148	902	534	491	691	810	626	796	285	543	1127	904	820	202	199	616	732	776	775	685	346	354	864	892	986	330	739	638	784	561	724	1073	1023	241	338	275	161	177	500	353	515	188	194	334	501	269	211	502	538	356	792	188	237	201	201	487	275	416	112	1078	498	137	344	195	502	266	309	240	457					
		69.39%	66.49%	67.94%	65.99%	71.89%	70.33%	88.62%	82.00%	71.20%	71.47%	76.95%	78.72%	76.99%	65.03%	34.67%	72.11%	73.37%	77.26%	69.97%	35.44%	32.36%	46.56%	79.65%	73.00%	73.39%	69.54%	37.16%	43.01%	77.01%	76.96%	78.50%	60.89%	71.40%	76.87%	75.02%	71.46%	70.70%	72.40%	76.86%	33.33%	84.92%	56.70%	80.50%	59.60%	72.89%	68.54%	78.75%	95.43%	67.36%	63.02%	67.61%	62.27%	70.81%	62.67%	61.28%	50.00%	78.88%	76.11%	58.96%	75.00%	71.28%	76.69%	95.49%	97.88%	60.22%	94.48%	76.26%	68.50%	67.98%	95.12%	67.38%	66.00%	83.74%	81.63%	75.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	158	4	4	8	0	2	0	4	3	0	0	0	4	3	3	7	9	0	1	3	2	3	2	3	1	8	1	4	0	1	1	3	3	0	6	2	2	1	2	3	2	4	1	0	0	1	4	0	0	1	5	1	0	4	8	3	0	0	0	1	1	0	0	0	1	0	3	9	2	0	0	4	0	0	0					
		0.29%	0.31%	0.33%	0.67%	0.00%	0.22%	0.00%	0.36%	0.40%	0.00%	0.00%	0.00%	0.49%	0.25%	0.36%	0.93%	0.59%	0.00%	0.09%	0.53%	0.33%	0.23%	0.22%	0.28%	0.09%	0.81%	0.11%	0.49%	0.00%	0.09%	0.08%	0.55%	0.29%	0.00%	0.57%	0.25%	0.20%	0.07%	0.15%	0.41%	0.50%	0.82%	0.50%	0.00%	0.00%	0.19%	0.61%	0.00%	0.00%	0.19%	0.67%	0.23%	0.00%	0.50%	0.91%	0.42%	0.00%	0.00%	0.00%	0.37%	0.35%	0.00%	0.00%	0.00%	0.54%	0.00%	0.46%	4.50%	0.40%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
