Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
"Наименование Избирательной комиссии:    Самара, Ленинская"																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	434	20	15	22	19	22	31	29	15	4	31	5	11	12	12	14	14	19	18	19	23	21	26	17	15									
		1.89%	2.34%	1.66%	2.05%	1.76%	3.15%	4.12%	2.79%	1.66%	0.53%	2.71%	0.71%	1.27%	1.88%	1.48%	1.47%	1.23%	2.02%	1.84%	1.71%	1.91%	1.73%	2.54%	1.60%	1.30%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	575	24	21	23	24	14	95	33	21	18	52	4	12	16	16	20	14	15	20	28	12	21	32	19	21									
		2.50%	2.80%	2.32%	2.14%	2.23%	2.00%	12.63%	3.17%	2.33%	2.39%	4.54%	0.57%	1.39%	2.50%	1.98%	2.10%	1.23%	1.60%	2.04%	2.52%	0.99%	1.73%	3.13%	1.78%	1.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	314	21	14	13	18	7	15	15	18	5	23	4	9	9	13	14	3	14	11	6	7	26	25	20	4									
		1.37%	2.45%	1.55%	1.21%	1.67%	1.00%	1.99%	1.44%	1.99%	0.66%	2.01%	0.57%	1.04%	1.41%	1.60%	1.47%	0.26%	1.49%	1.12%	0.54%	0.58%	2.14%	2.44%	1.88%	0.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10004	337	394	474	412	303	277	415	348	332	429	406	579	297	335	398	486	353	386	477	619	447	363	414	723									
		43.50%	39.37%	43.49%	44.18%	38.25%	43.35%	36.84%	39.90%	38.54%	44.15%	37.47%	57.92%	66.94%	46.48%	41.36%	41.72%	42.67%	37.55%	39.47%	43.01%	51.33%	36.85%	35.45%	38.87%	62.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	300	16	16	21	24	12	5	15	16	4	14	5	9	3	13	14	2	12	14	17	6	21	15	26	0									
		1.30%	1.87%	1.77%	1.96%	2.23%	1.72%	0.66%	1.44%	1.77%	0.53%	1.22%	0.71%	1.04%	0.47%	1.60%	1.47%	0.18%	1.28%	1.43%	1.53%	0.50%	1.73%	1.46%	2.44%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	227	15	7	16	18	8	1	9	14	8	8	3	8	4	6	8	9	6	4	3	34	9	11	14	4									
		0.99%	1.75%	0.77%	1.49%	1.67%	1.14%	0.13%	0.87%	1.55%	1.06%	0.70%	0.43%	0.92%	0.63%	0.74%	0.84%	0.79%	0.64%	0.41%	0.27%	2.82%	0.74%	1.07%	1.31%	0.35%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2706	86	107	125	139	72	46	112	89	68	113	86	56	81	92	119	201	138	150	119	147	170	141	134	115									
		11.77%	10.05%	11.81%	11.65%	12.91%	10.30%	6.12%	10.77%	9.86%	9.04%	9.87%	12.27%	6.47%	12.68%	11.36%	12.47%	17.65%	14.68%	15.34%	10.73%	12.19%	14.01%	13.77%	12.58%	9.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	392	6	13	22	31	29	2	18	28	11	20	5	14	21	9	25	7	14	6	7	29	32	10	25	8									
		1.70%	0.70%	1.43%	2.05%	2.88%	4.15%	0.27%	1.73%	3.10%	1.46%	1.75%	0.71%	1.62%	3.29%	1.11%	2.62%	0.61%	1.49%	0.61%	0.63%	2.40%	2.64%	0.98%	2.35%	0.69%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	568	39	20	40	45	20	1	34	31	20	36	13	23	21	19	24	12	25	21	15	12	23	31	34	9									
		2.47%	4.56%	2.21%	3.73%	4.18%	2.86%	0.13%	3.27%	3.43%	2.66%	3.14%	1.85%	2.66%	3.29%	2.35%	2.52%	1.05%	2.66%	2.15%	1.35%	0.99%	1.90%	3.03%	3.19%	0.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	67	0	2	2	1	1	5	0	1	1	1	0	1	0	1	0	6	25	2	2	11	2	1	1	1									
		0.29%	0.00%	0.22%	0.19%	0.09%	0.14%	0.66%	0.00%	0.11%	0.13%	0.09%	0.00%	0.12%	0.00%	0.12%	0.00%	0.53%	2.66%	0.20%	0.18%	0.91%	0.16%	0.10%	0.09%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1407	58	71	106	96	63	18	85	92	69	80	32	31	35	52	56	3	54	52	72	48	80	57	65	32									
		6.12%	6.78%	7.84%	9.88%	8.91%	9.01%	2.39%	8.17%	10.19%	9.18%	6.99%	4.56%	3.58%	5.48%	6.42%	5.87%	0.26%	5.74%	5.32%	6.49%	3.98%	6.60%	5.57%	6.10%	2.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4282	160	171	152	191	100	180	217	187	165	248	98	79	104	185	215	285	180	197	219	131	249	221	192	156									
		18.62%	18.69%	18.87%	14.17%	17.73%	14.31%	23.94%	20.87%	20.71%	21.94%	21.66%	13.98%	9.13%	16.28%	22.84%	22.54%	25.02%	19.15%	20.14%	19.75%	10.86%	20.53%	21.58%	18.03%	13.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	136	5	6	1	6	1	13	2	5	3	1	1	4	2	3	3	11	4	9	8	17	8	4	17	2									
		0.59%	0.58%	0.66%	0.09%	0.56%	0.14%	1.73%	0.19%	0.55%	0.40%	0.09%	0.14%	0.46%	0.31%	0.37%	0.31%	0.97%	0.43%	0.92%	0.72%	1.41%	0.66%	0.39%	1.60%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1084	42	31	33	32	14	63	36	22	34	65	19	20	21	29	43	86	56	51	72	82	66	47	69	51									
		4.71%	4.91%	3.42%	3.08%	2.97%	2.00%	8.38%	3.46%	2.44%	4.52%	5.68%	2.71%	2.31%	3.29%	3.58%	4.51%	7.55%	5.96%	5.21%	6.49%	6.80%	5.44%	4.59%	6.48%	4.43%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
