Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Черемшанская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	75	0	0	1	2	4	0	0	8	0	4	0	0	3	0	3	4	0	4	3	0	0	5	2	4	5	4	1	13	0	0	0	1	0	4									
14	Число погашенных неиспользованных открепительных удостоверений	220	7	3	3	10	5	4	0	8	5	8	4	4	8	0	6	8	5	8	7	5	7	18	10	9	0	16	0	0	18	12	3	6	10	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	1	0	0	1	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.20%	0.17%	0.12%	0.00%	0.00%	0.34%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	19	0	1	0	0	0	0	1	2	2	0	0	2	1	0	0	1	0	0	2	0	1	0	0	0	0	2	0	0	3	1	0	0	0	0									
		0.13%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.61%	0.46%	1.33%	0.00%	0.00%	0.91%	0.10%	0.00%	0.00%	0.45%	0.00%	0.00%	0.52%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.26%	0.12%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	33	1	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	1	9	4	2	4	2	0	3	0									
		0.23%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.26%	0.91%	0.10%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.17%	0.78%	0.39%	0.17%	0.50%	0.58%	0.00%	1.01%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14153	497	237	83	540	452	125	163	426	146	316	384	210	959	136	343	222	189	421	376	153	436	648	415	369	413	583	1088	964	1024	755	325	368	285	102									
		96.76%	98.61%	98.34%	97.65%	95.58%	99.12%	100.00%	98.79%	98.38%	97.33%	99.37%	97.96%	95.89%	98.26%	98.55%	99.71%	99.11%	98.44%	98.83%	98.69%	98.71%	99.32%	98.03%	98.57%	98.93%	99.52%	97.33%	94.28%	94.98%	89.35%	93.91%	95.03%	99.73%	95.64%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	101	1	0	0	4	1	0	0	3	2	0	4	4	2	1	0	1	0	2	1	0	2	2	3	2	0	4	13	15	15	11	5	0	3	0									
		0.69%	0.20%	0.00%	0.00%	0.71%	0.22%	0.00%	0.00%	0.69%	1.33%	0.00%	1.02%	1.83%	0.20%	0.72%	0.00%	0.45%	0.00%	0.47%	0.26%	0.00%	0.46%	0.30%	0.71%	0.54%	0.00%	0.67%	1.13%	1.48%	1.31%	1.37%	1.46%	0.00%	1.01%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	0									
		0.07%	0.00%	0.00%	2.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.20%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	0	5	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.17%	0.30%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	134	5	3	0	19	3	0	0	1	0	2	2	1	3	1	1	0	2	3	0	1	0	7	2	2	1	5	16	17	10	14	9	1	3	0									
		0.92%	0.99%	1.24%	0.00%	3.36%	0.66%	0.00%	0.00%	0.23%	0.00%	0.63%	0.51%	0.46%	0.31%	0.72%	0.29%	0.00%	1.04%	0.70%	0.00%	0.65%	0.00%	1.06%	0.48%	0.54%	0.24%	0.83%	1.39%	1.67%	0.87%	1.74%	2.63%	0.27%	1.01%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2	4	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.17%	0.50%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	119	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	13	1	88	7	1	0	0	0									
		0.81%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.24%	0.00%	0.24%	0.50%	1.13%	0.10%	7.68%	0.87%	0.29%	0.00%	0.00%	0.00%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
