Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Грязовецкая																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5123	289	303	210	138	148	178	145	263	144	206	165	188	102	88	33	30	51	65	116	173	110	52	274	60	75	82	116	71	57	39	144	101	117	98	78	84	40	278	61	151									
		39.69%	33.84%	34.04%	29.09%	34.85%	32.96%	37.08%	31.94%	35.40%	33.57%	33.72%	34.02%	32.41%	32.90%	37.13%	39.76%	56.60%	40.80%	47.45%	58.29%	60.28%	52.63%	65.82%	51.99%	42.86%	48.08%	45.81%	39.73%	40.80%	54.29%	40.21%	50.17%	55.80%	35.24%	46.45%	29.77%	40.38%	36.36%	57.92%	62.24%	58.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	4	7	7	2	3	5	4	3	1	0	9	3	0	2	0	0	0	0	3	0	0	0	6	0	1	0	4	2	0	0	3	1	3	0	1	2	1	3	0	1									
		0.63%	0.47%	0.79%	0.97%	0.51%	0.67%	1.04%	0.88%	0.40%	0.23%	0.00%	1.86%	0.52%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	1.51%	0.00%	0.00%	0.00%	1.14%	0.00%	0.64%	0.00%	1.37%	1.15%	0.00%	0.00%	1.05%	0.55%	0.90%	0.00%	0.38%	0.96%	0.91%	0.63%	0.00%	0.39%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	4	4	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	3	2	0	0	1	1	1	0	1									
		0.20%	0.00%	0.45%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.42%	0.00%	0.00%	1.60%	0.00%	0.00%	0.35%	0.48%	1.27%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.66%	0.60%	0.00%	0.00%	0.48%	0.91%	0.21%	0.00%	0.39%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2493	167	134	150	71	73	95	75	165	75	152	88	110	56	49	12	7	32	41	36	51	44	10	85	40	35	41	68	30	27	37	54	29	61	47	54	39	25	61	16	51									
		19.31%	19.56%	15.06%	20.78%	17.93%	16.26%	19.79%	16.52%	22.21%	17.48%	24.88%	18.14%	18.97%	18.06%	20.68%	14.46%	13.21%	25.60%	29.93%	18.09%	17.77%	21.05%	12.66%	16.13%	28.57%	22.44%	22.91%	23.29%	17.24%	25.71%	38.14%	18.82%	16.02%	18.37%	22.27%	20.61%	18.75%	22.73%	12.71%	16.33%	19.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	84	8	5	7	4	4	5	5	4	2	1	3	3	2	1	0	0	0	1	3	2	0	1	3	1	0	1	1	0	2	0	2	1	0	3	2	0	1	5	0	1									
		0.65%	0.94%	0.56%	0.97%	1.01%	0.89%	1.04%	1.10%	0.54%	0.47%	0.16%	0.62%	0.52%	0.65%	0.42%	0.00%	0.00%	0.00%	0.73%	1.51%	0.70%	0.00%	1.27%	0.57%	0.71%	0.00%	0.56%	0.34%	0.00%	1.90%	0.00%	0.70%	0.55%	0.00%	1.42%	0.76%	0.00%	0.91%	1.04%	0.00%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	92	5	7	9	2	6	7	4	9	4	6	5	10	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	3	0	2	0	2	3	0	2									
		0.71%	0.59%	0.79%	1.25%	0.51%	1.34%	1.46%	0.88%	1.21%	0.93%	0.98%	1.03%	1.72%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.71%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.35%	0.00%	0.90%	0.00%	0.76%	0.00%	1.82%	0.63%	0.00%	0.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	2	1	0	2	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1									
		0.14%	0.00%	0.00%	0.28%	0.25%	0.00%	0.42%	0.00%	0.13%	0.23%	0.00%	0.00%	0.52%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.38%	0.48%	0.91%	0.21%	1.02%	0.39%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	168	12	13	12	5	7	8	11	4	3	2	3	7	2	5	2	0	0	1	1	1	6	1	8	12	2	1	4	3	1	0	0	3	5	5	2	1	4	8	0	3									
		1.30%	1.41%	1.46%	1.66%	1.26%	1.56%	1.67%	2.42%	0.54%	0.70%	0.33%	0.62%	1.21%	0.65%	2.11%	2.41%	0.00%	0.00%	0.73%	0.50%	0.35%	2.87%	1.27%	1.52%	8.57%	1.28%	0.56%	1.37%	1.72%	0.95%	0.00%	0.00%	1.66%	1.51%	2.37%	0.76%	0.48%	3.64%	1.67%	0.00%	1.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2034	160	125	115	64	89	64	83	125	93	160	107	126	75	48	23	9	26	9	13	17	19	2	59	8	19	26	23	13	7	7	24	17	83	33	61	24	22	29	9	18									
		15.76%	18.74%	14.04%	15.93%	16.16%	19.82%	13.33%	18.28%	16.82%	21.68%	26.19%	22.06%	21.72%	24.19%	20.25%	27.71%	16.98%	20.80%	6.57%	6.53%	5.92%	9.09%	2.53%	11.20%	5.71%	12.18%	14.53%	7.88%	7.47%	6.67%	7.22%	8.36%	9.39%	25.00%	15.64%	23.28%	11.54%	20.00%	6.04%	9.18%	7.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	7	6	5	2	3	5	2	5	1	3	1	3	0	2	0	0	0	0	0	3	0	0	1	0	0	2	1	1	0	0	1	0	0	1	1	4	3	10	0	1									
		0.57%	0.82%	0.67%	0.69%	0.51%	0.67%	1.04%	0.44%	0.67%	0.23%	0.49%	0.21%	0.52%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.19%	0.00%	0.00%	1.12%	0.34%	0.57%	0.00%	0.00%	0.35%	0.00%	0.00%	0.47%	0.38%	1.92%	2.73%	2.08%	0.00%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1378	125	180	118	70	56	65	66	69	61	33	44	51	39	19	4	2	1	10	10	21	14	0	34	3	8	13	35	38	5	6	21	6	23	8	24	36	3	44	3	10									
		10.68%	14.64%	20.22%	16.34%	17.68%	12.47%	13.54%	14.54%	9.29%	14.22%	5.40%	9.07%	8.79%	12.58%	8.02%	4.82%	3.77%	0.80%	7.30%	5.03%	7.32%	6.70%	0.00%	6.45%	2.14%	5.13%	7.26%	11.99%	21.84%	4.76%	6.19%	7.32%	3.31%	6.93%	3.79%	9.16%	17.31%	2.73%	9.17%	3.06%	3.89%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
