Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Аткарская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
22	"5. ""За Русь Святую"""	69	3	1	1	2	4	7	0	1	2	3	0	2	4	4	7	1	5	0	0	0	0	4	0	2	0	0	0	8	0	0	0	1	2	1	2	2	0	0					
		0.30%	0.29%	0.18%	0.10%	0.29%	0.38%	0.86%	0.0%	0.14%	0.20%	0.23%	0.0%	0.25%	0.26%	1.32%	0.61%	0.14%	0.95%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.34%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.25%	0.30%	0.28%	0.63%	0.38%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	65	2	0	3	0	2	4	0	1	2	1	2	1	2	3	2	7	3	0	2	0	0	5	6	2	0	0	0	5	1	0	0	0	2	1	2	3	1	0					
		0.28%	0.19%	0.0%	0.32%	0.0%	0.19%	0.49%	0.0%	0.14%	0.20%	0.07%	0.45%	0.12%	0.13%	0.99%	0.17%	0.98%	0.57%	0.0%	0.64%	0.0%	0.0%	1.22%	0.82%	0.34%	0.0%	0.0%	0.0%	0.59%	0.47%	0.0%	0.0%	0.0%	0.30%	0.28%	0.63%	0.57%	0.22%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	83	6	2	8	4	5	4	0	3	2	7	5	6	4	1	8	1	0	0	3	2	0	1	0	2	1	0	1	0	0	0	1	1	0	0	2	3	0	0					
		0.36%	0.58%	0.37%	0.86%	0.59%	0.47%	0.49%	0.0%	0.43%	0.20%	0.55%	1.14%	0.75%	0.26%	0.33%	0.70%	0.14%	0.0%	0.0%	0.96%	0.57%	0.0%	0.24%	0.0%	0.34%	0.35%	0.0%	0.26%	0.0%	0.0%	0.0%	0.42%	0.25%	0.0%	0.0%	0.63%	0.57%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	26	2	2	0	2	0	0	1	1	3	3	0	1	2	2	3	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.19%	0.37%	0.0%	0.29%	0.0%	0.0%	2.63%	0.14%	0.30%	0.23%	0.0%	0.12%	0.13%	0.66%	0.26%	0.0%	0.0%	0.0%	0.32%	0.28%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	44	2	5	3	1	2	3	0	3	5	2	1	2	1	2	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0					
		0.19%	0.19%	0.92%	0.32%	0.14%	0.19%	0.36%	0.0%	0.43%	0.50%	0.15%	0.22%	0.25%	0.06%	0.66%	0.0%	0.14%	0.19%	0.0%	0.64%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.25%	0.15%	0.28%	0.31%	0.19%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	723	19	8	21	15	11	14	2	11	20	26	9	15	40	3	24	25	33	31	19	8	15	8	15	27	2	20	17	42	9	13	6	46	27	25	12	57	13	15					
		3.21%	1.85%	1.48%	2.26%	2.21%	1.04%	1.72%	5.26%	1.58%	2.03%	2.06%	2.06%	1.89%	2.66%	0.99%	2.11%	3.52%	6.30%	7.06%	6.12%	2.30%	3.87%	1.96%	2.05%	4.64%	0.70%	4.39%	4.53%	4.99%	4.28%	3.74%	2.56%	11.67%	4.09%	7.14%	3.79%	10.83%	2.90%	3.34%					
28	"11. ""Истинные патриоты России"""	28	0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	8	4	3	0	1	0	2	0	0	0	0	0	0	0	0	0					
		0.12%	0.0%	0.0%	0.21%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.08%	0.0%	0.38%	0.0%	0.32%	0.0%	0.25%	0.0%	1.09%	0.68%	1.06%	0.0%	0.26%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	190	5	2	12	6	9	8	0	4	13	9	3	5	22	2	12	2	5	0	1	0	10	1	11	6	1	0	2	0	3	1	1	2	10	4	2	15	1	0					
		0.84%	0.48%	0.37%	1.29%	0.88%	0.85%	0.98%	0.0%	0.57%	1.31%	0.71%	0.68%	0.63%	1.46%	0.66%	1.05%	0.28%	0.95%	0.0%	0.32%	0.0%	2.58%	0.24%	1.50%	1.03%	0.35%	0.0%	0.53%	0.0%	1.42%	0.28%	0.42%	0.50%	1.51%	1.14%	0.63%	2.85%	0.22%	0.0%					
30	"13. ""Демократическая партия России"""	52	6	1	3	4	5	1	0	3	2	3	1	0	0	2	3	1	2	0	0	1	0	0	4	1	1	0	0	5	1	0	0	1	0	0	0	0	1	0					
		0.23%	0.58%	0.18%	0.32%	0.59%	0.47%	0.12%	0.0%	0.43%	0.20%	0.23%	0.22%	0.0%	0.0%	0.66%	0.26%	0.14%	0.38%	0.0%	0.0%	0.28%	0.0%	0.0%	0.54%	0.17%	0.35%	0.0%	0.0%	0.59%	0.47%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	0	2	0	2	1	1	0	0	2	0	1	0	1	1	5	2	1	0	0	0	2	0	0	3	1	0	0	0	0	0	0	1	3	0	0	0	0	0					
		0.12%	0.0%	0.37%	0.0%	0.29%	0.09%	0.12%	0.0%	0.0%	0.20%	0.0%	0.22%	0.0%	0.06%	0.33%	0.44%	0.28%	0.19%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.51%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	15	2	0	0	2	2	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.06%	0.19%	0.0%	0.0%	0.29%	0.19%	0.12%	0.0%	0.14%	0.0%	0.07%	0.22%	0.0%	0.0%	0.0%	0.08%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	708	44	27	41	30	51	45	0	34	55	54	20	33	42	1	35	15	6	13	2	13	7	3	25	15	6	0	3	9	0	4	4	21	13	4	6	17	10	0					
		3.14%	4.29%	5.0%	4.41%	4.43%	4.86%	5.54%	0.0%	4.89%	5.58%	4.29%	4.59%	4.17%	2.8%	0.33%	3.08%	2.11%	1.14%	2.96%	0.64%	3.74%	1.80%	0.73%	3.41%	2.58%	2.12%	0.0%	0.8%	1.07%	0.0%	1.15%	1.70%	5.32%	1.96%	1.14%	1.89%	3.23%	2.23%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	4	0	2	2	0	1	0	1	1	2	0	0	4	0	3	1	2	0	0	0	2	1	2	2	1	0	0	0	1	0	0	2	4	0	3	0	0	0					
		0.18%	0.39%	0.0%	0.21%	0.29%	0.0%	0.12%	0.0%	0.14%	0.10%	0.15%	0.0%	0.0%	0.26%	0.0%	0.26%	0.14%	0.38%	0.0%	0.0%	0.0%	0.51%	0.24%	0.27%	0.34%	0.35%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.50%	0.60%	0.0%	0.94%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2452	149	57	155	109	149	130	0	88	126	150	55	102	188	18	145	77	73	20	24	27	31	19	77	59	12	32	22	77	16	32	7	34	72	18	32	38	20	12					
		10.90%	14.55%	10.55%	16.70%	16.10%	14.21%	16.02%	0.0%	12.68%	12.79%	11.93%	12.64%	12.89%	12.53%	5.96%	12.77%	10.84%	13.95%	4.55%	7.74%	7.78%	8.01%	4.66%	10.53%	10.15%	4.25%	7.03%	5.86%	9.15%	7.61%	9.22%	2.99%	8.62%	10.90%	5.14%	10.12%	7.22%	4.47%	2.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	354	10	16	15	9	23	22	0	17	12	29	10	10	29	2	13	6	11	0	3	3	0	8	7	11	0	0	2	13	11	11	3	2	15	6	8	11	6	0					
		1.57%	0.97%	2.96%	1.61%	1.32%	2.19%	2.71%	0.0%	2.44%	1.21%	2.30%	2.29%	1.26%	1.93%	0.66%	1.14%	0.84%	2.10%	0.0%	0.96%	0.86%	0.0%	1.96%	0.95%	1.89%	0.0%	0.0%	0.53%	1.54%	5.23%	3.17%	1.28%	0.50%	2.27%	1.71%	2.53%	2.09%	1.34%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	10799	417	194	324	220	395	287	29	249	375	474	185	318	665	196	476	456	222	320	183	236	255	240	320	277	194	305	307	428	105	173	177	208	336	214	176	221	291	351					
		48.02%	40.72%	35.92%	34.91%	32.49%	37.69%	35.38%	76.31%	35.87%	38.07%	37.70%	42.52%	40.20%	44.33%	64.90%	41.93%	64.22%	42.44%	72.89%	59.03%	68.01%	65.89%	58.96%	43.77%	47.67%	68.79%	67.03%	81.86%	50.89%	50.0%	49.85%	75.64%	52.79%	50.90%	61.14%	55.69%	42.01%	65.10%	78.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	52	7	1	2	1	5	3	0	2	6	0	0	1	1	0	3	1	1	0	0	0	1	0	2	4	0	0	1	0	1	1	1	0	2	1	0	2	2	0					
		0.23%	0.68%	0.18%	0.21%	0.14%	0.47%	0.36%	0.0%	0.28%	0.60%	0.0%	0.0%	0.12%	0.06%	0.0%	0.26%	0.14%	0.19%	0.0%	0.0%	0.0%	0.25%	0.0%	0.27%	0.68%	0.0%	0.0%	0.26%	0.0%	0.47%	0.28%	0.42%	0.0%	0.30%	0.28%	0.0%	0.38%	0.44%	0.0%					
39	"22. ""Развитие предпринимательства"""	32	2	0	0	0	3	1	0	2	4	2	1	3	1	0	2	2	1	0	0	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.14%	0.19%	0.0%	0.0%	0.0%	0.28%	0.12%	0.0%	0.28%	0.40%	0.15%	0.22%	0.37%	0.06%	0.0%	0.17%	0.28%	0.19%	0.0%	0.0%	0.28%	0.0%	0.24%	0.54%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4314	240	161	234	184	249	183	3	179	229	337	86	196	356	34	264	76	88	24	44	39	41	51	137	103	24	29	8	142	45	76	29	35	116	17	45	99	76	35					
		19.18%	23.43%	29.81%	25.21%	27.17%	23.75%	22.56%	7.89%	25.79%	23.24%	26.80%	19.77%	24.77%	23.73%	11.25%	23.25%	10.70%	16.82%	5.46%	14.19%	11.23%	10.59%	12.53%	18.74%	17.72%	8.51%	6.37%	2.13%	16.88%	21.42%	21.90%	12.39%	8.88%	17.57%	4.85%	14.24%	18.82%	17.00%	7.81%					
																																													
41	Против всех	778	40	21	50	29	54	26	1	38	48	41	14	29	52	6	51	22	21	2	9	1	12	12	14	22	0	6	0	19	1	17	2	23	23	15	17	11	14	15					
		3.46%	3.90%	3.88%	5.38%	4.28%	5.15%	3.20%	2.63%	5.47%	4.87%	3.26%	3.21%	3.66%	3.46%	1.98%	4.49%	3.09%	4.01%	0.45%	2.90%	0.28%	3.10%	2.94%	1.91%	3.78%	0.0%	1.31%	0.0%	2.25%	0.47%	4.89%	0.85%	5.83%	3.48%	4.28%	5.37%	2.09%	3.13%	3.34%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
