Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Яковлевская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200					
14	Число неиспользованных открепительных удостоверений	200	5	6	3	0	0	7	7	4	5	9	4	7	9	5	10	2	5	4	5	5	0	5	5	2	5	2	0	2	5	3	4	5	5	5	5	3	4	4	3	4	0	1	5	5	5	5	3	0	2	1					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	1396	84	42	51	64	83	38	56	55	43	27	70	39	50	63	27	28	7	37	2	8	48	1	21	66	5	30	26	14	1	20	5	30	2	8	2	62	50	8	1	10	0	2	13	10	6	6	16	3	43	13					
		4.38%	4.88%	4.79%	3.31%	4.25%	4.34%	3.22%	3.73%	6.58%	4.47%	4.84%	5.92%	3.36%	4.52%	6.18%	6.05%	3.56%	3.98%	5.41%	2.70%	2.33%	5.62%	1.54%	3.60%	7.14%	4.67%	6.96%	3.63%	3.17%	0.57%	4.96%	2.05%	6.59%	0.98%	5.93%	1.98%	5.47%	6.12%	2.14%	1.11%	2.25%	0.00%	1.11%	3.20%	3.66%	2.93%	1.53%	3.14%	1.88%	4.88%	3.07%					
19	. Малышкин Олег Александрович	823	37	17	32	29	50	15	25	21	26	17	34	20	34	36	16	17	2	16	0	8	34	1	15	19	2	10	47	11	3	5	3	29	12	0	6	25	30	20	5	13	2	4	13	8	5	6	11	1	25	6					
		2.59%	2.15%	1.94%	2.07%	1.92%	2.61%	1.27%	1.66%	2.51%	2.70%	3.05%	2.88%	1.73%	3.07%	3.53%	3.59%	2.16%	1.14%	2.34%	0.00%	2.33%	3.98%	1.54%	2.57%	2.06%	1.87%	2.32%	6.56%	2.49%	1.72%	1.24%	1.23%	6.37%	5.88%	0.00%	5.94%	2.20%	3.67%	5.35%	5.56%	2.93%	1.52%	2.22%	3.20%	2.93%	2.44%	1.53%	2.16%	0.62%	2.83%	1.42%					
20	. Миронов Сергей Михайлович	298	12	8	24	18	16	17	4	21	10	5	10	12	13	4	6	10	0	6	0	1	14	1	3	3	0	4	6	4	1	2	3	6	0	2	0	7	8	3	1	3	3	1	6	2	1	1	3	1	6	6					
		0.94%	0.70%	0.91%	1.56%	1.19%	0.84%	1.44%	0.27%	2.51%	1.04%	0.90%	0.85%	1.04%	1.18%	0.39%	1.35%	1.27%	0.00%	0.88%	0.00%	0.29%	1.64%	1.54%	0.51%	0.32%	0.00%	0.93%	0.84%	0.90%	0.57%	0.50%	1.23%	1.32%	0.00%	1.48%	0.00%	0.62%	0.98%	0.80%	1.11%	0.68%	2.27%	0.56%	1.48%	0.73%	0.49%	0.26%	0.59%	0.62%	0.68%	1.42%					
21	. Путин Владимир Владимирович	19628	888	499	796	885	1256	626	1093	521	549	340	714	835	656	635	286	579	127	477	66	220	458	45	351	561	65	199	399	297	108	237	133	234	108	89	54	740	519	220	60	331	91	105	270	196	124	271	360	93	615	247					
		61.65%	51.57%	56.96%	51.59%	58.73%	65.62%	53.05%	72.77%	62.32%	57.07%	60.93%	60.41%	72.04%	59.31%	62.32%	64.13%	73.66%	72.16%	69.74%	89.19%	63.95%	53.63%	69.23%	60.21%	60.71%	60.75%	46.17%	55.73%	67.19%	62.07%	58.81%	54.51%	51.43%	52.94%	65.93%	53.47%	65.26%	63.53%	58.82%	66.67%	74.55%	68.94%	58.33%	66.50%	71.79%	60.49%	69.13%	70.73%	58.12%	69.73%	58.25%					
22	. Хакамада Ирина Муцуовна	942	79	85	55	72	66	39	50	32	25	14	35	21	38	30	11	13	3	23	0	1	22	3	13	13	2	15	22	6	1	5	4	7	8	2	5	25	16	5	2	5	5	3	3	4	14	7	11	2	14	6					
		2.96%	4.59%	9.70%	3.56%	4.78%	3.45%	3.31%	3.33%	3.83%	2.60%	2.51%	2.96%	1.81%	3.44%	2.94%	2.47%	1.65%	1.70%	3.36%	0.00%	0.29%	2.58%	4.62%	2.23%	1.41%	1.87%	3.48%	3.07%	1.36%	0.57%	1.24%	1.64%	1.54%	3.92%	1.48%	4.95%	2.20%	1.96%	1.34%	2.22%	1.13%	3.79%	1.67%	0.74%	1.47%	6.83%	1.79%	2.16%	1.25%	1.59%	1.42%					
23	. Харитонов Николай Михайлович	7090	518	180	491	345	355	393	204	142	230	136	240	187	251	198	71	112	31	105	4	96	237	13	139	195	21	134	167	99	46	119	89	129	67	27	32	216	155	108	19	69	26	54	74	46	50	75	83	52	145	115					
		22.27%	30.08%	20.55%	31.82%	22.89%	18.55%	33.31%	13.58%	16.99%	23.91%	24.37%	20.30%	16.13%	22.69%	19.43%	15.92%	14.25%	17.61%	15.35%	5.41%	27.91%	27.75%	20.00%	23.84%	21.10%	19.63%	31.09%	23.32%	22.40%	26.44%	29.53%	36.48%	28.35%	32.84%	20.00%	31.68%	19.05%	18.97%	28.88%	21.11%	15.54%	19.70%	30.00%	18.23%	16.85%	24.39%	19.13%	16.31%	32.50%	16.44%	27.12%					
																																																									
24	Против всех	1336	89	43	81	88	79	38	59	40	56	13	54	36	56	42	16	17	4	15	2	5	38	1	38	50	4	30	44	10	13	10	6	17	5	4	2	43	25	10	2	9	5	5	25	4	4	19	20	7	26	27					
		4.20%	5.17%	4.91%	5.25%	5.84%	4.13%	3.22%	3.93%	4.78%	5.82%	2.33%	4.57%	3.11%	5.06%	4.12%	3.59%	2.16%	2.27%	2.19%	2.70%	1.45%	4.45%	1.54%	6.52%	5.41%	3.74%	6.96%	6.15%	2.26%	7.47%	2.48%	2.46%	3.74%	2.45%	2.96%	1.98%	3.79%	3.06%	2.67%	2.22%	2.03%	3.79%	2.78%	6.16%	1.47%	1.95%	4.85%	3.93%	4.38%	2.95%	6.37%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
