Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Сухоложская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	178	3	3	20	5	15	12	12	6	3	6	5	12	12	3	9	9	5	7	1	1	7	5	1	6	2	1	2	1	2	0	2									
		1.18%	0.57%	0.72%	2.10%	1.17%	1.63%	1.55%	1.11%	1.35%	0.67%	1.26%	0.65%	1.49%	1.65%	0.37%	1.85%	2.06%	1.61%	4.09%	0.28%	0.67%	1.66%	2.23%	0.73%	0.91%	0.69%	0.22%	0.29%	0.69%	0.55%	0.00%	1.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	409	16	10	15	13	28	24	23	15	11	16	21	23	29	22	11	12	11	5	10	4	7	6	2	18	13	8	18	1	11	3	3									
		2.71%	3.06%	2.39%	1.58%	3.04%	3.04%	3.10%	2.12%	3.36%	2.46%	3.37%	2.74%	2.85%	3.98%	2.72%	2.26%	2.75%	3.55%	2.92%	2.82%	2.67%	1.66%	2.68%	1.46%	2.74%	4.50%	1.76%	2.63%	0.69%	3.05%	2.68%	2.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	339	15	7	17	13	14	16	23	11	14	14	12	19	20	15	10	8	4	12	7	3	12	9	1	17	10	9	15	1	7	2	2									
		2.24%	2.87%	1.67%	1.79%	3.04%	1.52%	2.07%	2.12%	2.47%	3.13%	2.95%	1.57%	2.36%	2.74%	1.85%	2.05%	1.83%	1.29%	7.02%	1.98%	2.00%	2.84%	4.02%	0.73%	2.58%	3.46%	1.98%	2.19%	0.69%	1.94%	1.79%	1.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5874	205	148	368	141	318	298	426	184	143	152	283	294	233	303	199	178	136	54	159	62	169	88	55	282	114	195	319	80	169	41	78									
		38.85%	39.20%	35.32%	38.66%	32.94%	34.53%	38.55%	39.30%	41.26%	31.92%	32.00%	36.95%	36.48%	31.96%	37.41%	40.86%	40.83%	43.87%	31.58%	44.92%	41.33%	40.05%	39.29%	40.15%	42.86%	39.45%	42.95%	46.57%	55.17%	46.81%	36.61%	53.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	136	1	2	11	1	9	9	5	2	3	2	13	13	4	8	0	7	2	3	1	1	5	3	3	5	7	3	9	0	4	0	0									
		0.90%	0.19%	0.48%	1.16%	0.23%	0.98%	1.16%	0.46%	0.45%	0.67%	0.42%	1.70%	1.61%	0.55%	0.99%	0.00%	1.61%	0.65%	1.75%	0.28%	0.67%	1.18%	1.34%	2.19%	0.76%	2.42%	0.66%	1.31%	0.00%	1.11%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	1	1	1	2	3	1	6	1	0	1	0	0	2	1	0	0	0	7	1	0	1	0	0	4	1	2	1	0	0	0	1									
		0.25%	0.19%	0.24%	0.11%	0.47%	0.33%	0.13%	0.55%	0.22%	0.00%	0.21%	0.00%	0.00%	0.27%	0.12%	0.00%	0.00%	0.00%	4.09%	0.28%	0.00%	0.24%	0.00%	0.00%	0.61%	0.35%	0.44%	0.15%	0.00%	0.00%	0.00%	0.69%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4058	138	153	247	130	254	179	265	115	130	130	185	199	198	211	123	133	88	49	99	42	118	57	47	177	71	123	181	47	100	39	30									
		26.84%	26.39%	36.52%	25.95%	30.37%	27.58%	23.16%	24.45%	25.78%	29.02%	27.37%	24.15%	24.69%	27.16%	26.05%	25.26%	30.50%	28.39%	28.65%	27.97%	28.00%	27.96%	25.45%	34.31%	26.90%	24.57%	27.09%	26.42%	32.41%	27.70%	34.82%	20.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	98	1	4	4	2	4	6	9	3	2	2	10	3	7	7	0	3	1	3	4	0	4	3	0	3	3	4	5	0	0	1	0									
		0.65%	0.19%	0.95%	0.42%	0.47%	0.43%	0.78%	0.83%	0.67%	0.45%	0.42%	1.31%	0.37%	0.96%	0.86%	0.00%	0.69%	0.32%	1.75%	1.13%	0.00%	0.95%	1.34%	0.00%	0.46%	1.04%	0.88%	0.73%	0.00%	0.00%	0.89%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	159	4	2	26	3	17	6	9	2	8	8	9	7	9	5	2	3	0	0	3	1	7	2	3	3	7	4	5	0	3	1	0									
		1.05%	0.76%	0.48%	2.73%	0.70%	1.85%	0.78%	0.83%	0.45%	1.79%	1.68%	1.17%	0.87%	1.23%	0.62%	0.41%	0.69%	0.00%	0.00%	0.85%	0.67%	1.66%	0.89%	2.19%	0.46%	2.42%	0.88%	0.73%	0.00%	0.83%	0.89%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	3	2	2	1	2	0	0	0	1	0	1	2	1	1	0	1	0	1	1	0	0	1	0	3	0	0	2	0	0	0	1									
		0.17%	0.57%	0.48%	0.21%	0.23%	0.22%	0.00%	0.00%	0.00%	0.22%	0.00%	0.13%	0.25%	0.14%	0.12%	0.00%	0.23%	0.00%	0.58%	0.28%	0.00%	0.00%	0.45%	0.00%	0.46%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.69%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	4	3	18	3	7	9	19	8	2	9	11	16	7	8	2	0	1	2	3	1	2	1	0	1	5	10	7	1	1	2	0									
		1.08%	0.76%	0.72%	1.89%	0.70%	0.76%	1.16%	1.75%	1.79%	0.45%	1.89%	1.44%	1.99%	0.96%	0.99%	0.41%	0.00%	0.32%	1.17%	0.85%	0.67%	0.47%	0.45%	0.00%	0.15%	1.73%	2.20%	1.02%	0.69%	0.28%	1.79%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1759	69	47	117	54	104	96	118	42	51	57	96	82	110	96	51	39	34	9	40	21	49	29	18	88	36	61	76	6	35	15	13									
		11.63%	13.19%	11.22%	12.29%	12.62%	11.29%	12.42%	10.89%	9.42%	11.38%	12.00%	12.53%	10.17%	15.09%	11.85%	10.47%	8.94%	10.97%	5.26%	11.30%	14.00%	11.61%	12.95%	13.14%	13.37%	12.46%	13.44%	11.09%	4.14%	9.70%	13.39%	8.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	148	6	7	12	9	7	9	10	3	9	7	10	8	5	5	4	8	0	1	2	0	3	2	0	5	2	5	5	1	2	1	0									
		0.98%	1.15%	1.67%	1.26%	2.10%	0.76%	1.16%	0.92%	0.67%	2.01%	1.47%	1.31%	0.99%	0.69%	0.62%	0.82%	1.83%	0.00%	0.58%	0.56%	0.00%	0.71%	0.89%	0.00%	0.76%	0.69%	1.10%	0.73%	0.69%	0.55%	0.89%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1350	41	25	77	37	113	89	139	50	48	57	85	103	78	111	53	30	23	15	12	7	22	5	3	27	17	17	33	3	12	6	12									
		8.93%	7.84%	5.97%	8.09%	8.64%	12.27%	11.51%	12.82%	11.21%	10.71%	12.00%	11.10%	12.78%	10.70%	13.70%	10.88%	6.88%	7.42%	8.77%	3.39%	4.67%	5.21%	2.23%	2.19%	4.10%	5.88%	3.74%	4.82%	2.07%	3.32%	5.36%	8.28%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
