Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Кызылская городская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32									
		0.49%	0.15%	0.56%	0.55%	0.33%	0.10%	1.13%	0.12%	0.55%	0.44%	0.21%	1.01%	0.18%	0.39%	0.54%	0.44%	1.03%	0.26%	0.09%	0.33%	0.35%	0.37%	0.89%	0.97%	0.91%	0.29%	0.09%	0.54%	0.94%	0.60%	0.70%	0.14%	0.34%									
24	"6. Политическая партия ""Гражданская Платформа"""	66	1	2	4	1	0	7	0	0	2	1	5	1	2	6	5	5	0	0	2	0	0	0	3	1	3	1	6	1	0	5	1	1									
		0.15%	0.07%	0.11%	0.27%	0.05%	0.00%	0.38%	0.00%	0.00%	0.15%	0.07%	0.51%	0.09%	0.10%	0.40%	0.28%	0.30%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.17%	0.07%	0.29%	0.09%	0.40%	0.10%	0.00%	0.35%	0.07%	0.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2520	176	199	53	160	35	44	33	143	40	65	90	45	17	80	42	49	46	65	80	38	86	84	104	89	52	45	100	106	54	175	65	60									
		5.56%	13.14%	11.09%	3.62%	8.73%	3.47%	2.36%	1.98%	8.79%	2.94%	4.50%	9.12%	3.99%	0.84%	5.37%	2.33%	2.98%	3.05%	6.17%	3.81%	3.32%	6.39%	12.52%	5.96%	6.22%	5.07%	3.98%	6.71%	11.06%	4.60%	12.27%	4.44%	5.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	358	4	17	12	17	2	25	7	19	7	13	8	3	6	17	11	30	6	4	11	10	16	9	16	16	9	14	5	17	13	4	3	7									
		0.79%	0.30%	0.95%	0.82%	0.93%	0.20%	1.34%	0.42%	1.17%	0.51%	0.90%	0.81%	0.27%	0.30%	1.14%	0.61%	1.82%	0.40%	0.38%	0.52%	0.87%	1.19%	1.34%	0.92%	1.12%	0.88%	1.24%	0.34%	1.77%	1.11%	0.28%	0.21%	0.60%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	192	2	18	5	5	2	18	1	5	2	1	8	5	6	17	7	1	0	5	3	4	10	5	10	13	5	0	7	2	5	5	8	7									
		0.42%	0.15%	1.00%	0.34%	0.27%	0.20%	0.97%	0.06%	0.31%	0.15%	0.07%	0.81%	0.44%	0.30%	1.14%	0.39%	0.06%	0.00%	0.47%	0.14%	0.35%	0.74%	0.75%	0.57%	0.91%	0.49%	0.00%	0.47%	0.21%	0.43%	0.35%	0.55%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	70	1	2	2	1	0	13	0	1	1	3	4	3	1	0	6	7	0	1	5	1	4	1	2	2	2	0	0	1	2	2	1	1									
		0.15%	0.07%	0.11%	0.14%	0.05%	0.00%	0.70%	0.00%	0.06%	0.07%	0.21%	0.41%	0.27%	0.05%	0.00%	0.33%	0.43%	0.00%	0.09%	0.24%	0.09%	0.30%	0.15%	0.11%	0.14%	0.20%	0.00%	0.00%	0.10%	0.17%	0.14%	0.07%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	797	11	52	16	31	13	16	6	36	15	16	20	2	23	72	18	62	12	18	27	18	39	13	55	24	27	21	25	4	16	46	25	18									
		1.76%	0.82%	2.90%	1.09%	1.69%	1.29%	0.86%	0.36%	2.21%	1.10%	1.11%	2.03%	0.18%	1.13%	4.83%	0.99%	3.76%	0.79%	1.71%	1.29%	1.57%	2.90%	1.94%	3.15%	1.68%	2.63%	1.86%	1.68%	0.42%	1.36%	3.23%	1.71%	1.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2714	69	159	88	99	32	32	81	67	40	83	86	45	27	173	51	146	47	56	71	53	115	66	275	109	61	79	100	94	55	109	106	40									
		5.99%	5.15%	8.86%	6.02%	5.40%	3.17%	1.72%	4.86%	4.12%	2.94%	5.74%	8.71%	3.99%	1.33%	11.60%	2.83%	8.86%	3.11%	5.32%	3.39%	4.62%	8.54%	9.84%	15.76%	7.62%	5.95%	6.98%	6.71%	9.81%	4.68%	7.64%	7.25%	3.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	188	7	7	4	6	0	12	1	7	6	9	6	3	0	10	6	8	2	5	3	1	9	7	8	12	7	3	6	7	3	13	5	5									
		0.41%	0.52%	0.39%	0.27%	0.33%	0.00%	0.64%	0.06%	0.43%	0.44%	0.62%	0.61%	0.27%	0.00%	0.67%	0.33%	0.49%	0.13%	0.47%	0.14%	0.09%	0.67%	1.04%	0.46%	0.84%	0.68%	0.27%	0.40%	0.73%	0.26%	0.91%	0.34%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4021	61	83	41	95	20	328	47	59	107	62	55	64	824	81	39	124	31	38	382	56	83	43	281	106	84	78	91	85	68	316	90	99									
		8.87%	4.56%	4.63%	2.80%	5.19%	1.98%	17.60%	2.82%	3.63%	7.87%	4.29%	5.57%	5.68%	40.61%	5.43%	2.16%	7.53%	2.05%	3.61%	18.22%	4.89%	6.17%	6.41%	16.10%	7.41%	8.20%	6.90%	6.11%	8.87%	5.79%	22.16%	6.15%	8.48%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
