Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
"Наименование Избирательной комиссии:    Астрахань, Ленинская"																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254									
		1.58%	2.03%	0.94%	1.91%	2.33%	1.31%	1.42%	1.51%	2.64%	2.42%	0.48%	1.22%	1.42%	0.64%	0.51%	0.51%	0.49%	1.24%	2.03%	2.13%	1.74%	3.28%	1.12%	1.54%	1.06%	0.80%	0.86%	1.38%	1.65%	1.54%	2.91%	1.01%	0.63%	1.62%	1.77%	1.74%	1.59%	0.81%	1.92%	1.17%	2.13%	1.64%	1.28%	1.83%	1.31%	2.34%	1.10%	2.19%	1.51%	2.15%	1.22%	1.95%	2.13%	1.94%	3.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11369	197	205	287	287	239	264	259	240	299	84	362	298	341	183	155	393	191	258	208	268	281	137	160	223	447	277	162	158	126	196	182	198	137	197	220	168	149	112	167	288	168	268	169	230	102	124	223	289	163	77	178	132	223	20									
		33.65%	26.66%	27.44%	36.56%	33.41%	31.32%	33.98%	32.50%	33.29%	36.20%	40.58%	55.27%	38.40%	43.33%	46.80%	39.24%	63.59%	33.75%	32.66%	44.35%	42.47%	51.28%	30.58%	35.09%	33.89%	50.97%	39.57%	27.88%	23.65%	27.63%	30.02%	26.38%	31.43%	31.79%	29.01%	29.49%	33.47%	24.15%	26.92%	27.93%	30.70%	25.11%	28.54%	28.17%	30.22%	26.49%	27.37%	27.16%	27.32%	29.16%	31.43%	28.99%	31.21%	36.14%	38.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	267	4	3	4	5	4	3	16	6	2	1	3	5	2	1	4	2	7	9	2	6	5	2	1	3	4	10	5	5	4	5	7	5	4	5	7	4	5	4	4	15	9	12	4	8	4	4	5	8	6	0	11	1	2	0									
		0.79%	0.54%	0.40%	0.51%	0.58%	0.52%	0.39%	2.01%	0.83%	0.24%	0.48%	0.46%	0.64%	0.25%	0.26%	1.01%	0.32%	1.24%	1.14%	0.43%	0.95%	0.91%	0.45%	0.22%	0.46%	0.46%	1.43%	0.86%	0.75%	0.88%	0.77%	1.01%	0.79%	0.93%	0.74%	0.94%	0.80%	0.81%	0.96%	0.67%	1.60%	1.35%	1.28%	0.67%	1.05%	1.04%	0.88%	0.61%	0.76%	1.07%	0.00%	1.79%	0.24%	0.32%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	89	1	8	3	3	2	2	1	1	3	0	1	1	2	0	1	0	1	8	2	9	4	0	2	0	0	0	2	0	1	2	2	0	2	1	1	1	2	1	2	3	1	1	0	0	0	4	1	2	1	0	1	0	2	1									
		0.26%	0.14%	1.07%	0.38%	0.35%	0.26%	0.26%	0.13%	0.14%	0.36%	0.00%	0.15%	0.13%	0.25%	0.00%	0.25%	0.00%	0.18%	1.01%	0.43%	1.43%	0.73%	0.00%	0.44%	0.00%	0.00%	0.00%	0.34%	0.00%	0.22%	0.31%	0.29%	0.00%	0.46%	0.15%	0.13%	0.20%	0.32%	0.24%	0.33%	0.32%	0.15%	0.11%	0.00%	0.00%	0.00%	0.88%	0.12%	0.19%	0.18%	0.00%	0.16%	0.00%	0.32%	1.92%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4128	100	73	122	85	131	88	125	75	94	39	73	110	56	47	48	24	105	107	67	93	54	68	81	88	44	109	63	71	46	103	83	112	59	83	89	81	66	59	74	90	77	108	64	76	37	54	98	105	76	47	82	45	63	11									
		12.22%	13.53%	9.77%	15.54%	9.90%	17.17%	11.33%	15.68%	10.40%	11.38%	18.84%	11.15%	14.18%	7.12%	12.02%	12.15%	3.88%	18.55%	13.54%	14.29%	14.74%	9.85%	15.18%	17.76%	13.37%	5.02%	15.57%	10.84%	10.63%	10.09%	15.77%	12.03%	17.78%	13.69%	12.22%	11.93%	16.14%	10.70%	14.18%	12.37%	9.59%	11.51%	11.50%	10.67%	9.99%	9.61%	11.92%	11.94%	9.92%	13.60%	19.18%	13.36%	10.64%	10.21%	21.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	362	7	5	10	5	10	3	3	8	12	3	3	8	8	1	1	2	3	5	2	2	2	3	4	5	7	8	3	9	8	6	8	7	3	3	11	10	3	8	5	16	8	15	9	7	6	8	17	20	9	6	14	8	3	2									
		1.07%	0.95%	0.67%	1.27%	0.58%	1.31%	0.39%	0.38%	1.11%	1.45%	1.45%	0.46%	1.03%	1.02%	0.26%	0.25%	0.32%	0.53%	0.63%	0.43%	0.32%	0.36%	0.67%	0.88%	0.76%	0.80%	1.14%	0.52%	1.35%	1.75%	0.92%	1.16%	1.11%	0.70%	0.44%	1.47%	1.99%	0.49%	1.92%	0.84%	1.71%	1.20%	1.60%	1.50%	0.92%	1.56%	1.77%	2.07%	1.89%	1.61%	2.45%	2.28%	1.89%	0.49%	3.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	396	4	4	4	4	7	3	10	2	8	2	6	7	8	0	3	3	3	7	1	3	3	7	10	4	7	8	6	10	8	3	7	6	6	15	14	4	7	3	11	23	6	14	12	18	5	6	16	28	11	3	11	7	8	0									
		1.17%	0.54%	0.54%	0.51%	0.47%	0.92%	0.39%	1.25%	0.28%	0.97%	0.97%	0.92%	0.90%	1.02%	0.00%	0.76%	0.49%	0.53%	0.89%	0.21%	0.48%	0.55%	1.56%	2.19%	0.61%	0.80%	1.14%	1.03%	1.50%	1.75%	0.46%	1.01%	0.95%	1.39%	2.21%	1.88%	0.80%	1.13%	0.72%	1.84%	2.45%	0.90%	1.49%	2.00%	2.37%	1.30%	1.32%	1.95%	2.65%	1.97%	1.22%	1.79%	1.65%	1.30%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	1	1	1	1	2	2	0	2	1	0	0	0	1	0	0	0	2	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	2	0	0	1	0	0	4	0	1	0	0	3	0	0	0	1	1	0									
		0.12%	0.14%	0.13%	0.13%	0.12%	0.26%	0.26%	0.00%	0.28%	0.12%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.35%	0.13%	0.21%	0.00%	0.00%	0.22%	0.00%	0.15%	0.11%	0.14%	0.17%	0.15%	0.22%	0.00%	0.14%	0.16%	0.00%	0.15%	0.13%	0.00%	0.32%	0.00%	0.00%	0.11%	0.00%	0.00%	0.67%	0.00%	0.26%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.24%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	449	4	6	3	3	7	5	7	10	9	2	4	5	9	5	1	0	3	2	6	6	3	4	13	10	1	4	8	9	6	11	3	8	9	14	13	8	6	6	5	38	11	23	15	13	10	13	14	36	12	3	11	7	3	2									
		1.33%	0.54%	0.80%	0.38%	0.35%	0.92%	0.64%	0.88%	1.39%	1.09%	0.97%	0.61%	0.64%	1.14%	1.28%	0.25%	0.00%	0.53%	0.25%	1.28%	0.95%	0.55%	0.89%	2.85%	1.52%	0.11%	0.57%	1.38%	1.35%	1.32%	1.68%	0.43%	1.27%	2.09%	2.06%	1.74%	1.59%	0.97%	1.44%	0.84%	4.05%	1.64%	2.45%	2.50%	1.71%	2.60%	2.87%	1.71%	3.40%	2.15%	1.22%	1.79%	1.65%	0.49%	3.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4533	123	149	107	132	114	99	94	98	84	21	58	117	107	51	53	56	59	104	60	74	53	49	54	89	85	90	73	84	75	100	102	106	52	108	104	65	93	56	93	128	93	128	83	101	74	50	115	155	70	31	75	47	86	6									
		13.42%	16.64%	19.95%	13.63%	15.37%	14.94%	12.74%	11.79%	13.59%	10.17%	10.14%	8.85%	15.08%	13.60%	13.04%	13.42%	9.06%	10.42%	13.16%	12.79%	11.73%	9.67%	10.94%	11.84%	13.53%	9.69%	12.86%	12.56%	12.57%	16.45%	15.31%	14.78%	16.83%	12.06%	15.91%	13.94%	12.95%	15.07%	13.46%	15.55%	13.65%	13.90%	13.63%	13.83%	13.27%	19.22%	11.04%	14.01%	14.65%	12.52%	12.65%	12.21%	11.11%	13.94%	11.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	7	5	0	5	4	1	2	4	3	0	5	4	7	3	3	1	0	2	0	7	1	1	4	1	4	2	1	9	2	3	2	4	0	1	6	4	2	2	3	3	0	3	0	3	1	2	4	3	1	0	3	2	1	1									
		0.42%	0.95%	0.67%	0.00%	0.58%	0.52%	0.13%	0.25%	0.55%	0.36%	0.00%	0.76%	0.52%	0.89%	0.77%	0.76%	0.16%	0.00%	0.25%	0.00%	1.11%	0.18%	0.22%	0.88%	0.15%	0.46%	0.29%	0.17%	1.35%	0.44%	0.46%	0.29%	0.63%	0.00%	0.15%	0.80%	0.80%	0.32%	0.48%	0.50%	0.32%	0.00%	0.32%	0.00%	0.39%	0.26%	0.44%	0.49%	0.28%	0.18%	0.00%	0.49%	0.47%	0.16%	1.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8940	199	195	170	235	178	231	207	208	232	33	89	155	147	77	80	112	145	189	89	103	79	144	98	196	229	126	199	253	146	165	232	139	136	191	223	114	234	125	191	251	239	284	186	252	103	155	250	312	152	53	178	134	93	4									
		26.46%	26.93%	26.10%	21.66%	27.36%	23.33%	29.73%	25.97%	28.85%	28.09%	15.94%	13.59%	19.97%	18.68%	19.69%	20.25%	18.12%	25.62%	23.92%	18.98%	16.32%	14.42%	32.14%	21.49%	29.79%	26.11%	18.00%	34.25%	37.87%	32.02%	25.27%	33.62%	22.06%	31.55%	28.13%	29.89%	22.71%	37.93%	30.05%	31.94%	26.76%	35.72%	30.24%	31.00%	33.11%	26.75%	34.22%	30.45%	29.49%	27.19%	21.63%	28.99%	31.68%	15.07%	7.69%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
