Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Абаканская городская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	955	15	15	15	15	15	15	15	15	15	15	15	15	15	25	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	277	2	8	15	4	2	10	4	5	3	7	5	2	5	18	1	3	6	4	8	4	4	0	0	2	2	2	2	1	0	4	1	2	7	1	9	1	1	5	3	9	4	1	0	1	2	4	4	8	14	8	1	4	4	7	5	6	6	4	3	4	4	9	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	217	11	7	5	11	4	6	3	5	4	8	0	2	4	2	1	3	2	0	8	1	1	2	2	3	6	3	2	3	5	1	3	3	16	1	5	1	1	2	2	3	6	0	2	0	1	0	4	0	4	3	3	2	2	2	6	0	3	4	6	5	2	7	3					
14	Число погашенных открепительных удостоверений	678	13	7	0	11	13	5	11	10	12	8	10	13	10	7	14	12	9	11	7	11	11	15	15	13	13	13	13	14	15	11	14	13	8	14	6	14	14	10	12	6	11	14	15	14	13	11	11	7	1	7	14	11	11	8	10	9	9	11	12	11	11	6	13					
15	Число открепительных удостоверений выданных ТИК	6	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	"1. ""ЕДИНЕНИЕ"""	373	8	2	12	0	9	8	7	12	2	7	7	3	3	7	1	4	4	16	7	15	4	0	6	2	1	4	4	5	1	0	4	4	5	4	5	0	2	4	6	12	6	11	5	1	7	7	2	3	5	6	7	9	9	11	4	2	5	11	1	4	33	11	6					
		0.65%	1.32%	0.29%	1.17%	0.0%	1.44%	1.38%	0.72%	1.25%	0.19%	0.58%	0.52%	0.23%	0.21%	0.75%	0.12%	0.75%	0.45%	1.03%	0.45%	1.07%	0.38%	0.0%	1.15%	0.32%	0.18%	0.72%	0.83%	0.68%	0.2%	0.0%	0.59%	0.46%	1.01%	0.80%	0.86%	0.0%	0.37%	0.94%	1.07%	1.14%	0.57%	1.17%	0.96%	0.21%	0.65%	1.20%	0.15%	0.22%	0.39%	0.59%	0.67%	0.70%	0.66%	0.73%	0.46%	0.15%	0.46%	0.72%	0.10%	0.43%	2.02%	0.71%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2254	25	30	42	18	37	24	53	43	51	67	56	52	45	45	22	22	53	49	46	35	43	0	16	20	14	11	10	19	18	24	29	36	18	22	39	21	20	15	23	39	26	37	16	12	39	11	41	42	65	36	42	66	84	45	55	51	39	48	29	48	49	88	33					
		3.96%	4.13%	4.37%	4.10%	3.42%	5.92%	4.14%	5.52%	4.50%	4.88%	5.61%	4.20%	4.01%	3.23%	4.83%	2.85%	4.16%	6.04%	3.16%	3.01%	2.50%	4.09%	0.0%	3.08%	3.21%	2.62%	2.00%	2.08%	2.60%	3.6%	3.31%	4.34%	4.15%	3.66%	4.41%	6.73%	4.32%	3.76%	3.54%	4.13%	3.73%	2.50%	3.94%	3.08%	2.59%	3.65%	1.88%	3.17%	3.20%	5.07%	3.54%	4.06%	5.14%	6.19%	3.01%	6.44%	4.07%	3.60%	3.16%	3.10%	5.20%	3.01%	5.71%	5.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1412	25	16	13	22	9	8	18	27	15	18	24	40	39	24	21	18	22	40	37	41	21	3	11	20	19	24	16	19	15	15	23	18	18	14	14	13	7	12	20	34	23	23	15	10	30	16	34	47	36	25	21	31	28	26	19	30	28	27	42	17	30	30	11					
		2.48%	4.13%	2.33%	1.27%	4.18%	1.44%	1.38%	1.87%	2.83%	1.43%	1.50%	1.80%	3.09%	2.80%	2.58%	2.72%	3.40%	2.50%	2.58%	2.42%	2.93%	2.0%	2.08%	2.12%	3.21%	3.56%	4.37%	3.33%	2.60%	3.0%	2.07%	3.44%	2.07%	3.66%	2.81%	2.41%	2.67%	1.31%	2.83%	3.59%	3.25%	2.21%	2.44%	2.89%	2.15%	2.81%	2.74%	2.63%	3.59%	2.80%	2.46%	2.03%	2.41%	2.06%	1.74%	2.22%	2.39%	2.58%	1.78%	4.50%	1.84%	1.84%	1.94%	1.70%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3462	34	65	47	42	32	37	72	67	73	93	82	73	83	41	36	28	44	58	79	83	39	4	18	25	31	39	32	34	14	64	53	65	34	32	27	36	27	18	32	88	50	60	31	19	72	15	62	92	91	50	59	113	93	84	65	119	58	92	36	56	69	125	70					
		6.09%	5.61%	9.48%	4.59%	7.98%	5.12%	6.39%	7.5%	7.02%	6.99%	7.78%	6.16%	5.64%	5.97%	4.40%	4.67%	5.30%	5.01%	3.74%	5.18%	5.93%	3.71%	2.77%	3.47%	4.01%	5.81%	7.11%	6.66%	4.65%	2.8%	8.85%	7.93%	7.49%	6.92%	6.42%	4.66%	7.40%	5.08%	4.25%	5.75%	8.42%	4.82%	6.38%	5.98%	4.10%	6.75%	2.57%	4.79%	7.02%	7.09%	4.92%	5.71%	8.80%	6.85%	5.63%	7.62%	9.49%	5.36%	6.07%	3.85%	6.07%	4.24%	8.12%	10.81%					
22	"5. ""За Русь Святую"""	375	7	6	1	3	4	0	9	4	2	3	7	9	14	6	8	3	6	6	13	9	7	1	1	8	8	2	2	3	3	7	8	4	2	4	5	1	4	5	5	8	6	0	10	3	13	6	9	4	6	11	5	10	11	5	5	3	15	10	11	9	8	4	3					
		0.66%	1.15%	0.87%	0.09%	0.57%	0.64%	0.0%	0.93%	0.41%	0.19%	0.25%	0.52%	0.69%	1.00%	0.64%	1.03%	0.56%	0.68%	0.38%	0.85%	0.64%	0.66%	0.69%	0.19%	1.28%	1.50%	0.36%	0.41%	0.41%	0.6%	0.96%	1.19%	0.46%	0.40%	0.80%	0.86%	0.20%	0.75%	1.18%	0.89%	0.76%	0.57%	0.0%	1.93%	0.64%	1.21%	1.02%	0.69%	0.30%	0.46%	1.08%	0.48%	0.77%	0.81%	0.33%	0.58%	0.23%	1.38%	0.66%	1.17%	0.97%	0.49%	0.25%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	146	0	3	2	0	0	2	1	5	6	3	2	5	4	6	4	2	1	6	0	4	3	0	2	0	1	4	0	1	2	2	4	2	1	0	0	1	1	0	4	3	2	6	1	2	2	5	5	3	3	2	0	0	0	5	1	1	1	1	9	1	8	1	0					
		0.25%	0.0%	0.43%	0.19%	0.0%	0.0%	0.34%	0.10%	0.52%	0.57%	0.25%	0.15%	0.38%	0.28%	0.64%	0.51%	0.37%	0.11%	0.38%	0.0%	0.28%	0.28%	0.0%	0.38%	0.0%	0.18%	0.72%	0.0%	0.13%	0.4%	0.27%	0.59%	0.23%	0.20%	0.0%	0.0%	0.20%	0.18%	0.0%	0.71%	0.28%	0.19%	0.63%	0.19%	0.43%	0.18%	0.85%	0.38%	0.22%	0.23%	0.19%	0.0%	0.0%	0.0%	0.33%	0.11%	0.07%	0.09%	0.06%	0.96%	0.10%	0.49%	0.06%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	511	4	5	4	4	4	7	10	6	12	8	18	14	8	5	3	7	3	15	12	23	9	1	4	5	5	5	2	6	2	5	7	3	3	3	2	1	9	4	9	5	10	13	8	5	10	5	10	10	7	8	2	8	19	17	7	11	15	9	8	14	26	21	6					
		0.89%	0.66%	0.72%	0.39%	0.76%	0.64%	1.20%	1.04%	0.62%	1.15%	0.67%	1.35%	1.08%	0.57%	0.53%	0.38%	1.32%	0.34%	0.96%	0.78%	1.64%	0.85%	0.69%	0.77%	0.80%	0.93%	0.91%	0.41%	0.82%	0.4%	0.69%	1.04%	0.34%	0.61%	0.60%	0.34%	0.20%	1.69%	0.94%	1.61%	0.47%	0.96%	1.38%	1.54%	1.07%	0.93%	0.85%	0.77%	0.76%	0.54%	0.78%	0.19%	0.62%	1.40%	1.14%	0.82%	0.87%	1.38%	0.59%	0.85%	1.51%	1.59%	1.36%	0.92%					
25	"8. ""Народно-республиканская партия России"""	51	0	0	1	0	0	1	0	2	0	0	2	0	2	1	1	4	1	3	4	0	1	0	0	2	0	1	0	2	0	0	2	1	1	0	0	0	0	0	1	2	1	0	0	0	1	3	0	0	0	1	1	0	1	0	0	0	1	1	5	1	0	0	0					
		0.08%	0.0%	0.0%	0.09%	0.0%	0.0%	0.17%	0.0%	0.20%	0.0%	0.0%	0.15%	0.0%	0.14%	0.10%	0.12%	0.75%	0.11%	0.19%	0.26%	0.0%	0.09%	0.0%	0.0%	0.32%	0.0%	0.18%	0.0%	0.27%	0.0%	0.0%	0.29%	0.11%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.19%	0.09%	0.0%	0.0%	0.0%	0.09%	0.51%	0.0%	0.0%	0.0%	0.09%	0.09%	0.0%	0.07%	0.0%	0.0%	0.0%	0.09%	0.06%	0.53%	0.10%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	345	6	6	14	6	2	3	7	7	11	9	11	6	8	5	3	5	3	10	7	11	2	1	1	2	3	4	1	3	3	4	3	0	1	0	5	5	3	1	7	1	8	6	4	4	4	4	6	10	8	4	7	8	4	15	9	5	8	7	6	4	7	14	3					
		0.60%	0.99%	0.87%	1.36%	1.14%	0.32%	0.51%	0.72%	0.73%	1.05%	0.75%	0.82%	0.46%	0.57%	0.53%	0.38%	0.94%	0.34%	0.64%	0.45%	0.78%	0.19%	0.69%	0.19%	0.32%	0.56%	0.72%	0.20%	0.41%	0.6%	0.55%	0.44%	0.0%	0.20%	0.0%	0.86%	1.02%	0.56%	0.23%	1.25%	0.09%	0.77%	0.63%	0.77%	0.86%	0.37%	0.68%	0.46%	0.76%	0.62%	0.39%	0.67%	0.62%	0.29%	1.00%	1.05%	0.39%	0.73%	0.46%	0.64%	0.43%	0.43%	0.90%	0.46%					
27	"10. ""Аграрная партия России"""	1466	15	17	30	10	18	8	28	27	31	38	40	34	32	21	23	9	13	43	39	43	38	1	12	11	14	15	16	30	10	13	9	24	9	5	18	15	24	17	14	27	32	18	15	7	38	10	25	31	36	25	23	30	45	35	18	37	21	45	16	23	45	43	7					
		2.58%	2.47%	2.48%	2.93%	1.90%	2.88%	1.38%	2.91%	2.83%	2.97%	3.18%	3.00%	2.62%	2.30%	2.25%	2.98%	1.70%	1.48%	2.77%	2.55%	3.07%	3.61%	0.69%	2.31%	1.76%	2.62%	2.73%	3.33%	4.10%	2.0%	1.79%	1.34%	2.76%	1.83%	1.00%	3.10%	3.08%	4.51%	4.01%	2.51%	2.58%	3.08%	1.91%	2.89%	1.51%	3.56%	1.71%	1.93%	2.36%	2.80%	2.46%	2.22%	2.33%	3.31%	2.34%	2.11%	2.95%	1.94%	2.97%	1.71%	2.49%	2.76%	2.79%	1.08%					
28	"11. ""Истинные патриоты России"""	44	0	0	2	0	1	0	0	0	3	0	1	2	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	2	0	2	0	0	0	2	7	0	6	1	0					
		0.07%	0.0%	0.0%	0.19%	0.0%	0.16%	0.0%	0.0%	0.0%	0.28%	0.0%	0.07%	0.15%	0.07%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.19%	0.0%	0.0%	0.18%	0.0%	0.13%	0.0%	0.13%	0.0%	0.11%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.09%	0.17%	0.07%	0.0%	0.07%	0.09%	0.0%	0.15%	0.0%	0.13%	0.0%	0.0%	0.0%	0.13%	0.75%	0.0%	0.36%	0.06%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	359	5	2	5	3	3	3	7	3	3	6	11	11	3	8	4	2	3	21	13	10	11	1	7	3	4	1	6	5	5	7	8	4	2	2	1	10	2	2	2	11	5	11	1	4	7	2	6	6	7	7	10	5	3	6	6	7	4	10	7	1	14	7	3					
		0.63%	0.82%	0.29%	0.48%	0.57%	0.48%	0.51%	0.72%	0.31%	0.28%	0.50%	0.82%	0.85%	0.21%	0.86%	0.51%	0.37%	0.34%	1.35%	0.85%	0.71%	1.04%	0.69%	1.35%	0.48%	0.75%	0.18%	1.25%	0.68%	1.0%	0.96%	1.19%	0.46%	0.40%	0.40%	0.17%	2.05%	0.37%	0.47%	0.35%	1.05%	0.48%	1.17%	0.19%	0.86%	0.65%	0.34%	0.46%	0.45%	0.54%	0.68%	0.96%	0.38%	0.22%	0.40%	0.70%	0.55%	0.36%	0.66%	0.75%	0.10%	0.86%	0.45%	0.46%					
30	"13. ""Демократическая партия России"""	98	2	0	1	2	0	0	0	2	4	1	3	1	4	4	6	1	3	2	1	4	3	1	2	2	4	1	2	1	1	1	0	0	0	1	1	1	0	1	0	2	1	2	1	1	1	0	3	3	0	0	1	1	0	0	2	4	0	6	1	0	3	1	2					
		0.17%	0.33%	0.0%	0.09%	0.38%	0.0%	0.0%	0.0%	0.20%	0.38%	0.08%	0.22%	0.07%	0.28%	0.43%	0.77%	0.18%	0.34%	0.12%	0.06%	0.28%	0.28%	0.69%	0.38%	0.32%	0.75%	0.18%	0.41%	0.13%	0.2%	0.13%	0.0%	0.0%	0.0%	0.20%	0.17%	0.20%	0.0%	0.23%	0.0%	0.19%	0.09%	0.21%	0.19%	0.21%	0.09%	0.0%	0.23%	0.22%	0.0%	0.0%	0.09%	0.07%	0.0%	0.0%	0.23%	0.31%	0.0%	0.39%	0.10%	0.0%	0.18%	0.06%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	274	4	1	16	1	1	4	2	3	5	6	5	3	3	2	4	5	7	4	3	6	2	0	6	4	2	3	1	1	1	3	1	4	4	4	2	0	1	2	10	12	4	6	1	2	5	4	8	9	10	5	8	3	4	8	4	5	8	7	3	3	15	3	1					
		0.48%	0.66%	0.14%	1.56%	0.19%	0.16%	0.69%	0.20%	0.31%	0.47%	0.50%	0.37%	0.23%	0.21%	0.21%	0.51%	0.94%	0.79%	0.25%	0.19%	0.42%	0.19%	0.0%	1.15%	0.64%	0.37%	0.54%	0.20%	0.13%	0.2%	0.41%	0.14%	0.46%	0.81%	0.80%	0.34%	0.0%	0.18%	0.47%	1.79%	1.14%	0.38%	0.63%	0.19%	0.43%	0.46%	0.68%	0.61%	0.68%	0.78%	0.49%	0.77%	0.23%	0.29%	0.53%	0.46%	0.39%	0.73%	0.46%	0.32%	0.32%	0.92%	0.19%	0.15%					
32	"15. ""Партия СЛОН"""	79	1	1	4	2	3	2	2	1	1	1	3	1	1	1	0	0	1	4	1	1	0	2	0	1	1	0	0	1	0	0	1	1	0	0	0	2	0	1	0	2	3	0	0	1	2	1	1	3	4	2	0	2	2	1	0	1	4	1	3	0	5	0	0					
		0.13%	0.16%	0.14%	0.39%	0.38%	0.48%	0.34%	0.20%	0.10%	0.09%	0.08%	0.22%	0.07%	0.07%	0.10%	0.0%	0.0%	0.11%	0.25%	0.06%	0.07%	0.0%	1.38%	0.0%	0.16%	0.18%	0.0%	0.0%	0.13%	0.0%	0.0%	0.14%	0.11%	0.0%	0.0%	0.0%	0.41%	0.0%	0.23%	0.0%	0.19%	0.28%	0.0%	0.0%	0.21%	0.18%	0.17%	0.07%	0.22%	0.31%	0.19%	0.0%	0.15%	0.14%	0.06%	0.0%	0.07%	0.36%	0.06%	0.32%	0.0%	0.30%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7177	72	89	95	69	90	62	203	161	161	203	175	173	185	76	70	33	128	182	209	215	124	11	60	61	53	47	48	82	53	108	71	122	67	69	84	42	68	57	67	146	123	132	71	44	146	71	132	169	147	83	162	159	180	188	109	213	117	154	60	122	155	261	88					
		12.63%	11.90%	12.99%	9.29%	13.11%	14.4%	10.70%	21.14%	16.87%	15.43%	17.00%	13.14%	13.36%	13.30%	8.17%	9.09%	6.25%	14.59%	11.75%	13.70%	15.37%	11.80%	7.63%	11.58%	9.79%	9.94%	8.57%	10.0%	11.23%	10.6%	14.93%	10.62%	14.07%	13.64%	13.85%	14.50%	8.64%	12.80%	13.47%	12.05%	13.97%	11.86%	14.05%	13.70%	9.50%	13.69%	12.17%	10.21%	12.91%	11.46%	8.16%	15.68%	12.38%	13.27%	12.60%	12.77%	16.99%	10.81%	10.16%	6.43%	13.23%	9.52%	16.95%	13.60%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	119	2	0	8	1	2	0	0	1	0	1	0	1	1	1	3	0	2	3	1	3	2	1	3	5	3	2	2	2	0	2	2	1	0	0	0	2	0	0	1	2	0	1	2	1	5	0	2	0	3	3	1	3	3	0	0	0	2	5	11	3	13	1	0					
		0.20%	0.33%	0.0%	0.78%	0.19%	0.32%	0.0%	0.0%	0.10%	0.0%	0.08%	0.0%	0.07%	0.07%	0.10%	0.38%	0.0%	0.22%	0.19%	0.06%	0.21%	0.19%	0.69%	0.57%	0.80%	0.56%	0.36%	0.41%	0.27%	0.0%	0.27%	0.29%	0.11%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.17%	0.19%	0.0%	0.10%	0.38%	0.21%	0.46%	0.0%	0.15%	0.0%	0.23%	0.29%	0.09%	0.23%	0.22%	0.0%	0.0%	0.0%	0.18%	0.33%	1.17%	0.32%	0.79%	0.06%	0.0%					
35	"18. ""ЛДПР"""	8712	100	83	81	66	72	46	106	102	136	142	191	222	190	154	129	77	110	277	268	207	205	42	117	137	86	112	110	134	93	85	107	96	45	85	80	72	101	70	84	146	149	150	94	87	125	115	246	183	169	193	144	159	217	244	107	176	183	242	151	140	380	194	98					
		15.33%	16.52%	12.11%	7.92%	12.54%	11.52%	7.94%	11.04%	10.69%	13.03%	11.89%	14.35%	17.15%	13.66%	16.55%	16.75%	14.58%	12.54%	17.89%	17.57%	14.80%	19.52%	29.16%	22.58%	21.99%	16.13%	20.43%	22.91%	18.35%	18.6%	11.75%	16.01%	11.07%	9.16%	17.06%	13.81%	14.81%	19.02%	16.54%	15.10%	13.97%	14.36%	15.97%	18.14%	18.79%	11.72%	19.72%	19.04%	13.98%	13.18%	18.99%	13.93%	12.38%	16.00%	16.36%	12.54%	14.04%	16.91%	15.97%	16.18%	15.18%	23.35%	12.60%	15.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	961	10	7	12	10	13	11	21	17	16	11	24	20	23	11	17	9	8	16	22	31	12	7	5	11	3	14	9	10	9	7	10	16	7	8	11	15	12	4	7	13	21	20	12	18	17	12	20	16	14	12	22	34	23	47	25	19	18	30	17	12	18	30	5					
		1.69%	1.65%	1.02%	1.17%	1.90%	2.08%	1.89%	2.18%	1.78%	1.53%	0.92%	1.80%	1.54%	1.65%	1.18%	2.20%	1.70%	0.91%	1.03%	1.44%	2.21%	1.14%	4.86%	0.96%	1.76%	0.56%	2.55%	1.87%	1.36%	1.8%	0.96%	1.49%	1.84%	1.42%	1.60%	1.89%	3.08%	2.25%	0.94%	1.25%	1.24%	2.02%	2.12%	2.31%	3.88%	1.59%	2.05%	1.54%	1.22%	1.09%	1.18%	2.12%	2.64%	1.69%	3.15%	2.93%	1.51%	1.66%	1.98%	1.82%	1.30%	1.10%	1.94%	0.77%					
37	"20. ""Политическая партия ""Единая Россия"""	16710	181	187	459	137	195	185	221	256	297	302	388	371	466	294	263	193	282	499	490	397	317	39	141	175	144	136	116	209	145	203	188	270	121	139	170	131	147	119	136	278	326	229	138	131	313	162	321	427	380	354	294	420	399	408	229	328	351	524	223	285	423	453	205					
		29.41%	29.91%	27.29%	44.91%	26.04%	31.2%	31.95%	23.02%	26.83%	28.47%	25.29%	29.15%	28.67%	33.52%	31.61%	34.15%	36.55%	32.15%	32.23%	32.13%	28.39%	30.19%	27.08%	27.22%	28.08%	27.01%	24.81%	24.16%	28.63%	29.0%	28.07%	28.14%	31.14%	24.64%	27.91%	29.36%	26.95%	27.68%	28.13%	24.46%	26.60%	31.43%	24.38%	26.64%	28.29%	29.36%	27.78%	24.84%	32.62%	29.64%	34.84%	28.46%	32.71%	29.42%	27.36%	26.84%	26.17%	32.43%	34.58%	23.90%	30.91%	25.99%	29.43%	31.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	75	0	0	1	0	1	2	0	0	1	0	7	1	1	4	3	1	2	2	3	2	0	1	0	0	0	1	0	6	4	2	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	1	0	1	4	1	1	5	0	3	0	0	0	1	4	0	2	1	0					
		0.13%	0.0%	0.0%	0.09%	0.0%	0.16%	0.34%	0.0%	0.0%	0.09%	0.0%	0.52%	0.07%	0.07%	0.43%	0.38%	0.18%	0.22%	0.12%	0.19%	0.14%	0.0%	0.69%	0.0%	0.0%	0.0%	0.18%	0.0%	0.82%	0.8%	0.27%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.17%	0.28%	0.09%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.07%	0.31%	0.09%	0.09%	0.38%	0.0%	0.20%	0.0%	0.0%	0.0%	0.06%	0.42%	0.0%	0.12%	0.06%	0.0%					
