		0.74%	1.03%	0.43%	0.94%	0.18%	0.78%	0.50%	0.76%	0.40%	0.51%	0.41%	0.81%	0.39%	0.50%	0.57%	1.05%	0.51%	0.68%	0.92%	0.45%	0.36%	1.22%	0.36%	0.70%	0.71%	0.50%	0.97%	0.87%	1.21%	1.07%	1.00%	0.87%	0.88%	0.66%	1.50%	0.62%	0.82%	1.21%	0.74%	1.17%	0.46%	0.65%	0.65%	0.25%	0.60%	0.91%	1.34%	0.55%	0.74%	0.80%	1.24%	0.80%	0.75%	0.57%	0.95%	0.54%	0.97%	0.50%	1.02%	0.65%	0.34%	0.51%	0.00%	0.34%	0.00%	0.00%	0.99%	0.84%	0.17%	0.00%	4.59%	1.19%	0.88%	1.63%	0.30%	0.00%	0.25%	0.51%	0.99%	0.26%	0.68%	1.34%	0.97%	0.68%	0.44%	0.47%	0.24%	0.96%	0.00%									
14	Грудинин Павел Николаевич	16132	246	203	130	129	232	309	214	212	239	125	217	183	293	236	125	233	66	258	49	108	159	255	249	241	223	163	175	255	265	203	175	133	156	293	275	177	210	80	193	318	257	310	243	244	290	249	243	272	299	338	294	211	256	229	285	251	273	155	254	270	265	22	155	70	33	79	101	112	19	9	18	69	43	45	2	60	217	34	72	184	223	192	196	213	197	58	197	19									
		19.30%	19.40%	21.62%	17.38%	22.67%	20.19%	22.17%	18.15%	21.01%	20.41%	17.24%	21.96%	23.95%	21.03%	19.33%	18.74%	19.95%	14.93%	19.77%	22.27%	19.60%	19.44%	18.53%	19.35%	19.11%	18.63%	19.76%	16.86%	20.56%	20.20%	18.54%	18.98%	14.66%	17.22%	19.06%	18.87%	18.23%	16.99%	19.75%	20.44%	18.27%	18.52%	18.18%	20.02%	18.35%	18.77%	20.91%	18.97%	18.19%	18.38%	21.03%	19.67%	19.68%	20.68%	19.69%	22.14%	22.08%	19.68%	22.69%	20.50%	22.67%	19.41%	20.18%	17.61%	22.80%	16.42%	25.99%	14.19%	18.57%	15.32%	4.59%	5.37%	20.35%	17.48%	13.31%	5.56%	15.27%	18.52%	8.44%	18.65%	17.99%	22.97%	20.78%	22.37%	18.70%	18.64%	13.68%	18.94%	32.76%									
15	Жириновский Владимир Вольфович	6072	127	73	66	47	89	107	76	90	96	64	81	47	99	91	43	64	37	75	24	39	75	103	82	74	80	41	72	94	104	89	95	51	69	97	146	59	86	28	70	127	100	123	79	99	107	75	79	85	82	92	109	69	78	39	73	74	146	57	75	74	116	4	95	17	18	29	94	33	11	12	33	22	15	24	5	43	77	77	37	52	66	24	38	116	91	31	94	6									
		7.26%	10.02%	7.77%	8.82%	8.26%	7.75%	7.68%	6.45%	8.92%	8.20%	8.83%	8.20%	6.15%	7.11%	7.45%	6.45%	5.48%	8.37%	5.75%	10.91%	7.08%	9.17%	7.49%	6.37%	5.87%	6.68%	4.97%	6.94%	7.58%	7.93%	8.13%	10.30%	5.62%	7.62%	6.31%	10.02%	6.08%	6.96%	6.91%	7.42%	7.29%	7.20%	7.21%	6.51%	7.44%	6.93%	6.30%	6.17%	5.69%	5.04%	5.72%	7.29%	6.44%	6.30%	3.35%	5.67%	6.51%	10.53%	8.35%	6.05%	6.21%	8.50%	3.67%	10.80%	5.54%	8.96%	9.54%	13.20%	5.47%	8.87%	6.12%	9.85%	6.49%	6.10%	7.10%	13.89%	10.94%	6.57%	19.11%	9.59%	5.08%	6.80%	2.60%	4.34%	10.18%	8.61%	7.31%	9.04%	10.34%									
16	Путин Владимир Владимирович	55060	803	602	502	354	762	887	809	649	747	492	632	469	879	815	449	789	304	878	127	361	540	932	850	829	813	556	713	793	820	707	567	630	615	1008	902	651	824	270	611	1167	945	1170	806	884	1037	744	866	1028	1074	1028	974	710	806	790	837	731	877	429	827	772	899	79	581	204	136	174	475	428	89	118	247	211	172	245	27	270	775	244	258	696	616	619	546	751	725	302	701	29									
		65.88%	63.33%	64.11%	67.11%	62.21%	66.32%	63.63%	68.62%	64.32%	63.79%	67.86%	63.97%	61.39%	63.10%	66.75%	67.32%	67.55%	68.78%	67.28%	57.73%	65.52%	66.01%	67.73%	66.05%	65.74%	67.92%	67.39%	68.69%	63.95%	62.50%	64.57%	61.50%	69.46%	67.88%	65.58%	61.91%	67.04%	66.67%	66.67%	64.72%	67.03%	68.08%	68.62%	66.39%	66.47%	67.12%	62.47%	67.60%	68.76%	66.01%	63.97%	65.15%	66.23%	65.11%	67.93%	65.03%	64.29%	63.23%	62.81%	66.75%	64.82%	65.86%	72.48%	66.02%	66.45%	67.66%	57.24%	66.71%	70.98%	71.77%	60.20%	73.73%	62.24%	69.92%	72.49%	75.00%	68.70%	66.13%	60.55%	66.84%	68.04%	63.44%	66.99%	62.33%	65.94%	68.59%	71.23%	67.40%	50.00%									
17	Собчак Ксения Анатольевна	2072	24	19	15	16	22	27	23	19	17	10	12	15	55	25	18	32	13	25	6	13	13	33	38	53	34	20	32	23	34	30	31	32	26	30	56	30	41	8	19	40	22	33	38	30	36	41	30	35	62	46	35	26	38	47	46	26	18	6	28	24	34	3	13	4	3	8	10	5	3	5	5	14	5	3	2	8	46	19	2	40	18	37	33	22	13	9	11	1									
		2.48%	1.89%	2.02%	2.01%	2.81%	1.91%	1.94%	1.95%	1.88%	1.45%	1.38%	1.21%	1.96%	3.95%	2.05%	2.70%	2.74%	2.94%	1.92%	2.73%	2.36%	1.59%	2.40%	2.95%	4.20%	2.84%	2.42%	3.08%	1.85%	2.59%	2.74%	3.36%	3.53%	2.87%	1.95%	3.84%	3.09%	3.32%	1.98%	2.01%	2.30%	1.59%	1.94%	3.13%	2.26%	2.33%	3.44%	2.34%	2.34%	3.81%	2.86%	2.34%	2.43%	3.07%	4.04%	3.57%	2.29%	1.30%	0.88%	2.26%	2.02%	2.49%	2.75%	1.48%	1.30%	1.49%	2.63%	1.40%	0.83%	2.42%	2.55%	1.49%	4.13%	2.03%	0.89%	5.56%	2.04%	3.92%	4.71%	0.52%	3.91%	1.85%	4.00%	3.77%	1.93%	1.23%	2.12%	1.06%	1.72%									
18	Сурайкин Максим Александрович	576	9	4	4	4	8	12	15	4	9	9	7	5	7	9	3	5	4	10	4	6	4	5	8	11	10	3	5	14	11	7	8	5	10	10	13	6	4	2	6	14	14	12	3	12	12	16	13	18	16	13	6	5	7	7	8	6	7	0	9	7	5	1	6	1	1	2	8	7	0	0	7	2	1	5	0	3	8	0	4	3	2	2	5	6	6	3	3	0									
		0.69%	0.71%	0.43%	0.53%	0.70%	0.70%	0.86%	1.27%	0.40%	0.77%	1.24%	0.71%	0.65%	0.50%	0.74%	0.45%	0.43%	0.90%	0.77%	1.82%	1.09%	0.49%	0.36%	0.62%	0.87%	0.84%	0.36%	0.48%	1.13%	0.84%	0.64%	0.87%	0.55%	1.10%	0.65%	0.89%	0.62%	0.32%	0.49%	0.64%	0.80%	1.01%	0.70%	0.25%	0.90%	0.78%	1.34%	1.01%	1.20%	0.98%	0.81%	0.40%	0.47%	0.57%	0.60%	0.62%	0.53%	0.50%	0.00%	0.73%	0.59%	0.37%	0.92%	0.68%	0.33%	0.50%	0.66%	1.12%	1.16%	0.00%	0.00%	2.09%	0.59%	0.41%	1.48%	0.00%	0.76%	0.68%	0.00%	1.04%	0.29%	0.21%	0.22%	0.57%	0.53%	0.57%	0.71%	0.29%	0.00%									
19	Титов Борис Юрьевич	808	11	1	2	3	6	14	12	7	11	5	5	9	9	8	7	10	5	14	2	5	4	12	12	9	6	6	12	13	19	12	8	13	5	24	14	8	19	6	8	13	14	15	15	16	16	17	17	7	31	24	17	22	12	14	11	14	11	7	8	15	10	0	4	4	2	2	4	4	1	2	1	7	0	4	0	1	18	4	3	10	2	17	13	8	4	5	5	1									
		0.97%	0.87%	0.11%	0.27%	0.53%	0.52%	1.00%	1.02%	0.69%	0.94%	0.69%	0.51%	1.18%	0.65%	0.66%	1.05%	0.86%	1.13%	1.07%	0.91%	0.91%	0.49%	0.87%	0.93%	0.71%	0.50%	0.73%	1.16%	1.05%	1.45%	1.10%	0.87%	1.43%	0.55%	1.56%	0.96%	0.82%	1.54%	1.48%	0.85%	0.75%	1.01%	0.88%	1.24%	1.20%	1.04%	1.43%	1.33%	0.47%	1.91%	1.49%	1.14%	2.05%	0.97%	1.20%	0.85%	1.23%	0.79%	1.02%	0.65%	1.26%	0.73%	0.00%	0.45%	1.30%	0.99%	0.66%	0.56%	0.66%	0.81%	1.02%	0.30%	2.06%	0.00%	1.18%	0.00%	0.25%	1.54%	0.99%	0.78%	0.98%	0.21%	1.84%	1.48%	0.70%	0.38%	1.18%	0.48%	1.72%									
20	Явлинский Григорий Алексеевич	1090	8	12	4	4	7	11	10	7	19	10	10	17	25	17	6	16	6	17	5	8	8	14	19	20	18	16	11	18	22	25	18	16	11	30	22	19	20	2	10	27	10	11	17	18	18	18	17	22	36	33	29	14	21	15	9	14	21	9	13	14	9	0	4	2	1	4	3	1	1	1	1	7	1	1	0	4	10	2	5	22	14	16	25	9	9	5	7	2									
		1.30%	0.63%	1.28%	0.53%	0.70%	0.61%	0.79%	0.85%	0.69%	1.62%	1.38%	1.01%	2.23%	1.79%	1.39%	0.90%	1.37%	1.36%	1.30%	2.27%	1.45%	0.98%	1.02%	1.48%	1.59%	1.50%	1.94%	1.06%	1.45%	1.68%	2.28%	1.95%	1.76%	1.21%	1.95%	1.51%	1.96%	1.62%	0.49%	1.06%	1.55%	0.72%	0.65%	1.40%	1.35%	1.17%	1.51%	1.33%	1.47%	2.21%	2.05%	1.94%	1.31%	1.70%	1.29%	0.70%	1.23%	1.51%	1.32%	1.05%	1.18%	0.66%	0.00%	0.45%	0.65%	0.50%	1.32%	0.42%	0.17%	0.81%	0.51%	0.30%	2.06%	0.41%	0.30%	0.00%	1.02%	0.85%	0.50%	1.30%	2.15%	1.44%	1.73%	2.85%	0.79%	0.85%	1.18%	0.67%	3.45%									
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
																																																																																																			
