Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Ольгинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117									
		22.80%	26.41%	15.42%	22.75%	25.00%	11.21%	6.35%	14.38%	21.27%	23.90%	22.29%	17.24%	23.43%	33.81%	20.34%	19.35%	28.48%	9.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	0	3	0	0	0	1	0	8	6	2	1	0	0	0	4	0									
		0.59%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.63%	0.00%	1.13%	0.78%	1.38%	0.57%	0.00%	0.00%	0.00%	0.88%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	1	1	0	0	2	0	0	2	8	5	0	3	1	0	0	1	0									
		0.57%	0.43%	0.50%	0.00%	0.00%	1.87%	0.00%	0.00%	0.63%	1.13%	0.65%	0.00%	1.71%	0.36%	0.00%	0.00%	0.22%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	2	0	1	0	1	0	0	1	0	1	1	0	0	0	0									
		0.17%	0.00%	0.00%	0.45%	0.00%	0.93%	0.00%	0.63%	0.00%	0.00%	0.13%	0.00%	0.57%	0.36%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	0	3	2	0	0	0	1	3	7	12	0	1	4	1	0	3	0									
		0.87%	0.00%	1.49%	0.45%	0.00%	0.00%	0.00%	0.63%	0.95%	0.99%	1.56%	0.00%	0.57%	1.42%	1.69%	0.00%	0.66%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	997	57	53	83	4	12	4	49	42	207	225	36	56	48	11	14	92	4									
		23.54%	24.68%	26.37%	18.69%	9.09%	11.21%	6.35%	30.63%	13.33%	29.28%	29.34%	24.83%	32.00%	17.08%	18.64%	22.58%	20.31%	18.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	0	3	0	0	0	1	1	4	6	1	1	1	1	0	3	0									
		0.54%	0.43%	0.00%	0.68%	0.00%	0.00%	0.00%	0.63%	0.32%	0.57%	0.78%	0.69%	0.57%	0.36%	1.69%	0.00%	0.66%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	130	8	7	14	1	5	4	1	10	17	22	8	10	5	4	2	12	0									
		3.07%	3.46%	3.48%	3.15%	2.27%	4.67%	6.35%	0.63%	3.17%	2.40%	2.87%	5.52%	5.71%	1.78%	6.78%	3.23%	2.65%	0.00%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
