Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Моршанская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.42%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.21%	0.38%	0.00%	0.00%	0.51%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1374	96	11	37	11	6	16	25	21	13	29	12	32	14	28	12	18	2	18	32	31	60	81	50	9	15	48	8	29	28	26	18	43	11	26	19	7	38	13	8	51	63	28	76	68	30	26	31									
		8.81%	16.84%	3.48%	17.54%	6.79%	4.00%	7.73%	10.20%	9.29%	6.44%	9.60%	3.31%	9.50%	6.70%	5.02%	4.40%	7.53%	2.90%	14.17%	6.08%	7.19%	15.31%	11.38%	8.45%	8.41%	8.67%	8.54%	3.32%	11.74%	6.56%	10.66%	4.68%	8.79%	3.54%	9.32%	7.88%	2.58%	13.87%	6.13%	6.25%	6.65%	15.79%	5.93%	14.62%	9.02%	11.90%	13.13%	13.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	3	1	0	0	0									
		0.12%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.59%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.25%	0.64%	0.58%	0.13%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	4	0	4	0	0	0	2	0	1	1	0	2	0	4	1	0	0	0	0	1	1	0	1	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	1	2	0									
		0.23%	0.70%	0.00%	1.90%	0.00%	0.00%	0.00%	0.82%	0.00%	0.50%	0.33%	0.00%	0.59%	0.00%	0.72%	0.37%	0.00%	0.00%	0.00%	0.00%	0.23%	0.26%	0.00%	0.17%	0.00%	0.00%	0.00%	0.41%	1.62%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.21%	0.58%	0.00%	0.40%	1.01%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0									
		0.06%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.82%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	2	1	4	0	0	0	0	0	5	2	0	1	1	1	0	2	0	0	1	1	1	4	3	0	4	2	1	2	0	1	2	4	0	0	0	0	0	0	0	3	1	0	5	2	0	0	0									
		0.36%	0.35%	0.32%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%	2.48%	0.66%	0.00%	0.30%	0.48%	0.18%	0.00%	0.84%	0.00%	0.00%	0.19%	0.23%	0.26%	0.56%	0.51%	0.00%	2.31%	0.36%	0.41%	0.81%	0.00%	0.41%	0.52%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.25%	0.00%	0.96%	0.27%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1624	82	13	24	22	6	7	33	16	14	29	22	33	18	38	18	22	14	7	30	25	43	84	111	20	17	72	19	15	48	40	57	48	30	30	20	15	41	15	9	89	90	41	81	67	14	17	18									
		10.41%	14.39%	4.11%	11.37%	13.58%	4.00%	3.38%	13.47%	7.08%	6.93%	9.60%	6.08%	9.79%	8.61%	6.81%	6.59%	9.21%	20.29%	5.51%	5.70%	5.80%	10.97%	11.80%	18.75%	18.69%	9.83%	12.81%	7.88%	6.07%	11.24%	16.39%	14.81%	9.82%	9.65%	10.75%	8.30%	5.54%	14.96%	7.08%	7.03%	11.60%	22.56%	8.69%	15.58%	8.89%	5.56%	8.59%	8.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	1	0	0	5	0	1	3	0									
		0.15%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.20%	0.00%	0.00%	0.41%	0.74%	0.36%	0.00%	0.00%	0.13%	0.00%	0.00%	0.96%	0.00%	0.40%	1.52%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	473	35	14	9	3	0	2	6	4	5	24	13	10	1	13	3	2	0	4	3	5	12	17	34	1	7	19	5	5	6	10	22	9	23	13	10	2	7	4	0	22	21	22	19	12	5	5	5									
		3.03%	6.14%	4.43%	4.27%	1.85%	0.00%	0.97%	2.45%	1.77%	2.48%	7.95%	3.59%	2.97%	0.48%	2.33%	1.10%	0.84%	0.00%	3.15%	0.57%	1.16%	3.06%	2.39%	5.74%	0.93%	4.05%	3.38%	2.07%	2.02%	1.41%	4.10%	5.71%	1.84%	7.40%	4.66%	4.15%	0.74%	2.55%	1.89%	0.00%	2.87%	5.26%	4.66%	3.65%	1.59%	1.98%	2.53%	2.23%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
