Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Инжавинская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135									
		2.49%	2.40%	3.15%	2.42%	3.69%	4.18%	3.18%	2.59%	2.11%	0.00%	1.81%	0.00%	0.36%	5.64%	5.33%	2.08%	8.74%	1.14%	2.84%	2.15%	5.26%	10.98%	1.96%	1.41%	0.81%	1.09%	1.40%	3.46%	1.32%	1.38%	0.00%	2.41%	2.20%	1.59%	0.86%	2.70%	1.27%	1.57%	2.09%	3.92%	1.95%	1.01%	4.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	280	12	12	13	10	13	31	8	13	3	5	1	7	3	1	0	4	1	13	0	0	6	0	21	8	5	8	18	3	3	3	5	8	8	1	3	5	1	8	5	8	2	1									
		2.88%	4.11%	3.79%	2.63%	2.84%	4.18%	3.79%	1.48%	2.74%	2.68%	3.01%	0.68%	2.51%	1.54%	1.33%	0.00%	1.94%	1.14%	4.10%	0.00%	0.00%	7.32%	0.00%	4.92%	2.15%	2.73%	3.74%	5.66%	1.97%	2.07%	1.73%	3.01%	3.52%	4.23%	0.86%	2.70%	1.58%	0.79%	1.67%	3.27%	5.19%	2.02%	1.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	109	7	3	3	4	3	9	10	9	1	2	0	2	1	2	0	3	0	11	0	0	0	0	6	4	3	0	1	1	0	1	0	2	5	0	0	7	1	2	2	3	1	0									
		1.12%	2.40%	0.95%	0.61%	1.14%	0.96%	1.10%	1.85%	1.90%	0.89%	1.20%	0.00%	0.72%	0.51%	2.67%	0.00%	1.46%	0.00%	3.47%	0.00%	0.00%	0.00%	0.00%	1.41%	1.08%	1.64%	0.00%	0.31%	0.66%	0.00%	0.58%	0.00%	0.88%	2.65%	0.00%	0.00%	2.22%	0.79%	0.42%	1.31%	1.95%	1.01%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6145	149	147	288	178	152	352	350	291	73	100	129	209	97	57	43	124	68	198	77	41	34	36	218	283	112	168	192	92	119	147	126	176	113	103	87	243	79	382	95	93	65	59									
		63.29%	51.03%	46.37%	58.18%	50.57%	48.87%	43.08%	64.70%	61.39%	65.18%	60.24%	88.36%	74.91%	49.74%	76.00%	89.58%	60.19%	77.27%	62.46%	82.80%	71.93%	41.46%	70.59%	51.05%	76.08%	61.20%	78.50%	60.38%	60.53%	82.07%	84.97%	75.90%	77.53%	59.79%	88.79%	78.38%	76.90%	62.20%	79.92%	62.09%	60.39%	65.66%	78.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	0	1	3	2	0	3	1	1	0	0	2	3	0	0	1	0	0	0	0	0	1	0	5	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.27%	0.00%	0.32%	0.61%	0.57%	0.00%	0.37%	0.18%	0.21%	0.00%	0.00%	1.37%	1.08%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	1.17%	0.00%	0.55%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	2	0	2	2	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0									
		0.19%	0.68%	0.63%	0.00%	0.57%	0.64%	0.12%	0.00%	0.21%	0.00%	1.20%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	2.02%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1016	42	36	50	50	42	199	47	53	15	21	5	22	22	7	0	12	6	30	5	6	18	3	56	17	27	12	32	17	12	9	9	8	15	2	9	15	16	27	18	13	9	2									
		10.46%	14.38%	11.36%	10.10%	14.20%	13.50%	24.36%	8.69%	11.18%	13.39%	12.65%	3.42%	7.89%	11.28%	9.33%	0.00%	5.83%	6.82%	9.46%	5.38%	10.53%	21.95%	5.88%	13.11%	4.57%	14.75%	5.61%	10.06%	11.18%	8.28%	5.20%	5.42%	3.52%	7.94%	1.72%	8.11%	4.75%	12.60%	5.65%	11.76%	8.44%	9.09%	2.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	5	0	4	3	0	3	1	4	0	0	0	0	1	0	0	0	0	2	1	0	0	1	3	1	0	1	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0									
		0.37%	1.71%	0.00%	0.81%	0.85%	0.00%	0.37%	0.18%	0.84%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.63%	1.08%	0.00%	0.00%	1.96%	0.70%	0.27%	0.00%	0.47%	0.00%	0.00%	0.00%	0.58%	0.00%	0.44%	1.06%	0.86%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	1	0	3	3	2	1	0	1	0	0	0	1	1	0	0	1	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	3	1									
		0.31%	0.34%	0.00%	0.61%	0.85%	0.64%	0.12%	0.00%	0.21%	0.00%	0.00%	0.00%	0.36%	0.51%	0.00%	0.00%	0.49%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.47%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.63%	1.57%	0.21%	0.00%	0.00%	3.03%	1.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	1	0	1	0	1	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0									
		0.14%	0.34%	0.32%	0.00%	0.28%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	2.05%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	1	2	1	2	0	1	1	2	0	3	0	0	2	0	0	2	0	0	0	0	0	0	1	2	0	0	0	2	0	0	2	2	0	0	1	3	1	0	0	0	0	0									
		0.32%	0.34%	0.63%	0.20%	0.57%	0.00%	0.12%	0.18%	0.42%	0.00%	1.81%	0.00%	0.00%	1.03%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.54%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	1.20%	0.88%	0.00%	0.00%	0.90%	0.95%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1307	51	84	89	69	59	127	78	66	12	20	6	22	38	4	2	33	10	40	6	6	12	5	82	32	23	19	52	25	6	9	18	14	26	8	6	31	15	38	18	24	13	9									
		13.46%	17.47%	26.50%	17.98%	19.60%	18.97%	15.54%	14.42%	13.92%	10.71%	12.05%	4.11%	7.89%	19.49%	5.33%	4.17%	16.02%	11.36%	12.62%	6.45%	10.53%	14.63%	9.80%	19.20%	8.60%	12.57%	8.88%	16.35%	16.45%	4.14%	5.20%	10.84%	6.17%	13.76%	6.90%	5.41%	9.81%	11.81%	7.95%	11.76%	15.58%	13.13%	12.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	2	2	0	0	2	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	4	1	0	1	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0									
		0.25%	0.00%	0.63%	0.40%	0.00%	0.00%	0.24%	0.37%	0.21%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	1.96%	0.94%	0.27%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	1.06%	0.00%	0.90%	0.00%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	259	8	10	13	8	16	32	18	14	7	4	3	9	10	0	0	5	1	7	2	1	1	3	20	20	4	0	3	6	0	1	1	4	2	0	1	3	4	6	3	7	2	0									
		2.67%	2.74%	3.15%	2.63%	2.27%	5.14%	3.92%	3.33%	2.95%	6.25%	2.41%	2.05%	3.23%	5.13%	0.00%	0.00%	2.43%	1.14%	2.21%	2.15%	1.75%	1.22%	5.88%	4.68%	5.38%	2.19%	0.00%	0.94%	3.95%	0.00%	0.58%	0.60%	1.76%	1.06%	0.00%	0.90%	0.95%	3.15%	1.26%	1.96%	4.55%	2.02%	0.00%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
