Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Буйская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
22	"5. ""За Русь Святую"""	55	5	9	2	5	1	3	2	6	0	3	3	0	3	4	3	4	2	0					
		0.39%	0.43%	0.74%	0.19%	0.37%	0.08%	0.26%	0.28%	1.14%	0.0%	0.83%	0.30%	0.0%	0.64%	1.14%	0.27%	0.43%	0.49%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	3	0	4	5	3	7	2	1	0	0	4	1	2	0	3	1	0	1					
		0.26%	0.26%	0.0%	0.39%	0.37%	0.24%	0.61%	0.28%	0.19%	0.0%	0.0%	0.40%	0.17%	0.42%	0.0%	0.27%	0.10%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	74	2	7	6	6	6	6	4	4	1	1	2	3	0	4	6	10	4	2					
		0.53%	0.17%	0.57%	0.59%	0.45%	0.49%	0.53%	0.56%	0.76%	0.87%	0.27%	0.20%	0.51%	0.0%	1.14%	0.54%	1.08%	0.99%	0.51%					
25	"8. ""Народно-республиканская партия России"""	19	0	1	2	1	3	0	2	1	1	0	2	0	0	3	1	1	0	1					
		0.13%	0.0%	0.08%	0.19%	0.07%	0.24%	0.0%	0.28%	0.19%	0.87%	0.0%	0.20%	0.0%	0.0%	0.86%	0.09%	0.10%	0.0%	0.25%					
26	"9. ""Российская экологическая партия ""Зеленые"""	29	3	1	2	2	2	6	0	4	0	0	3	0	0	2	2	1	0	1					
		0.20%	0.26%	0.08%	0.19%	0.15%	0.16%	0.53%	0.0%	0.76%	0.0%	0.0%	0.30%	0.0%	0.0%	0.57%	0.18%	0.10%	0.0%	0.25%					
27	"10. ""Аграрная партия России"""	519	60	49	35	61	62	39	22	17	3	18	22	35	10	5	30	26	14	11					
		3.72%	5.25%	4.03%	3.46%	4.62%	5.09%	3.45%	3.12%	3.25%	2.63%	5.0%	2.22%	5.99%	2.13%	1.43%	2.71%	2.81%	3.48%	2.82%					
28	"11. ""Истинные патриоты России"""	9	0	2	0	0	0	1	1	0	0	0	1	0	0	1	2	0	1	0					
		0.06%	0.0%	0.16%	0.0%	0.0%	0.0%	0.08%	0.14%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.28%	0.18%	0.0%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	197	16	23	15	18	16	14	14	7	1	4	20	10	4	4	15	10	2	4					
		1.41%	1.40%	1.89%	1.48%	1.36%	1.31%	1.23%	1.98%	1.34%	0.87%	1.11%	2.02%	1.71%	0.85%	1.14%	1.35%	1.08%	0.49%	1.02%					
30	"13. ""Демократическая партия России"""	27	4	2	1	2	1	3	0	3	0	0	2	1	1	1	4	2	0	0					
		0.19%	0.35%	0.16%	0.09%	0.15%	0.08%	0.26%	0.0%	0.57%	0.0%	0.0%	0.20%	0.17%	0.21%	0.28%	0.36%	0.21%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	3	3	1	3	4	2	2	4	0	0	0	1	0	1	4	2	0	2					
		0.22%	0.26%	0.24%	0.09%	0.22%	0.32%	0.17%	0.28%	0.76%	0.0%	0.0%	0.0%	0.17%	0.0%	0.28%	0.36%	0.21%	0.0%	0.51%					
32	"15. ""Партия СЛОН"""	18	3	0	4	0	3	0	0	0	0	0	1	0	0	0	2	4	0	1					
		0.12%	0.26%	0.0%	0.39%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.18%	0.43%	0.0%	0.25%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1126	78	83	76	116	105	92	53	40	2	13	96	56	31	23	130	77	24	31					
		8.07%	6.83%	6.83%	7.52%	8.79%	8.62%	8.14%	7.51%	7.66%	1.75%	3.61%	9.71%	9.58%	6.62%	6.60%	11.75%	8.34%	5.97%	7.96%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	2	3	1	3	0	4	2	1	0	0	0	0	3	0	3	0	0	2					
		0.17%	0.17%	0.24%	0.09%	0.22%	0.0%	0.35%	0.28%	0.19%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.27%	0.0%	0.0%	0.51%					
35	"18. ""ЛДПР"""	2465	167	243	188	245	172	195	113	58	31	61	153	111	82	40	235	202	68	101					
		17.68%	14.62%	20.01%	18.61%	18.57%	14.13%	17.25%	16.02%	11.11%	27.19%	16.94%	15.48%	19.00%	17.52%	11.49%	21.24%	21.88%	16.91%	25.96%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	374	42	28	19	26	41	33	20	12	8	17	22	11	6	12	32	29	5	11					
		2.68%	3.67%	2.30%	1.88%	1.97%	3.36%	2.92%	2.83%	2.29%	7.01%	4.72%	2.22%	1.88%	1.28%	3.44%	2.89%	3.14%	1.24%	2.82%					
37	"20. ""Политическая партия ""Единая Россия"""	6026	506	510	414	542	504	457	317	265	55	159	420	227	216	184	440	409	234	167					
		43.22%	44.30%	42.00%	40.99%	41.09%	41.41%	40.44%	44.96%	50.76%	48.24%	44.16%	42.51%	38.86%	46.15%	52.87%	39.78%	44.31%	58.20%	42.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	1	2	0	1	2	1	4	1	0	0	6	1	0	0	0	1	0	1					
		0.15%	0.08%	0.16%	0.0%	0.07%	0.16%	0.08%	0.56%	0.19%	0.0%	0.0%	0.60%	0.17%	0.0%	0.0%	0.0%	0.10%	0.0%	0.25%					
39	"22. ""Развитие предпринимательства"""	33	5	2	3	6	1	1	1	1	0	0	1	1	1	0	4	3	1	2					
		0.23%	0.43%	0.16%	0.29%	0.45%	0.08%	0.08%	0.14%	0.19%	0.0%	0.0%	0.10%	0.17%	0.21%	0.0%	0.36%	0.32%	0.24%	0.51%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1304	128	127	123	115	138	121	70	43	6	31	103	58	50	17	78	71	7	18					
		9.35%	11.20%	10.46%	12.17%	8.71%	11.33%	10.70%	9.92%	8.23%	5.26%	8.61%	10.42%	9.93%	10.68%	4.88%	7.05%	7.69%	1.74%	4.62%					
																									
41	Против всех	476	40	46	38	45	41	43	14	14	3	15	33	23	21	12	31	19	22	16					
		3.41%	3.50%	3.78%	3.76%	3.41%	3.36%	3.80%	1.98%	2.68%	2.63%	4.16%	3.34%	3.93%	4.48%	3.44%	2.80%	2.05%	5.47%	4.11%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
