Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Жуковская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734									
		1.69%	0.83%	0.00%	1.74%	0.45%	2.35%	2.86%	0.00%	2.25%	1.14%	0.92%	1.43%	1.19%	1.47%	0.00%	0.81%	1.25%	1.01%	0.53%	1.64%	0.95%	4.10%	2.09%	0.77%	2.16%	1.91%	2.28%	2.21%	2.19%	2.60%	1.73%	1.76%	2.23%	2.20%	2.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	319	12	3	21	20	0	2	2	2	2	1	8	5	9	2	4	7	4	4	5	2	7	6	5	14	29	22	19	14	27	14	15	9	7	16									
		1.97%	1.42%	1.65%	3.65%	2.97%	0.00%	1.14%	1.31%	2.25%	0.76%	0.46%	1.91%	0.85%	1.89%	1.23%	1.62%	1.75%	1.01%	1.07%	1.37%	0.63%	1.79%	1.57%	1.29%	3.36%	3.25%	2.28%	1.91%	1.61%	3.69%	2.43%	2.20%	1.43%	1.03%	2.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	452	9	1	15	9	0	2	2	1	6	7	6	6	9	5	4	13	11	3	7	14	7	12	15	6	29	35	34	28	23	25	24	28	31	25									
		2.79%	1.06%	0.55%	2.60%	1.34%	0.00%	1.14%	1.31%	1.12%	2.28%	3.23%	1.43%	1.02%	1.89%	3.09%	1.62%	3.25%	2.78%	0.80%	1.91%	4.42%	1.79%	3.13%	3.86%	1.44%	3.25%	3.63%	3.41%	3.22%	3.14%	4.33%	3.51%	4.45%	4.55%	4.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8005	478	112	273	385	44	110	70	60	185	146	306	427	302	116	159	226	232	263	184	155	181	160	179	182	320	380	377	378	346	214	280	266	291	218									
		49.47%	56.37%	61.54%	47.40%	57.21%	51.76%	62.86%	45.75%	67.42%	70.34%	67.28%	73.03%	72.87%	63.31%	71.60%	64.37%	56.50%	58.73%	70.32%	50.27%	48.90%	46.41%	41.78%	46.02%	43.65%	35.87%	39.38%	37.81%	43.50%	47.27%	37.09%	40.99%	42.29%	42.73%	37.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	131	8	0	3	4	0	1	1	0	0	3	2	12	2	2	0	3	0	1	7	6	1	5	2	8	5	7	10	15	9	0	3	2	2	7									
		0.81%	0.94%	0.00%	0.52%	0.59%	0.00%	0.57%	0.65%	0.00%	0.00%	1.38%	0.48%	2.05%	0.42%	1.23%	0.00%	0.75%	0.00%	0.27%	1.91%	1.89%	0.26%	1.31%	0.51%	1.92%	0.56%	0.73%	1.00%	1.73%	1.23%	0.00%	0.44%	0.32%	0.29%	1.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	2	0	1	1	0	0	0	1	0	0	0	2	3	0	0	0	0	0	1	0	1	2	1	3	1	1	4	2	2	1	2	1	4	1									
		0.23%	0.24%	0.00%	0.17%	0.15%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.34%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.26%	0.52%	0.26%	0.72%	0.11%	0.10%	0.40%	0.23%	0.27%	0.17%	0.29%	0.16%	0.59%	0.17%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2792	200	17	115	93	29	35	27	19	35	33	41	51	68	14	39	58	56	67	67	58	66	84	74	77	142	133	185	177	126	135	123	121	120	107									
		17.25%	23.58%	9.34%	19.97%	13.82%	34.12%	20.00%	17.65%	21.35%	13.31%	15.21%	9.79%	8.70%	14.26%	8.64%	15.79%	14.50%	14.18%	17.91%	18.31%	18.30%	16.92%	21.93%	19.02%	18.47%	15.92%	13.78%	18.56%	20.37%	17.21%	23.40%	18.01%	19.24%	17.62%	18.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	98	0	0	0	2	0	0	1	0	0	1	1	1	3	0	4	0	1	2	1	5	9	4	6	3	4	9	8	6	4	3	6	5	3	6									
		0.61%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.65%	0.00%	0.00%	0.46%	0.24%	0.17%	0.63%	0.00%	1.62%	0.00%	0.25%	0.53%	0.27%	1.58%	2.31%	1.04%	1.54%	0.72%	0.45%	0.93%	0.80%	0.69%	0.55%	0.52%	0.88%	0.79%	0.44%	1.04%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	200	7	2	6	2	0	4	2	0	1	0	0	6	5	2	3	1	3	0	5	2	3	4	5	2	14	26	20	17	6	3	12	7	16	14									
		1.24%	0.83%	1.10%	1.04%	0.30%	0.00%	2.29%	1.31%	0.00%	0.38%	0.00%	0.00%	1.02%	1.05%	1.23%	1.21%	0.25%	0.76%	0.00%	1.37%	0.63%	0.77%	1.04%	1.29%	0.48%	1.57%	2.69%	2.01%	1.96%	0.82%	0.52%	1.76%	1.11%	2.35%	2.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	2	1	1	3	2	3	0	0	0	1	1	1	1									
		0.14%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.32%	0.00%	0.52%	0.26%	0.24%	0.34%	0.21%	0.30%	0.00%	0.00%	0.00%	0.15%	0.16%	0.15%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	266	34	2	8	3	1	0	3	1	3	0	4	4	0	0	1	1	4	2	9	6	10	11	5	9	19	20	24	22	14	7	12	9	10	8									
		1.64%	4.01%	1.10%	1.39%	0.45%	1.18%	0.00%	1.96%	1.12%	1.14%	0.00%	0.95%	0.68%	0.00%	0.00%	0.40%	0.25%	1.01%	0.53%	2.46%	1.89%	2.56%	2.87%	1.29%	2.16%	2.13%	2.07%	2.41%	2.53%	1.91%	1.21%	1.76%	1.43%	1.47%	1.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2280	60	40	69	115	7	15	40	0	25	9	29	54	53	14	21	65	48	17	48	36	48	55	51	61	181	175	172	125	112	112	111	107	108	97									
		14.09%	7.08%	21.98%	11.98%	17.09%	8.24%	8.57%	26.14%	0.00%	9.51%	4.15%	6.92%	9.22%	11.11%	8.64%	8.50%	16.25%	12.15%	4.55%	13.11%	11.36%	12.31%	14.36%	13.11%	14.63%	20.29%	18.13%	17.25%	14.38%	15.30%	19.41%	16.25%	17.01%	15.86%	16.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	2	0	1	3	0	0	3	1	0	0	3	2	2	1	1	1	3	3	1	2	2	0	5	6	11	3	13	6	4	3	7	8	3	2									
		0.63%	0.24%	0.00%	0.17%	0.45%	0.00%	0.00%	1.96%	1.12%	0.00%	0.00%	0.72%	0.34%	0.42%	0.62%	0.40%	0.25%	0.76%	0.80%	0.27%	0.63%	0.51%	0.00%	1.29%	1.44%	1.23%	0.31%	1.30%	0.69%	0.55%	0.52%	1.02%	1.27%	0.44%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	910	18	3	42	23	2	0	2	0	1	11	8	6	6	4	6	17	21	1	21	23	28	26	33	26	97	105	84	51	29	35	59	34	44	44									
		5.62%	2.12%	1.65%	7.29%	3.42%	2.35%	0.00%	1.31%	0.00%	0.38%	5.07%	1.91%	1.02%	1.26%	2.47%	2.43%	4.25%	5.32%	0.27%	5.74%	7.26%	7.18%	6.79%	8.48%	6.24%	10.87%	10.88%	8.43%	5.87%	3.96%	6.07%	8.64%	5.41%	6.46%	7.65%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
