Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Павловская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943	УИК №3944									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	560	20	24	11	1	9	21	25	5	0	10	2	0	0	13	10	7	16	18	45	13	26	32	22	37	19	28	14	32	8	18	0	1	5	0	5	10	2	4	0	2	2	3	29	11									
		2.14%	1.59%	2.29%	1.45%	0.19%	1.70%	2.68%	2.41%	0.32%	0.00%	1.23%	0.74%	0.00%	0.00%	1.15%	2.22%	1.81%	3.13%	2.36%	4.74%	2.19%	3.31%	3.80%	3.15%	4.02%	3.73%	2.82%	3.32%	4.11%	1.55%	2.98%	0.00%	0.55%	0.76%	0.00%	1.77%	1.64%	0.65%	0.76%	0.00%	1.80%	1.27%	1.08%	2.91%	1.66%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	741	51	20	22	3	18	11	58	11	1	25	7	6	1	32	23	16	15	20	23	12	10	27	32	23	14	28	15	19	18	22	7	4	8	3	4	10	9	37	0	4	2	12	29	29									
		2.83%	4.06%	1.90%	2.90%	0.58%	3.40%	1.40%	5.58%	0.71%	0.52%	3.09%	2.58%	4.32%	0.45%	2.83%	5.11%	4.13%	2.94%	2.62%	2.42%	2.02%	1.27%	3.21%	4.58%	2.50%	2.75%	2.82%	3.55%	2.44%	3.50%	3.64%	4.67%	2.19%	1.21%	1.83%	1.41%	1.64%	2.90%	7.07%	0.00%	3.60%	1.27%	4.33%	2.91%	4.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	499	18	14	21	0	8	30	19	7	1	15	8	0	2	23	10	18	19	16	22	6	11	17	31	20	16	6	16	20	3	12	4	2	6	3	6	13	6	6	0	2	5	4	21	12									
		1.91%	1.43%	1.33%	2.77%	0.00%	1.51%	3.83%	1.83%	0.45%	0.52%	1.85%	2.95%	0.00%	0.90%	2.03%	2.22%	4.65%	3.72%	2.10%	2.32%	1.01%	1.40%	2.02%	4.44%	2.17%	3.14%	0.60%	3.79%	2.57%	0.58%	1.98%	2.67%	1.09%	0.91%	1.83%	2.12%	2.13%	1.94%	1.15%	0.00%	1.80%	3.18%	1.44%	2.10%	1.81%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14922	566	673	536	423	358	478	533	1109	120	434	166	107	133	708	215	191	194	456	504	454	428	369	276	397	214	659	169	408	240	244	108	118	496	110	179	433	175	305	112	63	86	154	456	365									
		56.98%	45.03%	64.10%	70.62%	81.35%	67.55%	61.05%	51.30%	71.87%	62.83%	53.58%	61.25%	76.98%	60.18%	62.54%	47.78%	49.35%	37.96%	59.84%	53.05%	76.43%	54.52%	43.82%	39.54%	43.15%	42.04%	66.43%	40.05%	52.44%	46.60%	40.33%	72.00%	64.48%	75.15%	67.07%	63.25%	71.10%	56.45%	58.32%	82.35%	56.76%	54.78%	55.60%	45.69%	55.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	134	4	4	6	2	3	3	13	0	0	3	3	0	0	3	1	2	5	3	7	3	0	6	2	5	1	9	5	7	3	2	1	0	2	0	5	2	5	5	0	0	0	0	5	4									
		0.51%	0.32%	0.38%	0.79%	0.38%	0.57%	0.38%	1.25%	0.00%	0.00%	0.37%	1.11%	0.00%	0.00%	0.27%	0.22%	0.52%	0.98%	0.39%	0.74%	0.51%	0.00%	0.71%	0.29%	0.54%	0.20%	0.91%	1.18%	0.90%	0.58%	0.33%	0.67%	0.00%	0.30%	0.00%	1.77%	0.33%	1.61%	0.96%	0.00%	0.00%	0.00%	0.00%	0.50%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	1	1	1	1	0	4	9	0	0	1	0	0	0	0	0	1	1	3	1	1	0	2	2	2	0	0	2	0	0	1	0	0	2	0	1	0	3	0	0	0	0	0	0	0									
		0.15%	0.08%	0.10%	0.13%	0.19%	0.00%	0.51%	0.87%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.20%	0.39%	0.11%	0.17%	0.00%	0.24%	0.29%	0.22%	0.00%	0.00%	0.47%	0.00%	0.00%	0.17%	0.00%	0.00%	0.30%	0.00%	0.35%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4024	336	128	51	44	56	118	183	40	33	171	59	15	43	140	90	68	113	106	110	37	137	167	149	166	98	107	72	127	93	187	22	23	68	24	27	50	49	75	14	16	16	49	208	139									
		15.37%	26.73%	12.19%	6.72%	8.46%	10.57%	15.07%	17.61%	2.59%	17.28%	21.11%	21.77%	10.79%	19.46%	12.37%	20.00%	17.57%	22.11%	13.91%	11.58%	6.23%	17.45%	19.83%	21.35%	18.04%	19.25%	10.79%	17.06%	16.32%	18.06%	30.91%	14.67%	12.57%	10.30%	14.63%	9.54%	8.21%	15.81%	14.34%	10.29%	14.41%	10.19%	17.69%	20.84%	20.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	117	7	4	4	4	1	4	3	0	0	6	1	0	0	4	5	2	3	4	9	1	0	6	5	8	2	0	2	8	6	4	0	0	2	0	3	0	1	0	0	0	0	4	1	3									
		0.45%	0.56%	0.38%	0.53%	0.77%	0.19%	0.51%	0.29%	0.00%	0.00%	0.74%	0.37%	0.00%	0.00%	0.35%	1.11%	0.52%	0.59%	0.52%	0.95%	0.17%	0.00%	0.71%	0.72%	0.87%	0.39%	0.00%	0.47%	1.03%	1.17%	0.66%	0.00%	0.00%	0.30%	0.00%	1.06%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	1.44%	0.10%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	173	3	4	3	2	1	8	7	0	2	5	3	0	0	2	0	1	3	8	12	4	5	8	4	17	8	0	5	10	7	9	1	0	3	0	1	3	1	5	1	0	0	1	11	5									
		0.66%	0.24%	0.38%	0.40%	0.38%	0.19%	1.02%	0.67%	0.00%	1.05%	0.62%	1.11%	0.00%	0.00%	0.18%	0.00%	0.26%	0.59%	1.05%	1.26%	0.67%	0.64%	0.95%	0.57%	1.85%	1.57%	0.00%	1.18%	1.29%	1.36%	1.49%	0.67%	0.00%	0.45%	0.00%	0.35%	0.49%	0.32%	0.96%	0.74%	0.00%	0.00%	0.36%	1.10%	0.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	1	0	2	0	0	5	5	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	2									
		0.11%	0.08%	0.00%	0.26%	0.00%	0.00%	0.64%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.21%	0.34%	0.00%	0.12%	0.00%	0.00%	0.20%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	142	3	4	6	1	0	4	4	0	0	4	1	0	0	6	2	3	3	10	12	1	5	20	3	6	2	4	2	6	3	3	0	1	2	0	2	1	4	3	0	0	0	0	6	5									
		0.54%	0.24%	0.38%	0.79%	0.19%	0.00%	0.51%	0.38%	0.00%	0.00%	0.49%	0.37%	0.00%	0.00%	0.53%	0.44%	0.78%	0.59%	1.31%	1.26%	0.17%	0.64%	2.38%	0.43%	0.65%	0.39%	0.40%	0.47%	0.77%	0.58%	0.50%	0.00%	0.55%	0.30%	0.00%	0.71%	0.16%	1.29%	0.57%	0.00%	0.00%	0.00%	0.00%	0.60%	0.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3531	202	102	44	30	48	57	130	362	27	100	13	10	38	150	59	57	101	92	148	45	120	147	144	173	103	123	91	91	97	72	6	16	60	12	35	55	34	55	9	10	15	33	161	54									
		13.48%	16.07%	9.71%	5.80%	5.77%	9.06%	7.28%	12.51%	23.46%	14.14%	12.35%	4.80%	7.19%	17.19%	13.25%	13.11%	14.73%	19.77%	12.07%	15.58%	7.58%	15.29%	17.46%	20.63%	18.80%	20.24%	12.40%	21.56%	11.70%	18.83%	11.90%	4.00%	8.74%	9.09%	7.32%	12.37%	9.03%	10.97%	10.52%	6.62%	9.01%	9.55%	11.91%	16.13%	8.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	6	5	1	0	0	3	7	0	0	3	0	0	2	3	7	1	5	0	4	2	2	2	3	3	3	3	2	3	3	3	0	0	2	0	0	3	1	4	0	2	1	2	9	4									
		0.40%	0.48%	0.48%	0.13%	0.00%	0.00%	0.38%	0.67%	0.00%	0.00%	0.37%	0.00%	0.00%	0.90%	0.27%	1.56%	0.26%	0.98%	0.00%	0.42%	0.34%	0.25%	0.24%	0.43%	0.33%	0.59%	0.30%	0.47%	0.39%	0.58%	0.50%	0.00%	0.00%	0.30%	0.00%	0.00%	0.49%	0.32%	0.76%	0.00%	1.80%	0.64%	0.72%	0.90%	0.60%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	817	16	48	39	8	21	32	27	0	5	24	6	1	2	36	14	16	19	25	40	8	36	27	10	32	19	24	22	34	26	11	0	16	3	10	8	21	11	24	0	10	24	6	39	17									
		3.12%	1.27%	4.57%	5.14%	1.54%	3.96%	4.09%	2.60%	0.00%	2.62%	2.96%	2.21%	0.72%	0.90%	3.18%	3.11%	4.13%	3.72%	3.28%	4.21%	1.35%	4.59%	3.21%	1.43%	3.48%	3.73%	2.42%	5.21%	4.37%	5.05%	1.82%	0.00%	8.74%	0.45%	6.10%	2.83%	3.45%	3.55%	4.59%	0.00%	9.01%	15.29%	2.17%	3.91%	2.57%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
