Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Улан-Удэ, Советская"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	165	5	2	5	4	5	7	16	4	6	5	10	8	9	1	2	2	10	0	5	0	1	7	6	6	8	3	3	4	4	2	3	1	3	1	3	0	0	0	4									
		0.77%	1.48%	0.57%	0.79%	1.11%	0.84%	1.18%	2.36%	0.76%	0.84%	1.47%	0.91%	0.98%	1.62%	0.25%	0.37%	0.26%	0.82%	0.00%	1.10%	0.00%	0.21%	1.18%	0.92%	0.81%	0.72%	1.30%	0.44%	0.51%	0.54%	0.37%	0.94%	0.28%	0.73%	0.17%	1.03%	0.00%	0.00%	0.00%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1500	21	21	54	37	36	51	54	51	43	26	88	60	64	17	30	89	138	33	44	67	40	53	39	0	13	3	34	36	65	34	29	28	27	54	10	0	2	2	7									
		7.04%	6.23%	5.98%	8.54%	10.31%	6.04%	8.60%	7.98%	9.64%	6.01%	7.67%	8.00%	7.36%	11.53%	4.20%	5.57%	11.59%	11.29%	10.82%	9.65%	9.64%	8.49%	8.94%	5.98%	0.00%	1.18%	1.30%	4.99%	4.56%	8.77%	6.25%	9.12%	7.87%	6.59%	9.34%	3.44%	0.00%	3.39%	3.08%	1.11%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	3	1	2	1	0	0	0	1	0	0	0	0	0	0	7									
		0.11%	0.00%	0.28%	0.00%	0.28%	0.17%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.14%	0.27%	0.43%	0.29%	0.13%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	450	3	1	19	12	22	35	15	16	39	17	44	26	23	3	8	4	25	5	10	7	7	6	13	15	3	0	11	7	10	11	2	1	3	20	0	1	0	1	5									
		2.11%	0.89%	0.28%	3.01%	3.34%	3.69%	5.90%	2.22%	3.02%	5.45%	5.01%	4.00%	3.19%	4.14%	0.74%	1.48%	0.52%	2.05%	1.64%	2.19%	1.01%	1.49%	1.01%	1.99%	2.03%	0.27%	0.00%	1.62%	0.89%	1.35%	2.02%	0.63%	0.28%	0.73%	3.46%	0.00%	1.92%	0.00%	1.54%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5152	89	76	183	122	195	175	166	120	213	133	307	226	121	92	139	175	288	79	128	204	114	148	149	155	110	8	129	205	190	149	69	112	118	137	52	7	8	15	46									
		24.20%	26.41%	21.65%	28.96%	33.98%	32.72%	29.51%	24.52%	22.68%	29.79%	39.23%	27.91%	27.73%	21.80%	22.72%	25.79%	22.79%	23.57%	25.90%	28.07%	29.35%	24.20%	24.96%	22.85%	21.00%	9.95%	3.48%	18.94%	25.98%	25.64%	27.39%	21.70%	31.46%	28.78%	23.70%	17.87%	13.46%	13.56%	23.08%	7.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	78	3	2	2	1	1	1	1	0	2	3	1	1	3	2	0	2	3	1	0	2	1	2	1	5	6	1	0	5	2	2	4	5	1	4	1	0	2	1	4									
		0.37%	0.89%	0.57%	0.32%	0.28%	0.17%	0.17%	0.15%	0.00%	0.28%	0.88%	0.09%	0.12%	0.54%	0.49%	0.00%	0.26%	0.25%	0.33%	0.00%	0.29%	0.21%	0.34%	0.15%	0.68%	0.54%	0.43%	0.00%	0.63%	0.27%	0.37%	1.26%	1.40%	0.24%	0.69%	0.34%	0.00%	3.39%	1.54%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1553	22	16	61	30	65	48	45	32	76	17	96	86	48	16	33	62	131	22	19	52	24	19	47	58	79	6	34	69	35	55	14	28	24	27	19	1	4	9	24									
		7.29%	6.53%	4.56%	9.65%	8.36%	10.91%	8.09%	6.65%	6.05%	10.63%	5.01%	8.73%	10.55%	8.65%	3.95%	6.12%	8.07%	10.72%	7.21%	4.17%	7.48%	5.10%	3.20%	7.21%	7.86%	7.14%	2.61%	4.99%	8.75%	4.72%	10.11%	4.40%	7.87%	5.85%	4.67%	6.53%	1.92%	6.78%	13.85%	3.80%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
