Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Большемурашкинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	0	0	0	0	5	0	2	0	0	0	0	0	3	2	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.66%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	0	2	0	0	3	1	1	5	0	0	0	1	0	2	0									
		0.31%	0.00%	0.64%	0.00%	0.00%	0.76%	0.24%	0.42%	1.04%	0.00%	0.00%	0.00%	0.46%	0.00%	0.66%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	435	49	18	35	58	47	31	20	14	5	36	4	36	37	4	41									
		8.86%	10.82%	5.75%	10.17%	11.05%	11.84%	7.51%	8.47%	2.92%	6.25%	11.43%	3.51%	16.51%	10.57%	1.32%	11.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0									
		0.12%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.63%	0.88%	0.46%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	133	20	12	11	10	12	10	6	10	0	8	1	4	13	3	13									
		2.71%	4.42%	3.83%	3.20%	1.90%	3.02%	2.42%	2.54%	2.08%	0.00%	2.54%	0.88%	1.83%	3.71%	0.99%	3.54%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
