Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																	
Дата голосования: 02.12.2007																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Первоуральская городская																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
		Сумма	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1888	25	25	50	35	40	30	20	30	45	50	45	40	40	55	30	30	35	35	20	42	20	20	30	45	30	23	38	25	30	35	22	50	30	30	40	10	10	20	5	40	35	20	25	39	44	35	35	20	20	25	20	20	10	20	10	20	10	10	30	5	25	20	10	20	10	5	35	10	20	5	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1512	15	22	42	34	37	26	19	22	38	39	38	36	38	47	28	23	28	29	20	33	13	16	30	41	25	22	36	17	24	31	22	35	29	26	28	10	3	16	0	33	27	14	22	33	34	32	25	16	8	24	10	17	6	11	9	9	5	9	26	2	19	13	7	19	2	0	26	5	9	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1138	12	15	21	15	23	15	5	10	44	12	19	17	22	20	15	17	22	14	5	30	18	16	13	22	19	14	16	20	17	12	9	15	6	21	24	11	6	20	19	11	22	11	15	22	19	7	2	25	16	11	6	9	10	26	8	7	6	3	19	3	11	0	8	15	7	11	10	19	10	8	29	17	18	66					
14	Число погашенных неиспользованных открепительных удостоверений	376	10	3	8	1	3	4	1	8	7	11	7	4	2	8	2	7	7	6	0	9	7	4	0	4	5	1	2	8	6	4	0	15	1	4	12	0	7	4	5	7	8	6	3	6	10	3	10	4	12	1	10	3	4	9	1	11	5	1	4	3	6	7	3	1	8	5	9	5	11	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	112	2	1	5	3	1	3	3	1	3	2	2	2	2	0	2	5	3	1	1	2	1	6	3	5	2	2	2	2	3	6	3	4	3	1	0	0	0	2	0	3	1	2	0	2	0	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	4	2	0	1	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																	
18	1.Политическая партия «Аграрная партия России»	1410	16	19	37	29	18	30	13	21	39	41	45	33	30	29	21	22	15	24	21	31	22	21	27	37	19	19	22	9	28	22	24	28	20	17	23	8	6	28	2	33	25	23	31	25	18	25	23	16	16	19	8	2	7	23	8	13	18	20	34	0	20	22	14	4	4	4	14	2	8	4	6	1	0	4					
		1.90%	1.93%	1.67%	2.17%	1.85%	1.27%	2.03%	1.38%	2.05%	2.26%	2.73%	2.77%	2.01%	2.01%	2.03%	1.83%	1.75%	1.34%	2.10%	1.91%	1.94%	3.06%	1.89%	1.84%	2.16%	1.14%	1.46%	1.62%	1.19%	1.91%	1.29%	1.88%	2.18%	1.92%	1.82%	2.40%	1.23%	2.96%	2.22%	0.77%	2.38%	1.71%	3.63%	1.64%	1.72%	1.24%	1.55%	2.10%	1.10%	2.27%	1.47%	1.32%	0.54%	1.40%	1.85%	1.69%	2.64%	2.95%	5.54%	2.61%	0.00%	2.06%	2.81%	3.14%	0.50%	3.23%	2.44%	2.42%	0.99%	2.90%	2.53%	1.83%	1.05%	0.00%	0.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1876	4	34	39	36	34	36	26	20	38	34	52	53	44	51	53	38	38	33	38	67	32	26	44	39	66	53	35	22	33	59	28	39	30	31	40	12	5	31	11	23	21	12	36	26	30	73	23	29	11	12	5	0	9	14	6	9	2	4	11	11	15	12	8	26	2	5	11	4	4	0	2	5	1	10					
		2.53%	0.48%	2.98%	2.29%	2.30%	2.40%	2.44%	2.75%	1.96%	2.20%	2.27%	3.20%	3.24%	2.95%	3.56%	4.62%	3.02%	3.39%	2.88%	3.46%	4.19%	4.44%	2.34%	3.00%	2.28%	3.94%	4.06%	2.57%	2.91%	2.25%	3.46%	2.20%	3.03%	2.87%	3.33%	4.18%	1.85%	2.46%	2.45%	4.23%	1.66%	1.44%	1.89%	1.91%	1.79%	2.07%	4.54%	2.10%	1.98%	1.56%	0.93%	0.83%	0.00%	1.80%	1.13%	1.27%	1.83%	0.33%	1.11%	0.84%	10.58%	1.55%	1.53%	1.79%	3.27%	1.61%	3.05%	1.90%	1.99%	1.45%	0.00%	0.61%	5.26%	1.05%	1.56%					
20	3.Политическая партия «Демократическая партия России»	110	1	2	4	2	4	6	0	4	1	2	1	1	0	0	0	2	1	2	2	4	2	1	2	2	6	5	4	0	3	1	3	0	2	0	0	4	1	2	0	0	3	0	7	2	2	2	3	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	3					
		0.15%	0.12%	0.18%	0.23%	0.13%	0.28%	0.41%	0.00%	0.39%	0.06%	0.13%	0.06%	0.06%	0.00%	0.00%	0.00%	0.16%	0.09%	0.17%	0.18%	0.25%	0.28%	0.09%	0.14%	0.12%	0.36%	0.38%	0.29%	0.00%	0.20%	0.06%	0.24%	0.00%	0.19%	0.00%	0.00%	0.62%	0.49%	0.16%	0.00%	0.00%	0.21%	0.00%	0.37%	0.14%	0.14%	0.12%	0.27%	0.00%	0.00%	0.08%	0.17%	0.00%	0.00%	0.08%	0.00%	0.00%	0.16%	0.00%	0.08%	0.00%	0.10%	0.13%	0.00%	0.13%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	1.05%	1.05%	0.47%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5999	51	81	129	109	119	158	67	101	176	150	161	153	98	110	83	99	80	106	121	172	61	89	142	139	142	117	107	58	128	124	108	105	74	83	120	42	12	105	19	167	164	51	104	72	83	98	93	154	74	149	38	23	35	61	41	21	27	14	38	11	99	61	35	56	6	4	44	11	5	9	10	11	7	24					
		8.09%	6.16%	7.10%	7.57%	6.96%	8.40%	10.69%	7.10%	9.88%	10.21%	9.99%	9.92%	9.34%	6.56%	7.69%	7.24%	7.88%	7.13%	9.27%	11.02%	10.75%	8.47%	8.00%	9.69%	8.11%	8.48%	8.97%	7.86%	7.68%	8.74%	7.26%	8.48%	8.16%	7.09%	8.91%	12.53%	6.47%	5.91%	8.31%	7.31%	12.03%	11.25%	8.04%	5.51%	4.95%	5.72%	6.09%	8.50%	10.54%	10.50%	11.51%	6.28%	6.20%	7.00%	4.91%	8.69%	4.26%	4.43%	3.88%	2.92%	10.58%	10.22%	7.80%	7.85%	7.04%	4.84%	2.44%	7.61%	5.47%	1.81%	5.70%	3.06%	11.58%	7.37%	3.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	884	7	14	20	31	20	12	22	7	21	34	24	25	26	24	16	14	20	11	20	25	13	10	13	30	13	26	10	5	9	13	17	24	12	5	6	5	8	19	1	22	15	6	8	12	15	12	11	15	8	33	7	0	6	6	1	1	5	1	4	0	5	15	2	8	1	0	12	5	6	2	5	0	1	2					
		1.19%	0.85%	1.23%	1.17%	1.98%	1.41%	0.81%	2.33%	0.68%	1.22%	2.27%	1.48%	1.53%	1.74%	1.68%	1.40%	1.11%	1.78%	0.96%	1.82%	1.56%	1.81%	0.90%	0.89%	1.75%	0.78%	1.99%	0.73%	0.66%	0.61%	0.76%	1.33%	1.87%	1.15%	0.54%	0.63%	0.77%	3.94%	1.50%	0.38%	1.59%	1.03%	0.95%	0.42%	0.83%	1.03%	0.75%	1.01%	1.03%	1.13%	2.55%	1.16%	0.00%	1.20%	0.48%	0.21%	0.20%	0.82%	0.28%	0.31%	0.00%	0.52%	1.92%	0.45%	1.01%	0.81%	0.00%	2.08%	2.49%	2.17%	1.27%	1.53%	0.00%	1.05%	0.31%					
23	6.Политическая партия «Партия социальной справедливости»	238	3	3	7	4	3	6	5	6	6	7	8	5	6	5	1	9	4	1	4	7	3	5	2	3	3	9	5	1	6	4	7	4	3	1	2	3	1	6	0	9	1	0	10	3	4	3	4	5	1	1	1	0	1	2	0	1	1	0	4	0	3	5	0	2	0	0	1	0	1	0	1	2	0	4					
		0.32%	0.36%	0.26%	0.41%	0.26%	0.21%	0.41%	0.53%	0.59%	0.35%	0.47%	0.49%	0.31%	0.40%	0.35%	0.09%	0.72%	0.36%	0.09%	0.36%	0.44%	0.42%	0.45%	0.14%	0.18%	0.18%	0.69%	0.37%	0.13%	0.41%	0.23%	0.55%	0.31%	0.29%	0.11%	0.21%	0.46%	0.49%	0.47%	0.00%	0.65%	0.07%	0.00%	0.53%	0.21%	0.28%	0.19%	0.37%	0.34%	0.14%	0.08%	0.17%	0.00%	0.20%	0.16%	0.00%	0.20%	0.16%	0.00%	0.31%	0.00%	0.31%	0.64%	0.00%	0.25%	0.00%	0.00%	0.17%	0.00%	0.36%	0.00%	0.31%	2.11%	0.00%	0.63%					
24	7.Политическая партия «Либерально-демократическая партия России»	7270	79	135	161	166	130	140	86	92	192	147	162	170	122	152	128	132	116	126	95	142	59	111	145	157	177	124	140	64	119	147	116	136	135	87	78	95	28	122	21	157	141	44	170	152	154	171	81	161	76	135	61	41	54	98	48	49	38	36	135	13	89	63	37	73	7	20	45	16	34	17	16	2	11	91					
		9.80%	9.54%	11.83%	9.45%	10.60%	9.18%	9.47%	9.11%	9.00%	11.14%	9.79%	9.98%	10.38%	8.17%	10.62%	11.17%	10.50%	10.34%	11.01%	8.65%	8.88%	8.19%	9.98%	9.90%	9.17%	10.57%	9.50%	10.28%	8.48%	8.13%	8.61%	9.11%	10.58%	12.93%	9.33%	8.14%	14.64%	13.79%	9.65%	8.08%	11.31%	9.67%	6.94%	9.01%	10.45%	10.61%	10.63%	7.40%	11.02%	10.78%	10.42%	10.08%	11.05%	10.80%	7.88%	10.17%	9.94%	6.23%	9.97%	10.37%	12.50%	9.18%	8.06%	8.30%	9.18%	5.65%	12.20%	7.79%	7.96%	12.32%	10.76%	4.89%	2.11%	11.58%	14.24%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5566	57	79	127	104	114	98	68	62	128	138	149	126	136	144	84	91	79	81	78	130	55	78	110	110	126	89	118	61	131	148	109	126	84	81	74	59	18	96	13	101	114	42	119	90	87	85	79	91	60	106	31	18	24	92	39	41	20	12	105	8	91	78	20	62	12	11	57	13	20	8	16	8	5	42					
		7.50%	6.88%	6.92%	7.46%	6.64%	8.05%	6.63%	7.20%	6.07%	7.42%	9.19%	9.18%	7.69%	9.10%	10.06%	7.33%	7.24%	7.04%	7.08%	7.10%	8.13%	7.64%	7.01%	7.51%	6.42%	7.53%	6.82%	8.66%	8.08%	8.95%	8.67%	8.56%	9.80%	8.05%	8.69%	7.72%	9.09%	8.87%	7.59%	5.00%	7.28%	7.82%	6.62%	6.31%	6.19%	5.99%	5.29%	7.22%	6.23%	8.51%	8.19%	5.12%	4.85%	4.80%	7.40%	8.26%	8.32%	3.28%	3.32%	8.06%	7.69%	9.39%	9.97%	4.48%	7.80%	9.68%	6.71%	9.86%	6.47%	7.25%	5.06%	4.89%	8.42%	5.26%	6.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	511	2	8	13	13	12	14	2	5	21	9	12	15	11	9	9	8	6	4	6	14	3	8	10	9	11	8	11	9	9	13	9	7	1	4	7	3	2	6	1	7	9	3	27	17	7	11	5	11	8	9	6	2	3	8	6	6	3	2	4	1	3	7	4	2	2	1	2	1	0	1	2	2	0	5					
		0.69%	0.24%	0.70%	0.76%	0.83%	0.85%	0.95%	0.21%	0.49%	1.22%	0.60%	0.74%	0.92%	0.74%	0.63%	0.79%	0.64%	0.53%	0.35%	0.55%	0.88%	0.42%	0.72%	0.68%	0.53%	0.66%	0.61%	0.81%	1.19%	0.61%	0.76%	0.71%	0.54%	0.10%	0.43%	0.73%	0.46%	0.99%	0.47%	0.38%	0.50%	0.62%	0.47%	1.43%	1.17%	0.48%	0.68%	0.46%	0.75%	1.13%	0.69%	0.99%	0.54%	0.60%	0.64%	1.27%	1.22%	0.49%	0.55%	0.31%	0.96%	0.31%	0.90%	0.90%	0.25%	1.61%	0.61%	0.35%	0.50%	0.00%	0.63%	0.61%	2.11%	0.00%	0.78%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	48267	583	736	1120	1041	913	938	627	669	1041	889	966	1003	974	852	706	805	723	729	665	935	435	725	934	1132	1062	800	869	503	959	1109	824	775	651	601	584	407	115	808	187	841	922	441	1341	1021	1028	1089	744	950	435	807	443	278	353	923	312	340	490	264	950	51	626	500	320	553	89	118	373	145	192	113	258	60	63	439					
		65.08%	70.41%	64.50%	65.77%	66.48%	64.48%	63.46%	66.42%	65.46%	60.38%	59.23%	59.52%	61.23%	65.19%	59.54%	61.61%	64.04%	64.44%	63.72%	60.56%	58.44%	60.42%	65.20%	63.75%	66.08%	63.44%	61.30%	63.80%	66.62%	65.51%	64.97%	64.68%	60.26%	62.36%	64.48%	60.96%	62.71%	56.65%	63.92%	71.92%	60.59%	63.24%	69.56%	71.10%	70.22%	70.80%	67.72%	68.01%	65.02%	61.70%	62.32%	73.22%	74.93%	70.60%	74.26%	66.10%	68.97%	80.33%	73.13%	72.96%	49.04%	64.60%	63.94%	71.75%	69.56%	71.77%	71.95%	64.53%	72.14%	69.57%	71.52%	78.90%	63.16%	66.32%	68.70%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1141	9	14	28	20	28	19	19	21	24	32	32	29	27	35	28	20	21	18	30	57	28	20	21	27	36	41	20	14	19	44	16	23	22	11	16	6	6	19	2	13	24	2	11	11	14	20	14	18	8	12	3	4	5	6	3	1	1	2	9	1	5	7	4	6	0	1	12	3	0	3	2	2	5	7					
		1.54%	1.09%	1.23%	1.64%	1.28%	1.98%	1.29%	2.01%	2.05%	1.39%	2.13%	1.97%	1.77%	1.81%	2.45%	2.44%	1.59%	1.87%	1.57%	2.73%	3.56%	3.89%	1.80%	1.43%	1.58%	2.15%	3.14%	1.47%	1.85%	1.30%	2.58%	1.26%	1.79%	2.11%	1.18%	1.67%	0.92%	2.96%	1.50%	0.77%	0.94%	1.65%	0.32%	0.58%	0.76%	0.96%	1.24%	1.28%	1.23%	1.13%	0.93%	0.50%	1.08%	1.00%	0.48%	0.64%	0.20%	0.16%	0.55%	0.69%	0.96%	0.52%	0.90%	0.90%	0.75%	0.00%	0.61%	2.08%	1.49%	0.00%	1.90%	0.61%	2.11%	5.26%	1.10%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
