Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Междуреченская городская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1376	16	20	20	20	20	20	30	30	20	20	20	22	20	20	20	20	20	20	5	40	75	48	135	10	20	5	10	50	12	40	25	20	20	40	30	10	30	20	10	70	16	22	30	25	40	20	20	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1237	16	20	20	20	20	20	15	30	16	20	20	22	20	20	20	20	20	20	5	40	75	48	96	10	20	5	10	50	12	40	25	20	20	17	30	10	30	20	10	12	16	22	30	25	40	20	20	100					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	540	11	8	20	16	13	11	8	4	16	4	10	12	12	12	5	0	12	6	3	7	3	12	7	33	23	4	8	15	5	35	10	8	8	9	6	40	11	6	4	7	8	13	14	10	11	12	16	12					
14	Число погашенных неиспользованных открепительных удостоверений	139	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	58	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	2	0	0	3	1	0	2	1	1	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	2	0	2	1	0	1	0	1	1	0	1	0	0	1	1	2	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4387	19	148	121	79	105	115	178	101	93	186	30	76	29	27	114	98	73	69	15	36	24	6	33	14	93	16	50	106	13	200	181	65	161	132	74	120	152	157	10	148	78	210	75	29	122	175	144	87					
		9.06%	1.83%	15.37%	14.85%	13.76%	11.90%	14.80%	13.67%	7.77%	13.66%	15.97%	2.96%	5.86%	2.46%	2.00%	9.74%	10.08%	10.60%	7.89%	13.89%	9.00%	9.49%	1.61%	7.80%	7.91%	13.66%	5.76%	12.66%	11.10%	1.01%	12.17%	11.86%	3.72%	9.27%	10.65%	12.31%	7.34%	11.40%	14.48%	1.74%	12.38%	5.20%	12.84%	4.07%	2.79%	13.66%	14.18%	14.63%	5.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9258	210	166	162	103	183	136	257	237	142	210	200	220	182	294	263	175	142	195	23	103	60	33	54	34	165	69	83	253	130	361	346	406	333	277	145	246	336	200	56	288	244	326	315	52	183	247	147	266					
		19.12%	20.19%	17.24%	19.88%	17.94%	20.75%	17.50%	19.74%	18.23%	20.85%	18.03%	19.70%	16.95%	15.44%	21.83%	22.48%	18.00%	20.61%	22.31%	21.30%	25.75%	23.72%	8.85%	12.77%	19.21%	24.23%	24.82%	21.01%	26.49%	10.12%	21.97%	22.67%	23.21%	19.17%	22.34%	24.13%	15.05%	25.21%	18.45%	9.74%	24.10%	16.28%	19.93%	17.07%	5.00%	20.49%	20.02%	14.94%	16.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	399	5	10	12	3	9	8	13	7	7	11	2	1	12	6	9	7	7	7	0	3	7	0	2	0	5	3	5	12	4	17	15	17	8	20	3	17	16	12	3	11	11	15	14	1	6	14	13	9					
		0.82%	0.48%	1.04%	1.47%	0.52%	1.02%	1.03%	0.99%	0.54%	1.03%	0.94%	0.20%	0.08%	1.02%	0.45%	0.77%	0.72%	1.02%	0.80%	0.00%	0.75%	2.77%	0.00%	0.47%	0.00%	0.73%	1.08%	1.27%	1.26%	0.31%	1.03%	0.98%	0.97%	0.46%	1.61%	0.50%	1.04%	1.20%	1.11%	0.52%	0.92%	0.73%	0.92%	0.76%	0.10%	0.67%	1.13%	1.32%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5507	44	148	110	119	140	125	200	160	119	176	122	166	90	62	170	105	64	87	9	35	22	23	21	30	94	26	58	116	44	265	184	70	234	202	93	153	194	140	20	159	108	192	80	73	131	184	138	202					
		11.37%	4.23%	15.37%	13.50%	20.73%	15.87%	16.09%	15.36%	12.31%	17.47%	15.11%	12.02%	12.79%	7.63%	4.60%	14.53%	10.80%	9.29%	9.95%	8.33%	8.75%	8.70%	6.17%	4.96%	16.95%	13.80%	9.35%	14.68%	12.15%	3.42%	16.13%	12.06%	4.00%	13.47%	16.29%	15.47%	9.36%	14.55%	12.92%	3.48%	13.31%	7.20%	11.74%	4.34%	7.03%	14.67%	14.91%	14.02%	12.52%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1024	10	32	19	24	24	39	26	11	22	28	10	3	20	10	39	20	19	16	2	9	6	1	6	2	3	3	2	16	11	60	32	23	43	47	14	26	30	37	4	26	22	35	28	21	31	42	26	44					
		2.11%	0.96%	3.32%	2.33%	4.18%	2.72%	5.02%	1.99%	0.85%	3.23%	2.40%	0.99%	0.23%	1.70%	0.74%	3.33%	2.06%	2.76%	1.83%	1.85%	2.25%	2.37%	0.27%	1.42%	1.13%	0.44%	1.08%	0.51%	1.68%	0.86%	3.65%	2.10%	1.32%	2.48%	3.79%	2.33%	1.59%	2.25%	3.41%	0.70%	2.18%	1.47%	2.14%	1.52%	2.02%	3.47%	3.40%	2.64%	2.73%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26852	734	414	368	234	402	318	583	763	281	526	628	831	830	927	552	552	374	474	58	210	129	300	296	92	308	159	192	431	1073	710	727	1135	928	518	256	1055	576	506	464	540	1008	830	1294	842	402	553	501	968					
		55.44%	70.58%	42.99%	45.15%	40.77%	45.58%	40.93%	44.78%	58.69%	41.26%	45.15%	61.87%	64.02%	70.40%	68.82%	47.18%	56.79%	54.28%	54.23%	53.70%	52.50%	50.99%	80.43%	69.98%	51.98%	45.23%	57.19%	48.61%	45.13%	83.50%	43.21%	47.64%	64.89%	53.43%	41.77%	42.60%	64.53%	43.21%	46.68%	80.70%	45.19%	67.24%	50.73%	70.14%	81.04%	45.02%	44.81%	50.91%	59.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	185	3	6	5	0	2	8	5	1	4	6	3	0	2	5	6	4	3	9	0	0	0	3	3	0	2	0	1	7	0	5	7	7	11	9	4	2	8	5	3	4	2	9	4	1	2	4	3	7					
		0.38%	0.29%	0.62%	0.61%	0.00%	0.23%	1.03%	0.38%	0.08%	0.59%	0.52%	0.30%	0.00%	0.17%	0.37%	0.51%	0.41%	0.44%	1.03%	0.00%	0.00%	0.00%	0.80%	0.71%	0.00%	0.29%	0.00%	0.25%	0.73%	0.00%	0.30%	0.46%	0.40%	0.63%	0.73%	0.67%	0.12%	0.60%	0.46%	0.52%	0.33%	0.13%	0.55%	0.22%	0.10%	0.22%	0.32%	0.30%	0.43%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
