Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Междуреченская городская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526					
19	2.Всероссийская политическая партия «Гражданская Сила»	452	8	8	18	8	12	12	15	10	16	9	12	10	10	6	12	11	9	4	10	24	14	6	10	5	13	11	16	15	6	10	5	0	4	6	4	0	2	3	3	6	5	5	20	7	14	19	19					
		0.76%	0.45%	0.44%	1.20%	0.58%	0.73%	0.63%	0.75%	0.51%	0.97%	1.01%	0.79%	0.81%	0.55%	0.59%	0.98%	1.03%	1.32%	0.46%	1.03%	1.59%	1.09%	0.65%	0.62%	0.43%	0.94%	0.61%	0.87%	1.12%	0.53%	1.36%	0.36%	0.00%	0.73%	1.40%	0.90%	0.00%	0.94%	0.28%	0.73%	0.96%	0.38%	0.30%	0.93%	0.67%	0.72%	0.93%	1.30%					
20	3.Политическая партия «Демократическая партия России»	66	0	0	3	3	0	2	2	1	3	0	3	1	0	3	0	1	0	0	0	3	1	1	3	1	1	5	4	1	0	2	4	0	2	0	0	1	0	0	0	1	2	1	4	2	2	1	2					
		0.11%	0.00%	0.00%	0.20%	0.22%	0.00%	0.10%	0.10%	0.05%	0.18%	0.00%	0.20%	0.08%	0.00%	0.30%	0.00%	0.09%	0.00%	0.00%	0.00%	0.20%	0.08%	0.11%	0.19%	0.09%	0.07%	0.28%	0.22%	0.07%	0.00%	0.27%	0.29%	0.00%	0.36%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.16%	0.15%	0.06%	0.19%	0.19%	0.10%	0.05%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5135	147	174	130	126	120	154	181	127	171	95	154	101	211	83	136	112	126	91	119	172	112	86	152	131	144	119	184	143	78	52	62	5	39	19	9	20	12	75	28	32	78	76	178	74	152	187	158					
		8.69%	8.23%	9.65%	8.65%	9.08%	7.29%	8.07%	9.05%	6.48%	10.33%	10.67%	10.17%	8.23%	11.61%	8.22%	11.12%	10.52%	18.48%	10.57%	12.28%	11.37%	8.68%	9.29%	9.44%	11.30%	10.46%	6.61%	10.02%	10.72%	6.93%	7.06%	4.46%	4.31%	7.08%	4.42%	2.02%	3.44%	5.66%	6.91%	6.80%	5.10%	5.85%	4.61%	8.27%	7.05%	7.79%	9.20%	10.84%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	225	2	5	7	3	5	8	3	6	7	3	11	5	7	2	6	4	3	0	0	8	3	2	9	10	6	1	12	9	5	8	2	1	2	3	0	0	0	2	4	4	4	1	11	5	9	8	9					
		0.38%	0.11%	0.28%	0.47%	0.22%	0.30%	0.42%	0.15%	0.31%	0.42%	0.34%	0.73%	0.41%	0.39%	0.20%	0.49%	0.38%	0.44%	0.00%	0.00%	0.53%	0.23%	0.22%	0.56%	0.86%	0.44%	0.06%	0.65%	0.67%	0.44%	1.09%	0.14%	0.86%	0.36%	0.70%	0.00%	0.00%	0.00%	0.18%	0.97%	0.64%	0.30%	0.06%	0.51%	0.48%	0.46%	0.39%	0.62%					
23	6.Политическая партия «Партия социальной справедливости»	123	1	7	5	2	3	6	1	2	5	0	4	4	3	5	4	2	0	5	4	2	6	3	3	3	2	2	2	4	4	3	2	0	0	1	0	0	0	0	1	1	2	4	3	2	5	3	2					
		0.21%	0.06%	0.39%	0.33%	0.14%	0.18%	0.31%	0.05%	0.10%	0.30%	0.00%	0.26%	0.33%	0.17%	0.50%	0.33%	0.19%	0.00%	0.58%	0.41%	0.13%	0.47%	0.32%	0.19%	0.26%	0.15%	0.11%	0.11%	0.30%	0.36%	0.41%	0.14%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.24%	0.16%	0.15%	0.24%	0.14%	0.19%	0.26%	0.15%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	7157	208	259	180	165	211	280	246	248	216	82	201	139	226	132	134	124	81	105	10	169	175	132	172	129	198	208	204	179	139	114	166	22	49	31	15	32	30	136	50	79	200	108	287	138	280	270	198					
		12.11%	11.65%	14.36%	11.98%	11.89%	12.82%	14.68%	12.30%	12.65%	13.05%	9.21%	13.28%	11.33%	12.43%	13.07%	10.96%	11.64%	11.88%	12.20%	1.03%	11.17%	13.57%	14.25%	10.68%	11.13%	14.38%	11.56%	11.11%	13.42%	12.36%	15.47%	11.94%	18.97%	8.89%	7.21%	3.36%	5.50%	14.15%	12.53%	12.14%	12.60%	15.00%	6.55%	13.34%	13.16%	14.35%	13.28%	13.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2715	46	85	71	59	62	86	105	66	93	48	81	72	64	67	78	44	37	57	10	110	76	50	64	66	73	56	88	82	57	43	41	3	13	20	5	23	7	19	8	36	42	32	132	65	110	89	74					
		4.59%	2.58%	4.71%	4.72%	4.25%	3.77%	4.51%	5.25%	3.37%	5.62%	5.39%	5.35%	5.87%	3.52%	6.63%	6.38%	4.13%	5.43%	6.62%	1.03%	7.27%	5.89%	5.40%	3.98%	5.69%	5.30%	3.11%	4.79%	6.15%	5.07%	5.83%	2.95%	2.59%	2.36%	4.65%	1.12%	3.95%	3.30%	1.75%	1.94%	5.74%	3.15%	1.94%	6.13%	6.20%	5.64%	4.38%	5.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	351	2	11	8	4	9	4	9	12	9	8	17	11	13	6	10	7	4	3	6	5	12	6	13	7	10	4	9	8	5	6	9	0	13	2	0	8	1	5	0	9	10	7	18	7	10	9	5					
		0.59%	0.11%	0.61%	0.53%	0.29%	0.55%	0.21%	0.45%	0.61%	0.54%	0.90%	1.12%	0.90%	0.72%	0.59%	0.82%	0.66%	0.59%	0.35%	0.62%	0.33%	0.93%	0.65%	0.81%	0.60%	0.73%	0.22%	0.49%	0.60%	0.44%	0.81%	0.65%	0.00%	2.36%	0.47%	0.00%	1.37%	0.47%	0.46%	0.00%	1.44%	0.75%	0.42%	0.84%	0.67%	0.51%	0.44%	0.34%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	40752	1326	1194	1001	968	1176	1286	1369	1431	1072	617	963	844	1192	669	789	716	392	562	781	956	836	608	1136	762	880	1333	1261	842	796	468	1047	84	417	341	409	482	157	812	312	437	968	1269	1419	723	1322	1399	928					
		68.96%	74.24%	66.19%	66.60%	69.74%	71.45%	67.40%	68.45%	73.01%	64.77%	69.33%	63.61%	68.79%	65.57%	66.24%	64.51%	67.23%	57.48%	65.27%	80.60%	63.19%	64.81%	65.66%	70.56%	65.75%	63.91%	74.10%	68.64%	63.12%	70.76%	63.50%	75.32%	72.41%	75.68%	79.30%	91.70%	82.82%	74.06%	74.84%	75.73%	69.70%	72.62%	76.96%	65.94%	68.92%	67.76%	68.81%	63.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	433	10	10	20	10	7	12	15	8	11	7	21	9	30	10	18	8	13	8	0	10	9	7	10	4	9	13	14	12	6	8	3	0	2	0	0	2	0	2	0	7	5	8	21	6	20	8	20					
		0.73%	0.56%	0.55%	1.33%	0.72%	0.43%	0.63%	0.75%	0.41%	0.66%	0.79%	1.39%	0.73%	1.65%	0.99%	1.47%	0.75%	1.91%	0.93%	0.00%	0.66%	0.70%	0.76%	0.62%	0.35%	0.65%	0.72%	0.76%	0.90%	0.53%	1.09%	0.22%	0.00%	0.36%	0.00%	0.00%	0.34%	0.00%	0.18%	0.00%	1.12%	0.38%	0.49%	0.98%	0.57%	1.03%	0.39%	1.37%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
