Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Ханты-Мансийская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554					
		1.02%	1.00%	1.09%	1.15%	0.51%	0.90%	0.46%	1.38%	0.86%	0.36%	0.86%	1.01%	0.54%	6.09%	0.66%	1.55%	1.64%	1.02%	0.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1242	64	45	52	109	94	75	104	177	74	79	64	28	14	94	61	46	36	26					
		7.50%	7.17%	7.02%	7.53%	11.12%	8.50%	6.97%	7.57%	11.76%	8.91%	8.54%	7.19%	5.12%	5.01%	7.86%	4.98%	5.04%	3.67%	5.05%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	517	24	16	31	17	29	29	45	38	32	28	21	17	9	59	55	32	30	5					
		3.12%	2.69%	2.49%	4.49%	1.73%	2.62%	2.69%	3.27%	2.52%	3.85%	3.03%	2.36%	3.11%	3.22%	4.93%	4.49%	3.50%	3.06%	0.97%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1446	54	56	63	110	134	82	125	132	66	91	88	49	14	121	110	58	70	23					
		8.73%	6.05%	8.73%	9.13%	11.22%	12.12%	7.62%	9.10%	8.77%	7.95%	9.84%	9.89%	8.97%	5.01%	10.12%	8.99%	6.35%	7.14%	4.47%					
22	"5. ""За Русь Святую"""	79	2	7	3	7	3	2	9	3	3	4	4	4	4	8	5	8	2	1					
		0.47%	0.22%	1.09%	0.43%	0.71%	0.27%	0.18%	0.65%	0.19%	0.36%	0.43%	0.44%	0.73%	1.43%	0.66%	0.40%	0.87%	0.20%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	37	3	2	2	5	4	3	3	2	2	2	2	1	0	1	3	0	0	2					
		0.22%	0.33%	0.31%	0.28%	0.51%	0.36%	0.27%	0.21%	0.13%	0.24%	0.21%	0.22%	0.18%	0.0%	0.08%	0.24%	0.0%	0.0%	0.38%					
24	"7. ""Новый курс - Автомобильная Россия"""	116	3	5	6	8	14	6	9	12	10	7	3	2	0	11	8	6	4	2					
		0.70%	0.33%	0.78%	0.86%	0.81%	1.26%	0.55%	0.65%	0.79%	1.20%	0.75%	0.33%	0.36%	0.0%	0.92%	0.65%	0.65%	0.40%	0.38%					
25	"8. ""Народно-республиканская партия России"""	14	3	0	0	0	0	2	1	0	1	1	0	1	0	3	0	1	1	0					
		0.08%	0.33%	0.0%	0.0%	0.0%	0.0%	0.18%	0.07%	0.0%	0.12%	0.10%	0.0%	0.18%	0.0%	0.25%	0.0%	0.10%	0.10%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	71	2	1	4	7	4	4	7	5	3	5	5	0	0	6	5	3	4	6					
		0.42%	0.22%	0.15%	0.57%	0.71%	0.36%	0.37%	0.50%	0.33%	0.36%	0.54%	0.56%	0.0%	0.0%	0.50%	0.40%	0.32%	0.40%	1.16%					
27	"10. ""Аграрная партия России"""	251	15	5	7	17	15	16	21	25	16	14	13	16	4	17	16	20	13	1					
		1.51%	1.68%	0.78%	1.01%	1.73%	1.35%	1.48%	1.52%	1.66%	1.92%	1.51%	1.46%	2.93%	1.43%	1.42%	1.30%	2.19%	1.32%	0.19%					
28	"11. ""Истинные патриоты России"""	16	3	1	2	1	0	1	0	0	2	0	0	1	0	1	2	0	1	1					
		0.09%	0.33%	0.15%	0.28%	0.10%	0.0%	0.09%	0.0%	0.0%	0.24%	0.0%	0.0%	0.18%	0.0%	0.08%	0.16%	0.0%	0.10%	0.19%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	163	12	5	8	12	12	11	13	12	9	8	8	7	3	8	15	11	7	2					
		0.98%	1.34%	0.78%	1.15%	1.22%	1.08%	1.02%	0.94%	0.79%	1.08%	0.86%	0.89%	1.28%	1.07%	0.66%	1.22%	1.20%	0.71%	0.38%					
30	"13. ""Демократическая партия России"""	31	1	2	1	2	1	3	1	3	2	3	2	0	0	1	3	1	4	1					
		0.18%	0.11%	0.31%	0.14%	0.20%	0.09%	0.27%	0.07%	0.19%	0.24%	0.32%	0.22%	0.0%	0.0%	0.08%	0.24%	0.10%	0.40%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	1	0	4	0	1	2	1	5	1	3	3	0	1	2	3	2	2	0					
		0.18%	0.11%	0.0%	0.57%	0.0%	0.09%	0.18%	0.07%	0.33%	0.12%	0.32%	0.33%	0.0%	0.35%	0.16%	0.24%	0.21%	0.20%	0.0%					
32	"15. ""Партия СЛОН"""	29	0	1	2	3	3	3	2	3	2	1	1	0	2	1	0	3	0	2					
		0.17%	0.0%	0.15%	0.28%	0.30%	0.27%	0.27%	0.14%	0.19%	0.24%	0.10%	0.11%	0.0%	0.71%	0.08%	0.0%	0.32%	0.0%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	900	44	36	37	59	71	57	71	85	57	47	62	31	13	64	61	44	36	25					
		5.43%	4.93%	5.61%	5.36%	6.02%	6.42%	5.30%	5.17%	5.65%	6.86%	5.08%	6.97%	5.67%	4.65%	5.35%	4.98%	4.82%	3.67%	4.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	1	2	0	1	1	1	3	0	1	1	2	1	0	3	1	2	1	0					
		0.12%	0.11%	0.31%	0.0%	0.10%	0.09%	0.09%	0.21%	0.0%	0.12%	0.10%	0.22%	0.18%	0.0%	0.25%	0.08%	0.21%	0.10%	0.0%					
35	"18. ""ЛДПР"""	2119	116	101	106	103	105	145	159	149	108	111	113	105	50	132	156	141	164	55					
		12.80%	13.00%	15.75%	15.36%	10.51%	9.50%	13.48%	11.58%	9.90%	13.01%	12.01%	12.71%	19.23%	17.92%	11.04%	12.75%	15.46%	16.73%	10.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	199	13	12	8	6	4	15	18	18	8	17	6	4	5	13	17	13	17	5					
		1.20%	1.45%	1.87%	1.15%	0.61%	0.36%	1.39%	1.31%	1.19%	0.96%	1.83%	0.67%	0.73%	1.79%	1.08%	1.39%	1.42%	1.73%	0.97%					
37	"20. ""Политическая партия ""Единая Россия"""	6897	408	268	248	381	459	485	596	613	311	356	360	206	108	483	514	378	431	292					
		41.66%	45.73%	41.80%	35.94%	38.87%	41.53%	45.11%	43.40%	40.75%	37.46%	38.52%	40.49%	37.72%	38.70%	40.41%	42.02%	41.44%	43.97%	56.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	5	1	2	0	2	2	0	0	2	1	0	0	1	1	0	1	2	0					
		0.12%	0.56%	0.15%	0.28%	0.0%	0.18%	0.18%	0.0%	0.0%	0.24%	0.10%	0.0%	0.0%	0.35%	0.08%	0.0%	0.10%	0.20%	0.0%					
39	"22. ""Развитие предпринимательства"""	71	1	3	3	4	4	3	5	10	5	3	8	0	0	6	9	1	4	2					
		0.42%	0.11%	0.46%	0.43%	0.40%	0.36%	0.27%	0.36%	0.66%	0.60%	0.32%	0.89%	0.0%	0.0%	0.50%	0.73%	0.10%	0.40%	0.38%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	980	44	28	50	62	59	60	63	94	58	62	46	33	11	78	71	65	81	15					
		5.92%	4.93%	4.36%	7.24%	6.32%	5.33%	5.58%	4.58%	6.25%	6.98%	6.70%	5.17%	6.04%	3.94%	6.52%	5.80%	7.12%	8.26%	2.91%					
																									
41	Против всех	970	49	32	39	57	68	59	86	99	49	62	57	30	15	67	77	45	34	45					
		5.86%	5.49%	4.99%	5.65%	5.81%	6.15%	5.48%	6.26%	6.58%	5.90%	6.70%	6.41%	5.49%	5.37%	5.60%	6.29%	4.93%	3.46%	8.75%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
