Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
"Наименование Избирательной комиссии:    Прокопьевск, Зенковская"																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	247	13	4	0	14	7	6	11	17	0	1	7	21	5	0	6	13	10	16	11	11	0	27	4	24	0	0	0	12	0	0	7	0	0	0	0									
		0.50%	0.72%	0.21%	0.00%	0.57%	0.28%	0.31%	0.52%	0.68%	0.00%	0.08%	0.32%	1.04%	0.21%	0.00%	0.50%	0.54%	0.48%	0.96%	0.74%	0.72%	0.00%	1.95%	0.79%	1.14%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	712	44	48	0	52	19	34	31	47	23	0	40	44	33	1	24	42	38	49	23	18	1	14	0	34	0	0	0	33	0	0	20	0	0	0	0									
		1.45%	2.43%	2.56%	0.00%	2.13%	0.75%	1.78%	1.47%	1.88%	1.67%	0.00%	1.81%	2.18%	1.36%	0.15%	1.99%	1.76%	1.83%	2.93%	1.54%	1.18%	0.07%	1.01%	0.00%	1.61%	0.00%	0.00%	0.00%	1.80%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	558	26	24	0	26	33	28	26	27	13	0	39	21	12	0	14	45	41	35	21	31	0	20	0	21	0	0	0	43	0	0	12	0	0	0	0									
		1.14%	1.44%	1.28%	0.00%	1.06%	1.31%	1.47%	1.24%	1.08%	0.94%	0.00%	1.77%	1.04%	0.49%	0.00%	1.16%	1.89%	1.97%	2.09%	1.41%	2.03%	0.00%	1.44%	0.00%	0.99%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	40690	1390	1480	480	2032	2114	1556	1722	2018	1156	1216	1718	1597	2029	636	959	1803	1626	1250	1189	1168	1370	1129	468	1685	1131	701	475	1357	931	875	1045	58	100	44	182									
		82.97%	76.92%	78.81%	98.36%	83.04%	83.82%	81.51%	81.88%	80.72%	83.77%	96.82%	77.91%	79.29%	83.57%	95.93%	79.32%	75.57%	78.14%	74.72%	79.85%	76.49%	99.06%	81.34%	92.86%	80.01%	99.91%	99.43%	99.16%	74.03%	99.04%	99.32%	77.93%	100.00%	100.00%	100.00%	100.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	159	4	10	0	5	5	12	5	8	4	2	3	3	12	0	5	9	8	24	6	7	0	2	0	3	0	0	0	16	0	0	6	0	0	0	0									
		0.32%	0.22%	0.53%	0.00%	0.20%	0.20%	0.63%	0.24%	0.32%	0.29%	0.16%	0.14%	0.15%	0.49%	0.00%	0.41%	0.38%	0.38%	1.43%	0.40%	0.46%	0.00%	0.14%	0.00%	0.14%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	4	3	0	4	3	5	2	3	0	0	2	1	0	0	2	2	4	2	0	7	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0									
		0.10%	0.22%	0.16%	0.00%	0.16%	0.12%	0.26%	0.10%	0.12%	0.00%	0.00%	0.09%	0.05%	0.00%	0.00%	0.17%	0.08%	0.19%	0.12%	0.00%	0.46%	0.00%	0.07%	0.00%	0.09%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4379	177	179	4	218	231	181	215	283	132	6	259	228	224	8	152	321	241	186	165	154	3	127	10	225	0	2	1	281	5	2	159	0	0	0	0									
		8.93%	9.80%	9.53%	0.82%	8.91%	9.16%	9.48%	10.22%	11.32%	9.57%	0.48%	11.75%	11.32%	9.23%	1.21%	12.57%	13.45%	11.58%	11.12%	11.08%	10.09%	0.22%	9.15%	1.98%	10.68%	0.00%	0.28%	0.21%	15.33%	0.53%	0.23%	11.86%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	123	4	4	0	8	6	6	3	4	4	1	7	4	6	0	6	6	7	2	5	12	0	7	1	5	0	0	0	11	0	0	4	0	0	0	0									
		0.25%	0.22%	0.21%	0.00%	0.33%	0.24%	0.31%	0.14%	0.16%	0.29%	0.08%	0.32%	0.20%	0.25%	0.00%	0.50%	0.25%	0.34%	0.12%	0.34%	0.79%	0.00%	0.50%	0.20%	0.24%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	127	5	5	0	9	9	5	3	6	2	1	12	5	7	0	5	5	5	6	3	4	0	3	0	5	0	0	0	7	0	0	15	0	0	0	0									
		0.26%	0.28%	0.27%	0.00%	0.37%	0.36%	0.26%	0.14%	0.24%	0.14%	0.08%	0.54%	0.25%	0.29%	0.00%	0.41%	0.21%	0.24%	0.36%	0.20%	0.26%	0.00%	0.22%	0.00%	0.24%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	2	0	0	1	3	0	1	0	0	4	1	0	0	1	5	1	4	0	8	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0									
		0.08%	0.00%	0.11%	0.00%	0.00%	0.04%	0.16%	0.00%	0.04%	0.00%	0.00%	0.18%	0.05%	0.00%	0.00%	0.08%	0.21%	0.05%	0.24%	0.00%	0.52%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	7	11	0	3	3	0	7	6	5	2	14	5	7	1	4	4	0	13	2	2	0	3	0	5	0	0	0	7	0	0	2	0	0	0	0									
		0.23%	0.39%	0.59%	0.00%	0.12%	0.12%	0.00%	0.33%	0.24%	0.36%	0.16%	0.63%	0.25%	0.29%	0.15%	0.33%	0.17%	0.00%	0.78%	0.13%	0.13%	0.00%	0.22%	0.00%	0.24%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1137	86	70	3	50	46	34	54	48	29	20	63	47	63	6	20	73	62	44	46	73	8	30	10	61	1	1	2	38	3	4	42	0	0	0	0									
		2.32%	4.76%	3.73%	0.61%	2.04%	1.82%	1.78%	2.57%	1.92%	2.10%	1.59%	2.86%	2.33%	2.59%	0.90%	1.65%	3.06%	2.98%	2.63%	3.09%	4.78%	0.58%	2.16%	1.98%	2.90%	0.09%	0.14%	0.42%	2.07%	0.32%	0.45%	3.13%	0.00%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	5	10	0	3	1	6	4	1	0	1	1	6	3	3	4	4	2	0	2	5	0	0	1	4	0	0	0	6	0	0	1	0	0	0	0									
		0.15%	0.28%	0.53%	0.00%	0.12%	0.04%	0.31%	0.19%	0.04%	0.00%	0.08%	0.05%	0.30%	0.12%	0.45%	0.33%	0.17%	0.10%	0.00%	0.13%	0.33%	0.00%	0.00%	0.20%	0.19%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	508	30	23	1	22	32	27	15	26	9	3	32	26	20	8	5	48	27	36	12	23	1	23	3	20	0	1	1	16	1	0	17	0	0	0	0									
		1.04%	1.66%	1.22%	0.20%	0.90%	1.27%	1.41%	0.71%	1.04%	0.65%	0.24%	1.45%	1.29%	0.82%	1.21%	0.41%	2.01%	1.30%	2.15%	0.81%	1.51%	0.07%	1.66%	0.60%	0.95%	0.00%	0.14%	0.21%	0.87%	0.11%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
