Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Суземская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946									
		0.15%	0.10%	0.00%	0.22%	0.16%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.70%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	2	4	4	9	0	0	1	0	17	0	5	0	0	0	0	0	1	2	0	1	0	2	0	2									
		0.64%	0.20%	0.55%	0.88%	0.73%	0.00%	0.00%	1.03%	0.00%	1.25%	0.00%	3.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.84%	0.00%	0.55%	0.00%	0.75%	0.00%	1.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1191	167	149	78	246	16	2	2	22	103	78	21	0	11	18	17	32	45	14	12	18	2	64	54	20									
		15.22%	16.60%	20.41%	17.11%	19.95%	16.00%	2.04%	2.06%	29.73%	7.58%	22.81%	13.21%	0.00%	8.09%	19.78%	17.89%	11.19%	31.69%	5.86%	7.89%	9.84%	3.23%	23.88%	22.22%	14.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	4	2	0	4	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	2	0	1	1	0									
		0.24%	0.40%	0.27%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%	0.35%	0.00%	0.42%	0.00%	1.09%	0.00%	0.37%	0.41%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	114	17	6	16	13	0	1	0	0	6	13	4	7	4	3	2	1	4	2	1	5	0	5	3	1									
		1.46%	1.69%	0.82%	3.51%	1.05%	0.00%	1.02%	0.00%	0.00%	0.44%	3.80%	2.52%	4.93%	2.94%	3.30%	2.11%	0.35%	2.82%	0.84%	0.66%	2.73%	0.00%	1.87%	1.23%	0.74%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
