Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Хомутовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	206	35	38	1	1	8	5	35	8	1	2	2	5	3	8	7	1	4	2	2	1	10	1	3	3	4	3	2	8	2	1									
		4.23%	4.25%	4.35%	0.97%	1.08%	6.67%	2.50%	6.67%	5.93%	1.35%	3.92%	2.53%	2.50%	6.52%	9.30%	9.09%	1.96%	3.42%	4.08%	1.71%	0.93%	7.63%	1.79%	3.45%	5.56%	2.34%	2.80%	3.28%	5.41%	3.77%	1.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	57	8	12	0	3	1	1	8	1	1	0	4	1	0	0	2	1	1	1	0	3	1	1	1	1	2	1	0	2	0	0									
		1.17%	0.97%	1.37%	0.00%	3.23%	0.83%	0.50%	1.52%	0.74%	1.35%	0.00%	5.06%	0.50%	0.00%	0.00%	2.60%	1.96%	0.85%	2.04%	0.00%	2.78%	0.76%	1.79%	1.15%	1.85%	1.17%	0.93%	0.00%	1.35%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2491	350	434	62	52	67	101	226	67	56	34	37	104	28	54	44	34	63	22	78	69	62	32	42	24	104	68	40	59	38	40									
		51.20%	42.48%	49.71%	60.19%	55.91%	55.83%	50.50%	43.05%	49.63%	75.68%	66.67%	46.84%	52.00%	60.87%	62.79%	57.14%	66.67%	53.85%	44.90%	66.67%	63.89%	47.33%	57.14%	48.28%	44.44%	60.82%	63.55%	65.57%	39.86%	71.70%	57.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	3	4	1	1	1	1	3	0	1	1	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1									
		0.47%	0.36%	0.46%	0.97%	1.08%	0.83%	0.50%	0.57%	0.00%	1.35%	1.96%	1.27%	0.50%	0.00%	0.00%	0.00%	1.96%	0.00%	4.08%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	2	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0									
		0.23%	0.24%	0.11%	0.00%	0.00%	0.83%	0.00%	0.38%	0.00%	0.00%	0.00%	2.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	879	169	182	19	12	13	53	94	15	8	3	18	18	8	13	11	3	9	13	10	18	29	16	26	12	34	20	12	17	7	17									
		18.07%	20.51%	20.85%	18.45%	12.90%	10.83%	26.50%	17.90%	11.11%	10.81%	5.88%	22.78%	9.00%	17.39%	15.12%	14.29%	5.88%	7.69%	26.53%	8.55%	16.67%	22.14%	28.57%	29.89%	22.22%	19.88%	18.69%	19.67%	11.49%	13.21%	24.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	4	2	1	0	0	1	2	1	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0									
		0.35%	0.49%	0.23%	0.97%	0.00%	0.00%	0.50%	0.38%	0.74%	0.00%	3.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.85%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	5	2	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1									
		0.33%	0.61%	0.23%	0.00%	0.00%	0.00%	0.50%	0.19%	0.74%	0.00%	0.00%	1.27%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	1	8	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	1	1	0	0	1	0	0									
		0.47%	0.12%	0.92%	0.00%	1.08%	0.00%	1.00%	0.19%	1.48%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	1.53%	1.79%	0.00%	1.85%	0.58%	0.00%	0.00%	0.68%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	776	151	135	12	17	25	19	115	19	6	6	12	29	4	9	11	10	30	7	21	10	16	4	5	6	18	8	6	55	3	7									
		15.95%	18.33%	15.46%	11.65%	18.28%	20.83%	9.50%	21.90%	14.07%	8.11%	11.76%	15.19%	14.50%	8.70%	10.47%	14.29%	19.61%	25.64%	14.29%	17.95%	9.26%	12.21%	7.14%	5.75%	11.11%	10.53%	7.48%	9.84%	37.16%	5.66%	10.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	10	8	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0									
		0.55%	1.21%	0.92%	0.97%	0.00%	0.00%	0.00%	0.38%	0.74%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.58%	0.00%	0.00%	0.68%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	181	57	28	2	2	1	10	13	11	1	0	1	27	1	1	0	1	1	1	0	2	6	0	2	4	3	4	0	0	2	0									
		3.72%	6.92%	3.21%	1.94%	2.15%	0.83%	5.00%	2.48%	8.15%	1.35%	0.00%	1.27%	13.50%	2.17%	1.16%	0.00%	1.96%	0.85%	2.04%	0.00%	1.85%	4.58%	0.00%	2.30%	7.41%	1.75%	3.74%	0.00%	0.00%	3.77%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
