Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Красногвардейская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	15	14	7	3	3	6	4	6	6	3	3	4	18	5	4	5	5	3	5	5	5	4	5	8	10	7	3	6	3	4	3	3	6	8	4	5	3	4	6	4	4	4	6	3	6	17	5	5	3	6	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	162	15	14	7	0	1	4	0	3	3	1	2	0	15	3	1	5	2	1	4	4	2	1	0	5	4	4	0	3	0	4	0	0	3	6	2	3	1	1	5	2	3	0	3	2	3	14	2	2	1	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	76	9	4	0	2	3	1	0	1	0	0	0	0	0	1	3	0	1	0	2	2	3	2	0	1	5	1	0	0	1	4	1	1	3	1	2	1	3	1	5	3	0	0	1	1	2	0	3	2	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	128	0	0	0	3	2	2	4	3	3	2	1	4	3	2	3	0	3	2	1	1	3	3	5	3	6	3	3	3	3	0	3	3	3	2	2	2	2	3	1	2	1	4	3	1	3	3	3	3	2	5	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	2	1	1	3	1	1	3	3	3	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	4	1	1	2	0	1	1	0	0	0	0	0	0	4	1	0	1	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	137	7	9	7	7	1	7	2	1	0	0	0	2	4	0	2	2	2	0	0	2	3	4	5	8	0	4	0	3	0	4	0	0	3	1	5	0	1	1	11	2	2	0	5	2	3	2	1	4	1	6	1	0									
		0.66%	1.03%	1.28%	1.10%	1.26%	0.25%	1.18%	0.46%	0.43%	0.00%	0.00%	0.00%	0.36%	0.71%	0.00%	0.64%	0.38%	0.64%	0.00%	0.00%	0.52%	1.09%	1.26%	1.22%	1.38%	0.00%	1.02%	0.00%	0.74%	0.00%	0.88%	0.00%	0.00%	0.48%	0.21%	1.38%	0.00%	0.44%	0.55%	1.92%	0.45%	0.38%	0.00%	1.75%	0.93%	0.38%	0.21%	0.29%	1.02%	0.64%	1.11%	0.79%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	465	18	20	17	10	9	21	8	1	7	3	0	10	12	5	12	11	7	6	6	8	8	5	6	9	20	8	3	11	3	9	3	6	19	14	4	9	2	0	13	11	31	2	5	5	13	25	8	15	2	5	0	0									
		2.25%	2.65%	2.84%	2.66%	1.80%	2.29%	3.54%	1.82%	0.43%	1.23%	1.60%	0.00%	1.81%	2.13%	1.96%	3.83%	2.08%	2.25%	3.33%	3.21%	2.07%	2.91%	1.57%	1.46%	1.55%	3.34%	2.03%	2.59%	2.70%	2.17%	1.99%	1.57%	3.43%	3.06%	2.91%	1.10%	2.73%	0.88%	0.00%	2.27%	2.47%	5.82%	0.80%	1.75%	2.34%	1.65%	2.63%	2.30%	3.82%	1.27%	0.92%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	289	8	25	19	10	15	15	3	0	2	0	1	3	0	0	4	7	4	1	6	0	4	1	4	7	13	10	1	7	1	6	1	1	11	5	5	0	1	3	9	7	13	5	8	5	11	6	7	9	3	1	1	0									
		1.40%	1.18%	3.55%	2.97%	1.80%	3.82%	2.53%	0.68%	0.00%	0.35%	0.00%	0.27%	0.54%	0.00%	0.00%	1.28%	1.33%	1.29%	0.56%	3.21%	0.00%	1.45%	0.31%	0.98%	1.21%	2.17%	2.54%	0.86%	1.72%	0.72%	1.32%	0.52%	0.57%	1.77%	1.04%	1.38%	0.00%	0.44%	1.65%	1.57%	1.57%	2.44%	2.00%	2.81%	2.34%	1.40%	0.63%	2.01%	2.29%	1.91%	0.18%	0.79%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12485	384	351	373	285	208	304	286	151	443	149	349	430	382	178	149	342	194	111	110	269	163	209	240	366	308	178	82	284	110	337	127	111	237	175	139	122	139	134	282	243	337	130	197	154	543	659	180	186	111	387	81	86									
		60.51%	56.64%	49.86%	58.37%	51.17%	52.93%	51.26%	65.15%	64.26%	77.58%	79.26%	93.32%	78.04%	67.85%	69.80%	47.60%	64.77%	62.38%	61.67%	58.82%	69.51%	59.27%	65.72%	58.54%	63.10%	51.42%	45.18%	70.69%	69.61%	79.71%	74.39%	66.49%	63.43%	38.23%	36.38%	38.29%	36.97%	61.50%	73.63%	49.30%	54.61%	63.23%	52.00%	69.12%	71.96%	68.99%	69.22%	51.72%	47.33%	70.70%	71.40%	63.78%	69.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	69	2	3	5	4	5	3	1	1	4	0	0	0	2	0	3	4	0	0	1	1	0	0	1	2	1	0	0	0	2	2	0	0	3	0	5	4	1	0	1	0	3	2	0	0	0	1	1	1	0	0	0	0									
		0.33%	0.29%	0.43%	0.78%	0.72%	1.27%	0.51%	0.23%	0.43%	0.70%	0.00%	0.00%	0.00%	0.36%	0.00%	0.96%	0.76%	0.00%	0.00%	0.53%	0.26%	0.00%	0.00%	0.24%	0.34%	0.17%	0.00%	0.00%	0.00%	1.45%	0.44%	0.00%	0.00%	0.48%	0.00%	1.38%	1.21%	0.44%	0.00%	0.17%	0.00%	0.56%	0.80%	0.00%	0.00%	0.00%	0.11%	0.29%	0.25%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	0	2	2	1	4	0	0	2	0	0	1	1	0	2	0	1	2	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	2	0	1	1	0	3	1	0	1	0	0	1	1	1	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.31%	0.36%	0.25%	0.67%	0.00%	0.00%	0.35%	0.00%	0.00%	0.18%	0.18%	0.00%	0.64%	0.00%	0.32%	1.11%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.25%	0.72%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.30%	0.44%	0.00%	0.52%	0.22%	0.00%	0.40%	0.00%	0.00%	0.13%	0.11%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3209	103	120	64	96	64	111	77	47	44	5	3	20	55	15	52	62	41	40	9	37	28	45	71	71	118	93	5	49	10	39	25	32	232	184	142	139	21	7	124	92	80	61	30	25	105	118	44	58	23	33	21	19									
		15.55%	15.19%	17.05%	10.02%	17.24%	16.28%	18.72%	17.54%	20.00%	7.71%	2.66%	0.80%	3.63%	9.77%	5.88%	16.61%	11.74%	13.18%	22.22%	4.81%	9.56%	10.18%	14.15%	17.32%	12.24%	19.70%	23.60%	4.31%	12.01%	7.25%	8.61%	13.09%	18.29%	37.42%	38.25%	39.12%	42.12%	9.29%	3.85%	21.68%	20.67%	15.01%	24.40%	10.53%	11.68%	13.34%	12.39%	12.64%	14.76%	14.65%	6.09%	16.54%	15.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	4	2	1	0	1	1	0	1	4	0	0	1	2	0	1	0	0	0	0	0	0	0	3	1	3	2	1	0	0	0	0	1	3	0	0	1	2	0	3	2	1	1	0	0	0	1	3	1	0	0	0	0									
		0.23%	0.59%	0.28%	0.16%	0.00%	0.25%	0.17%	0.00%	0.43%	0.70%	0.00%	0.00%	0.18%	0.36%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.17%	0.50%	0.51%	0.86%	0.00%	0.00%	0.00%	0.00%	0.57%	0.48%	0.00%	0.00%	0.30%	0.88%	0.00%	0.52%	0.45%	0.19%	0.40%	0.00%	0.00%	0.00%	0.11%	0.86%	0.25%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	67	1	3	6	1	3	7	3	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	5	2	1	0	0	0	3	0	1	1	0	2	0	0	1	3	2	0	5	1	1	1	2	2	1	0	2	1	0									
		0.32%	0.15%	0.43%	0.94%	0.18%	0.76%	1.18%	0.68%	0.00%	0.00%	0.00%	0.00%	0.36%	0.18%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.86%	0.33%	0.25%	0.00%	0.00%	0.00%	0.66%	0.00%	0.57%	0.16%	0.00%	0.55%	0.00%	0.00%	0.55%	0.52%	0.45%	0.00%	2.00%	0.35%	0.47%	0.13%	0.21%	0.57%	0.25%	0.00%	0.37%	0.79%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0									
		0.08%	0.15%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.19%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.25%	0.00%	0.22%	0.00%	0.00%	0.16%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.11%	0.00%	0.25%	0.00%	0.18%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	106	8	4	2	8	3	4	3	0	2	0	0	4	2	0	0	6	0	2	3	2	1	2	4	3	4	3	0	2	0	0	0	0	3	0	3	0	2	0	6	1	2	0	1	1	2	1	3	7	1	0	1	0									
		0.51%	1.18%	0.57%	0.31%	1.44%	0.76%	0.67%	0.68%	0.00%	0.35%	0.00%	0.00%	0.73%	0.36%	0.00%	0.00%	1.14%	0.00%	1.11%	1.60%	0.52%	0.36%	0.63%	0.98%	0.52%	0.67%	0.76%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.83%	0.00%	0.88%	0.00%	1.05%	0.22%	0.38%	0.00%	0.35%	0.47%	0.25%	0.11%	0.86%	1.78%	0.64%	0.00%	0.79%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2635	95	124	103	103	65	93	38	22	42	12	5	37	69	47	75	72	47	18	40	49	46	39	51	70	91	62	19	40	10	20	24	10	78	78	47	44	28	14	89	56	53	31	29	17	71	116	63	93	13	53	12	12									
		12.77%	14.01%	17.61%	16.12%	18.49%	16.54%	15.68%	8.66%	9.36%	7.36%	6.38%	1.34%	6.72%	12.26%	18.43%	23.96%	13.64%	15.11%	10.00%	21.39%	12.66%	16.73%	12.26%	12.44%	12.07%	15.19%	15.74%	16.38%	9.80%	7.25%	4.42%	12.57%	5.71%	12.58%	16.22%	12.95%	13.33%	12.39%	7.69%	15.56%	12.58%	9.94%	12.40%	10.18%	7.94%	9.02%	12.18%	18.10%	23.66%	8.28%	9.78%	9.45%	9.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	6	2	2	2	1	1	0	2	1	0	0	0	2	0	1	2	0	0	0	0	0	1	1	2	1	3	0	1	0	0	2	0	1	2	1	1	3	2	3	1	1	0	1	0	2	3	0	1	0	1	0	0									
		0.27%	0.88%	0.28%	0.31%	0.36%	0.25%	0.17%	0.00%	0.85%	0.18%	0.00%	0.00%	0.00%	0.36%	0.00%	0.32%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.24%	0.34%	0.17%	0.76%	0.00%	0.25%	0.00%	0.00%	1.05%	0.00%	0.16%	0.42%	0.28%	0.30%	1.33%	1.10%	0.52%	0.22%	0.19%	0.00%	0.35%	0.00%	0.25%	0.32%	0.00%	0.25%	0.00%	0.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	756	36	35	32	23	15	14	15	7	14	7	16	7	26	8	9	11	10	0	11	16	17	6	21	30	25	23	5	6	1	29	2	5	17	9	3	6	19	20	17	13	5	10	8	4	31	9	26	7	2	53	8	7									
		3.66%	5.31%	4.97%	5.01%	4.13%	3.82%	2.36%	3.42%	2.98%	2.45%	3.72%	4.28%	1.27%	4.62%	3.14%	2.88%	2.08%	3.22%	0.00%	5.88%	4.13%	6.18%	1.89%	5.12%	5.17%	4.17%	5.84%	4.31%	1.47%	0.72%	6.40%	1.05%	2.86%	2.74%	1.87%	0.83%	1.82%	8.41%	10.99%	2.97%	2.92%	0.94%	4.00%	2.81%	1.87%	3.94%	0.95%	7.47%	1.78%	1.27%	9.78%	6.30%	5.65%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
