Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Мещовская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	6	5	8	0	3	0	0	2	0	3	1	1	4	1	2	1	0	1	0									
		0.78%	1.02%	0.88%	1.42%	0.00%	1.48%	0.00%	0.00%	0.47%	0.00%	1.29%	0.89%	0.38%	3.05%	0.68%	0.65%	0.60%	0.00%	1.25%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	157	16	25	22	9	5	2	2	5	11	3	2	8	6	7	15	6	9	1	3									
		3.21%	2.72%	4.39%	3.90%	4.48%	2.46%	1.24%	1.25%	1.18%	3.86%	1.29%	1.79%	3.01%	4.58%	4.79%	4.90%	3.57%	3.96%	1.25%	4.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	81	16	8	14	0	2	0	2	7	6	6	1	7	0	2	5	3	1	1	0									
		1.65%	2.72%	1.41%	2.48%	0.00%	0.99%	0.00%	1.25%	1.65%	2.11%	2.58%	0.89%	2.63%	0.00%	1.37%	1.63%	1.79%	0.44%	1.25%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2662	250	228	220	102	158	113	108	257	161	144	69	152	97	83	152	128	138	56	46									
		54.35%	42.52%	40.07%	39.01%	50.75%	77.83%	70.19%	67.50%	60.76%	56.49%	61.80%	61.61%	57.14%	74.05%	56.85%	49.67%	76.19%	60.79%	70.00%	61.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	3	0	4	1	2	1	0	0	1	2	0	1	1	0	2	0	0	0	0									
		0.37%	0.51%	0.00%	0.71%	0.50%	0.99%	0.62%	0.00%	0.00%	0.35%	0.86%	0.00%	0.38%	0.76%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0									
		0.08%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.33%	0.00%	0.00%	1.25%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	804	97	106	92	30	16	26	24	65	60	46	17	48	8	28	64	13	38	14	12									
		16.41%	16.50%	18.63%	16.31%	14.93%	7.88%	16.15%	15.00%	15.37%	21.05%	19.74%	15.18%	18.05%	6.11%	19.18%	20.92%	7.74%	16.74%	17.50%	16.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	2	4	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.27%	0.34%	0.70%	1.06%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	6	4	3	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0									
		0.39%	1.02%	0.70%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	0.68%	0.65%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	3	1	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	0	0									
		0.22%	0.51%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.89%	0.38%	0.00%	0.00%	0.33%	0.60%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	9	12	3	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	1									
		0.63%	1.53%	2.11%	0.53%	0.00%	0.00%	0.00%	0.00%	0.24%	0.35%	0.00%	0.00%	0.75%	0.00%	0.68%	0.00%	0.00%	0.44%	0.00%	1.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	861	156	149	154	51	15	19	24	64	32	17	13	30	13	16	44	15	36	6	7									
		17.58%	26.53%	26.19%	27.30%	25.37%	7.39%	11.80%	15.00%	15.13%	11.23%	7.30%	11.61%	11.28%	9.92%	10.96%	14.38%	8.93%	15.86%	7.50%	9.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	5	2	6	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0									
		0.35%	0.85%	0.35%	1.06%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.60%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	116	11	14	19	4	1	0	0	16	11	5	5	8	2	5	7	0	3	0	5									
		2.37%	1.87%	2.46%	3.37%	1.99%	0.49%	0.00%	0.00%	3.78%	3.86%	2.15%	4.46%	3.01%	1.53%	3.42%	2.29%	0.00%	1.32%	0.00%	6.67%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
