Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
"Наименование Избирательной комиссии:    Ростов-на-Дону, Советская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1760	УИК №2475	УИК №2476	УИК №2477	УИК №2491	УИК №2492	УИК №2544	УИК №2545	УИК №2546	УИК №2617	УИК №2618	УИК №2619					
		12.11%	12.44%	10.01%	12.29%	13.41%	11.62%	10.28%	11.07%	8.45%	11.51%	8.66%	11.03%	14.20%	9.88%	9.03%	11.55%	13.70%	10.11%	10.90%	9.39%	12.01%	13.50%	11.75%	13.57%	14.78%	11.35%	12.55%	11.02%	10.13%	7.76%	12.94%	10.66%	13.98%	10.40%	11.68%	11.33%	12.79%	9.93%	13.72%	13.63%	14.11%	15.23%	14.31%	17.99%	15.51%	14.48%	13.72%	13.83%	15.41%	10.43%	14.75%	13.72%	11.61%	21.99%	15.11%	10.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	772	18	15	13	20	15	13	14	10	12	16	14	15	22	11	19	14	17	12	12	10	15	15	20	6	10	16	13	10	12	8	10	15	7	13	16	17	17	18	16	29	26	9	9	9	12	23	18	10	16	5	12	7	15	20	6					
		1.14%	1.47%	1.32%	1.17%	1.70%	1.10%	0.92%	1.16%	0.79%	0.87%	1.02%	0.93%	1.16%	1.19%	0.62%	1.32%	1.04%	1.14%	1.21%	1.10%	1.06%	1.09%	1.14%	1.60%	0.87%	0.68%	1.25%	1.02%	0.61%	1.05%	0.57%	0.86%	2.02%	0.43%	1.04%	1.29%	1.28%	1.35%	1.25%	1.23%	1.86%	1.90%	1.30%	2.05%	0.62%	0.97%	1.60%	1.26%	1.64%	1.53%	0.70%	1.10%	0.75%	2.05%	1.80%	0.66%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18115	343	285	350	338	359	368	352	381	409	421	461	319	414	344	426	388	381	289	335	260	363	385	391	185	325	305	435	347	323	391	286	197	397	333	356	402	312	317	368	372	358	201	130	343	335	451	404	163	282	204	308	285	182	282	174					
		26.82%	28.07%	25.02%	31.62%	28.69%	26.24%	26.08%	29.09%	30.07%	29.79%	26.80%	30.63%	24.61%	22.48%	19.42%	29.65%	28.89%	25.50%	29.16%	30.85%	27.63%	26.34%	29.19%	31.21%	26.81%	22.09%	23.92%	34.01%	21.06%	28.16%	27.95%	24.59%	26.48%	24.13%	26.64%	28.59%	30.25%	24.78%	21.97%	28.18%	23.86%	26.21%	29.05%	29.61%	23.75%	27.10%	31.41%	28.21%	26.72%	26.99%	28.65%	28.18%	30.35%	24.86%	25.36%	19.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4916	96	97	92	71	111	118	111	86	86	109	91	101	116	113	149	97	108	98	103	83	101	107	85	75	113	73	107	70	69	102	70	52	100	77	128	102	71	113	86	134	59	23	15	86	94	101	141	26	159	34	88	52	39	105	23					
		7.28%	7.86%	8.52%	8.31%	6.03%	8.11%	8.36%	9.17%	6.79%	6.26%	6.94%	6.05%	7.79%	6.30%	6.38%	10.37%	7.22%	7.23%	9.89%	9.48%	8.82%	7.33%	8.11%	6.78%	10.87%	7.68%	5.73%	8.37%	4.25%	6.02%	7.29%	6.02%	6.99%	6.08%	6.16%	10.28%	7.67%	5.64%	7.83%	6.58%	8.60%	4.32%	3.32%	3.42%	5.96%	7.61%	7.03%	9.85%	4.26%	15.22%	4.78%	8.05%	5.54%	5.33%	9.44%	2.55%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22325	326	409	273	352	423	476	331	423	425	551	499	363	778	801	320	390	511	269	322	260	442	400	316	189	582	488	324	817	473	449	496	211	731	451	331	372	532	517	436	504	426	243	138	536	349	415	370	187	246	265	321	308	203	291	464					
		33.05%	26.68%	35.91%	24.66%	29.88%	30.92%	33.73%	27.36%	33.39%	30.95%	35.07%	33.16%	28.01%	42.24%	45.23%	22.27%	29.04%	34.20%	27.14%	29.65%	27.63%	32.08%	30.33%	25.22%	27.39%	39.56%	38.27%	25.33%	49.58%	41.24%	32.09%	42.65%	28.36%	44.44%	36.08%	26.59%	27.99%	42.26%	35.83%	33.38%	32.33%	31.19%	35.12%	31.44%	37.12%	28.24%	28.90%	25.84%	30.66%	23.54%	37.22%	29.37%	32.80%	27.73%	26.17%	51.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	569	8	7	12	9	11	12	5	5	5	20	9	15	11	11	18	12	9	10	8	3	10	13	9	2	13	10	5	23	16	10	9	6	12	13	18	15	12	17	9	21	12	10	3	5	5	13	7	5	12	3	11	4	15	16	5					
		0.84%	0.65%	0.61%	1.08%	0.76%	0.80%	0.85%	0.41%	0.39%	0.36%	1.27%	0.60%	1.16%	0.60%	0.62%	1.25%	0.89%	0.60%	1.01%	0.74%	0.32%	0.73%	0.99%	0.72%	0.29%	0.88%	0.78%	0.39%	1.40%	1.39%	0.71%	0.77%	0.81%	0.73%	1.04%	1.45%	1.13%	0.95%	1.18%	0.69%	1.35%	0.88%	1.45%	0.68%	0.35%	0.40%	0.91%	0.49%	0.82%	1.15%	0.42%	1.01%	0.43%	2.05%	1.44%	0.55%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
