Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Зырянская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457									
		21.10%	18.15%	22.58%	28.57%	23.76%	14.42%	23.33%	25.00%	17.95%	12.96%	36.27%	21.24%	25.93%	26.71%	16.67%	14.38%	17.35%	21.74%	24.23%	16.04%	23.28%	12.90%	13.51%	16.13%	20.28%	22.79%	22.22%	28.42%	33.33%	26.42%	20.38%	19.26%	19.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0									
		0.21%	0.77%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.81%	0.70%	0.47%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	2	0	0	2	0	0	0	1	0	0	0	0	1	3	2	1	0	0	0	2	1	0	0	0	1	0	1	0	1	1	2	0									
		0.50%	0.77%	0.00%	0.00%	1.98%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.31%	3.33%	1.37%	1.02%	0.00%	0.00%	0.00%	1.72%	1.61%	0.00%	0.00%	0.00%	0.47%	0.00%	0.55%	0.00%	0.52%	0.38%	0.57%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	0	0	1	4	0	0	1	0	0	2	1	12	0	0	1	0	2	0	0	0	1	2	0	0	0	1	1	3	2	1	0									
		0.83%	0.00%	0.00%	0.00%	0.99%	1.86%	0.00%	0.00%	1.28%	0.00%	0.00%	1.77%	1.85%	3.73%	0.00%	0.00%	1.02%	0.00%	1.03%	0.00%	0.00%	0.00%	0.68%	1.61%	0.00%	0.00%	0.00%	0.55%	2.78%	1.55%	0.75%	0.28%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	815	49	2	3	17	54	13	4	4	7	13	19	9	38	16	21	16	5	48	30	23	13	42	11	30	52	16	37	7	39	57	97	23									
		19.39%	18.92%	6.45%	14.29%	16.83%	25.12%	10.83%	16.67%	5.13%	12.96%	12.75%	16.81%	16.67%	11.80%	17.78%	14.38%	16.33%	7.25%	24.74%	28.30%	19.83%	20.97%	28.38%	8.87%	20.98%	24.19%	25.40%	20.22%	19.44%	20.21%	21.51%	27.48%	21.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0									
		0.29%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.86%	0.00%	0.68%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	86	10	0	0	3	6	0	0	2	2	5	3	0	7	4	4	0	2	1	1	2	1	7	0	2	2	2	1	0	8	2	9	0									
		2.05%	3.86%	0.00%	0.00%	2.97%	2.79%	0.00%	0.00%	2.56%	3.70%	4.90%	2.65%	0.00%	2.17%	4.44%	2.74%	0.00%	2.90%	0.52%	0.94%	1.72%	1.61%	4.73%	0.00%	1.40%	0.93%	3.17%	0.55%	0.00%	4.15%	0.75%	2.55%	0.00%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
