Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																						
Дата голосования: 07.12.2003 0:00:00																																																																						
																																																																						
Наименование Избирательной комиссии:    Аксайская																																																																						
																																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																						
																																																																						
		Сумма	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №2167	УИК №2195	УИК №2493	УИК №2494	УИК №2549	УИК №2563	УИК №2564					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1999	44	37	39	42	60	43	35	53	32	72	40	45	18	46	36	85	29	37	5	39	34	4	42	3	9	23	7	50	65	100	99	24	100	7	6	3	11	19	6	9	18	10	3	2	20	13	7	12	20	23	19	26	15	2	6	0	22	10	5	85	47	76	100					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1371	35	37	37	26	50	42	25	45	19	56	31	37	16	42	36	38	29	22	1	39	27	2	41	1	0	21	6	43	64	39	79	21	3	3	5	0	1	12	0	4	11	4	1	0	13	8	0	9	6	22	14	6	8	0	4	0	21	5	5	34	47	67	51					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1986	2	4	5	9	1	3	18	2	2	2	2	8	65	2	18	4	2	2	4	2	1156	406	4	0	2	5	2	6	4	3	23	6	2	5	3	3	1	29	0	0	1	6	2	0	2	1	30	4	4	2	1	2	72	0	4	0	3	0	1	7	11	9	7					
14	Число погашенных открепительных удостоверений	628	9	0	2	16	10	1	10	8	13	16	9	8	2	4	0	47	0	15	4	0	7	2	1	2	9	2	1	7	1	61	20	3	97	4	1	3	10	7	6	5	7	6	2	2	7	5	7	3	14	1	5	20	7	2	2	0	1	5	0	51	0	9	49					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	"1. ""ЕДИНЕНИЕ"""	563	10	8	6	7	13	5	9	8	6	7	11	5	11	8	5	11	21	9	2	14	23	10	10	0	2	4	1	14	7	8	12	13	12	7	3	0	10	9	5	9	11	9	0	1	10	9	3	7	17	18	3	27	16	0	5	1	0	10	2	7	20	13	39					
		1.35%	1.52%	0.88%	0.76%	0.97%	1.53%	0.70%	1.15%	0.92%	0.99%	0.83%	1.87%	1.03%	1.50%	0.85%	0.50%	1.53%	2.77%	1.31%	1.0%	1.49%	1.50%	1.60%	0.79%	0.0%	0.87%	0.89%	0.68%	1.38%	0.62%	1.20%	1.63%	1.39%	1.77%	2.55%	1.30%	0.0%	2.43%	1.31%	1.98%	2.10%	1.06%	1.65%	0.0%	1.40%	1.58%	1.49%	0.82%	1.59%	1.39%	1.01%	0.8%	2.14%	2.42%	0.0%	2.39%	0.54%	0.0%	2.29%	0.76%	0.93%	2.05%	1.59%	2.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	903	36	16	31	25	40	26	23	26	23	16	18	7	12	24	30	10	2	4	3	14	59	16	7	1	4	5	2	32	39	19	14	14	11	3	7	1	4	3	3	4	3	12	5	0	12	8	3	2	16	36	5	20	16	0	2	1	2	0	1	30	29	32	34					
		2.17%	5.47%	1.77%	3.95%	3.46%	4.71%	3.68%	2.95%	3.01%	3.81%	1.90%	3.06%	1.44%	1.63%	2.57%	3.05%	1.39%	0.26%	0.58%	1.5%	1.49%	3.85%	2.57%	0.55%	0.67%	1.75%	1.11%	1.37%	3.17%	3.49%	2.86%	1.90%	1.50%	1.62%	1.09%	3.04%	0.87%	0.97%	0.43%	1.19%	0.93%	0.29%	2.20%	3.28%	0.0%	1.90%	1.32%	0.82%	0.45%	1.31%	2.03%	1.33%	1.58%	2.42%	0.0%	0.95%	0.54%	0.34%	0.0%	0.38%	3.98%	2.97%	3.91%	2.28%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1185	14	23	25	30	38	53	33	54	33	28	40	25	16	35	24	12	19	13	8	28	32	22	14	0	9	18	2	38	41	20	14	32	19	10	5	5	13	25	6	13	19	12	4	2	10	8	11	4	33	34	12	19	19	0	2	4	5	15	5	14	17	21	26					
		2.85%	2.13%	2.54%	3.19%	4.16%	4.47%	7.50%	4.24%	6.26%	5.47%	3.33%	6.81%	5.16%	2.18%	3.75%	2.44%	1.67%	2.50%	1.90%	4.0%	2.98%	2.09%	3.53%	1.11%	0.0%	3.94%	4.00%	1.37%	3.76%	3.67%	3.01%	1.90%	3.43%	2.80%	3.64%	2.17%	4.38%	3.16%	3.63%	2.38%	3.03%	1.84%	2.20%	2.63%	2.81%	1.58%	1.32%	3.02%	0.91%	2.70%	1.92%	3.2%	1.50%	2.87%	0.0%	0.95%	2.16%	0.87%	3.44%	1.91%	1.86%	1.74%	2.57%	1.74%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1024	43	33	33	32	38	33	47	36	23	20	22	25	7	46	38	9	15	19	4	21	47	12	12	4	5	5	7	29	30	8	11	17	13	3	4	4	2	7	3	2	8	5	0	0	9	9	8	4	14	20	1	23	14	0	1	1	3	5	1	43	27	31	28					
		2.46%	6.54%	3.65%	4.21%	4.43%	4.47%	4.67%	6.04%	4.17%	3.81%	2.38%	3.74%	5.16%	0.95%	4.93%	3.86%	1.25%	1.97%	2.78%	2.0%	2.23%	3.07%	1.92%	0.95%	2.70%	2.19%	1.11%	4.82%	2.87%	2.68%	1.20%	1.50%	1.82%	1.92%	1.09%	1.73%	3.50%	0.48%	1.01%	1.19%	0.46%	0.77%	0.92%	0.0%	0.0%	1.42%	1.49%	2.19%	0.91%	1.14%	1.13%	0.26%	1.82%	2.12%	0.0%	0.47%	0.54%	0.52%	1.14%	0.38%	5.71%	2.77%	3.79%	1.87%					
22	"5. ""За Русь Святую"""	151	0	1	0	6	2	0	6	1	3	3	3	5	3	5	5	2	9	1	1	3	8	8	2	1	1	0	0	4	3	5	2	0	1	5	0	2	1	2	0	4	0	1	0	1	3	1	0	1	1	1	1	5	5	0	1	1	0	6	1	3	2	1	8					
		0.36%	0.0%	0.11%	0.0%	0.83%	0.23%	0.0%	0.77%	0.11%	0.49%	0.35%	0.51%	1.03%	0.40%	0.53%	0.50%	0.27%	1.18%	0.14%	0.5%	0.31%	0.52%	1.28%	0.15%	0.67%	0.43%	0.0%	0.0%	0.39%	0.26%	0.75%	0.27%	0.0%	0.14%	1.82%	0.0%	1.75%	0.24%	0.29%	0.0%	0.93%	0.0%	0.18%	0.0%	1.40%	0.47%	0.16%	0.0%	0.22%	0.08%	0.05%	0.26%	0.39%	0.75%	0.0%	0.47%	0.54%	0.0%	1.37%	0.38%	0.39%	0.20%	0.12%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	119	3	0	3	1	6	2	2	5	1	2	0	3	2	2	2	0	1	4	0	4	4	0	2	3	1	4	0	2	5	0	2	4	2	1	0	5	0	1	0	0	0	2	0	0	1	1	1	0	4	4	0	1	0	0	0	0	2	3	0	4	2	5	10					
		0.28%	0.45%	0.0%	0.38%	0.13%	0.70%	0.28%	0.25%	0.58%	0.16%	0.23%	0.0%	0.61%	0.27%	0.21%	0.20%	0.0%	0.13%	0.58%	0.0%	0.42%	0.26%	0.0%	0.15%	2.02%	0.43%	0.89%	0.0%	0.19%	0.44%	0.0%	0.27%	0.42%	0.29%	0.36%	0.0%	4.38%	0.0%	0.14%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.15%	0.16%	0.27%	0.0%	0.32%	0.22%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.34%	0.68%	0.0%	0.53%	0.20%	0.61%	0.67%					
24	"7. ""Новый курс - Автомобильная Россия"""	403	8	17	5	8	7	10	3	11	8	13	14	4	1	16	15	7	10	0	0	7	23	6	1	0	3	2	0	9	12	9	11	11	9	5	0	3	5	3	0	5	5	1	0	0	5	5	1	10	10	18	0	14	7	0	1	1	1	0	2	2	16	10	13					
		0.97%	1.21%	1.88%	0.63%	1.10%	0.82%	1.41%	0.38%	1.27%	1.32%	1.54%	2.38%	0.82%	0.13%	1.71%	1.52%	0.97%	1.31%	0.0%	0.0%	0.74%	1.50%	0.96%	0.07%	0.0%	1.31%	0.44%	0.0%	0.89%	1.07%	1.35%	1.50%	1.18%	1.32%	1.82%	0.0%	2.63%	1.21%	0.43%	0.0%	1.16%	0.48%	0.18%	0.0%	0.0%	0.79%	0.83%	0.27%	2.28%	0.82%	1.01%	0.0%	1.11%	1.06%	0.0%	0.47%	0.54%	0.17%	0.0%	0.76%	0.26%	1.64%	1.22%	0.87%					
25	"8. ""Народно-республиканская партия России"""	68	0	10	1	1	0	2	1	2	2	1	2	0	3	3	3	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	2	0	0	0	0	1	2	0	0	0	2	0	1	3	0	0	3	0	3	1	0	0	0	0	1	0	0	1	0	4					
		0.16%	0.0%	1.10%	0.12%	0.13%	0.0%	0.28%	0.12%	0.23%	0.33%	0.11%	0.34%	0.0%	0.40%	0.32%	0.30%	0.0%	0.13%	0.0%	0.5%	0.10%	0.06%	0.16%	0.0%	0.0%	0.43%	0.22%	0.68%	0.09%	0.08%	0.0%	0.13%	0.10%	0.14%	0.72%	0.0%	0.0%	0.0%	0.0%	0.39%	0.46%	0.0%	0.0%	0.0%	2.81%	0.0%	0.16%	0.82%	0.0%	0.0%	0.16%	0.0%	0.23%	0.15%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.10%	0.0%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	134	0	4	1	1	1	1	2	3	5	3	3	1	3	6	1	4	3	0	0	0	2	4	2	0	1	2	0	5	3	5	3	3	0	2	0	1	0	0	0	10	5	1	0	0	1	2	1	0	0	4	0	3	0	0	0	0	0	0	0	5	6	7	14					
		0.32%	0.0%	0.44%	0.12%	0.13%	0.11%	0.14%	0.25%	0.34%	0.82%	0.35%	0.51%	0.20%	0.40%	0.64%	0.10%	0.55%	0.39%	0.0%	0.0%	0.0%	0.13%	0.64%	0.15%	0.0%	0.43%	0.44%	0.0%	0.49%	0.26%	0.75%	0.40%	0.32%	0.0%	0.72%	0.0%	0.87%	0.0%	0.0%	0.0%	2.33%	0.48%	0.18%	0.0%	0.0%	0.15%	0.33%	0.27%	0.0%	0.0%	0.22%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.61%	0.85%	0.93%					
27	"10. ""Аграрная партия России"""	798	12	10	8	14	23	9	22	12	5	12	12	5	17	16	13	10	16	7	2	18	12	11	17	2	3	7	2	25	29	8	6	43	44	14	4	1	28	27	6	14	19	9	1	3	16	5	2	9	38	26	19	27	15	0	1	3	5	13	3	4	8	13	13					
		1.92%	1.82%	1.10%	1.02%	1.94%	2.70%	1.27%	2.82%	1.39%	0.82%	1.43%	2.04%	1.03%	2.31%	1.71%	1.32%	1.39%	2.11%	1.02%	1.0%	1.91%	0.78%	1.76%	1.35%	1.35%	1.31%	1.55%	1.37%	2.48%	2.59%	1.20%	0.81%	4.61%	6.49%	5.10%	1.73%	0.87%	6.81%	3.93%	2.38%	3.27%	1.84%	1.65%	0.65%	4.22%	2.53%	0.83%	0.54%	2.05%	3.11%	1.46%	5.06%	2.14%	2.27%	0.0%	0.47%	1.62%	0.87%	2.98%	1.14%	0.53%	0.82%	1.59%	0.87%					
28	"11. ""Истинные патриоты России"""	53	3	2	0	1	0	0	0	1	0	1	5	0	2	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	1	0	0	1	0	2	0	2	0	0	0	1	1	1	3	3	0	0	3	2	0	0	0	0	0	0	0	0	0	1					
		0.12%	0.45%	0.22%	0.0%	0.13%	0.0%	0.0%	0.0%	0.11%	0.0%	0.11%	0.85%	0.0%	0.27%	0.0%	0.20%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.30%	0.27%	0.10%	0.14%	0.36%	0.0%	0.0%	0.24%	0.0%	0.79%	0.0%	0.19%	0.0%	0.0%	0.0%	0.15%	0.16%	0.27%	0.68%	0.24%	0.0%	0.0%	0.23%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	416	12	3	8	6	9	6	9	20	6	7	7	7	7	12	4	3	0	8	4	8	12	7	5	1	2	4	0	17	13	3	5	15	4	4	2	2	1	6	3	4	4	5	2	4	9	8	5	4	11	12	1	13	8	0	2	1	4	1	4	10	18	13	21					
		1.00%	1.82%	0.33%	1.02%	0.83%	1.06%	0.84%	1.15%	2.32%	0.99%	0.83%	1.19%	1.44%	0.95%	1.28%	0.40%	0.41%	0.0%	1.17%	2.0%	0.85%	0.78%	1.12%	0.39%	0.67%	0.87%	0.89%	0.0%	1.68%	1.16%	0.45%	0.68%	1.60%	0.59%	1.45%	0.86%	1.75%	0.24%	0.87%	1.19%	0.93%	0.38%	0.92%	1.31%	5.63%	1.42%	1.32%	1.37%	0.91%	0.90%	0.67%	0.26%	1.03%	1.21%	0.0%	0.95%	0.54%	0.69%	0.22%	1.53%	1.32%	1.84%	1.59%	1.40%					
30	"13. ""Демократическая партия России"""	105	1	1	0	1	1	1	0	1	0	1	3	3	0	4	2	0	3	0	0	0	8	3	8	0	0	10	0	1	3	3	2	2	1	1	2	0	0	1	1	0	2	2	1	0	2	2	0	1	3	1	2	3	3	0	0	0	0	7	0	3	1	0	4					
		0.25%	0.15%	0.11%	0.0%	0.13%	0.11%	0.14%	0.0%	0.11%	0.0%	0.11%	0.51%	0.61%	0.0%	0.42%	0.20%	0.0%	0.39%	0.0%	0.0%	0.0%	0.52%	0.48%	0.63%	0.0%	0.0%	2.22%	0.0%	0.09%	0.26%	0.45%	0.27%	0.21%	0.14%	0.36%	0.86%	0.0%	0.0%	0.14%	0.39%	0.0%	0.19%	0.36%	0.65%	0.0%	0.31%	0.33%	0.0%	0.22%	0.24%	0.05%	0.53%	0.23%	0.45%	0.0%	0.0%	0.0%	0.0%	1.60%	0.0%	0.39%	0.10%	0.0%	0.26%					
31	"14. ""Великая Россия - Евразийский Союз"""	67	1	0	1	0	0	0	1	1	0	2	1	1	2	0	4	1	1	1	0	0	6	1	2	1	0	1	0	3	4	1	1	1	1	0	0	0	0	1	0	0	2	0	0	1	3	0	1	0	4	1	0	0	0	0	0	0	2	2	2	2	0	1	6					
		0.16%	0.15%	0.0%	0.12%	0.0%	0.0%	0.0%	0.12%	0.11%	0.0%	0.23%	0.17%	0.20%	0.27%	0.0%	0.40%	0.13%	0.13%	0.14%	0.0%	0.0%	0.39%	0.16%	0.15%	0.67%	0.0%	0.22%	0.0%	0.29%	0.35%	0.15%	0.13%	0.10%	0.14%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.19%	0.0%	0.0%	1.40%	0.47%	0.0%	0.27%	0.0%	0.32%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.45%	0.76%	0.26%	0.0%	0.12%	0.40%					
32	"15. ""Партия СЛОН"""	55	1	1	1	3	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	2	1	0	2	2	1	0	0	3	2	6	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	5	6					
		0.13%	0.15%	0.11%	0.12%	0.41%	0.11%	0.0%	0.12%	0.11%	0.0%	0.11%	0.0%	0.0%	0.13%	0.0%	0.10%	0.13%	0.0%	0.0%	0.0%	0.21%	0.06%	0.0%	0.15%	1.35%	0.43%	0.0%	0.0%	0.29%	0.17%	0.90%	0.68%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.40%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3265	73	88	101	82	139	73	128	71	63	73	67	45	45	134	95	27	43	36	18	42	94	29	87	10	11	17	8	103	131	41	25	76	40	16	4	5	21	36	29	4	42	15	18	0	60	29	4	34	70	101	34	78	68	8	24	2	37	33	10	91	116	113	48					
		7.86%	11.11%	9.74%	12.89%	11.37%	16.37%	10.33%	16.45%	8.23%	10.44%	8.70%	11.41%	9.29%	6.13%	14.37%	9.67%	3.76%	5.67%	5.27%	9.0%	4.47%	6.14%	4.66%	6.92%	6.75%	4.82%	3.78%	5.51%	10.21%	11.72%	6.17%	3.41%	8.15%	5.90%	5.83%	1.73%	4.38%	5.10%	5.24%	11.50%	0.93%	4.08%	2.76%	11.84%	0.0%	9.50%	4.81%	1.09%	7.76%	5.74%	5.70%	9.06%	6.19%	10.30%	9.41%	11.48%	1.08%	6.44%	7.56%	3.83%	12.10%	11.90%	13.83%	3.22%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	150	2	4	0	4	2	1	1	0	3	0	2	0	5	1	1	1	0	2	0	7	8	3	3	4	1	4	2	5	3	8	4	6	2	1	0	1	0	0	6	3	2	0	0	0	8	4	2	2	3	6	2	1	0	0	1	0	0	2	1	0	2	2	12					
		0.36%	0.30%	0.44%	0.0%	0.55%	0.23%	0.14%	0.12%	0.0%	0.49%	0.0%	0.34%	0.0%	0.68%	0.10%	0.10%	0.13%	0.0%	0.29%	0.0%	0.74%	0.52%	0.48%	0.23%	2.70%	0.43%	0.89%	1.37%	0.49%	0.26%	1.20%	0.54%	0.64%	0.29%	0.36%	0.0%	0.87%	0.0%	0.0%	2.38%	0.70%	0.19%	0.0%	0.0%	0.0%	1.26%	0.66%	0.54%	0.45%	0.24%	0.33%	0.53%	0.07%	0.0%	0.0%	0.47%	0.0%	0.0%	0.45%	0.38%	0.0%	0.20%	0.24%	0.80%					
35	"18. ""ЛДПР"""	4250	85	80	76	63	79	77	64	87	72	99	67	61	55	105	109	69	100	78	20	75	114	66	96	6	26	52	21	91	112	128	116	128	77	26	31	2	48	73	29	106	75	41	4	1	43	62	25	36	89	141	29	103	45	5	28	8	14	68	17	72	103	88	284					
		10.23%	12.93%	8.85%	9.70%	8.73%	9.30%	10.90%	8.22%	10.09%	11.94%	11.79%	11.41%	12.60%	7.50%	11.26%	11.09%	9.62%	13.19%	11.42%	10.0%	7.99%	7.45%	10.61%	7.63%	4.05%	11.40%	11.58%	14.48%	9.02%	10.02%	19.27%	15.82%	13.73%	11.37%	9.48%	13.47%	1.75%	11.67%	10.62%	11.50%	24.76%	7.28%	7.55%	2.63%	1.40%	6.81%	10.29%	6.86%	8.21%	7.30%	7.97%	7.73%	8.17%	6.81%	5.88%	13.39%	4.32%	2.43%	15.59%	6.51%	9.57%	10.57%	10.77%	19.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	608	5	17	15	14	16	13	15	7	9	19	20	2	9	11	5	5	17	22	11	12	17	5	10	3	1	19	2	23	21	8	7	21	7	7	2	3	6	8	1	3	15	9	4	0	13	5	0	6	14	19	5	1	7	2	5	3	4	9	11	9	15	22	12					
		1.46%	0.76%	1.88%	1.91%	1.94%	1.88%	1.84%	1.92%	0.81%	1.49%	2.26%	3.40%	0.41%	1.22%	1.18%	0.50%	0.69%	2.24%	3.22%	5.5%	1.27%	1.11%	0.80%	0.79%	2.02%	0.43%	4.23%	1.37%	2.28%	1.88%	1.20%	0.95%	2.25%	1.03%	2.55%	0.86%	2.63%	1.45%	1.16%	0.39%	0.70%	1.45%	1.65%	2.63%	0.0%	2.06%	0.83%	0.0%	1.36%	1.14%	1.07%	1.33%	0.07%	1.06%	2.35%	2.39%	1.62%	0.69%	2.06%	4.21%	1.19%	1.54%	2.69%	0.80%					
37	"20. ""Политическая партия ""Единая Россия"""	18163	214	381	249	251	239	204	219	273	165	330	150	143	330	272	430	406	346	338	85	493	857	334	719	82	104	202	66	359	391	232	389	328	265	69	120	45	163	385	90	159	650	271	48	47	272	276	228	148	616	1026	181	629	270	63	82	128	428	144	132	320	411	272	644					
		43.75%	32.57%	42.19%	31.80%	34.81%	28.15%	28.89%	28.14%	31.67%	27.36%	39.33%	25.55%	29.54%	45.02%	29.18%	43.78%	56.62%	45.64%	49.48%	42.5%	52.55%	56.04%	53.69%	57.19%	55.40%	45.61%	44.98%	45.51%	35.61%	35.00%	34.93%	53.06%	35.19%	39.14%	25.18%	52.17%	39.47%	39.65%	56.04%	35.71%	37.14%	63.16%	49.90%	31.57%	66.19%	43.10%	45.84%	62.63%	33.78%	50.57%	57.99%	48.26%	49.92%	40.90%	74.11%	39.23%	69.18%	74.56%	33.02%	50.57%	42.55%	42.19%	33.29%	43.22%					
38	"21. ""Российская Конституционно-демократическая партия"""	123	0	2	0	2	3	1	0	1	2	0	1	1	5	0	0	2	11	1	0	0	2	5	7	2	0	1	2	1	2	2	4	4	7	3	0	0	1	3	1	2	4	2	0	0	0	2	0	0	2	10	1	5	1	0	0	0	3	3	2	2	0	0	5					
		0.29%	0.0%	0.22%	0.0%	0.27%	0.35%	0.14%	0.0%	0.11%	0.33%	0.0%	0.17%	0.20%	0.68%	0.0%	0.0%	0.27%	1.45%	0.14%	0.0%	0.0%	0.13%	0.80%	0.55%	1.35%	0.0%	0.22%	1.37%	0.09%	0.17%	0.30%	0.54%	0.42%	1.03%	1.09%	0.0%	0.0%	0.24%	0.43%	0.39%	0.46%	0.38%	0.36%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.16%	0.56%	0.26%	0.39%	0.15%	0.0%	0.0%	0.0%	0.52%	0.68%	0.76%	0.26%	0.0%	0.0%	0.33%					
