Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																					
Дата голосования: 04.12.2011																																																																																					
																																																																																					
"Наименование Избирательной комиссии:    Челябинск, Калининская"																																																																																					
																																																																																					
Сводная таблица результатов выборов																																																																																					
																																																																																					
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №2252	УИК №2255					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	7180	100	70	130	130	65	80	95	50	30	70	45	90	60	110	105	115	100	80	95	55	90	90	80	90	100	80	80	80	45	115	155	125	105	155	125	135	55	70	75	110	65	100	95	130	100	110	125	110	100	120	91	104	75	95	110	90	130	115	170	110	130	100	105	110	120	130	140	120	120	90	100	90	0	0	0	0	41	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	7013	94	45	130	129	64	80	88	50	30	70	42	85	60	110	101	112	100	80	83	55	80	84	80	89	100	77	80	75	45	115	155	122	105	148	118	135	55	70	73	109	65	95	95	129	97	101	123	110	100	120	91	102	75	95	110	89	130	115	170	110	129	94	105	109	120	129	131	117	117	90	100	90	0	0	0	0	33	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	6654	34	97	138	88	21	45	25	0	21	15	58	48	47	114	121	55	111	67	41	95	43	63	98	141	146	23	66	56	22	23	30	365	214	319	85	54	40	49	7	25	45	87	81	25	65	610	23	12	47	120	103	86	49	29	35	24	56	107	33	46	16	29	67	86	33	76	82	31	63	39	57	43	103	68	407	407	31	223					
14	Число погашенных неиспользованных открепительных удостоверений	167	6	25	0	1	1	0	7	0	0	0	3	5	0	0	4	3	0	0	12	0	10	6	0	1	0	3	0	5	0	0	0	3	0	7	7	0	0	0	2	1	0	5	0	1	3	9	2	0	0	0	0	2	0	0	0	1	0	0	0	0	1	6	0	1	0	1	9	3	3	0	0	0	0	0	0	0	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1262	11	13	8	14	8	8	9	13	6	14	7	15	14	21	14	23	28	19	18	13	19	13	19	10	13	13	16	18	14	22	37	26	22	25	30	23	7	19	9	22	11	9	14	17	25	20	21	21	24	12	17	17	26	23	16	21	18	19	17	22	20	24	14	20	17	29	22	21	18	11	22	17	0	0	0	0	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	16627	127	79	250	218	161	152	147	104	97	121	79	142	174	257	255	262	229	197	165	186	246	150	295	277	204	244	213	212	134	255	271	239	272	363	328	281	142	214	189	218	226	191	234	343	181	314	202	281	255	283	289	258	250	258	211	246	249	300	281	296	258	227	249	282	235	294	295	254	199	235	214	221	141	49	38	32	53	54					
		18.95%	15.32%	15.77%	16.41%	18.24%	20.72%	19.87%	22.65%	17.22%	19.92%	19.39%	14.42%	13.98%	19.53%	19.63%	19.72%	19.70%	19.83%	18.36%	18.35%	16.67%	19.43%	13.24%	23.38%	19.96%	21.45%	21.48%	17.56%	20.25%	14.57%	20.70%	22.97%	16.34%	12.63%	20.86%	20.65%	25.71%	17.13%	18.97%	16.64%	18.97%	20.55%	18.09%	15.95%	17.44%	19.19%	16.40%	17.97%	22.02%	21.70%	17.50%	22.30%	20.51%	21.55%	20.72%	18.35%	21.56%	21.56%	20.30%	20.91%	23.62%	18.56%	19.11%	19.84%	19.46%	22.27%	20.35%	21.42%	20.29%	18.26%	21.58%	18.74%	19.45%	18.98%	14.85%	4.94%	4.57%	17.67%	15.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11945	155	78	193	173	109	125	106	95	83	85	90	146	128	124	173	164	187	116	134	155	131	50	152	146	108	143	179	154	184	196	153	141	199	212	178	104	102	149	160	129	135	135	186	333	151	223	179	186	179	193	168	173	188	172	152	165	127	200	196	185	190	167	157	213	151	188	207	157	158	180	157	191	77	48	158	229	64	38					
		13.61%	18.70%	15.57%	12.67%	14.48%	14.03%	16.34%	16.33%	15.73%	17.04%	13.62%	16.42%	14.37%	14.37%	9.47%	13.38%	12.33%	16.19%	10.81%	14.91%	13.89%	10.35%	4.41%	12.04%	10.52%	11.36%	12.59%	14.76%	14.71%	20.00%	15.91%	12.97%	9.64%	9.24%	12.18%	11.21%	9.52%	12.30%	13.21%	14.08%	11.23%	12.27%	12.78%	12.68%	16.93%	16.01%	11.64%	15.93%	14.58%	15.23%	11.94%	12.96%	13.75%	16.21%	13.82%	13.22%	14.46%	10.99%	13.53%	14.58%	14.76%	13.67%	14.06%	12.51%	14.70%	14.31%	13.01%	15.03%	12.54%	14.50%	16.53%	13.75%	16.81%	10.36%	14.55%	20.52%	32.71%	21.33%	11.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1173	10	8	15	13	8	7	14	13	8	5	7	8	13	17	19	26	9	8	5	10	23	17	15	16	9	15	8	25	19	22	17	17	37	24	20	16	14	17	20	10	18	11	22	19	16	21	17	15	26	21	11	15	12	29	16	10	18	23	14	26	19	17	19	14	9	10	23	15	15	23	18	13	6	2	8	12	0	6					
		1.34%	1.21%	1.60%	0.98%	1.09%	1.03%	0.92%	2.16%	2.15%	1.64%	0.80%	1.28%	0.79%	1.46%	1.30%	1.47%	1.95%	0.78%	0.75%	0.56%	0.90%	1.82%	1.50%	1.19%	1.15%	0.95%	1.32%	0.66%	2.39%	2.07%	1.79%	1.44%	1.16%	1.72%	1.38%	1.26%	1.46%	1.69%	1.51%	1.76%	0.87%	1.64%	1.04%	1.50%	0.97%	1.70%	1.10%	1.51%	1.18%	2.21%	1.30%	0.85%	1.19%	1.03%	2.33%	1.39%	0.88%	1.56%	1.56%	1.04%	2.08%	1.37%	1.43%	1.51%	0.97%	0.85%	0.69%	1.67%	1.20%	1.38%	2.11%	1.58%	1.14%	0.81%	0.61%	1.04%	1.71%	0.00%	1.78%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15896	147	93	262	238	133	149	110	111	75	106	103	172	176	232	270	303	211	175	174	204	237	127	278	251	163	195	229	203	179	299	241	221	296	305	261	250	194	210	225	246	267	207	286	344	171	262	199	258	209	286	268	231	199	245	226	224	206	269	215	257	247	246	207	297	227	236	217	203	237	226	186	207	106	45	14	25	47	40					
		18.11%	17.73%	18.56%	17.20%	19.92%	17.12%	19.48%	16.95%	18.38%	15.40%	16.99%	18.80%	16.93%	19.75%	17.72%	20.88%	22.78%	18.27%	16.31%	19.35%	18.28%	18.72%	11.21%	22.03%	18.08%	17.14%	17.17%	18.88%	19.39%	19.46%	24.27%	20.42%	15.11%	13.75%	17.53%	16.44%	22.87%	23.40%	18.62%	19.81%	21.41%	24.27%	19.60%	19.50%	17.49%	18.13%	13.68%	17.70%	20.22%	17.79%	17.69%	20.68%	18.36%	17.16%	19.68%	19.65%	19.63%	17.84%	18.20%	15.99%	20.51%	17.77%	20.71%	16.49%	20.50%	21.52%	16.33%	15.76%	16.21%	21.74%	20.75%	16.29%	18.22%	14.27%	13.64%	1.82%	3.57%	15.67%	11.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6327	43	30	72	59	41	34	30	29	21	44	22	51	57	96	103	105	93	61	74	54	117	91	135	118	91	102	68	77	44	74	111	124	150	122	121	98	73	119	105	85	95	132	103	158	73	104	68	74	69	90	113	110	97	89	77	75	67	104	97	80	180	73	69	117	70	83	134	73	101	101	88	109	36	19	7	4	11	33					
		7.21%	5.19%	5.99%	4.73%	4.94%	5.28%	4.44%	4.62%	4.80%	4.31%	7.05%	4.01%	5.02%	6.40%	7.33%	7.97%	7.89%	8.05%	5.68%	8.23%	4.84%	9.24%	8.03%	10.70%	8.50%	9.57%	8.98%	5.61%	7.35%	4.78%	6.01%	9.41%	8.48%	6.97%	7.01%	7.62%	8.97%	8.81%	10.55%	9.24%	7.40%	8.64%	12.50%	7.02%	8.03%	7.74%	5.43%	6.05%	5.80%	5.87%	5.57%	8.72%	8.74%	8.36%	7.15%	6.70%	6.57%	5.80%	7.04%	7.22%	6.38%	12.95%	6.14%	5.50%	8.07%	6.64%	5.74%	9.73%	5.83%	9.27%	9.27%	7.71%	9.60%	4.85%	5.76%	0.91%	0.57%	3.67%	9.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33528	324	201	700	474	299	285	230	241	193	240	231	482	315	552	439	431	396	483	320	452	488	670	356	552	355	408	487	355	341	359	352	687	1156	656	635	322	285	391	406	419	333	357	613	701	316	944	424	428	413	706	413	445	383	420	436	387	445	537	516	386	463	432	532	478	337	594	467	527	348	298	453	366	354	155	520	357	116	160					
		38.20%	39.08%	40.12%	45.96%	39.67%	38.48%	37.25%	35.44%	39.90%	39.63%	38.46%	42.15%	47.44%	35.35%	42.17%	33.95%	32.41%	34.29%	45.01%	35.60%	40.50%	38.55%	59.14%	28.21%	39.77%	37.33%	35.92%	40.15%	33.91%	37.07%	29.14%	29.83%	46.96%	53.69%	37.70%	39.99%	29.46%	34.38%	34.66%	35.74%	36.47%	30.27%	33.81%	41.79%	35.64%	33.51%	49.30%	37.72%	33.54%	35.15%	43.66%	31.87%	35.37%	33.02%	33.73%	37.91%	33.92%	38.53%	36.33%	38.39%	30.81%	33.31%	36.36%	42.39%	32.99%	31.94%	41.11%	33.91%	42.09%	31.93%	27.36%	39.67%	32.22%	47.64%	46.97%	67.53%	51.00%	38.67%	47.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	796	7	4	6	6	7	3	2	11	3	7	5	7	9	10	15	15	8	8	6	9	8	12	10	11	5	9	10	9	8	7	12	12	17	21	16	12	7	20	7	21	9	10	10	19	17	20	6	11	8	13	9	12	16	11	13	12	11	15	10	1	13	11	6	21	9	14	10	11	18	15	11	14	3	8	1	8	4	4					
		0.91%	0.84%	0.80%	0.39%	0.50%	0.90%	0.39%	0.31%	1.82%	0.62%	1.12%	0.91%	0.69%	1.01%	0.76%	1.16%	1.13%	0.69%	0.75%	0.67%	0.81%	0.63%	1.06%	0.79%	0.79%	0.53%	0.79%	0.82%	0.86%	0.87%	0.57%	1.02%	0.82%	0.79%	1.21%	1.01%	1.10%	0.84%	1.77%	0.62%	1.83%	0.82%	0.95%	0.68%	0.97%	1.80%	1.04%	0.53%	0.86%	0.68%	0.80%	0.69%	0.95%	1.38%	0.88%	1.13%	1.05%	0.95%	1.01%	0.74%	0.08%	0.94%	0.93%	0.48%	1.45%	0.85%	0.97%	0.73%	0.88%	1.65%	1.38%	0.96%	1.23%	0.40%	2.42%	0.13%	1.14%	1.33%	1.18%					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
