Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Макушинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646					
		11.13%	9.43%	12.73%	8.89%	9.01%	9.34%	9.82%	6.55%	3.05%	15.94%	8.99%	5.56%	6.06%	33.33%	12.82%	17.71%	7.81%	5.08%	12.03%	16.45%	13.01%	8.02%	10.98%	15.79%	10.53%	12.36%	12.79%	8.75%	14.50%	3.33%	11.53%	25.64%	0.00%	9.86%	16.18%	12.82%	17.65%	14.08%	9.33%	11.98%	5.66%	11.86%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1583	109	123	89	60	66	76	15	27	8	28	6	6	0	40	11	5	1	35	64	79	45	35	7	24	37	51	11	67	10	109	11	4	58	17	34	8	21	13	47	10	116					
		17.68%	18.70%	20.33%	16.48%	16.90%	19.88%	17.35%	8.93%	20.61%	11.59%	7.87%	8.33%	9.09%	0.00%	14.65%	11.46%	7.81%	1.69%	11.08%	16.71%	21.41%	21.23%	21.34%	12.28%	21.05%	20.79%	16.72%	13.75%	25.57%	33.33%	27.32%	28.21%	10.26%	20.42%	25.00%	14.53%	15.69%	14.79%	8.67%	24.48%	18.87%	19.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	3	3	2	0	4	2	0	2	1	3	0	0	0	1	0	1	0	5	4	2	0	1	1	0	0	4	0	4	0	1	0	0	2	0	1	0	0	1	0	2	5					
		0.61%	0.51%	0.50%	0.37%	0.00%	1.20%	0.46%	0.00%	1.53%	1.45%	0.84%	0.00%	0.00%	0.00%	0.37%	0.00%	1.56%	0.00%	1.58%	1.04%	0.54%	0.00%	0.61%	1.75%	0.00%	0.00%	1.31%	0.00%	1.53%	0.00%	0.25%	0.00%	0.00%	0.70%	0.00%	0.43%	0.00%	0.00%	0.67%	0.00%	3.77%	0.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1438	109	90	71	49	53	62	25	10	8	54	18	4	3	46	11	10	14	58	92	53	31	17	3	16	29	38	7	58	8	80	6	21	49	8	45	27	24	5	31	12	83					
		16.06%	18.70%	14.88%	13.15%	13.80%	15.96%	14.16%	14.88%	7.63%	11.59%	15.17%	25.00%	6.06%	14.29%	16.85%	11.46%	15.63%	23.73%	18.35%	24.02%	14.36%	14.62%	10.37%	5.26%	14.04%	16.29%	12.46%	8.75%	22.14%	26.67%	20.05%	15.38%	53.85%	17.25%	11.76%	19.23%	52.94%	16.90%	3.33%	16.15%	22.64%	13.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	8	7	8	4	5	1	0	0	0	5	0	0	0	4	1	0	0	3	0	5	1	3	1	1	0	0	0	1	0	2	0	0	3	0	1	0	0	3	1	1	13					
		0.92%	1.37%	1.16%	1.48%	1.13%	1.51%	0.23%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	1.47%	1.04%	0.00%	0.00%	0.95%	0.00%	1.36%	0.47%	1.83%	1.75%	0.88%	0.00%	0.00%	0.00%	0.38%	0.00%	0.50%	0.00%	0.00%	1.06%	0.00%	0.43%	0.00%	0.00%	2.00%	0.52%	1.89%	2.14%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4643	291	291	311	197	171	245	117	87	39	224	44	51	11	144	56	41	40	174	152	179	114	90	36	60	86	168	53	88	11	155	11	14	139	31	119	6	73	111	83	25	305					
		51.84%	49.91%	48.10%	57.59%	55.49%	51.51%	55.94%	69.64%	66.41%	56.52%	62.92%	61.11%	77.27%	52.38%	52.75%	58.33%	64.06%	67.80%	55.06%	39.69%	48.51%	53.77%	54.88%	63.16%	52.63%	48.31%	55.08%	66.25%	33.59%	36.67%	38.85%	28.21%	35.90%	48.94%	45.59%	50.85%	11.76%	51.41%	74.00%	43.23%	47.17%	50.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	42	4	4	3	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	2	1	0	0	0	1	0	2	2	4	0	1	1	0	2	0	1	1	2	0	0	0	4					
		0.47%	0.69%	0.66%	0.56%	0.00%	0.00%	0.23%	0.00%	0.76%	1.45%	0.28%	0.00%	0.00%	0.00%	0.37%	0.00%	1.56%	0.00%	0.32%	0.52%	0.27%	0.00%	0.00%	0.00%	0.88%	0.00%	0.66%	2.50%	1.53%	0.00%	0.25%	2.56%	0.00%	0.70%	0.00%	0.43%	1.96%	1.41%	0.00%	0.00%	0.00%	0.66%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
