Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Чистопольская городская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №2730	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	384	21	19	24	2	0	23	21	9	4	27	4	21	13	3	2	9	2	5	15	3	11	3	25	37	36	11	17	8	2	7									
		0.93%	1.05%	0.84%	1.14%	0.11%	0.00%	2.05%	1.08%	0.79%	0.36%	2.13%	0.51%	1.11%	0.69%	0.15%	0.25%	0.71%	0.10%	0.70%	1.03%	0.16%	2.99%	0.19%	1.40%	1.78%	1.96%	1.67%	1.45%	1.89%	0.87%	1.23%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	244	9	8	12	4	4	20	11	13	3	7	16	7	18	2	11	5	1	2	4	9	1	6	12	19	20	7	5	2	2	4									
		0.59%	0.45%	0.35%	0.57%	0.21%	0.38%	1.78%	0.57%	1.13%	0.27%	0.55%	2.04%	0.37%	0.95%	0.10%	1.35%	0.39%	0.05%	0.28%	0.28%	0.49%	0.27%	0.39%	0.67%	0.91%	1.09%	1.06%	0.43%	0.47%	0.87%	0.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35345	1796	1977	1872	1516	830	871	1745	900	987	1075	692	1661	1661	1765	699	1135	1720	640	1353	1496	294	1355	1552	1793	1400	517	1016	347	193	487									
		85.89%	90.03%	87.32%	89.06%	81.03%	78.23%	77.49%	89.95%	78.53%	89.24%	84.98%	88.04%	88.07%	87.98%	91.07%	86.08%	89.16%	85.96%	89.01%	93.12%	80.78%	79.89%	87.82%	86.61%	86.33%	76.29%	78.45%	86.39%	82.03%	83.91%	85.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	4	1	5	4	0	0	0	8	4	0	0	2	1	0	2	0	1	0	0	2	0	0	9	0	7	1	3	1	2	1									
		0.14%	0.20%	0.04%	0.24%	0.21%	0.00%	0.00%	0.00%	0.70%	0.36%	0.00%	0.00%	0.11%	0.05%	0.00%	0.25%	0.00%	0.05%	0.00%	0.00%	0.11%	0.00%	0.00%	0.50%	0.00%	0.38%	0.15%	0.26%	0.24%	0.87%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	75	1	3	4	8	1	3	0	5	0	0	0	1	4	2	1	0	1	0	0	0	0	0	0	31	6	0	2	0	2	0									
		0.18%	0.05%	0.13%	0.19%	0.43%	0.09%	0.27%	0.00%	0.44%	0.00%	0.00%	0.00%	0.05%	0.21%	0.10%	0.12%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.33%	0.00%	0.17%	0.00%	0.87%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1395	55	79	55	79	10	62	59	70	43	128	0	23	41	89	34	26	24	3	12	89	20	12	70	69	114	25	30	24	14	36									
		3.39%	2.76%	3.49%	2.62%	4.22%	0.94%	5.52%	3.04%	6.11%	3.89%	10.12%	0.00%	1.22%	2.17%	4.59%	4.19%	2.04%	1.20%	0.42%	0.83%	4.81%	5.43%	0.78%	3.91%	3.32%	6.21%	3.79%	2.55%	5.67%	6.09%	6.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	84	3	2	4	2	1	2	3	5	1	0	0	1	3	0	1	3	1	0	0	0	3	0	4	6	30	4	4	0	1	0									
		0.20%	0.15%	0.09%	0.19%	0.11%	0.09%	0.18%	0.15%	0.44%	0.09%	0.00%	0.00%	0.05%	0.16%	0.00%	0.12%	0.24%	0.05%	0.00%	0.00%	0.00%	0.82%	0.00%	0.22%	0.29%	1.63%	0.61%	0.34%	0.00%	0.43%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	95	7	7	5	3	5	0	1	9	0	0	0	6	8	2	1	2	1	0	0	0	3	0	5	4	18	4	4	0	0	0									
		0.23%	0.35%	0.31%	0.24%	0.16%	0.47%	0.00%	0.05%	0.79%	0.00%	0.00%	0.00%	0.32%	0.42%	0.10%	0.12%	0.16%	0.05%	0.00%	0.00%	0.00%	0.82%	0.00%	0.28%	0.19%	0.98%	0.61%	0.34%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	0	0	1	7	0	0	2	5	0	0	2	1	6	2	0	1	0	0	0	0	0	0	0	6	0	0	1	0	1	0									
		0.09%	0.00%	0.00%	0.05%	0.37%	0.00%	0.00%	0.10%	0.44%	0.00%	0.00%	0.25%	0.05%	0.32%	0.10%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.09%	0.00%	0.43%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	193	19	4	11	16	4	19	1	5	3	2	4	4	7	3	9	7	1	3	10	11	1	0	7	4	22	3	8	3	0	2									
		0.47%	0.95%	0.18%	0.52%	0.86%	0.38%	1.69%	0.05%	0.44%	0.27%	0.16%	0.51%	0.21%	0.37%	0.15%	1.11%	0.55%	0.05%	0.42%	0.69%	0.59%	0.27%	0.00%	0.39%	0.19%	1.20%	0.46%	0.68%	0.71%	0.00%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2184	45	133	63	115	173	74	57	81	46	5	57	67	69	48	36	49	221	3	31	221	28	156	72	67	148	22	50	25	10	12									
		5.31%	2.26%	5.87%	2.99%	6.15%	16.31%	6.58%	2.94%	7.07%	4.16%	0.40%	7.25%	3.55%	3.65%	2.48%	4.43%	3.85%	11.04%	0.42%	2.13%	11.93%	7.61%	10.11%	4.02%	3.23%	8.07%	3.34%	4.25%	5.91%	4.35%	2.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	0	2	5	3	3	1	2	8	0	0	0	2	12	3	2	3	6	3	0	0	0	4	0	5	2	2	5	0	0	0									
		0.18%	0.00%	0.09%	0.24%	0.16%	0.28%	0.09%	0.10%	0.70%	0.00%	0.00%	0.00%	0.11%	0.64%	0.15%	0.25%	0.24%	0.30%	0.42%	0.00%	0.00%	0.00%	0.26%	0.00%	0.24%	0.11%	0.30%	0.43%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	670	10	14	20	87	17	27	20	12	15	21	8	83	43	17	6	23	21	50	21	12	2	3	18	15	18	59	15	5	2	6									
		1.63%	0.50%	0.62%	0.95%	4.65%	1.60%	2.40%	1.03%	1.05%	1.36%	1.66%	1.02%	4.40%	2.28%	0.88%	0.74%	1.81%	1.05%	6.95%	1.45%	0.65%	0.54%	0.19%	1.00%	0.72%	0.98%	8.95%	1.28%	1.18%	0.87%	1.06%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
