Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Копейская городская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1045	41	17	9	11	15	25	24	4	14	18	30	19	22	15	27	14	12	17	9	4	9	13	8	4	20	10	26	23	21	22	12	29	13	30	19	19	25	21	8	9	9	19	13	12	20	9	27	24	12	15	3	8	24	24	9	47	19	16	8	18	2	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1045	41	17	9	11	15	25	24	4	14	18	30	19	22	15	27	14	12	17	9	4	9	13	8	4	20	10	26	23	21	22	12	29	13	30	19	19	25	21	8	9	9	19	13	12	20	9	27	24	12	15	3	8	24	24	9	47	19	16	8	18	2	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	672	8	5	9	9	16	11	4	2	5	3	20	8	12	17	6	13	10	17	56	5	23	28	4	8	36	13	12	4	9	8	12	13	3	8	6	9	9	6	2	10	6	9	9	16	8	3	10	3	2	8	1	6	12	8	6	14	17	44	3	15	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	105	3	3	3	4	3	2	3	1	2	3	3	3	2	2	6	0	1	0	2	1	3	3	2	0	1	1	0	2	3	3	1	1	0	3	1	3	2	2	1	0	0	5	1	1	2	1	0	0	1	0	0	0	3	1	2	1	2	1	0	2	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	1298	20	8	11	19	28	25	28	13	13	27	26	8	17	38	38	23	20	19	30	10	18	21	13	5	15	14	31	35	31	31	26	39	9	40	26	22	23	20	3	16	8	15	19	11	18	16	31	21	36	14	8	11	18	28	13	40	36	31	2	55	5	3					
		1.99%	1.54%	1.31%	1.72%	2.25%	1.63%	1.74%	1.96%	3.30%	1.57%	2.23%	1.79%	0.70%	1.65%	2.51%	2.28%	1.95%	2.09%	2.58%	2.45%	1.96%	2.45%	2.01%	1.65%	1.14%	1.53%	2.04%	1.91%	2.19%	1.85%	2.00%	2.09%	2.41%	1.22%	2.25%	2.29%	1.64%	1.65%	2.42%	0.79%	1.89%	1.40%	1.72%	2.17%	1.66%	1.80%	2.41%	1.80%	1.77%	2.77%	1.25%	1.50%	2.05%	1.33%	2.50%	1.64%	2.60%	2.87%	2.57%	1.40%	3.20%	3.29%	0.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	484	8	6	1	4	8	3	6	2	3	8	8	11	5	7	12	13	7	8	7	5	3	13	1	2	7	2	29	23	14	19	17	22	8	26	8	8	17	10	1	6	2	2	3	2	6	1	8	6	16	3	2	0	11	6	7	5	10	8	1	15	0	2					
		0.74%	0.62%	0.98%	0.16%	0.47%	0.47%	0.21%	0.42%	0.51%	0.36%	0.66%	0.55%	0.96%	0.48%	0.46%	0.72%	1.10%	0.73%	1.09%	0.57%	0.98%	0.41%	1.24%	0.13%	0.46%	0.72%	0.29%	1.79%	1.44%	0.83%	1.23%	1.37%	1.36%	1.08%	1.46%	0.71%	0.60%	1.22%	1.21%	0.26%	0.71%	0.35%	0.23%	0.34%	0.30%	0.60%	0.15%	0.46%	0.51%	1.23%	0.27%	0.38%	0.00%	0.81%	0.53%	0.88%	0.33%	0.80%	0.66%	0.70%	0.87%	0.00%	0.28%					
20	3.Политическая партия «Демократическая партия России»	74	0	1	0	1	1	1	1	1	2	1	1	1	2	3	3	3	1	2	2	2	1	0	1	0	3	1	0	2	2	3	2	0	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	12	2	0	3	0	0	0	1	3	0	0	2	0	0					
		0.11%	0.00%	0.16%	0.00%	0.12%	0.06%	0.07%	0.07%	0.25%	0.24%	0.08%	0.07%	0.09%	0.19%	0.20%	0.18%	0.25%	0.10%	0.27%	0.16%	0.39%	0.14%	0.00%	0.13%	0.00%	0.31%	0.15%	0.00%	0.13%	0.12%	0.19%	0.16%	0.00%	0.00%	0.17%	0.09%	0.07%	0.07%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.18%	0.00%	0.56%	0.00%	0.00%	0.00%	0.07%	0.24%	0.00%	0.00%	0.12%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6790	115	33	31	57	153	118	149	40	90	129	124	71	85	141	257	189	141	99	168	53	75	68	69	43	122	90	212	208	205	176	188	216	74	276	157	156	157	123	28	66	35	61	90	45	82	54	151	96	122	113	52	37	123	137	72	150	125	101	4	138	6	44					
		10.40%	8.87%	5.41%	4.84%	6.75%	8.91%	8.21%	10.43%	10.15%	10.87%	10.63%	8.53%	6.19%	8.24%	9.30%	15.44%	16.00%	14.73%	13.43%	13.74%	10.41%	10.19%	6.51%	8.78%	9.82%	12.47%	13.12%	13.08%	13.00%	12.22%	11.35%	15.12%	13.37%	10.03%	15.55%	13.84%	11.66%	11.25%	14.87%	7.35%	7.78%	6.11%	6.98%	10.30%	6.81%	8.22%	8.12%	8.77%	8.09%	9.40%	10.11%	9.77%	6.89%	9.06%	12.21%	9.06%	9.77%	9.98%	8.38%	2.80%	8.02%	3.95%	6.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	442	2	1	2	2	13	7	5	9	5	10	15	13	12	10	9	14	7	7	8	5	10	8	7	6	10	3	14	12	13	15	8	13	7	11	7	8	6	7	1	5	2	4	9	2	4	5	8	10	13	2	3	1	5	6	5	5	9	6	3	10	1	2					
		0.68%	0.15%	0.16%	0.31%	0.24%	0.76%	0.49%	0.35%	2.28%	0.60%	0.82%	1.03%	1.13%	1.16%	0.66%	0.54%	1.19%	0.73%	0.95%	0.65%	0.98%	1.36%	0.77%	0.89%	1.37%	1.02%	0.44%	0.86%	0.75%	0.78%	0.97%	0.64%	0.80%	0.95%	0.62%	0.62%	0.60%	0.43%	0.85%	0.26%	0.59%	0.35%	0.46%	1.03%	0.30%	0.40%	0.75%	0.46%	0.84%	1.00%	0.18%	0.56%	0.19%	0.37%	0.53%	0.63%	0.33%	0.72%	0.50%	2.10%	0.58%	0.66%	0.28%					
23	6.Политическая партия «Партия социальной справедливости»	166	2	0	0	4	3	4	2	1	1	6	3	1	1	7	4	2	4	2	4	2	3	1	1	0	2	3	4	4	5	3	0	5	0	5	2	1	4	1	2	1	0	3	5	3	1	2	4	1	10	3	1	0	4	5	5	7	0	4	0	8	0	0					
		0.25%	0.15%	0.00%	0.00%	0.47%	0.17%	0.28%	0.14%	0.25%	0.12%	0.49%	0.21%	0.09%	0.10%	0.46%	0.24%	0.17%	0.42%	0.27%	0.33%	0.39%	0.41%	0.10%	0.13%	0.00%	0.20%	0.44%	0.25%	0.25%	0.30%	0.19%	0.00%	0.31%	0.00%	0.28%	0.18%	0.07%	0.29%	0.12%	0.52%	0.12%	0.00%	0.34%	0.57%	0.45%	0.10%	0.30%	0.23%	0.08%	0.77%	0.27%	0.19%	0.00%	0.29%	0.45%	0.63%	0.46%	0.00%	0.33%	0.00%	0.47%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6188	116	44	49	74	161	115	137	48	79	139	153	127	114	163	149	90	85	87	103	60	72	120	82	46	104	62	146	158	168	148	125	163	60	156	122	112	154	67	51	74	73	89	87	64	106	68	163	66	121	107	79	55	105	97	85	165	80	85	7	148	10	45					
		9.48%	8.94%	7.21%	7.66%	8.77%	9.38%	7.99%	9.59%	12.18%	9.54%	11.46%	10.52%	11.07%	11.06%	10.75%	8.95%	7.62%	8.88%	11.80%	8.42%	11.79%	9.78%	11.48%	10.43%	10.50%	10.63%	9.04%	9.01%	9.88%	10.02%	9.55%	10.06%	10.09%	8.13%	8.79%	10.76%	8.37%	11.03%	8.10%	13.39%	8.73%	12.74%	10.18%	9.95%	9.68%	10.62%	10.23%	9.47%	5.56%	9.32%	9.57%	14.85%	10.24%	7.73%	8.65%	10.69%	10.74%	6.38%	7.05%	4.90%	8.60%	6.58%	6.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7399	123	37	62	77	155	121	133	38	81	115	131	92	113	160	221	157	123	83	174	46	93	106	80	62	102	87	202	177	208	172	146	219	101	217	119	158	131	93	32	63	45	45	111	78	123	75	262	159	172	131	50	58	194	157	85	224	206	150	8	194	10	52					
		11.33%	9.48%	6.07%	9.69%	9.12%	9.03%	8.41%	9.31%	9.64%	9.78%	9.48%	9.01%	8.02%	10.96%	10.55%	13.27%	13.29%	12.85%	11.26%	14.23%	9.04%	12.64%	10.14%	10.18%	14.16%	10.43%	12.68%	12.46%	11.06%	12.40%	11.10%	11.75%	13.55%	13.69%	12.23%	10.49%	11.81%	9.38%	11.25%	8.40%	7.43%	7.85%	5.15%	12.70%	11.80%	12.32%	11.28%	15.21%	13.40%	13.25%	11.72%	9.40%	10.80%	14.29%	13.99%	10.69%	14.58%	16.44%	12.45%	5.59%	11.28%	6.58%	7.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	561	11	4	5	5	17	16	12	2	6	12	11	13	2	19	18	9	8	4	12	5	7	15	8	1	6	4	13	8	7	16	11	17	4	9	7	6	10	10	3	9	4	11	4	6	9	4	16	5	23	6	3	3	21	13	14	22	8	10	1	10	0	6					
		0.86%	0.85%	0.66%	0.78%	0.59%	0.99%	1.11%	0.84%	0.51%	0.72%	0.99%	0.76%	1.13%	0.19%	1.25%	1.08%	0.76%	0.84%	0.54%	0.98%	0.98%	0.95%	1.44%	1.02%	0.23%	0.61%	0.58%	0.80%	0.50%	0.42%	1.03%	0.88%	1.05%	0.54%	0.51%	0.62%	0.45%	0.72%	1.21%	0.79%	1.06%	0.70%	1.26%	0.46%	0.91%	0.90%	0.60%	0.93%	0.42%	1.77%	0.54%	0.56%	0.56%	1.55%	1.16%	1.76%	1.43%	0.64%	0.83%	0.70%	0.58%	0.00%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	40186	873	466	469	587	1135	1012	895	233	521	736	950	785	659	936	893	651	535	411	678	317	437	673	511	260	579	402	938	923	972	900	672	872	457	988	655	822	858	473	255	592	391	630	525	439	634	428	1033	801	732	713	327	359	826	646	470	873	748	770	111	1093	116	540					
		61.56%	67.31%	76.39%	73.28%	69.55%	66.10%	70.38%	62.68%	59.14%	62.92%	60.68%	65.34%	68.44%	63.92%	61.74%	53.63%	55.12%	55.90%	55.77%	55.44%	62.28%	59.38%	64.40%	65.01%	59.36%	59.20%	58.60%	57.87%	57.69%	57.96%	58.06%	54.06%	53.96%	61.92%	55.66%	57.76%	61.43%	61.46%	57.19%	66.93%	69.81%	68.24%	72.08%	60.07%	66.41%	63.53%	64.36%	59.99%	67.48%	56.39%	63.77%	61.47%	66.85%	60.82%	57.58%	59.12%	56.84%	59.70%	63.90%	77.62%	63.55%	76.32%	75.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	990	15	8	0	5	20	13	32	2	13	15	16	11	11	19	35	22	13	7	25	2	8	12	9	8	18	14	27	40	33	46	28	36	9	29	23	28	20	12	2	7	8	6	11	2	8	8	28	13	20	16	3	3	30	14	28	24	13	28	1	28	3	2					
		1.52%	1.16%	1.31%	0.00%	0.59%	1.16%	0.90%	2.24%	0.51%	1.57%	1.24%	1.10%	0.96%	1.07%	1.25%	2.10%	1.86%	1.36%	0.95%	2.04%	0.39%	1.09%	1.15%	1.15%	1.83%	1.84%	2.04%	1.67%	2.50%	1.97%	2.97%	2.25%	2.23%	1.22%	1.63%	2.03%	2.09%	1.43%	1.45%	0.52%	0.83%	1.40%	0.69%	1.26%	0.30%	0.80%	1.20%	1.63%	1.10%	1.54%	1.43%	0.56%	0.56%	2.21%	1.25%	3.52%	1.56%	1.04%	2.32%	0.70%	1.63%	1.97%	0.28%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
