Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Кайбицкая																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646					
		0.14%	0.0%	0.95%	0.70%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.09%	0.52%	0.0%	0.0%	0.47%	0.16%	0.0%	0.0%	0.0%	0.83%	0.0%	0.16%	0.0%	0.0%	0.71%	0.79%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	21	0	1	0	2	0	5	0	0	1	0	0	0	3	0	1	0	0	0	5	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.0%	0.31%	0.0%	0.47%	0.0%	1.19%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.46%	0.0%	0.55%	0.0%	0.0%	0.0%	0.45%	0.52%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.62%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	8	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.30%	0.0%	0.55%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	52	0	0	0	1	1	4	1	5	0	0	4	2	6	0	0	0	0	0	2	0	1	4	0	2	2	2	4	0	9	0	0	2	0	0	0					
		0.45%	0.0%	0.0%	0.0%	0.23%	0.48%	0.95%	0.54%	1.06%	0.0%	0.0%	1.09%	0.54%	0.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.66%	2.0%	0.0%	0.33%	1.25%	1.20%	0.93%	0.0%	3.06%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	4	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	9	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.27%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.31%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	47	2	1	0	5	1	1	0	1	2	2	4	0	0	0	3	0	0	1	3	0	1	1	1	3	3	1	1	2	2	1	1	0	2	2	0					
		0.41%	0.90%	0.31%	0.0%	1.17%	0.48%	0.23%	0.0%	0.21%	0.93%	0.38%	1.09%	0.0%	0.0%	0.0%	1.65%	0.0%	0.0%	0.28%	0.27%	0.0%	0.66%	0.5%	0.47%	0.50%	1.87%	0.60%	0.23%	1.66%	0.68%	0.16%	0.22%	0.0%	1.42%	0.79%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	74	0	2	0	4	0	1	1	5	2	0	5	2	6	0	2	0	2	0	4	0	2	0	2	11	7	0	1	2	2	8	0	0	2	1	0					
		0.64%	0.0%	0.63%	0.0%	0.94%	0.0%	0.23%	0.54%	1.06%	0.93%	0.0%	1.36%	0.54%	0.92%	0.0%	1.10%	0.0%	1.18%	0.0%	0.36%	0.0%	1.33%	0.0%	0.95%	1.84%	4.37%	0.0%	0.23%	1.66%	0.68%	1.30%	0.0%	0.0%	1.42%	0.39%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	31	1	0	0	2	0	1	0	1	0	0	1	1	6	0	0	0	0	1	9	0	0	1	3	0	1	1	0	1	1	0	0	0	0	0	0					
		0.27%	0.45%	0.0%	0.0%	0.47%	0.0%	0.23%	0.0%	0.21%	0.0%	0.0%	0.27%	0.27%	0.92%	0.0%	0.0%	0.0%	0.0%	0.28%	0.82%	0.0%	0.0%	0.5%	1.43%	0.0%	0.62%	0.60%	0.0%	0.83%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	10672	214	292	136	389	198	386	176	449	204	506	334	342	539	358	169	147	163	342	997	186	144	187	171	545	140	155	400	109	274	579	429	157	135	242	478					
		93.30%	96.83%	92.69%	96.45%	91.74%	95.65%	92.56%	96.17%	95.53%	95.77%	97.87%	91.25%	92.93%	83.43%	95.46%	93.37%	100.0%	96.44%	97.99%	91.05%	97.89%	96.0%	93.5%	81.81%	91.28%	87.5%	93.37%	93.67%	90.83%	93.19%	94.76%	96.83%	95.73%	96.42%	96.03%	93.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	1	0	0	0	3	0	0	2	2	0	1	0	0	0	0	2	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.46%	0.0%	0.55%	0.0%	0.0%	0.28%	0.09%	0.0%	0.0%	0.0%	1.43%	0.0%	0.0%	1.20%	0.46%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	248	2	11	1	8	5	6	3	3	3	5	11	6	27	6	3	0	0	1	55	0	0	3	16	30	5	1	4	4	3	16	5	1	0	2	2					
		2.16%	0.90%	3.49%	0.70%	1.88%	2.41%	1.43%	1.63%	0.63%	1.40%	0.96%	3.00%	1.63%	4.17%	1.6%	1.65%	0.0%	0.0%	0.28%	5.02%	0.0%	0.0%	1.5%	7.65%	5.02%	3.12%	0.60%	0.93%	3.33%	1.02%	2.61%	1.12%	0.60%	0.0%	0.79%	0.39%					
																																										
41	Против всех	60	1	1	0	7	1	2	1	1	1	1	3	5	10	4	0	0	2	0	3	1	0	1	2	2	0	0	2	0	0	6	0	2	0	1	0					
		0.52%	0.45%	0.31%	0.0%	1.65%	0.48%	0.47%	0.54%	0.21%	0.46%	0.19%	0.81%	1.35%	1.54%	1.06%	0.0%	0.0%	1.18%	0.0%	0.27%	0.52%	0.0%	0.5%	0.95%	0.33%	0.0%	0.0%	0.46%	0.0%	0.0%	0.98%	0.0%	1.21%	0.0%	0.39%	0.0%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
