Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Ишимская городская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	188	3	3	8	4	9	3	0	7	9	2	5	12	4	6	2	23	0	5	0	5	4	3	10	3	2	4	5	3	8	6	1	5	10	2	3	1	0	8	0									
14	Число погашенных неиспользованных открепительных удостоверений	1393	52	25	29	40	39	36	36	32	40	41	34	29	39	34	27	33	37	34	34	35	37	32	33	31	40	37	36	40	34	49	44	34	34	39	32	32	41	28	34									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	2	0	2	2	1	0	1	0	1	2	1	3	2	1	1	2	1	0	1	0	3	8	2	2	0	1	1	2	2	2	0	2	2	0	2	0	2	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	279	6	14	10	5	6	4	3	3	7	6	14	7	13	7	4	11	2	9	8	3	8	23	4	10	5	15	6	12	5	8	4	6	6	4	6	1	6	6	2									
		0.65%	0.32%	1.49%	1.07%	0.38%	0.44%	0.38%	0.26%	0.37%	0.66%	0.64%	1.33%	0.81%	1.09%	0.61%	0.56%	1.22%	0.21%	0.98%	1.16%	0.37%	0.78%	1.31%	0.41%	0.99%	0.49%	1.15%	0.78%	1.16%	0.53%	0.44%	0.32%	0.52%	0.78%	0.58%	0.46%	0.12%	0.35%	0.43%	0.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	628	24	29	17	7	20	14	17	11	17	23	14	14	18	13	14	12	0	27	21	13	0	43	13	13	14	26	4	14	16	44	6	17	19	14	18	6	17	15	4									
		1.47%	1.30%	3.09%	1.81%	0.54%	1.46%	1.32%	1.49%	1.34%	1.60%	2.44%	1.33%	1.62%	1.51%	1.13%	1.96%	1.33%	0.00%	2.95%	3.05%	1.61%	0.00%	2.44%	1.33%	1.29%	1.37%	1.99%	0.52%	1.35%	1.70%	2.43%	0.47%	1.47%	2.45%	2.03%	1.38%	0.71%	0.99%	1.07%	0.31%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	402	12	30	17	8	11	8	14	7	10	16	12	7	19	6	2	5	4	12	6	10	10	36	3	4	15	7	5	9	5	11	14	17	7	6	13	3	12	4	5									
		0.94%	0.65%	3.19%	1.81%	0.61%	0.80%	0.75%	1.22%	0.85%	0.94%	1.69%	1.14%	0.81%	1.60%	0.52%	0.28%	0.56%	0.42%	1.31%	0.87%	1.24%	0.97%	2.04%	0.31%	0.40%	1.47%	0.54%	0.65%	0.87%	0.53%	0.61%	1.11%	1.47%	0.90%	0.87%	0.99%	0.36%	0.70%	0.28%	0.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28632	1279	616	587	912	875	797	746	556	673	558	670	603	769	841	430	527	773	573	319	479	658	1066	810	707	523	837	440	636	688	1185	948	791	466	441	804	670	1197	1194	988									
		66.91%	69.10%	65.53%	62.58%	70.05%	63.68%	74.91%	65.21%	67.89%	63.31%	59.11%	63.87%	69.71%	64.57%	73.13%	60.14%	58.56%	81.97%	62.62%	46.37%	59.43%	63.76%	60.53%	82.74%	70.14%	51.12%	63.99%	56.92%	61.27%	73.27%	65.54%	75.00%	68.31%	60.21%	64.10%	61.56%	79.57%	69.92%	84.98%	75.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	154	9	6	1	2	11	0	5	1	5	6	4	3	5	2	2	4	2	5	2	6	2	12	4	0	3	3	0	4	4	5	3	5	5	7	2	4	6	1	3									
		0.36%	0.49%	0.64%	0.11%	0.15%	0.80%	0.00%	0.44%	0.12%	0.47%	0.64%	0.38%	0.35%	0.42%	0.17%	0.28%	0.44%	0.21%	0.55%	0.29%	0.74%	0.19%	0.68%	0.41%	0.00%	0.29%	0.23%	0.00%	0.39%	0.43%	0.28%	0.24%	0.43%	0.65%	1.02%	0.15%	0.48%	0.35%	0.07%	0.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	67	9	10	2	0	1	0	3	1	2	0	0	0	2	1	2	1	2	0	1	1	1	4	2	2	0	0	1	7	2	1	1	2	1	0	0	3	1	1	0									
		0.16%	0.49%	1.06%	0.21%	0.00%	0.07%	0.00%	0.26%	0.12%	0.19%	0.00%	0.00%	0.00%	0.17%	0.09%	0.28%	0.11%	0.21%	0.00%	0.15%	0.12%	0.10%	0.23%	0.20%	0.20%	0.00%	0.00%	0.13%	0.67%	0.21%	0.06%	0.08%	0.17%	0.13%	0.00%	0.00%	0.36%	0.06%	0.07%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6973	335	53	148	227	292	131	191	151	225	188	195	107	199	155	140	159	75	154	138	154	182	223	44	150	251	247	200	223	138	343	186	149	169	128	281	84	303	100	155									
		16.30%	18.10%	5.64%	15.78%	17.43%	21.25%	12.31%	16.70%	18.44%	21.17%	19.92%	18.59%	12.37%	16.71%	13.48%	19.58%	17.67%	7.95%	16.83%	20.06%	19.11%	17.64%	12.66%	4.49%	14.88%	24.54%	18.88%	25.87%	21.48%	14.70%	18.97%	14.72%	12.87%	21.83%	18.60%	21.52%	9.98%	17.70%	7.12%	11.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	160	9	16	4	3	3	1	3	0	7	1	9	1	3	3	6	3	1	4	3	4	8	11	4	3	5	3	1	8	2	9	2	0	3	1	1	4	9	1	1									
		0.37%	0.49%	1.70%	0.43%	0.23%	0.22%	0.09%	0.26%	0.00%	0.66%	0.11%	0.86%	0.12%	0.25%	0.26%	0.84%	0.33%	0.11%	0.44%	0.44%	0.50%	0.78%	0.62%	0.41%	0.30%	0.49%	0.23%	0.13%	0.77%	0.21%	0.50%	0.16%	0.00%	0.39%	0.15%	0.08%	0.48%	0.53%	0.07%	0.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	215	8	8	4	6	6	3	3	4	7	8	5	5	6	9	2	6	3	7	8	3	8	13	2	5	5	10	5	5	5	13	8	3	3	3	6	0	1	5	4									
		0.50%	0.43%	0.85%	0.43%	0.46%	0.44%	0.28%	0.26%	0.49%	0.66%	0.85%	0.48%	0.58%	0.50%	0.78%	0.28%	0.67%	0.32%	0.77%	1.16%	0.37%	0.78%	0.74%	0.20%	0.50%	0.49%	0.76%	0.65%	0.48%	0.53%	0.72%	0.63%	0.26%	0.39%	0.44%	0.46%	0.00%	0.06%	0.36%	0.31%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	2	10	1	0	1	2	2	1	1	3	0	0	1	1	2	0	2	0	0	0	0	0	2	1	2	0	2	6	1	1	1	1	2	1	1	0	0	2	1									
		0.12%	0.11%	1.06%	0.11%	0.00%	0.07%	0.19%	0.17%	0.12%	0.09%	0.32%	0.00%	0.00%	0.08%	0.09%	0.28%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.10%	0.20%	0.00%	0.26%	0.58%	0.11%	0.06%	0.08%	0.09%	0.26%	0.15%	0.08%	0.00%	0.00%	0.14%	0.08%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	220	3	10	5	4	9	7	3	6	7	6	3	5	6	6	6	8	2	6	5	6	6	15	4	6	12	4	4	7	1	6	4	6	4	4	7	5	8	2	2									
		0.51%	0.16%	1.06%	0.53%	0.31%	0.66%	0.66%	0.26%	0.73%	0.66%	0.64%	0.29%	0.58%	0.50%	0.52%	0.84%	0.89%	0.21%	0.66%	0.73%	0.74%	0.58%	0.85%	0.41%	0.60%	1.17%	0.31%	0.52%	0.67%	0.11%	0.33%	0.32%	0.52%	0.52%	0.58%	0.54%	0.59%	0.47%	0.14%	0.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2715	95	85	80	89	65	52	104	40	65	58	69	58	84	55	59	87	57	70	81	72	96	191	56	52	100	80	58	63	33	88	48	69	49	39	71	30	90	36	41									
		6.35%	5.13%	9.04%	8.53%	6.84%	4.73%	4.89%	9.09%	4.88%	6.11%	6.14%	6.58%	6.71%	7.05%	4.78%	8.25%	9.67%	6.04%	7.65%	11.77%	8.93%	9.30%	10.85%	5.72%	5.16%	9.78%	6.12%	7.50%	6.07%	3.51%	4.87%	3.80%	5.96%	6.33%	5.67%	5.44%	3.56%	5.26%	2.56%	3.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	3	12	7	2	5	4	4	1	3	3	1	2	4	3	3	2	1	1	4	1	5	10	0	2	4	4	1	2	3	4	2	5	2	3	2	1	3	1	3									
		0.29%	0.16%	1.28%	0.75%	0.15%	0.36%	0.38%	0.35%	0.12%	0.28%	0.32%	0.10%	0.23%	0.34%	0.26%	0.42%	0.22%	0.11%	0.11%	0.58%	0.12%	0.48%	0.57%	0.00%	0.20%	0.39%	0.31%	0.13%	0.19%	0.32%	0.22%	0.16%	0.43%	0.26%	0.44%	0.15%	0.12%	0.18%	0.07%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1741	57	26	44	32	41	32	39	26	21	40	40	53	38	44	38	47	19	39	69	45	48	101	25	45	54	58	34	42	31	86	31	78	32	17	65	31	44	28	101									
		4.07%	3.08%	2.77%	4.69%	2.46%	2.98%	3.01%	3.41%	3.17%	1.98%	4.24%	3.81%	6.13%	3.19%	3.83%	5.31%	5.22%	2.01%	4.26%	10.03%	5.58%	4.65%	5.74%	2.55%	4.46%	5.28%	4.43%	4.40%	4.05%	3.30%	4.76%	2.45%	6.74%	4.13%	2.47%	4.98%	3.68%	2.57%	1.99%	7.71%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
