Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    район Коптево																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №3645	УИК №3646									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	766	28	34	40	42	26	13	34	28	31	38	28	23	31	25	27	33	34	38	21	51	38	23	45	26	3	6									
		3.62%	3.00%	4.20%	4.46%	4.10%	3.16%	1.95%	4.40%	2.82%	3.32%	5.47%	2.98%	2.54%	3.68%	3.15%	3.21%	4.18%	3.64%	3.91%	2.24%	5.66%	5.26%	2.65%	4.59%	3.37%	3.37%	1.80%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	344	20	12	7	22	15	9	15	18	9	5	12	16	14	13	26	12	7	7	13	16	11	15	20	16	2	12									
		1.63%	2.14%	1.48%	0.78%	2.15%	1.82%	1.35%	1.94%	1.81%	0.96%	0.72%	1.28%	1.76%	1.66%	1.64%	3.10%	1.52%	0.75%	0.72%	1.39%	1.78%	1.52%	1.73%	2.04%	2.08%	2.25%	3.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	660	36	16	28	23	23	21	27	23	37	28	37	31	19	28	31	24	46	24	23	31	28	24	23	23	2	4									
		3.12%	3.86%	1.98%	3.12%	2.24%	2.79%	3.16%	3.49%	2.32%	3.97%	4.03%	3.94%	3.42%	2.26%	3.53%	3.69%	3.04%	4.93%	2.47%	2.46%	3.44%	3.87%	2.77%	2.34%	2.98%	2.25%	1.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7161	297	269	291	406	262	261	264	325	288	268	310	280	292	284	299	287	311	319	320	329	229	278	282	238	42	130									
		33.83%	31.83%	33.21%	32.44%	39.61%	31.83%	39.25%	34.15%	32.73%	30.87%	38.56%	32.98%	30.87%	34.68%	35.77%	35.60%	36.33%	33.33%	32.82%	34.19%	36.51%	31.67%	32.06%	28.75%	30.87%	47.19%	38.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	386	21	8	11	18	20	9	13	20	24	14	22	13	19	13	10	8	12	26	18	14	12	23	21	10	2	5									
		1.82%	2.25%	0.99%	1.23%	1.76%	2.43%	1.35%	1.68%	2.01%	2.57%	2.01%	2.34%	1.43%	2.26%	1.64%	1.19%	1.01%	1.29%	2.67%	1.92%	1.55%	1.66%	2.65%	2.14%	1.30%	2.25%	1.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	71	3	1	4	5	2	4	1	5	4	1	1	1	1	1	2	2	8	5	3	2	3	4	3	3	0	2									
		0.34%	0.32%	0.12%	0.45%	0.49%	0.24%	0.60%	0.13%	0.50%	0.43%	0.14%	0.11%	0.11%	0.12%	0.13%	0.24%	0.25%	0.86%	0.51%	0.32%	0.22%	0.41%	0.46%	0.31%	0.39%	0.00%	0.60%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2681	89	106	94	118	117	106	103	126	138	110	131	106	133	91	123	99	123	109	114	98	90	97	105	79	12	64									
		12.67%	9.54%	13.09%	10.48%	11.51%	14.22%	15.94%	13.32%	12.69%	14.79%	15.83%	13.94%	11.69%	15.80%	11.46%	14.64%	12.53%	13.18%	11.21%	12.18%	10.88%	12.45%	11.19%	10.70%	10.25%	13.48%	19.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	564	31	24	25	16	18	19	15	32	40	17	21	21	22	19	17	23	18	28	25	23	23	20	39	25	0	3									
		2.66%	3.32%	2.96%	2.79%	1.56%	2.19%	2.86%	1.94%	3.22%	4.29%	2.45%	2.23%	2.32%	2.61%	2.39%	2.02%	2.91%	1.93%	2.88%	2.67%	2.55%	3.18%	2.31%	3.98%	3.24%	0.00%	0.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	792	28	38	28	35	37	20	37	41	32	15	22	36	33	44	30	26	28	53	36	28	20	35	55	27	6	2									
		3.74%	3.00%	4.69%	3.12%	3.41%	4.50%	3.01%	4.79%	4.13%	3.43%	2.16%	2.34%	3.97%	3.92%	5.54%	3.57%	3.29%	3.00%	5.45%	3.85%	3.11%	2.77%	4.04%	5.61%	3.50%	6.74%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	54	1	3	1	5	2	2	3	2	0	2	2	5	2	0	0	2	2	3	2	6	2	1	3	2	0	1									
		0.26%	0.11%	0.37%	0.11%	0.49%	0.24%	0.30%	0.39%	0.20%	0.00%	0.29%	0.21%	0.55%	0.24%	0.00%	0.00%	0.25%	0.21%	0.31%	0.21%	0.67%	0.28%	0.12%	0.31%	0.26%	0.00%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2145	117	105	106	70	79	37	76	118	125	36	87	81	78	92	89	61	100	116	86	65	69	115	128	100	3	6									
		10.13%	12.54%	12.96%	11.82%	6.83%	9.60%	5.56%	9.83%	11.88%	13.40%	5.18%	9.26%	8.93%	9.26%	11.59%	10.60%	7.72%	10.72%	11.93%	9.19%	7.21%	9.54%	13.26%	13.05%	12.97%	3.37%	1.80%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2987	156	115	140	139	125	81	91	129	120	95	135	164	113	96	97	119	131	119	154	124	104	123	133	111	12	61									
		14.11%	16.72%	14.20%	15.61%	13.56%	15.19%	12.18%	11.77%	12.99%	12.86%	13.67%	14.36%	18.08%	13.42%	12.09%	11.55%	15.06%	14.04%	12.24%	16.45%	13.76%	14.38%	14.19%	13.56%	14.40%	13.48%	18.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	99	4	3	2	6	3	4	3	3	3	7	3	6	4	7	5	5	3	3	7	1	2	4	4	5	1	1									
		0.47%	0.43%	0.37%	0.22%	0.59%	0.36%	0.60%	0.39%	0.30%	0.32%	1.01%	0.32%	0.66%	0.48%	0.88%	0.60%	0.63%	0.32%	0.31%	0.75%	0.11%	0.28%	0.46%	0.41%	0.65%	1.12%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2050	93	67	109	98	84	69	69	102	62	49	105	110	68	66	70	59	95	106	88	99	74	86	101	90	4	27									
		9.68%	9.97%	8.27%	12.15%	9.56%	10.21%	10.38%	8.93%	10.27%	6.65%	7.05%	11.17%	12.13%	8.08%	8.31%	8.33%	7.47%	10.18%	10.91%	9.40%	10.99%	10.24%	9.92%	10.30%	11.67%	4.49%	8.08%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
