Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Кимрская городская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	1528	1	49	58	62	60	62	49	43	60	52	44	69	55	86	71	98	94	126	127	94	73	95					
		6.96%	4.00%	4.80%	5.70%	6.14%	7.26%	7.02%	5.57%	5.10%	6.20%	5.64%	4.02%	6.51%	6.31%	7.91%	7.74%	9.56%	7.49%	9.60%	9.91%	8.24%	6.18%	7.18%					
19	. Малышкин Олег Александрович	347	0	18	17	15	10	23	10	10	16	15	24	18	16	25	14	12	14	13	13	16	25	23					
		1.58%	0.00%	1.76%	1.67%	1.49%	1.21%	2.60%	1.14%	1.19%	1.65%	1.63%	2.19%	1.70%	1.83%	2.30%	1.53%	1.17%	1.12%	0.99%	1.01%	1.40%	2.12%	1.74%					
20	. Миронов Сергей Михайлович	164	1	8	4	8	6	4	7	8	5	8	6	11	4	13	7	7	14	11	10	8	3	11					
		0.75%	4.00%	0.78%	0.39%	0.79%	0.73%	0.45%	0.80%	0.95%	0.52%	0.87%	0.55%	1.04%	0.46%	1.20%	0.76%	0.68%	1.12%	0.84%	0.78%	0.70%	0.25%	0.83%					
21	. Путин Владимир Владимирович	14607	20	720	741	731	589	606	608	615	679	663	794	717	593	673	562	599	789	767	735	723	848	835					
		66.56%	80.00%	70.59%	72.86%	72.45%	71.22%	68.63%	69.09%	72.95%	70.22%	71.91%	72.51%	67.64%	68.00%	61.91%	61.29%	58.44%	62.87%	58.42%	57.38%	63.37%	71.80%	63.07%					
22	. Хакамада Ирина Муцуовна	649	0	24	19	20	25	12	26	22	25	29	16	42	31	40	34	35	48	38	62	41	28	32					
		2.96%	0.00%	2.35%	1.87%	1.98%	3.02%	1.36%	2.95%	2.61%	2.59%	3.15%	1.46%	3.96%	3.56%	3.68%	3.71%	3.41%	3.82%	2.89%	4.84%	3.59%	2.37%	2.42%					
23	. Харитонов Николай Михайлович	3628	2	156	126	154	114	140	139	114	148	125	169	149	135	195	191	207	231	279	275	190	138	251					
		16.53%	8.00%	15.29%	12.39%	15.26%	13.78%	15.86%	15.80%	13.52%	15.31%	13.56%	15.43%	14.06%	15.48%	17.94%	20.83%	20.20%	18.41%	21.25%	21.47%	16.65%	11.69%	18.96%					
																													
24	Против всех	892	1	37	47	13	21	30	34	23	30	26	35	46	29	45	34	62	63	74	53	62	58	69					
		4.06%	4.00%	3.63%	4.62%	1.29%	2.54%	3.40%	3.86%	2.73%	3.10%	2.82%	3.20%	4.34%	3.33%	4.14%	3.71%	6.05%	5.02%	5.64%	4.14%	5.43%	4.91%	5.21%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
