Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																						
Дата голосования: 18.09.2016																						
																						
Наименование Избирательной комиссии:    Палехская																						
																						
Сводная таблица итогов голосования по федеральному избирательному округу																						
																						
		Сумма	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	108	3	9	7	9	6	3	4	9	18	24	16									
		2.77%	1.96%	3.05%	3.21%	3.60%	5.04%	2.40%	2.08%	4.25%	3.22%	2.58%	1.89%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1606	67	137	99	113	60	55	100	111	230	339	295									
		41.19%	43.79%	46.44%	45.41%	45.20%	50.42%	44.00%	52.08%	52.36%	41.14%	36.41%	34.91%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	46	5	0	0	5	0	1	2	1	9	11	12									
		1.18%	3.27%	0.00%	0.00%	2.00%	0.00%	0.80%	1.04%	0.47%	1.61%	1.18%	1.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	1	2	0	1	1	3	0	0	2									
		0.26%	0.00%	0.00%	0.46%	0.80%	0.00%	0.80%	0.52%	1.42%	0.00%	0.00%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	705	28	63	52	63	20	24	34	30	98	148	145									
		18.08%	18.30%	21.36%	23.85%	25.20%	16.81%	19.20%	17.71%	14.15%	17.53%	15.90%	17.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	2	1	1	0	0	5	0	0	0	5	6									
		0.51%	1.31%	0.34%	0.46%	0.00%	0.00%	4.00%	0.00%	0.00%	0.00%	0.54%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	1	0	0	3	2	2	0	1	2	2	5									
		0.46%	0.65%	0.00%	0.00%	1.20%	1.68%	1.60%	0.00%	0.47%	0.36%	0.21%	0.59%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	1	1	0	0	0	0	2	0									
		0.10%	0.00%	0.00%	0.00%	0.40%	0.84%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	1	0	1	0	0	0	3	6	8	6	17									
		1.08%	0.65%	0.00%	0.46%	0.00%	0.00%	0.00%	1.56%	2.83%	1.43%	0.64%	2.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	874	36	51	30	30	21	22	31	24	124	279	226									
		22.42%	23.53%	17.29%	13.76%	12.00%	17.65%	17.60%	16.15%	11.32%	22.18%	29.97%	26.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	2	1	1	1	0	0	2	2	8	5									
		0.56%	0.00%	0.68%	0.46%	0.40%	0.84%	0.00%	0.00%	0.94%	0.36%	0.86%	0.59%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	171	7	17	13	13	1	3	7	15	21	34	40									
		4.39%	4.58%	5.76%	5.96%	5.20%	0.84%	2.40%	3.65%	7.08%	3.76%	3.65%	4.73%									
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
