Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Конаковская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	544	3	15	17	5	10	5	10	15	13	13	10	21	17	14	30	20	18	11	0	15	15	8	0	10	15	8	10	5	10	8	10	10	10	10	10	10	8	11	10	10	5	5	5	1	5	8	5	5	5	10	10	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	393	2	12	17	5	10	4	5	14	9	11	9	17	13	13	19	19	17	9	0	15	15	7	0	10	15	8	7	3	10	2	3	5	0	4	8	3	3	9	10	5	1	3	5	1	1	8	0	3	0	7	2	10	2	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	418	9	9	8	6	9	4	1	3	2	7	5	5	9	3	7	4	10	3	1	9	7	2	2	3	6	14	2	4	0	5	6	7	5	12	11	4	4	2	2	4	10	14	112	17	0	9	0	3	1	6	9	6	9	1	4	1					
14	Число погашенных открепительных удостоверений	151	1	3	0	0	0	1	5	1	4	2	1	4	4	1	11	1	1	2	0	0	0	1	0	0	0	0	3	2	0	6	7	5	10	6	2	7	5	2	0	5	4	2	0	0	4	0	5	2	5	3	8	0	3	4	3	5					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	698	5	14	9	18	7	7	4	20	12	14	14	18	20	13	15	17	13	9	6	11	14	13	1	27	13	8	0	6	17	20	43	31	8	23	31	27	10	8	23	24	13	2	8	15	2	11	0	3	4	15	12	15	1	0	3	1					
		1.67%	0.74%	1.6%	0.78%	1.87%	0.96%	1.25%	1.32%	1.47%	0.97%	0.90%	1.44%	1.09%	1.35%	0.94%	1.24%	1.22%	0.90%	0.86%	12.24%	0.83%	1.39%	2.24%	0.49%	2.26%	1.48%	0.91%	0.0%	0.66%	1.82%	3.35%	6.04%	4.78%	1.45%	2.73%	2.49%	2.90%	1.48%	1.76%	2.54%	3.96%	3.17%	0.87%	2.27%	3.41%	1.86%	1.75%	0.0%	2.25%	4.81%	1.24%	1.92%	2.01%	0.68%	0.0%	1.41%	2.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1618	10	31	46	29	39	24	5	70	71	59	42	116	80	75	79	57	79	61	1	42	27	11	3	62	20	27	4	17	22	12	15	22	24	35	38	16	12	12	34	7	12	9	21	26	15	21	3	3	2	21	10	22	3	3	9	2					
		3.87%	1.48%	3.54%	4.01%	3.01%	5.35%	4.31%	1.65%	5.16%	5.75%	3.79%	4.32%	7.08%	5.43%	5.46%	6.57%	4.11%	5.52%	5.89%	2.04%	3.19%	2.69%	1.89%	1.48%	5.21%	2.28%	3.08%	2.45%	1.87%	2.36%	2.01%	2.10%	3.39%	4.37%	4.16%	3.05%	1.72%	1.78%	2.65%	3.76%	1.15%	2.93%	3.94%	5.96%	5.92%	14.01%	3.35%	2.38%	2.25%	2.40%	1.74%	1.60%	2.94%	2.05%	1.82%	4.24%	4.08%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1305	40	29	32	45	22	22	13	52	51	50	37	32	44	31	22	36	27	39	1	47	33	15	17	32	48	22	4	31	33	26	27	24	17	29	18	27	16	11	16	11	7	9	15	16	6	18	9	3	3	21	16	25	9	11	3	5					
		3.12%	5.94%	3.31%	2.79%	4.67%	3.02%	3.95%	4.30%	3.84%	4.13%	3.21%	3.81%	1.95%	2.98%	2.25%	1.83%	2.59%	1.88%	3.76%	2.04%	3.57%	3.29%	2.59%	8.41%	2.68%	5.47%	2.51%	2.45%	3.42%	3.54%	4.36%	3.79%	3.70%	3.10%	3.45%	1.44%	2.90%	2.38%	2.43%	1.77%	1.81%	1.71%	3.94%	4.26%	3.64%	5.60%	2.87%	7.14%	2.25%	3.61%	1.74%	2.57%	3.35%	6.16%	6.70%	1.41%	10.20%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1656	21	42	61	24	44	18	5	51	65	88	37	83	58	59	55	62	75	62	2	64	44	18	6	58	51	53	4	26	21	22	16	16	37	25	40	15	7	9	19	13	7	10	15	21	8	22	7	2	1	33	27	13	2	5	5	2					
		3.96%	3.12%	4.8%	5.32%	2.49%	6.04%	3.23%	1.65%	3.76%	5.27%	5.66%	3.81%	5.06%	3.93%	4.29%	4.57%	4.47%	5.24%	5.99%	4.08%	4.86%	4.38%	3.10%	2.97%	4.87%	5.81%	6.05%	2.45%	2.86%	2.25%	3.69%	2.25%	2.46%	6.75%	2.97%	3.21%	1.61%	1.04%	1.99%	2.10%	2.14%	1.71%	4.38%	4.26%	4.78%	7.47%	3.51%	5.55%	1.50%	1.20%	2.74%	4.34%	1.74%	1.36%	3.04%	2.35%	4.08%					
22	"5. ""За Русь Святую"""	350	8	1	10	7	10	9	1	5	9	20	11	9	13	8	14	11	10	14	0	14	12	6	1	9	10	6	7	10	5	4	3	2	3	3	8	0	10	1	10	4	10	2	6	2	0	1	1	1	0	3	6	11	4	1	4	0					
		0.83%	1.18%	0.11%	0.87%	0.72%	1.37%	1.61%	0.33%	0.36%	0.72%	1.28%	1.13%	0.54%	0.88%	0.58%	1.16%	0.79%	0.69%	1.35%	0.0%	1.06%	1.19%	1.03%	0.49%	0.75%	1.14%	0.68%	4.29%	1.10%	0.53%	0.67%	0.42%	0.30%	0.54%	0.35%	0.64%	0.0%	1.48%	0.22%	1.10%	0.66%	2.44%	0.87%	1.70%	0.45%	0.0%	0.15%	0.79%	0.75%	0.0%	0.24%	0.96%	1.47%	2.73%	0.60%	1.88%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	106	3	7	2	0	1	2	0	2	3	4	8	2	3	6	4	2	4	0	0	4	1	2	2	1	0	3	1	1	4	3	2	2	1	1	8	0	4	1	0	2	0	0	1	1	1	2	0	0	1	1	0	1	0	1	1	0					
		0.25%	0.44%	0.8%	0.17%	0.0%	0.13%	0.35%	0.0%	0.14%	0.24%	0.25%	0.82%	0.12%	0.20%	0.43%	0.33%	0.14%	0.27%	0.0%	0.0%	0.30%	0.09%	0.34%	0.99%	0.08%	0.0%	0.34%	0.61%	0.11%	0.42%	0.50%	0.28%	0.30%	0.18%	0.11%	0.64%	0.0%	0.59%	0.22%	0.0%	0.33%	0.0%	0.0%	0.28%	0.22%	0.93%	0.31%	0.0%	0.0%	1.20%	0.08%	0.0%	0.13%	0.0%	0.60%	0.47%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	367	10	14	8	7	3	3	1	12	10	14	10	14	12	21	10	19	21	9	0	5	11	5	8	11	5	8	2	2	4	2	1	10	11	6	18	6	1	2	9	5	5	2	3	1	0	4	0	2	0	5	8	3	1	3	0	0					
		0.87%	1.48%	1.6%	0.69%	0.72%	0.41%	0.53%	0.33%	0.88%	0.81%	0.90%	1.02%	0.85%	0.81%	1.52%	0.83%	1.37%	1.46%	0.86%	0.0%	0.37%	1.09%	0.86%	3.96%	0.92%	0.57%	0.91%	1.22%	0.22%	0.42%	0.33%	0.14%	1.54%	2.00%	0.71%	1.44%	0.64%	0.14%	0.44%	0.99%	0.82%	1.22%	0.87%	0.85%	0.22%	0.0%	0.63%	0.0%	1.50%	0.0%	0.41%	1.28%	0.40%	0.68%	1.82%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	50	0	1	2	2	3	2	0	2	5	0	0	2	0	0	1	2	0	1	0	3	2	0	1	2	0	0	0	1	1	1	2	3	0	0	0	1	2	0	3	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0					
		0.11%	0.0%	0.11%	0.17%	0.20%	0.41%	0.35%	0.0%	0.14%	0.40%	0.0%	0.0%	0.12%	0.0%	0.0%	0.08%	0.14%	0.0%	0.09%	0.0%	0.22%	0.19%	0.0%	0.49%	0.16%	0.0%	0.0%	0.0%	0.11%	0.10%	0.16%	0.28%	0.46%	0.0%	0.0%	0.0%	0.10%	0.29%	0.0%	0.33%	0.0%	0.24%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.68%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	172	4	8	4	1	3	5	1	8	6	8	7	1	7	7	2	9	5	3	0	5	2	2	0	4	5	2	1	7	5	5	0	1	0	2	4	3	2	1	5	2	1	1	2	2	2	0	0	0	0	7	3	3	0	1	2	1					
		0.41%	0.59%	0.91%	0.34%	0.10%	0.41%	0.89%	0.33%	0.59%	0.48%	0.51%	0.72%	0.06%	0.47%	0.50%	0.16%	0.64%	0.34%	0.28%	0.0%	0.37%	0.19%	0.34%	0.0%	0.33%	0.57%	0.22%	0.61%	0.77%	0.53%	0.83%	0.0%	0.15%	0.0%	0.23%	0.32%	0.32%	0.29%	0.22%	0.55%	0.33%	0.24%	0.43%	0.56%	0.45%	1.86%	0.0%	0.0%	0.0%	0.0%	0.58%	0.48%	0.40%	0.0%	0.60%	0.94%	2.04%					
27	"10. ""Аграрная партия России"""	1707	22	34	26	27	17	20	8	47	38	55	30	41	49	46	38	37	40	33	0	44	56	20	5	54	37	23	5	25	37	18	27	16	34	42	28	38	60	45	70	27	33	3	14	32	6	31	15	5	5	110	58	48	9	6	6	7					
		4.08%	3.26%	3.88%	2.26%	2.80%	2.33%	3.59%	2.64%	3.47%	3.08%	3.54%	3.08%	2.50%	3.32%	3.35%	3.16%	2.67%	2.79%	3.18%	0.0%	3.34%	5.58%	3.45%	2.47%	4.53%	4.21%	2.62%	3.06%	2.75%	3.97%	3.02%	3.79%	2.46%	6.20%	5.0%	2.25%	4.09%	8.92%	9.95%	7.76%	4.46%	8.06%	1.31%	3.97%	7.28%	5.60%	4.95%	11.90%	3.75%	6.02%	9.15%	9.32%	6.43%	6.16%	3.65%	2.83%	14.28%					
28	"11. ""Истинные патриоты России"""	25	0	2	2	0	0	0	0	0	1	0	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0					
		0.05%	0.0%	0.22%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.10%	0.06%	0.0%	0.0%	0.08%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.14%	0.0%	0.11%	0.0%	0.24%	0.0%	0.0%	0.22%	0.0%	0.15%	0.0%	0.75%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	635	7	18	13	13	14	5	7	15	21	19	11	16	15	12	13	21	26	23	0	26	15	18	3	15	12	13	3	21	11	6	6	13	13	18	16	18	5	9	15	12	3	4	4	7	9	13	4	2	1	22	9	15	0	1	2	2					
		1.52%	1.04%	2.05%	1.13%	1.35%	1.92%	0.89%	2.31%	1.10%	1.70%	1.22%	1.13%	0.97%	1.01%	0.87%	1.08%	1.51%	1.81%	2.22%	0.0%	1.97%	1.49%	3.10%	1.48%	1.26%	1.36%	1.48%	1.84%	2.31%	1.18%	1.00%	0.84%	2.00%	2.37%	2.14%	1.28%	1.93%	0.74%	1.99%	1.66%	1.98%	0.73%	1.75%	1.13%	1.59%	8.41%	2.07%	3.17%	1.50%	1.20%	1.83%	1.44%	2.01%	0.0%	0.60%	0.94%	4.08%					
30	"13. ""Демократическая партия России"""	112	1	1	0	5	1	2	1	4	1	8	3	3	2	4	1	4	4	3	0	4	6	2	0	3	0	3	1	4	5	1	2	4	0	2	4	2	3	0	3	2	1	1	1	1	0	1	0	3	0	1	2	1	0	0	1	0					
		0.26%	0.14%	0.11%	0.0%	0.51%	0.13%	0.35%	0.33%	0.29%	0.08%	0.51%	0.30%	0.18%	0.13%	0.29%	0.08%	0.28%	0.27%	0.28%	0.0%	0.30%	0.59%	0.34%	0.0%	0.25%	0.0%	0.34%	0.61%	0.44%	0.53%	0.16%	0.28%	0.61%	0.0%	0.23%	0.32%	0.21%	0.44%	0.0%	0.33%	0.33%	0.24%	0.43%	0.28%	0.22%	0.0%	0.15%	0.0%	2.25%	0.0%	0.08%	0.32%	0.13%	0.0%	0.0%	0.47%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	92	1	0	1	1	0	1	0	2	3	1	0	7	5	2	3	3	2	6	0	2	2	2	0	0	1	0	0	0	4	3	3	0	1	0	3	2	2	3	4	4	4	0	0	3	0	2	0	0	0	2	1	2	2	0	1	1					
		0.22%	0.14%	0.0%	0.08%	0.10%	0.0%	0.17%	0.0%	0.14%	0.24%	0.06%	0.0%	0.42%	0.33%	0.14%	0.24%	0.21%	0.13%	0.57%	0.0%	0.15%	0.19%	0.34%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.42%	0.50%	0.42%	0.0%	0.18%	0.0%	0.24%	0.21%	0.29%	0.66%	0.44%	0.66%	0.97%	0.0%	0.0%	0.68%	0.0%	0.31%	0.0%	0.0%	0.0%	0.16%	0.16%	0.26%	1.36%	0.0%	0.47%	2.04%					
32	"15. ""Партия СЛОН"""	79	0	1	4	1	0	0	0	4	5	3	1	5	4	1	1	6	0	4	0	1	0	1	0	5	1	3	0	2	0	0	3	3	0	1	2	2	1	1	1	0	1	0	0	0	3	2	0	0	0	2	4	0	0	0	0	0					
		0.18%	0.0%	0.11%	0.34%	0.10%	0.0%	0.0%	0.0%	0.29%	0.40%	0.19%	0.10%	0.30%	0.27%	0.07%	0.08%	0.43%	0.0%	0.38%	0.0%	0.07%	0.0%	0.17%	0.0%	0.42%	0.11%	0.34%	0.0%	0.22%	0.0%	0.0%	0.42%	0.46%	0.0%	0.11%	0.16%	0.21%	0.14%	0.22%	0.11%	0.0%	0.24%	0.0%	0.0%	0.0%	2.80%	0.31%	0.0%	0.0%	0.0%	0.16%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5294	83	89	121	113	80	81	29	190	133	229	165	220	173	191	136	166	215	139	5	242	182	81	36	220	134	194	29	95	106	84	76	87	83	79	98	102	75	40	47	82	54	47	52	30	18	35	11	14	2	108	63	67	19	14	28	2					
		12.67%	12.33%	10.17%	10.55%	11.74%	10.98%	14.56%	9.60%	14.03%	10.78%	14.74%	16.99%	13.43%	11.74%	13.91%	11.32%	11.98%	15.02%	13.42%	10.20%	18.38%	18.14%	13.98%	17.82%	18.48%	15.27%	22.17%	17.79%	10.48%	11.38%	14.09%	10.68%	13.42%	15.14%	9.40%	7.87%	10.99%	11.16%	8.84%	5.21%	13.55%	13.20%	20.61%	14.77%	6.83%	16.82%	5.59%	8.73%	10.52%	2.40%	8.98%	10.12%	8.98%	13.01%	8.53%	13.20%	4.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	105	2	1	7	2	1	2	1	3	1	6	2	1	2	3	2	2	6	3	1	2	1	2	1	3	2	0	1	1	2	0	1	4	2	1	2	1	5	2	3	3	3	1	0	2	0	1	1	0	0	3	4	3	0	0	0	0					
		0.25%	0.29%	0.11%	0.61%	0.20%	0.13%	0.35%	0.33%	0.22%	0.08%	0.38%	0.20%	0.06%	0.13%	0.21%	0.16%	0.14%	0.41%	0.28%	2.04%	0.15%	0.09%	0.34%	0.49%	0.25%	0.22%	0.0%	0.61%	0.11%	0.21%	0.0%	0.14%	0.61%	0.36%	0.11%	0.16%	0.10%	0.74%	0.44%	0.33%	0.49%	0.73%	0.43%	0.0%	0.45%	0.0%	0.15%	0.79%	0.0%	0.0%	0.24%	0.64%	0.40%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4625	86	91	162	109	82	67	46	167	114	142	90	207	152	159	147	179	194	93	5	121	100	70	23	125	70	92	24	101	94	58	60	51	34	94	186	122	57	34	102	75	58	15	13	71	8	77	15	14	21	142	60	69	15	26	30	6					
		11.07%	12.77%	10.4%	14.13%	11.33%	11.26%	12.05%	15.23%	12.33%	9.24%	9.14%	9.26%	12.63%	10.31%	11.58%	12.23%	12.92%	13.55%	8.98%	10.20%	9.19%	9.97%	12.08%	11.38%	10.50%	7.98%	10.51%	14.72%	11.14%	10.09%	9.73%	8.43%	7.87%	6.20%	11.19%	14.95%	13.14%	8.48%	7.52%	11.30%	12.39%	14.18%	6.57%	3.69%	16.17%	7.47%	12.30%	11.90%	10.52%	25.30%	11.81%	9.64%	9.24%	10.27%	15.85%	14.15%	12.24%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	749	14	12	20	12	14	8	7	0	20	13	18	22	22	23	28	26	13	17	0	35	25	16	6	25	29	20	1	14	30	12	12	9	11	16	18	15	11	7	21	19	7	5	8	12	1	14	2	2	0	23	16	10	1	3	3	1					
		1.79%	2.08%	1.37%	1.74%	1.24%	1.92%	1.43%	2.31%	0.0%	1.62%	0.83%	1.85%	1.34%	1.49%	1.67%	2.33%	1.87%	0.90%	1.64%	0.0%	2.65%	2.49%	2.76%	2.97%	2.10%	3.30%	2.28%	0.61%	1.54%	3.22%	2.01%	1.68%	1.38%	2.00%	1.90%	1.44%	1.61%	1.63%	1.54%	2.32%	3.14%	1.71%	2.19%	2.27%	2.73%	0.93%	2.23%	1.58%	1.50%	0.0%	1.91%	2.57%	1.34%	0.68%	1.82%	1.41%	2.04%					
37	"20. ""Политическая партия ""Единая Россия"""	15043	230	347	422	387	241	180	116	485	473	542	348	601	596	531	467	508	465	332	16	422	336	195	54	330	293	269	59	358	338	202	271	244	191	304	531	324	188	157	379	221	143	82	122	139	14	216	44	43	38	497	232	293	57	68	87	15					
		36.01%	34.17%	39.65%	36.82%	40.22%	33.10%	32.37%	38.41%	35.81%	38.36%	34.90%	35.83%	36.69%	40.46%	38.67%	38.88%	36.67%	32.49%	32.07%	32.65%	32.06%	33.49%	33.67%	26.73%	27.73%	33.40%	30.74%	36.19%	39.51%	36.30%	33.89%	38.11%	37.65%	34.85%	36.19%	42.68%	34.91%	27.97%	34.73%	42.01%	36.52%	34.96%	35.96%	34.65%	31.66%	13.08%	34.50%	34.92%	32.33%	45.78%	41.34%	37.29%	39.27%	39.04%	41.46%	41.03%	30.61%					
38	"21. ""Российская Конституционно-демократическая партия"""	64	0	1	3	1	2	0	0	4	1	1	2	4	0	3	2	1	1	0	0	0	1	2	1	2	2	2	0	0	4	3	0	1	0	0	2	0	3	1	1	0	1	0	3	0	1	3	0	0	0	3	0	1	0	1	0	0					
		0.15%	0.0%	0.11%	0.26%	0.10%	0.27%	0.0%	0.0%	0.29%	0.08%	0.06%	0.20%	0.24%	0.0%	0.21%	0.16%	0.07%	0.06%	0.0%	0.0%	0.0%	0.09%	0.34%	0.49%	0.16%	0.22%	0.22%	0.0%	0.0%	0.42%	0.50%	0.0%	0.15%	0.0%	0.0%	0.16%	0.0%	0.44%	0.22%	0.11%	0.0%	0.24%	0.0%	0.85%	0.0%	0.93%	0.47%	0.0%	0.0%	0.0%	0.24%	0.0%	0.13%	0.0%	0.60%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	63	2	0	2	0	3	1	0	3	1	1	2	1	3	1	4	3	4	3	1	4	0	0	0	3	2	0	1	0	2	1	0	3	0	3	2	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.15%	0.29%	0.0%	0.17%	0.0%	0.41%	0.17%	0.0%	0.22%	0.08%	0.06%	0.20%	0.06%	0.20%	0.07%	0.33%	0.21%	0.27%	0.28%	2.04%	0.30%	0.0%	0.0%	0.0%	0.25%	0.22%	0.0%	0.61%	0.0%	0.21%	0.16%	0.0%	0.46%	0.0%	0.35%	0.16%	0.0%	0.29%	0.0%	0.11%	0.33%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4332	94	86	123	90	110	73	35	149	135	186	85	148	139	111	91	139	144	116	7	137	96	65	20	140	102	82	13	113	115	77	80	64	56	103	118	119	57	58	70	51	22	15	48	32	5	112	7	22	4	102	47	68	14	15	19	3					
		10.37%	13.96%	9.82%	10.73%	9.35%	15.10%	13.12%	11.58%	11.00%	10.94%	11.97%	8.75%	9.03%	9.43%	8.08%	7.57%	10.03%	10.06%	11.20%	14.28%	10.41%	9.57%	11.22%	9.90%	11.76%	11.63%	9.37%	7.97%	12.47%	12.35%	12.91%	11.25%	9.87%	10.21%	12.26%	9.48%	12.82%	8.48%	12.83%	7.76%	8.42%	5.37%	6.57%	13.63%	7.28%	4.67%	17.89%	5.55%	16.54%	4.81%	8.48%	7.55%	9.11%	9.58%	9.14%	8.96%	6.12%					
																																																															
41	Против всех	1744	13	32	53	39	28	18	15	42	43	63	35	67	52	34	53	61	70	49	4	61	29	29	11	54	32	38	3	53	38	30	33	19	14	29	51	57	33	39	45	17	12	19	12	20	3	28	4	6	1	67	29	39	6	5	7	0					
		4.17%	1.93%	3.65%	4.62%	4.05%	3.84%	3.23%	4.96%	3.10%	3.48%	4.05%	3.60%	4.09%	3.53%	2.47%	4.41%	4.40%	4.89%	4.73%	8.16%	4.63%	2.89%	5.00%	5.44%	4.53%	3.64%	4.34%	1.84%	5.84%	4.08%	5.03%	4.64%	2.93%	2.55%	3.45%	4.09%	6.14%	4.91%	8.62%	4.98%	2.80%	2.93%	8.33%	3.40%	4.55%	2.80%	4.47%	3.17%	4.51%	1.20%	5.57%	4.66%	5.22%	4.10%	3.04%	3.30%	0.0%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
