Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Кронштадтская №15																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969					
		4.83%	5.17%	2.98%	5.17%	5.59%	2.75%	4.69%	4.98%	4.22%	3.75%	5.27%	3.96%	8.48%	5.26%	5.99%					
22	"5. ""За Русь Святую"""	81	5	7	8	6	10	6	6	10	4	6	4	0	4	5					
		0.50%	0.43%	0.58%	0.71%	0.48%	0.91%	0.46%	0.40%	0.82%	0.34%	0.58%	0.30%	0.0%	0.40%	0.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	6	6	5	3	4	8	3	1	5	3	6	6	3	0					
		0.36%	0.52%	0.49%	0.44%	0.24%	0.36%	0.61%	0.20%	0.08%	0.43%	0.29%	0.45%	0.55%	0.30%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	134	15	5	10	13	22	5	8	9	6	8	10	6	10	7					
		0.82%	1.31%	0.41%	0.89%	1.05%	2.02%	0.38%	0.53%	0.74%	0.52%	0.78%	0.76%	0.55%	1.01%	0.82%					
25	"8. ""Народно-республиканская партия России"""	16	1	1	0	0	2	2	2	1	0	1	3	2	1	0					
		0.09%	0.08%	0.08%	0.0%	0.0%	0.18%	0.15%	0.13%	0.08%	0.0%	0.09%	0.22%	0.18%	0.10%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	91	3	5	6	10	12	9	7	5	5	3	7	5	8	6					
		0.56%	0.26%	0.41%	0.53%	0.81%	1.10%	0.69%	0.47%	0.41%	0.43%	0.29%	0.53%	0.46%	0.81%	0.70%					
27	"10. ""Аграрная партия России"""	408	17	24	31	126	12	20	36	23	24	20	17	18	19	21					
		2.52%	1.49%	1.99%	2.76%	10.21%	1.10%	1.54%	2.42%	1.90%	2.09%	1.95%	1.29%	1.67%	1.92%	2.46%					
28	"11. ""Истинные патриоты России"""	16	0	0	1	4	1	2	2	1	1	1	3	0	0	0					
		0.09%	0.0%	0.0%	0.08%	0.32%	0.09%	0.15%	0.13%	0.08%	0.08%	0.09%	0.22%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	160	12	9	15	5	11	11	25	16	9	5	13	11	10	8					
		0.99%	1.05%	0.74%	1.33%	0.40%	1.01%	0.84%	1.68%	1.32%	0.78%	0.48%	0.99%	1.02%	1.01%	0.94%					
30	"13. ""Демократическая партия России"""	21	0	2	1	1	2	2	1	2	3	0	1	2	4	0					
		0.12%	0.0%	0.16%	0.08%	0.08%	0.18%	0.15%	0.06%	0.16%	0.26%	0.0%	0.07%	0.18%	0.40%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	3	3	2	2	4	1	1	1	1	5	2	2	0	2					
		0.17%	0.26%	0.24%	0.17%	0.16%	0.36%	0.07%	0.06%	0.08%	0.08%	0.48%	0.15%	0.18%	0.0%	0.23%					
32	"15. ""Партия СЛОН"""	26	2	5	2	2	2	2	1	1	1	0	4	3	1	0					
		0.16%	0.17%	0.41%	0.17%	0.16%	0.18%	0.15%	0.06%	0.08%	0.08%	0.0%	0.30%	0.27%	0.10%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3105	200	248	203	262	154	288	318	242	236	173	256	173	217	135					
		19.21%	17.55%	20.58%	18.10%	21.24%	14.16%	22.18%	21.44%	20.06%	20.59%	16.91%	19.54%	16.13%	21.98%	15.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	0	5	1	1	5	2	1	0	2	0	1	2	2	1					
		0.14%	0.0%	0.41%	0.08%	0.08%	0.45%	0.15%	0.06%	0.0%	0.17%	0.0%	0.07%	0.18%	0.20%	0.11%					
35	"18. ""ЛДПР"""	1732	137	147	97	133	171	103	127	120	114	106	152	125	92	108					
		10.71%	12.02%	12.19%	8.65%	10.78%	15.73%	7.93%	8.56%	9.95%	9.94%	10.36%	11.60%	11.66%	9.32%	12.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	446	26	40	40	18	23	38	51	33	35	36	36	19	31	20					
		2.75%	2.28%	3.31%	3.56%	1.45%	2.11%	2.92%	3.43%	2.73%	3.05%	3.51%	2.74%	1.77%	3.14%	2.35%					
37	"20. ""Политическая партия ""Единая Россия"""	4943	345	390	338	287	317	405	464	375	353	333	417	344	308	267					
		30.58%	30.28%	32.36%	30.15%	23.27%	29.16%	31.20%	31.28%	31.09%	30.80%	32.55%	31.83%	32.08%	31.20%	31.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	1	0	3	1	2	3	3	3	2	3	1	2	1	0					
		0.15%	0.08%	0.0%	0.26%	0.08%	0.18%	0.23%	0.20%	0.24%	0.17%	0.29%	0.07%	0.18%	0.10%	0.0%					
39	"22. ""Развитие предпринимательства"""	130	11	7	9	5	8	7	14	2	15	12	12	15	5	8					
		0.80%	0.96%	0.58%	0.80%	0.40%	0.73%	0.53%	0.94%	0.16%	1.30%	1.17%	0.91%	1.39%	0.50%	0.94%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1445	116	99	114	78	77	128	147	124	109	96	121	81	76	79					
		8.94%	10.18%	8.21%	10.16%	6.32%	7.08%	9.86%	9.91%	10.28%	9.51%	9.38%	9.23%	7.55%	7.70%	9.28%					
																					
41	Против всех	708	57	44	50	57	80	47	65	49	55	37	49	46	41	31					
		4.38%	5.00%	3.65%	4.46%	4.62%	7.35%	3.62%	4.38%	4.06%	4.79%	3.61%	3.74%	4.29%	4.15%	3.64%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
