12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1815	30	41	37	40	38	12	22	28	16	25	18	11	41	23	42	40	32	9	0	0	0	28	49	18	42	99	23	30	19	56	0	29	0	36	31	31	31	48	50	29	0	27	20	21	12	33	34	23	27	23	39	16	6	20	35	15	22	24	35	36	16	22	35	39	38	43					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1514	22	37	28	33	27	13	14	14	14	24	56	15	39	33	39	7	36	9	13	6	57	19	16	19	31	24	14	18	10	32	14	13	16	17	17	24	9	0	47	35	24	32	29	15	18	17	37	22	16	23	23	13	27	16	30	14	14	21	16	22	71	46	12	19	11	15					
14	Число неиспользованных открепительных удостоверений	1586	20	9	13	10	12	18	8	12	24	25	22	9	9	27	28	30	38	21	0	0	0	12	21	32	28	12	7	20	31	14	0	11	10	14	19	39	39	22	20	41	0	43	50	49	58	37	16	47	23	47	31	34	44	30	35	35	48	6	5	44	4	28	55	41	12	37					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	84	0	1	4	1	0	4	0	1	1	1	1	0	0	1	2	0	2	0	0	0	0	0	1	2	0	0	1	0	1	5	0	1	0	0	0	1	3	2	0	2	0	2	2	0	1	1	0	1	1	0	2	3	1	3	0	1	1	2	0	1	0	1	12	8	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																									
18	Богданов Андрей Владимирович	1199	19	25	17	29	26	8	13	12	20	14	19	22	21	20	28	25	31	13	1	2	6	17	22	22	24	17	18	6	11	31	2	26	1	24	10	22	25	36	30	32	7	26	18	11	4	30	34	14	27	14	12	16	20	21	26	10	13	14	11	29	11	9	29	14	15	17					
		1.50%	1.48%	2.10%	1.27%	2.05%	1.64%	1.36%	1.49%	1.35%	1.90%	1.07%	1.81%	1.52%	1.90%	2.26%	1.71%	1.44%	2.00%	2.03%	0.93%	2.38%	1.08%	1.38%	1.37%	2.02%	1.61%	1.71%	1.39%	0.59%	1.19%	1.71%	1.56%	2.26%	0.24%	1.55%	0.87%	1.69%	1.85%	2.18%	1.61%	1.82%	1.80%	1.82%	1.49%	1.03%	0.68%	2.10%	2.32%	1.15%	1.83%	1.20%	0.83%	1.13%	2.86%	1.55%	1.72%	0.92%	1.04%	1.06%	0.73%	1.52%	0.78%	0.85%	1.26%	0.81%	1.26%	1.13%					
19	Жириновский Владимир Вольфович	7016	95	87	113	128	120	57	78	67	53	97	71	89	94	57	84	136	101	64	11	9	32	89	115	87	96	46	86	89	93	129	22	85	30	138	70	120	118	139	182	127	30	108	97	93	43	114	126	98	131	110	128	169	64	95	125	78	133	111	118	157	119	126	543	287	180	129					
		8.75%	7.41%	7.30%	8.45%	9.04%	7.59%	9.71%	8.91%	7.52%	5.04%	7.40%	6.77%	6.15%	8.52%	6.43%	5.14%	7.82%	6.52%	9.98%	10.19%	10.71%	5.79%	7.22%	7.15%	7.97%	6.44%	4.61%	6.66%	8.74%	10.06%	7.13%	17.19%	7.39%	7.30%	8.90%	6.09%	9.24%	8.74%	8.43%	9.76%	7.23%	7.73%	7.57%	8.04%	8.72%	7.34%	7.98%	8.61%	8.03%	8.86%	9.42%	8.87%	11.94%	9.14%	7.03%	8.28%	7.20%	10.65%	8.39%	7.87%	8.25%	8.45%	11.89%	23.68%	16.65%	15.18%	8.61%					
20	Зюганов Геннадий Андреевич	17656	348	237	340	324	302	88	180	248	308	352	304	318	220	230	406	388	355	123	5	29	182	368	447	229	300	126	299	212	177	414	8	291	95	398	197	351	291	437	442	462	71	365	257	242	134	317	354	265	418	335	373	308	164	261	328	213	251	348	322	360	272	143	85	209	190	240					
		22.02%	27.15%	19.88%	25.41%	22.88%	19.10%	14.99%	20.57%	27.83%	29.31%	26.85%	29.01%	21.99%	19.95%	25.96%	24.86%	22.30%	22.90%	19.19%	4.63%	34.52%	32.91%	29.87%	27.80%	20.99%	20.12%	12.64%	23.16%	20.83%	19.16%	22.90%	6.25%	25.30%	23.11%	25.66%	17.13%	27.02%	21.56%	26.50%	23.70%	26.31%	18.30%	25.60%	21.31%	22.68%	22.87%	22.18%	24.18%	21.70%	28.28%	28.68%	25.85%	21.77%	23.43%	19.30%	21.72%	19.65%	20.10%	26.30%	21.48%	18.93%	19.32%	13.49%	3.71%	12.12%	16.02%	16.02%					
21	Медведев Дмитрий Анатольевич	53019	800	833	853	911	904	427	600	551	655	821	641	996	753	566	1088	1164	1050	431	91	44	327	743	1007	732	1053	806	863	686	634	1221	96	748	285	974	857	791	903	1037	1176	1121	275	901	817	717	396	942	924	831	875	696	899	896	442	961	1017	761	841	832	1000	1323	976	771	1614	1201	785	1087					
		66.14%	62.40%	69.88%	63.75%	64.34%	57.18%	72.74%	68.57%	61.84%	62.32%	62.62%	61.16%	68.88%	68.27%	63.88%	66.63%	66.90%	67.74%	67.24%	84.26%	52.38%	59.13%	60.31%	62.62%	67.09%	70.62%	80.84%	66.85%	67.39%	68.61%	67.53%	75.00%	65.04%	69.34%	62.80%	74.52%	60.89%	66.89%	62.89%	63.06%	63.84%	70.88%	63.18%	67.74%	67.20%	67.58%	65.92%	63.11%	68.06%	59.20%	59.59%	62.30%	63.32%	63.14%	71.08%	67.35%	70.20%	67.33%	62.89%	66.71%	69.56%	69.32%	72.74%	70.39%	69.66%	66.19%	72.56%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
