Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Касторенская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	2	7	0	3	3	1	4	1	0	1	0	0	0	2	2	1	1	0	2	1	6	1	1	1	1	1	1	0	2	1	1	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	111	9	3	11	0	6	7	3	3	4	0	5	0	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	15	5	3	2	4	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	68	7	11	1	3	6	2	6	1	0	0	0	0	0	4	2	2	1	0	0	4	0	0	2	1	0	0	3	2	1	2	0	1	2	4									
		0.99%	1.79%	1.67%	0.30%	1.44%	1.45%	0.65%	1.20%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	3.70%	1.90%	0.86%	0.39%	0.00%	0.00%	2.29%	0.00%	0.00%	1.47%	0.72%	0.00%	0.00%	1.99%	1.72%	0.28%	1.96%	0.00%	1.20%	1.90%	2.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	272	14	29	14	10	21	12	24	12	4	5	2	3	5	5	7	6	5	7	4	5	2	6	7	6	5	3	5	2	10	3	4	3	7	15									
		3.99%	3.58%	4.39%	4.24%	4.78%	5.08%	3.87%	4.79%	4.62%	4.88%	4.13%	2.60%	5.88%	2.46%	4.63%	6.67%	2.59%	1.96%	5.34%	6.67%	2.86%	1.08%	3.17%	5.15%	4.35%	2.62%	3.00%	3.31%	1.72%	2.79%	2.94%	4.26%	3.61%	6.67%	7.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	101	6	6	11	5	11	2	11	6	1	2	1	1	3	5	1	4	0	2	1	3	0	5	1	1	0	2	1	1	4	0	2	0	0	2									
		1.48%	1.53%	0.91%	3.33%	2.39%	2.66%	0.65%	2.20%	2.31%	1.22%	1.65%	1.30%	1.96%	1.48%	4.63%	0.95%	1.72%	0.00%	1.53%	1.67%	1.71%	0.00%	2.65%	0.74%	0.72%	0.00%	2.00%	0.66%	0.86%	1.11%	0.00%	2.13%	0.00%	0.00%	1.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3743	180	292	149	94	201	157	236	135	49	51	56	25	151	57	53	153	195	82	36	118	132	128	65	82	106	43	86	61	254	71	44	47	63	91									
		54.93%	46.04%	44.24%	45.15%	44.98%	48.67%	50.65%	47.11%	51.92%	59.76%	42.15%	72.73%	49.02%	74.38%	52.78%	50.48%	65.95%	76.47%	62.60%	60.00%	67.43%	70.97%	67.72%	47.79%	59.42%	55.50%	43.00%	56.95%	52.59%	70.75%	69.61%	46.81%	56.63%	60.00%	47.89%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	3	4	0	0	3	0	2	1	0	1	0	1	0	1	0	0	3	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0									
		0.37%	0.77%	0.61%	0.00%	0.00%	0.73%	0.00%	0.40%	0.38%	0.00%	0.83%	0.00%	1.96%	0.00%	0.93%	0.00%	0.00%	1.18%	0.76%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.86%	0.28%	0.98%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	2	1	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
		0.21%	0.00%	0.00%	0.61%	0.48%	0.48%	0.65%	0.40%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1142	65	117	88	43	87	57	91	37	11	15	11	7	21	21	13	38	27	25	9	19	22	22	12	23	40	22	28	28	36	12	23	16	18	38									
		16.76%	16.62%	17.73%	26.67%	20.57%	21.07%	18.39%	18.16%	14.23%	13.41%	12.40%	14.29%	13.73%	10.34%	19.44%	12.38%	16.38%	10.59%	19.08%	15.00%	10.86%	11.83%	11.64%	8.82%	16.67%	20.94%	22.00%	18.54%	24.14%	10.03%	11.76%	24.47%	19.28%	17.14%	20.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	5	0	0	1	1	2	0	0	1	0	0	0	1	0	2	4	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1									
		0.37%	0.00%	0.76%	0.00%	0.00%	0.24%	0.32%	0.40%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.93%	0.00%	0.86%	1.57%	0.76%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.98%	1.06%	1.20%	0.95%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	1	3	5	4	4	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	1									
		0.43%	0.26%	0.45%	1.52%	1.91%	0.97%	0.65%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	1.45%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.06%	0.00%	0.00%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	1	0	0	1	1	0	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	1.47%	0.72%	0.00%	1.00%	0.00%	0.00%	0.28%	0.98%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	5	1	0	4	0	1	0	0	1	0	0	0	0	0	1	1	1	1	2	1	0	0	0	3	1	3	0	1	0	0	0	0	0									
		0.40%	0.00%	0.76%	0.30%	0.00%	0.97%	0.00%	0.20%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.39%	0.76%	1.67%	1.14%	0.54%	0.00%	0.00%	0.00%	1.57%	1.00%	1.99%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	998	85	140	50	39	58	64	97	47	13	28	6	13	13	4	18	13	12	7	5	13	24	20	40	22	23	18	17	14	39	11	7	8	11	19									
		14.65%	21.74%	21.21%	15.15%	18.66%	14.04%	20.65%	19.36%	18.08%	15.85%	23.14%	7.79%	25.49%	6.40%	3.70%	17.14%	5.60%	4.71%	5.34%	8.33%	7.43%	12.90%	10.58%	29.41%	15.94%	12.04%	18.00%	11.26%	12.07%	10.86%	10.78%	7.45%	9.64%	10.48%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	5	22	1	2	3	2	2	1	0	4	1	0	0	1	0	0	2	0	1	3	0	0	0	0	1	5	0	3	0	0	2	1	1	3									
		0.97%	1.28%	3.33%	0.30%	0.96%	0.73%	0.65%	0.40%	0.38%	0.00%	3.31%	1.30%	0.00%	0.00%	0.93%	0.00%	0.00%	0.78%	0.00%	1.67%	1.71%	0.00%	0.00%	0.00%	0.00%	0.52%	5.00%	0.00%	2.59%	0.00%	0.00%	2.13%	1.20%	0.95%	1.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	139	16	16	6	3	7	2	15	4	2	8	0	0	6	5	2	7	3	2	3	1	1	2	3	0	6	1	2	0	9	0	3	1	0	3									
		2.04%	4.09%	2.42%	1.82%	1.44%	1.69%	0.65%	2.99%	1.54%	2.44%	6.61%	0.00%	0.00%	2.96%	4.63%	1.90%	3.02%	1.18%	1.53%	5.00%	0.57%	0.54%	1.06%	2.21%	0.00%	3.14%	1.00%	1.32%	0.00%	2.51%	0.00%	3.19%	1.20%	0.00%	1.58%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
