Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Вышневолоцкая городская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №1193									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	489	22	20	20	15	15	15	15	15	20	15	15	13	20	15	5	8	15	10	20	10	20	20	13	20	10	10	20	20	20	30	3	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	284	17	10	9	14	10	13	12	9	15	6	6	10	14	12	4	8	10	5	9	7	14	3	10	5	5	2	5	10	15	14	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	3	4	0	1	6	2	5	2	13	7	6	7	2	3	6	3	2	0	4	2	0	4	2	3	3	1	3	0	8	7	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	205	5	10	11	1	5	2	3	6	5	9	9	3	6	3	1	0	5	5	11	3	6	17	3	15	5	8	15	10	5	16	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	5	6	5	2	0	4	2	0	4	1	3	2	1	3	1	0	1	1	0	4	4	0	0	1	1	1	1	2	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	210	7	14	4	2	13	10	4	3	12	3	3	8	2	11	8	4	4	5	10	2	9	5	9	10	0	5	6	4	14	15	4	0									
		1.40%	1.06%	2.16%	0.80%	0.32%	1.88%	1.33%	1.11%	0.88%	1.32%	0.66%	0.64%	2.29%	0.48%	2.56%	5.44%	1.72%	0.95%	1.69%	1.47%	0.83%	1.29%	1.03%	2.90%	2.13%	0.00%	1.81%	1.25%	0.62%	2.26%	1.98%	1.18%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	416	7	19	11	18	12	26	14	12	20	12	19	13	17	10	3	8	2	3	26	6	18	13	7	26	11	12	10	13	17	23	7	1									
		2.77%	1.06%	2.93%	2.20%	2.85%	1.74%	3.45%	3.88%	3.52%	2.20%	2.63%	4.04%	3.72%	4.10%	2.33%	2.04%	3.43%	0.48%	1.02%	3.81%	2.49%	2.58%	2.67%	2.26%	5.54%	3.96%	4.35%	2.09%	2.02%	2.75%	3.04%	2.06%	2.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	342	18	15	9	12	15	11	15	8	24	13	14	14	17	5	4	9	10	12	13	4	12	3	1	10	9	6	11	11	8	17	8	4									
		2.28%	2.73%	2.31%	1.80%	1.90%	2.17%	1.46%	4.16%	2.35%	2.63%	2.85%	2.98%	4.01%	4.10%	1.16%	2.72%	3.86%	2.38%	4.07%	1.91%	1.66%	1.72%	0.62%	0.32%	2.13%	3.24%	2.17%	2.30%	1.71%	1.29%	2.25%	2.36%	10.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6266	342	239	228	284	282	268	136	129	350	198	179	118	156	177	50	91	180	99	330	92	288	200	139	205	123	110	205	277	239	305	226	21									
		41.70%	51.90%	36.83%	45.60%	44.94%	40.87%	35.59%	37.67%	37.83%	38.42%	43.42%	38.09%	33.81%	37.59%	41.16%	34.01%	39.06%	42.86%	33.56%	48.39%	38.17%	41.20%	41.15%	44.84%	43.71%	44.24%	39.86%	42.80%	43.08%	38.61%	40.34%	66.67%	52.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	117	4	5	3	1	7	3	1	1	8	3	3	2	3	4	3	4	4	1	5	2	3	14	1	3	0	5	4	7	6	6	1	0									
		0.78%	0.61%	0.77%	0.60%	0.16%	1.01%	0.40%	0.28%	0.29%	0.88%	0.66%	0.64%	0.57%	0.72%	0.93%	2.04%	1.72%	0.95%	0.34%	0.73%	0.83%	0.43%	2.88%	0.32%	0.64%	0.00%	1.81%	0.84%	1.09%	0.97%	0.79%	0.29%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	2	2	0	1	2	2	0	1	1	0	2	1	0	0	0	0	5	0	0	2	1	1	4	0	0	0	0	3	1	1	3	0									
		0.23%	0.30%	0.31%	0.00%	0.16%	0.29%	0.27%	0.00%	0.29%	0.11%	0.00%	0.43%	0.29%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.83%	0.14%	0.21%	1.29%	0.00%	0.00%	0.00%	0.00%	0.47%	0.16%	0.13%	0.88%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2550	126	134	82	99	103	114	50	56	149	77	93	51	58	74	35	32	73	70	110	55	114	96	56	76	56	44	72	105	107	155	27	1									
		16.97%	19.12%	20.65%	16.40%	15.66%	14.93%	15.14%	13.85%	16.42%	16.36%	16.89%	19.79%	14.61%	13.98%	17.21%	23.81%	13.73%	17.38%	23.73%	16.13%	22.82%	16.31%	19.75%	18.06%	16.20%	20.14%	15.94%	15.03%	16.33%	17.29%	20.50%	7.96%	2.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	100	0	5	4	2	5	2	1	2	11	3	3	4	3	3	3	5	4	1	6	0	6	2	2	4	2	0	3	2	6	6	0	0									
		0.67%	0.00%	0.77%	0.80%	0.32%	0.72%	0.27%	0.28%	0.59%	1.21%	0.66%	0.64%	1.15%	0.72%	0.70%	2.04%	2.15%	0.95%	0.34%	0.88%	0.00%	0.86%	0.41%	0.65%	0.85%	0.72%	0.00%	0.63%	0.31%	0.97%	0.79%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	135	2	8	2	6	9	14	6	4	7	4	7	5	1	3	1	1	2	0	7	1	7	9	1	2	2	3	3	3	5	9	1	0									
		0.90%	0.30%	1.23%	0.40%	0.95%	1.30%	1.86%	1.66%	1.17%	0.77%	0.88%	1.49%	1.43%	0.24%	0.70%	0.68%	0.43%	0.48%	0.00%	1.03%	0.41%	1.00%	1.85%	0.32%	0.43%	0.72%	1.09%	0.63%	0.47%	0.81%	1.19%	0.29%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	1	2	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	1	0	2	0	0	3	0	0	1	0	1	0	0	0									
		0.12%	0.15%	0.15%	0.40%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.44%	0.21%	0.29%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.29%	0.00%	0.00%	0.64%	0.00%	0.00%	0.21%	0.00%	0.16%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	247	9	8	9	6	11	15	13	3	21	10	10	9	3	11	1	10	5	5	11	8	7	5	9	4	1	7	2	7	16	7	2	2									
		1.64%	1.37%	1.23%	1.80%	0.95%	1.59%	1.99%	3.60%	0.88%	2.31%	2.19%	2.13%	2.58%	0.72%	2.56%	0.68%	4.29%	1.19%	1.69%	1.61%	3.32%	1.00%	1.03%	2.90%	0.85%	0.36%	2.54%	0.42%	1.09%	2.58%	0.93%	0.59%	5.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2700	63	115	97	117	148	211	79	67	200	80	79	82	79	67	21	34	58	61	87	30	133	67	49	83	55	49	91	121	118	124	25	10									
		17.97%	9.56%	17.72%	19.40%	18.51%	21.45%	28.02%	21.88%	19.65%	21.95%	17.54%	16.81%	23.50%	19.04%	15.58%	14.29%	14.59%	13.81%	20.68%	12.76%	12.45%	19.03%	13.79%	15.81%	17.70%	19.78%	17.75%	18.99%	18.82%	19.06%	16.40%	7.37%	25.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	3	3	2	2	1	1	0	2	1	3	1	0	4	1	0	0	3	5	1	3	3	6	0	1	1	2	2	6	2	4	1	0									
		0.43%	0.46%	0.46%	0.40%	0.32%	0.14%	0.13%	0.00%	0.59%	0.11%	0.66%	0.21%	0.00%	0.96%	0.23%	0.00%	0.00%	0.71%	1.69%	0.15%	1.24%	0.43%	1.23%	0.00%	0.21%	0.36%	0.72%	0.42%	0.93%	0.32%	0.53%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1381	50	60	37	55	63	56	34	39	73	38	40	34	61	57	14	27	60	26	62	27	73	53	26	37	15	25	48	56	62	61	11	1									
		9.19%	7.59%	9.24%	7.40%	8.70%	9.13%	7.44%	9.42%	11.44%	8.01%	8.33%	8.51%	9.74%	14.70%	13.26%	9.52%	11.59%	14.29%	8.81%	9.09%	11.20%	10.44%	10.91%	8.39%	7.89%	5.40%	9.06%	10.02%	8.71%	10.02%	8.07%	3.24%	2.50%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
