Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Геленджикская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	664	22	20	18	25	27	23	21	10	19	28	26	22	37	5	0	37	24	23	23	0	5	8	5	5	9	21	44	4	1	3	5	14	11	9	34	20	6	6	23	21									
		1.27%	1.47%	1.39%	0.97%	1.94%	1.66%	1.50%	1.96%	0.54%	1.41%	1.21%	1.32%	1.27%	1.95%	0.51%	0.00%	2.48%	1.40%	3.89%	1.60%	0.00%	0.22%	0.32%	0.60%	1.53%	1.07%	1.20%	3.44%	1.46%	0.71%	0.30%	0.30%	1.73%	2.53%	1.87%	2.39%	1.40%	1.45%	0.61%	1.58%	1.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	585	17	19	36	20	8	14	24	13	17	24	20	17	24	12	20	11	16	17	8	0	9	6	5	3	4	20	36	2	2	8	22	9	8	3	36	24	3	11	16	21									
		1.12%	1.14%	1.32%	1.94%	1.55%	0.49%	0.91%	2.23%	0.71%	1.26%	1.04%	1.01%	0.98%	1.26%	1.23%	1.32%	0.74%	0.93%	2.87%	0.56%	0.00%	0.39%	0.24%	0.60%	0.92%	0.47%	1.15%	2.81%	0.73%	1.43%	0.81%	1.31%	1.11%	1.84%	0.62%	2.53%	1.68%	0.72%	1.12%	1.10%	1.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	693	16	32	38	20	12	28	28	6	30	25	26	22	33	4	16	17	16	14	20	3	5	12	10	3	10	14	28	8	10	5	11	14	7	5	23	29	6	24	30	33									
		1.32%	1.07%	2.23%	2.05%	1.55%	0.74%	1.83%	2.61%	0.33%	2.23%	1.08%	1.32%	1.27%	1.74%	0.41%	1.06%	1.14%	0.93%	2.36%	1.39%	0.27%	0.22%	0.49%	1.21%	0.92%	1.19%	0.80%	2.19%	2.92%	7.14%	0.51%	0.66%	1.73%	1.61%	1.04%	1.61%	2.03%	1.45%	2.45%	2.06%	1.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37669	1036	950	1381	818	1238	1029	614	1487	842	1801	1418	1250	1256	702	1058	1016	1266	257	945	996	2086	2009	570	276	667	1292	663	200	81	857	1262	609	279	336	837	913	324	698	1043	1307									
		71.84%	69.39%	66.25%	74.45%	63.36%	76.09%	67.08%	57.17%	81.04%	62.56%	78.07%	71.94%	72.00%	66.04%	72.22%	70.02%	68.10%	73.73%	43.41%	65.76%	89.17%	90.19%	81.40%	68.84%	84.66%	79.12%	74.04%	51.84%	72.99%	57.86%	87.09%	75.16%	75.37%	64.29%	69.85%	58.74%	63.80%	78.07%	71.15%	71.59%	69.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	290	13	13	7	8	10	4	10	10	5	14	23	5	13	3	3	13	4	6	10	0	1	6	2	3	6	9	11	3	3	1	4	5	3	0	16	14	0	8	7	14									
		0.55%	0.87%	0.91%	0.38%	0.62%	0.61%	0.26%	0.93%	0.54%	0.37%	0.61%	1.17%	0.29%	0.68%	0.31%	0.20%	0.87%	0.23%	1.01%	0.70%	0.00%	0.04%	0.24%	0.24%	0.92%	0.71%	0.52%	0.86%	1.09%	2.14%	0.10%	0.24%	0.62%	0.69%	0.00%	1.12%	0.98%	0.00%	0.82%	0.48%	0.74%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	1	0	1	4	1	2	0	2	0	3	4	2	1	0	0	1	0	2	3	0	0	6	8	0	1	0	2	0	1	0	2	0	0	0	1	2	2	1	0	0									
		0.10%	0.07%	0.00%	0.05%	0.31%	0.06%	0.13%	0.00%	0.11%	0.00%	0.13%	0.20%	0.12%	0.05%	0.00%	0.00%	0.07%	0.00%	0.34%	0.21%	0.00%	0.00%	0.24%	0.97%	0.00%	0.12%	0.00%	0.16%	0.00%	0.71%	0.00%	0.12%	0.00%	0.00%	0.00%	0.07%	0.14%	0.48%	0.10%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4718	130	125	98	165	117	182	141	104	174	131	195	176	187	98	166	142	159	146	189	18	92	89	50	15	26	149	202	30	13	36	162	84	35	62	205	185	27	73	154	186									
		8.99%	8.71%	8.72%	5.28%	12.78%	7.19%	11.86%	13.13%	5.67%	12.93%	5.68%	9.89%	10.14%	9.83%	10.08%	10.99%	9.52%	9.26%	24.66%	13.15%	1.61%	3.98%	3.61%	6.04%	4.60%	3.08%	8.54%	15.79%	10.95%	9.29%	3.66%	9.65%	10.40%	8.06%	12.89%	14.39%	12.93%	6.51%	7.44%	10.57%	9.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	272	11	16	19	10	9	16	11	8	8	11	10	10	10	0	5	6	11	5	14	0	2	7	0	1	12	9	7	5	0	0	1	2	3	1	10	4	0	9	4	5									
		0.52%	0.74%	1.12%	1.02%	0.77%	0.55%	1.04%	1.02%	0.44%	0.59%	0.48%	0.51%	0.58%	0.53%	0.00%	0.33%	0.40%	0.64%	0.84%	0.97%	0.00%	0.09%	0.28%	0.00%	0.31%	1.42%	0.52%	0.55%	1.82%	0.00%	0.00%	0.06%	0.25%	0.69%	0.21%	0.70%	0.28%	0.00%	0.92%	0.27%	0.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	598	17	24	13	10	20	19	18	15	23	32	26	13	36	21	36	31	18	15	24	0	4	40	1	1	10	15	11	3	2	2	9	6	4	1	26	12	0	6	10	24									
		1.14%	1.14%	1.67%	0.70%	0.77%	1.23%	1.24%	1.68%	0.82%	1.71%	1.39%	1.32%	0.75%	1.89%	2.16%	2.38%	2.08%	1.05%	2.53%	1.67%	0.00%	0.17%	1.62%	0.12%	0.31%	1.19%	0.86%	0.86%	1.09%	1.43%	0.20%	0.54%	0.74%	0.92%	0.21%	1.82%	0.84%	0.00%	0.61%	0.69%	1.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	72	0	29	1	0	1	3	2	1	1	2	1	1	2	0	0	1	2	3	0	0	0	6	2	0	0	0	3	0	0	0	0	1	0	0	1	1	0	0	1	7									
		0.14%	0.00%	2.02%	0.05%	0.00%	0.06%	0.20%	0.19%	0.05%	0.07%	0.09%	0.05%	0.06%	0.11%	0.00%	0.00%	0.07%	0.12%	0.51%	0.00%	0.00%	0.00%	0.24%	0.24%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.07%	0.07%	0.00%	0.00%	0.07%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	608	24	23	15	11	30	20	26	28	19	28	18	24	38	8	25	21	12	8	30	2	9	9	10	0	13	8	30	3	3	3	6	6	7	1	19	14	0	7	13	37									
		1.16%	1.61%	1.60%	0.81%	0.85%	1.84%	1.30%	2.42%	1.53%	1.41%	1.21%	0.91%	1.38%	1.99%	0.82%	1.65%	1.41%	0.70%	1.35%	2.09%	0.18%	0.39%	0.36%	1.21%	0.00%	1.54%	0.46%	2.35%	1.09%	2.14%	0.30%	0.36%	0.74%	1.61%	0.21%	1.33%	0.98%	0.00%	0.71%	0.89%	1.97%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4459	129	131	149	156	114	128	136	114	126	151	162	156	188	82	116	154	132	61	109	98	81	222	155	17	48	140	152	9	16	42	169	49	33	48	150	160	30	73	99	174									
		8.50%	8.64%	9.14%	8.03%	12.08%	7.01%	8.34%	12.66%	6.21%	9.36%	6.55%	8.22%	8.99%	9.88%	8.44%	7.68%	10.32%	7.69%	10.30%	7.59%	8.77%	3.50%	8.99%	18.72%	5.21%	5.69%	8.02%	11.88%	3.28%	11.43%	4.27%	10.07%	6.06%	7.60%	9.98%	10.53%	11.18%	7.23%	7.44%	6.79%	9.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	2	1	5	6	2	6	4	4	1	3	2	6	6	0	6	2	1	3	1	0	4	2	1	0	1	5	4	1	0	3	2	1	3	0	4	0	0	4	5	9									
		0.21%	0.13%	0.07%	0.27%	0.46%	0.12%	0.39%	0.37%	0.22%	0.07%	0.13%	0.10%	0.35%	0.32%	0.00%	0.40%	0.13%	0.06%	0.51%	0.07%	0.00%	0.17%	0.08%	0.12%	0.00%	0.12%	0.29%	0.31%	0.36%	0.00%	0.30%	0.12%	0.12%	0.69%	0.00%	0.28%	0.00%	0.00%	0.41%	0.34%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1173	56	41	52	31	24	40	27	22	56	37	38	32	57	37	60	40	35	20	33	0	15	46	9	2	28	39	57	6	3	19	10	7	19	10	42	31	7	9	35	41									
		2.24%	3.75%	2.86%	2.80%	2.40%	1.48%	2.61%	2.51%	1.20%	4.16%	1.60%	1.93%	1.84%	2.99%	3.81%	3.97%	2.68%	2.04%	3.38%	2.30%	0.00%	0.65%	1.86%	1.09%	0.61%	3.32%	2.23%	4.46%	2.19%	2.14%	1.93%	0.60%	0.87%	4.38%	2.08%	2.95%	2.17%	1.69%	0.92%	2.40%	2.18%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
