Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Правдинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439					
		1.57%	2.06%	1.74%	1.94%	1.2%	2.09%	1.34%	1.81%	1.24%	1.25%	1.05%	0.42%	1.11%	0.84%	2.06%	1.21%					
22	"5. ""За Русь Святую"""	27	5	4	6	0	4	3	1	0	1	0	0	1	0	2	0					
		0.37%	0.39%	0.63%	0.72%	0.0%	0.83%	0.67%	0.30%	0.0%	0.20%	0.0%	0.0%	0.22%	0.0%	0.68%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	2	1	2	0	0	4	1	0	1	0	1	1	0	0	0					
		0.18%	0.15%	0.15%	0.24%	0.0%	0.0%	0.89%	0.30%	0.0%	0.20%	0.0%	0.42%	0.22%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	12	6	14	5	4	3	2	2	1	1	2	4	3	4	1					
		0.89%	0.95%	0.95%	1.70%	1.0%	0.83%	0.67%	0.60%	0.41%	0.20%	0.52%	0.85%	0.88%	1.26%	1.37%	0.30%					
25	"8. ""Народно-республиканская партия России"""	10	2	0	1	1	0	1	1	1	0	0	0	2	0	0	1					
		0.13%	0.15%	0.0%	0.12%	0.2%	0.0%	0.22%	0.30%	0.20%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.30%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	1	0	0	0	0	1	4	1	0	3	1	0	1	0	0					
		0.16%	0.07%	0.0%	0.0%	0.0%	0.0%	0.22%	1.21%	0.20%	0.0%	1.58%	0.42%	0.0%	0.42%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	407	50	31	37	11	17	20	61	34	55	15	5	19	27	8	17					
		5.68%	3.97%	4.91%	4.50%	2.2%	3.55%	4.49%	18.48%	7.03%	11.45%	7.93%	2.13%	4.22%	11.39%	2.75%	5.16%					
28	"11. ""Истинные патриоты России"""	23	6	1	1	1	1	5	1	2	0	0	2	1	1	1	0					
		0.32%	0.47%	0.15%	0.12%	0.2%	0.20%	1.12%	0.30%	0.41%	0.0%	0.0%	0.85%	0.22%	0.42%	0.34%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	62	20	11	1	6	3	4	3	1	5	2	0	2	0	2	2					
		0.86%	1.59%	1.74%	0.12%	1.2%	0.62%	0.89%	0.90%	0.20%	1.04%	1.05%	0.0%	0.44%	0.0%	0.68%	0.60%					
30	"13. ""Демократическая партия России"""	48	8	5	4	2	4	3	2	4	5	0	1	6	0	3	1					
		0.67%	0.63%	0.79%	0.48%	0.4%	0.83%	0.67%	0.60%	0.82%	1.04%	0.0%	0.42%	1.33%	0.0%	1.03%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	2	0	5	0	1	1	0	0	1	0	0	0	1	1	3					
		0.20%	0.15%	0.0%	0.60%	0.0%	0.20%	0.22%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.42%	0.34%	0.91%					
32	"15. ""Партия СЛОН"""	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1					
		0.05%	0.0%	0.15%	0.0%	0.2%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%					
33	"16. ""Родина"" (народно-патриотический союз)"""	266	40	26	27	30	20	17	4	18	14	7	3	21	8	15	16					
		3.71%	3.18%	4.12%	3.28%	6.0%	4.18%	3.82%	1.21%	3.72%	2.91%	3.70%	1.28%	4.66%	3.37%	5.17%	4.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	3	0	2	0	4	3	0	1	0	0	1	2	0	0	2					
		0.25%	0.23%	0.0%	0.24%	0.0%	0.83%	0.67%	0.0%	0.20%	0.0%	0.0%	0.42%	0.44%	0.0%	0.0%	0.60%					
35	"18. ""ЛДПР"""	1006	218	116	117	78	66	51	34	72	56	26	32	53	16	38	33					
		14.06%	17.34%	18.38%	14.23%	15.6%	13.80%	11.46%	10.30%	14.90%	11.66%	13.75%	13.67%	11.77%	6.75%	13.10%	10.03%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	174	38	8	19	9	13	19	8	15	15	4	1	9	1	9	6					
		2.43%	3.02%	1.26%	2.31%	1.8%	2.71%	4.26%	2.42%	3.10%	3.12%	2.11%	0.42%	2.0%	0.42%	3.10%	1.82%					
37	"20. ""Политическая партия ""Единая Россия"""	3341	477	227	449	246	222	208	134	235	217	81	119	270	150	142	164					
		46.69%	37.94%	35.97%	54.62%	49.2%	46.44%	46.74%	40.60%	48.65%	45.20%	42.85%	50.85%	60.0%	63.29%	48.96%	49.84%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	3	0	5	3	0	1	2	1	4	0	1	0	1	0	0					
		0.29%	0.23%	0.0%	0.60%	0.6%	0.0%	0.22%	0.60%	0.20%	0.83%	0.0%	0.42%	0.0%	0.42%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	3	0	0	3	0	2	0	0	0	1	0	2	2	0	0					
		0.18%	0.23%	0.0%	0.0%	0.6%	0.0%	0.44%	0.0%	0.0%	0.0%	0.52%	0.0%	0.44%	0.84%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	694	157	93	52	57	44	18	19	56	20	33	43	24	9	25	44					
		9.69%	12.49%	14.73%	6.32%	11.4%	9.20%	4.04%	5.75%	11.59%	4.16%	17.46%	18.37%	5.33%	3.79%	8.62%	13.37%					
																						
41	Против всех	211	61	33	17	14	13	14	6	3	14	1	9	7	4	6	9					
		2.94%	4.85%	5.22%	2.06%	2.8%	2.71%	3.14%	1.81%	0.62%	2.91%	0.52%	3.84%	1.55%	1.68%	2.06%	2.73%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
