Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ханты-Мансийская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №699	УИК №700	УИК №701									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	96	4	6	1	5	13	3	6	2	1	0	1	0	6	0	1	1	28	1	1	1	1	2	1	2	0	0	4	3	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	504	18	55	94	20	10	0	4	14	5	14	4	0	24	23	7	18	20	9	8	16	31	1	6	8	21	6	19	16	25	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	69	0	5	12	5	1	2	1	4	1	0	0	1	3	4	1	2	3	3	0	0	5	0	2	1	4	1	1	2	4	1									
		1.02%	0.00%	0.78%	1.43%	1.26%	0.62%	0.76%	0.96%	1.83%	1.01%	0.00%	0.00%	2.94%	0.96%	1.33%	1.30%	0.72%	1.01%	2.61%	0.00%	0.00%	1.52%	0.00%	2.27%	0.62%	1.50%	1.02%	0.43%	1.20%	1.77%	0.64%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	130	4	5	17	7	3	6	1	8	2	1	2	0	10	6	2	5	5	0	4	4	6	1	2	5	7	0	5	1	6	5									
		1.93%	1.61%	0.78%	2.03%	1.76%	1.85%	2.27%	0.96%	3.65%	2.02%	0.72%	3.23%	0.00%	3.18%	2.00%	2.60%	1.81%	1.69%	0.00%	3.31%	2.21%	1.82%	0.76%	2.27%	3.09%	2.63%	0.00%	2.16%	0.60%	2.65%	3.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	156	4	18	31	6	6	4	1	2	1	5	1	2	10	6	0	11	6	2	3	3	8	3	1	1	5	0	8	1	5	2									
		2.31%	1.61%	2.81%	3.70%	1.51%	3.70%	1.52%	0.96%	0.91%	1.01%	3.60%	1.61%	5.88%	3.18%	2.00%	0.00%	3.97%	2.03%	1.74%	2.48%	1.66%	2.43%	2.27%	1.14%	0.62%	1.88%	0.00%	3.46%	0.60%	2.21%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3170	93	295	358	152	88	121	44	101	52	81	35	18	142	160	33	127	148	59	49	81	163	80	44	90	112	59	127	71	115	72									
		47.02%	37.35%	46.02%	42.77%	38.29%	54.32%	45.83%	42.31%	46.12%	52.53%	58.27%	56.45%	52.94%	45.22%	53.33%	42.86%	45.85%	50.00%	51.30%	40.50%	44.75%	49.54%	60.61%	50.00%	55.56%	42.11%	60.20%	54.98%	42.77%	50.88%	46.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	2	7	0	1	1	0	0	1	0	0	0	1	1	0	1	3	0	0	2	3	0	0	0	1	0	0	0	0	0									
		0.36%	0.00%	0.31%	0.84%	0.00%	0.62%	0.38%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.32%	0.33%	0.00%	0.36%	1.01%	0.00%	0.00%	1.10%	0.91%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	2	0	0	0									
		0.18%	0.00%	0.16%	0.12%	0.00%	0.62%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	1.30%	0.36%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	1.02%	0.87%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1915	106	180	224	160	40	76	32	85	27	35	18	8	89	81	21	79	87	33	23	46	75	18	32	29	87	24	45	64	42	49									
		28.40%	42.57%	28.08%	26.76%	40.30%	24.69%	28.79%	30.77%	38.81%	27.27%	25.18%	29.03%	23.53%	28.34%	27.00%	27.27%	28.52%	29.39%	28.70%	19.01%	25.41%	22.80%	13.64%	36.36%	17.90%	32.71%	24.49%	19.48%	38.55%	18.58%	31.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	0	1	5	2	0	2	0	0	0	0	0	0	5	7	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0									
		0.40%	0.00%	0.16%	0.60%	0.50%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	2.33%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.30%	0.00%	0.00%	0.62%	0.00%	0.00%	0.43%	0.60%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	112	12	7	14	0	3	3	3	2	1	0	0	0	4	5	1	5	11	0	7	3	7	3	0	4	5	0	5	1	4	2									
		1.66%	4.82%	1.09%	1.67%	0.00%	1.85%	1.14%	2.88%	0.91%	1.01%	0.00%	0.00%	0.00%	1.27%	1.67%	1.30%	1.81%	3.72%	0.00%	5.79%	1.66%	2.13%	2.27%	0.00%	2.47%	1.88%	0.00%	2.16%	0.60%	1.77%	1.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	4	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0									
		0.22%	0.00%	0.00%	0.48%	0.00%	0.62%	0.00%	0.00%	0.00%	3.03%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.36%	0.00%	0.00%	0.00%	1.10%	0.30%	0.00%	0.00%	0.00%	0.38%	1.02%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	1	9	7	2	1	0	1	0	0	0	0	0	2	1	0	2	1	1	0	3	5	1	0	1	1	0	2	1	2	1									
		0.67%	0.40%	1.40%	0.84%	0.50%	0.62%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.33%	0.00%	0.72%	0.34%	0.87%	0.00%	1.66%	1.52%	0.76%	0.00%	0.62%	0.38%	0.00%	0.87%	0.60%	0.88%	0.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	530	15	71	78	39	11	18	9	1	6	7	3	2	19	12	12	19	20	8	12	20	20	9	1	17	18	9	17	15	28	14									
		7.86%	6.02%	11.08%	9.32%	9.82%	6.79%	6.82%	8.65%	0.46%	6.06%	5.04%	4.84%	5.88%	6.05%	4.00%	15.58%	6.86%	6.76%	6.96%	9.92%	11.05%	6.08%	6.82%	1.14%	10.49%	6.77%	9.18%	7.36%	9.04%	12.39%	8.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	1	0	4	2	0	1	1	3	0	0	0	0	2	2	0	1	0	1	1	2	3	1	0	0	1	1	2	0	1	2									
		0.47%	0.40%	0.00%	0.48%	0.50%	0.00%	0.38%	0.96%	1.37%	0.00%	0.00%	0.00%	0.00%	0.64%	0.67%	0.00%	0.36%	0.00%	0.87%	0.83%	1.10%	0.91%	0.76%	0.00%	0.00%	0.38%	1.02%	0.87%	0.00%	0.44%	1.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	221	6	23	38	10	4	10	7	4	2	5	0	1	15	8	2	10	7	2	7	9	14	2	3	6	10	0	6	2	6	2									
		3.28%	2.41%	3.59%	4.54%	2.52%	2.47%	3.79%	6.73%	1.83%	2.02%	3.60%	0.00%	2.94%	4.78%	2.67%	2.60%	3.61%	2.36%	1.74%	5.79%	4.97%	4.26%	1.52%	3.41%	3.70%	3.76%	0.00%	2.60%	1.20%	2.65%	1.28%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
