Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Жигаловская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427									
		0.17%	0.00%	0.82%	2.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.36%	0.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	1	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	2	2	0	0	0									
		0.37%	0.00%	0.82%	0.00%	0.00%	0.51%	0.00%	1.36%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.50%	0.00%	0.82%	0.73%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	667	7	25	16	40	40	4	34	7	7	27	21	7	27	3	2	26	8	41	43	75	82	39	50	36									
		22.36%	25.93%	20.49%	34.78%	23.95%	20.41%	6.35%	23.13%	16.67%	15.91%	26.73%	21.21%	8.54%	14.92%	6.67%	3.64%	25.00%	7.92%	20.60%	32.58%	30.61%	29.82%	21.43%	29.41%	22.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	0	0	0	1	1	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.68%	0.00%	0.00%	0.00%	0.00%	2.44%	0.55%	2.22%	0.00%	0.00%	1.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	156	4	5	4	8	15	4	1	4	4	8	3	5	11	6	4	4	4	9	3	6	14	11	8	11									
		5.23%	14.81%	4.10%	8.70%	4.79%	7.65%	6.35%	0.68%	9.52%	9.09%	7.92%	3.03%	6.10%	6.08%	13.33%	7.27%	3.85%	3.96%	4.52%	2.27%	2.45%	5.09%	6.04%	4.71%	6.96%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
