Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Кетовская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	762	19	19	22	21	21	7	57	6	14	11	8	14	7	20	9	12	10	7	13	6	13	16	6	5	6	15	6	23	7	32	25	4	7	34	23	8	10	6	34	13	29	14	24	6	8	9	9	18	6	28	6	4	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	237	14	5	11	12	21	1	43	6	9	3	3	1	1	2	3	4	4	0	3	0	5	3	0	0	4	1	0	11	0	10	2	0	0	6	4	0	4	0	9	1	7	3	7	1	1	2	0	0	0	6	2	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	266	5	4	4	6	2	8	6	7	7	4	1	4	10	4	1	3	3	3	3	12	3	7	6	5	2	12	0	2	3	10	21	2	5	3	10	4	7	0	13	4	13	4	4	0	6	1	4	8	0	10	0	0	0					
14	Число погашенных открепительных удостоверений	525	5	14	11	9	0	6	14	0	5	8	5	13	6	18	6	8	6	7	10	6	8	13	6	5	2	14	6	12	7	22	23	4	7	28	19	8	6	6	25	12	22	11	17	5	7	7	9	18	6	22	4	3	4					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	193	4	1	5	2	10	2	5	4	2	4	3	3	3	6	5	6	3	7	4	0	3	5	5	2	4	7	1	5	0	8	7	3	1	3	4	1	4	1	2	1	5	3	6	1	7	2	6	5	3	6	2	0	1					
		0.88%	0.64%	0.19%	0.81%	0.32%	1.57%	0.92%	0.68%	0.45%	0.38%	1.43%	1.38%	0.78%	1.09%	0.94%	1.61%	1.66%	0.99%	2.96%	0.95%	0.0%	0.72%	0.97%	3.52%	1.53%	2.53%	1.65%	0.68%	0.75%	0.0%	0.90%	1.02%	4.61%	0.58%	0.41%	0.58%	0.50%	1.40%	0.86%	0.19%	0.27%	0.71%	0.62%	0.95%	0.67%	2.57%	0.70%	1.62%	1.0%	1.37%	0.59%	1.03%	0.0%	1.06%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	275	23	8	12	9	13	6	11	23	7	4	4	5	2	7	3	3	3	3	2	0	0	5	1	2	2	4	0	7	5	3	11	0	0	3	6	3	2	0	12	2	8	4	3	2	2	0	4	8	0	22	5	0	1					
		1.26%	3.69%	1.54%	1.95%	1.47%	2.05%	2.76%	1.51%	2.62%	1.33%	1.43%	1.84%	1.30%	0.72%	1.10%	0.97%	0.83%	0.99%	1.27%	0.47%	0.0%	0.0%	0.97%	0.70%	1.53%	1.26%	0.94%	0.0%	1.05%	2.97%	0.34%	1.61%	0.0%	0.0%	0.41%	0.87%	1.52%	0.70%	0.0%	1.17%	0.54%	1.15%	0.83%	0.47%	1.35%	0.73%	0.0%	1.08%	1.6%	0.0%	2.18%	2.59%	0.0%	1.06%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	493	7	14	9	20	16	1	5	27	18	8	8	7	7	15	5	21	3	0	8	1	5	5	1	2	1	5	2	21	5	13	14	1	3	21	13	6	7	9	26	12	32	9	9	0	4	6	4	28	3	21	2	3	0					
		2.26%	1.12%	2.69%	1.46%	3.27%	2.52%	0.46%	0.68%	3.07%	3.42%	2.87%	3.68%	1.83%	2.54%	2.36%	1.61%	5.83%	0.99%	0.0%	1.90%	0.90%	1.20%	0.97%	0.70%	1.53%	0.63%	1.17%	1.37%	3.16%	2.97%	1.47%	2.05%	1.53%	1.74%	2.90%	1.89%	3.04%	2.46%	7.82%	2.54%	3.28%	4.60%	1.88%	1.43%	0.0%	1.47%	2.10%	1.08%	5.6%	1.37%	2.08%	1.03%	5.17%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	598	15	23	17	25	25	5	14	46	20	10	7	12	6	15	4	4	5	2	20	0	8	13	2	1	1	18	4	21	4	25	18	0	8	15	10	6	12	2	25	10	21	14	4	1	9	3	2	17	1	41	6	0	1					
		2.74%	2.41%	4.43%	2.76%	4.09%	3.94%	2.30%	1.92%	5.24%	3.80%	3.59%	3.22%	3.14%	2.18%	2.36%	1.29%	1.11%	1.65%	0.84%	4.77%	0.0%	1.92%	2.54%	1.40%	0.76%	0.63%	4.24%	2.75%	3.16%	2.38%	2.84%	2.63%	0.0%	4.65%	2.07%	1.45%	3.04%	4.22%	1.73%	2.45%	2.73%	3.02%	2.93%	0.63%	0.67%	3.30%	1.05%	0.54%	3.4%	0.45%	4.07%	3.10%	0.0%	1.06%					
22	"5. ""За Русь Святую"""	80	2	1	3	2	5	0	3	5	3	1	0	3	1	2	5	0	1	0	4	0	1	1	1	0	1	0	0	3	0	3	2	0	0	5	2	1	1	0	3	2	3	0	3	2	0	1	3	0	0	0	0	1	0					
		0.36%	0.32%	0.19%	0.48%	0.32%	0.78%	0.0%	0.41%	0.57%	0.57%	0.35%	0.0%	0.78%	0.36%	0.31%	1.61%	0.0%	0.33%	0.0%	0.95%	0.0%	0.24%	0.19%	0.70%	0.0%	0.63%	0.0%	0.0%	0.45%	0.0%	0.34%	0.29%	0.0%	0.0%	0.69%	0.29%	0.50%	0.35%	0.0%	0.29%	0.54%	0.43%	0.0%	0.47%	1.35%	0.0%	0.35%	0.81%	0.0%	0.0%	0.0%	0.0%	1.72%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	0	0	1	0	1	0	2	3	4	2	0	2	2	0	1	3	1	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	3	1	5	1	0	4	0	0	1	0	0	0	2	1	1	1	0	0	1	0					
		0.22%	0.0%	0.0%	0.16%	0.0%	0.15%	0.0%	0.27%	0.34%	0.76%	0.71%	0.0%	0.52%	0.72%	0.0%	0.32%	0.83%	0.33%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.59%	0.11%	0.0%	0.0%	0.58%	0.41%	0.14%	2.53%	0.35%	0.0%	0.39%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.70%	0.27%	0.2%	0.45%	0.0%	0.0%	1.72%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	134	1	1	4	7	7	1	5	3	11	4	3	4	0	5	1	0	0	0	3	0	2	3	0	1	1	2	0	2	1	9	4	0	0	3	3	2	3	0	6	1	3	6	4	1	1	2	1	1	1	11	0	0	0					
		0.61%	0.16%	0.19%	0.65%	1.14%	1.10%	0.46%	0.68%	0.34%	2.09%	1.43%	1.38%	1.04%	0.0%	0.78%	0.32%	0.0%	0.0%	0.0%	0.71%	0.0%	0.48%	0.58%	0.0%	0.76%	0.63%	0.47%	0.0%	0.30%	0.59%	1.02%	0.58%	0.0%	0.0%	0.41%	0.43%	1.01%	1.05%	0.0%	0.58%	0.27%	0.43%	1.25%	0.63%	0.67%	0.36%	0.70%	0.27%	0.2%	0.45%	1.09%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.13%	0.0%	0.19%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	1.53%	0.0%	0.13%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.09%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	46	2	1	0	1	1	1	11	3	2	1	0	0	2	3	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	2	0	0	2	1	1	0	1	0	0	2	0	0	0					
		0.21%	0.32%	0.19%	0.0%	0.16%	0.15%	0.46%	1.51%	0.34%	0.38%	0.35%	0.0%	0.0%	0.72%	0.47%	0.0%	0.0%	0.33%	0.0%	0.0%	0.90%	0.24%	0.19%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.35%	0.86%	0.0%	0.54%	0.0%	0.0%	0.31%	0.67%	0.36%	0.0%	0.27%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1017	37	22	22	28	19	6	47	62	34	6	13	34	19	22	9	23	11	13	28	6	16	19	8	1	7	28	5	21	18	41	23	1	8	21	25	3	12	0	15	6	16	11	57	10	12	19	33	48	7	50	5	6	4					
		4.67%	5.94%	4.23%	3.58%	4.59%	3.00%	2.76%	6.46%	7.06%	6.46%	2.15%	5.99%	8.90%	6.90%	3.47%	2.91%	6.38%	3.63%	5.50%	6.68%	5.40%	3.85%	3.71%	5.63%	0.76%	4.43%	6.60%	3.44%	3.16%	10.71%	4.65%	3.37%	1.53%	4.65%	2.90%	3.63%	1.52%	4.22%	0.0%	1.47%	1.64%	2.30%	2.30%	9.10%	6.75%	4.41%	6.66%	8.91%	9.6%	3.21%	4.97%	2.59%	10.34%	4.25%					
28	"11. ""Истинные патриоты России"""	22	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	2	2	0	1	0	1	1	0	1					
		0.10%	0.16%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.33%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.14%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.67%	0.73%	0.70%	0.0%	0.2%	0.0%	0.09%	0.51%	0.0%	1.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	467	12	12	9	20	21	5	7	22	9	9	5	16	9	15	0	5	10	4	12	0	8	5	4	0	0	11	4	13	2	11	16	2	14	12	9	1	7	0	6	7	7	6	15	1	7	22	6	17	7	39	5	1	0					
		2.14%	1.92%	2.31%	1.46%	3.27%	3.31%	2.30%	0.96%	2.50%	1.71%	3.23%	2.30%	4.18%	3.27%	2.36%	0.0%	1.38%	3.30%	1.69%	2.86%	0.0%	1.92%	0.97%	2.81%	0.0%	0.0%	2.59%	2.75%	1.96%	1.19%	1.25%	2.34%	3.07%	8.13%	1.66%	1.31%	0.50%	2.46%	0.0%	0.58%	1.91%	1.00%	1.25%	2.39%	0.67%	2.57%	7.71%	1.62%	3.4%	3.21%	3.88%	2.59%	1.72%	0.0%					
30	"13. ""Демократическая партия России"""	49	0	0	3	3	1	0	0	4	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	4	2	2	3	0	1	1	2	1	1	0	1	0	3	0	0	0	0	2	2	3	0	2	0	0	1					
		0.22%	0.0%	0.0%	0.48%	0.49%	0.15%	0.0%	0.0%	0.45%	0.0%	0.0%	0.46%	0.26%	0.0%	0.31%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.60%	1.19%	0.22%	0.43%	0.0%	0.58%	0.13%	0.29%	0.50%	0.35%	0.0%	0.09%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.70%	0.54%	0.6%	0.0%	0.19%	0.0%	0.0%	1.06%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	0	1	0	1	1	0	1	0	1	0	0	0	2	1	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	1	0	1	0	2	1	2	1	0	1	0	0	0	0	1	2	0	0	0					
		0.12%	0.0%	0.19%	0.0%	0.16%	0.15%	0.0%	0.13%	0.0%	0.19%	0.0%	0.0%	0.0%	0.72%	0.15%	0.0%	0.0%	0.0%	0.42%	0.23%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.14%	0.0%	0.35%	0.0%	0.19%	0.27%	0.28%	0.20%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.45%	0.19%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	1	1	1	0	0	1	2	2	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0					
		0.08%	0.16%	0.19%	0.16%	0.0%	0.0%	0.46%	0.27%	0.22%	0.0%	0.35%	0.46%	0.0%	0.0%	0.15%	0.0%	0.27%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.15%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1014	44	38	50	34	32	25	37	55	20	12	5	13	7	21	14	33	15	6	12	4	17	26	6	2	5	12	9	26	18	30	21	6	0	28	33	14	9	2	48	8	29	19	30	3	12	5	13	28	6	68	3	0	1					
		4.66%	7.07%	7.32%	8.14%	5.57%	5.05%	11.52%	5.08%	6.27%	3.80%	4.31%	2.30%	3.40%	2.54%	3.31%	4.53%	9.16%	4.95%	2.54%	2.86%	3.60%	4.09%	5.08%	4.22%	1.53%	3.16%	2.83%	6.20%	3.92%	10.71%	3.40%	3.07%	9.23%	0.0%	3.87%	4.80%	7.10%	3.16%	1.73%	4.70%	2.19%	4.17%	3.98%	4.79%	2.02%	4.41%	1.75%	3.51%	5.6%	2.75%	6.76%	1.55%	0.0%	1.06%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	49	1	1	2	1	1	1	1	0	2	1	0	1	1	3	2	3	0	0	0	1	0	1	1	3	0	1	0	1	1	0	2	0	0	0	0	1	0	0	3	0	3	0	0	0	0	2	0	1	3	2	1	0	1					
		0.22%	0.16%	0.19%	0.32%	0.16%	0.15%	0.46%	0.13%	0.0%	0.38%	0.35%	0.0%	0.26%	0.36%	0.47%	0.64%	0.83%	0.0%	0.0%	0.0%	0.90%	0.0%	0.19%	0.70%	2.30%	0.0%	0.23%	0.0%	0.15%	0.59%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.29%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.2%	1.37%	0.19%	0.51%	0.0%	1.06%					
35	"18. ""ЛДПР"""	4933	112	129	132	154	101	52	144	114	92	64	38	73	48	140	86	110	79	88	105	33	124	125	31	31	53	92	27	170	37	168	168	12	9	165	179	45	62	28	250	78	188	146	117	17	44	83	112	116	75	186	62	7	32					
		22.67%	18.00%	24.85%	21.49%	25.24%	15.95%	23.96%	19.80%	12.99%	17.49%	23.02%	17.51%	19.10%	17.45%	22.11%	27.83%	30.55%	26.07%	37.28%	25.05%	29.72%	29.87%	24.46%	21.83%	23.84%	33.54%	21.69%	18.62%	25.64%	22.02%	19.09%	24.63%	18.46%	5.23%	22.85%	26.05%	22.84%	21.83%	24.34%	24.50%	21.36%	27.05%	30.60%	18.69%	11.48%	16.17%	29.12%	30.27%	23.2%	34.40%	18.50%	32.12%	12.06%	34.04%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	459	22	12	18	14	20	2	14	7	11	5	2	12	4	31	7	13	9	4	10	1	16	17	2	5	2	7	4	0	4	13	7	2	1	16	12	12	4	3	20	1	14	8	22	2	2	1	7	8	5	17	5	1	1					
		2.10%	3.53%	2.31%	2.93%	2.29%	3.15%	0.92%	1.92%	0.79%	2.09%	1.79%	0.92%	3.14%	1.45%	4.89%	2.26%	3.61%	2.97%	1.69%	2.38%	0.90%	3.85%	3.32%	1.40%	3.84%	1.26%	1.65%	2.75%	0.0%	2.38%	1.47%	1.02%	3.07%	0.58%	2.21%	1.74%	6.09%	1.40%	2.60%	1.96%	0.27%	2.01%	1.67%	3.51%	1.35%	0.73%	0.35%	1.89%	1.6%	2.29%	1.69%	2.59%	1.72%	1.06%					
37	"20. ""Политическая партия ""Единая Россия"""	7791	193	146	206	180	208	76	333	338	166	110	85	113	110	230	105	92	87	56	147	38	153	214	68	67	43	164	69	249	52	343	225	32	95	271	237	64	94	35	441	205	273	169	203	65	69	51	91	145	84	361	79	25	36					
		35.81%	31.02%	28.13%	33.55%	29.50%	32.85%	35.02%	45.80%	38.54%	31.55%	39.56%	39.17%	29.58%	40.0%	36.33%	33.98%	25.55%	28.71%	23.72%	35.08%	34.23%	36.86%	41.87%	47.88%	51.53%	27.21%	38.67%	47.58%	37.55%	30.95%	38.97%	32.99%	49.23%	55.23%	37.53%	34.49%	32.48%	33.09%	30.43%	43.23%	56.16%	39.28%	35.42%	32.42%	43.91%	25.36%	17.89%	24.59%	29.0%	38.53%	35.92%	40.93%	43.10%	38.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	0	0	2	0	1	0	0	2	2	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	1	0	1	1	1	3	0	0	0	1	0	1	1	2	1	1	0	0	0	0	2	0	0	1					
		0.14%	0.0%	0.0%	0.32%	0.0%	0.15%	0.0%	0.0%	0.22%	0.38%	0.0%	0.0%	0.0%	0.72%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.68%	0.15%	0.0%	0.11%	0.0%	1.53%	0.58%	0.13%	0.43%	0.0%	0.0%	0.0%	0.09%	0.0%	0.14%	0.20%	0.31%	0.67%	0.36%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	1.06%					
39	"22. ""Развитие предпринимательства"""	46	0	2	2	1	0	1	6	7	1	0	2	0	2	2	0	0	0	1	2	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	2	0	0	1	1	1	0	0	1					
		0.21%	0.0%	0.38%	0.32%	0.16%	0.0%	0.46%	0.82%	0.79%	0.19%	0.0%	0.92%	0.0%	0.72%	0.31%	0.0%	0.0%	0.0%	0.42%	0.47%	0.90%	0.0%	0.19%	0.0%	0.0%	0.0%	0.23%	0.68%	0.15%	0.59%	0.0%	0.14%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.15%	0.0%	0.73%	0.0%	0.0%	0.2%	0.45%	0.09%	0.0%	0.0%	1.06%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2839	115	79	89	70	108	17	42	107	99	24	37	63	27	79	47	29	57	31	42	14	33	42	4	9	25	47	10	71	12	158	134	2	22	110	110	19	37	16	100	20	64	57	112	35	79	64	62	47	7	122	13	11	9					
		13.05%	18.48%	15.22%	14.49%	11.47%	17.06%	7.83%	5.77%	12.20%	18.82%	8.63%	17.05%	16.49%	9.81%	12.48%	15.21%	8.05%	18.81%	13.13%	10.02%	12.61%	7.95%	8.21%	2.81%	6.92%	15.82%	11.08%	6.89%	10.70%	7.14%	17.95%	19.64%	3.07%	12.79%	15.23%	16.01%	9.64%	13.02%	13.91%	9.80%	5.47%	9.20%	11.94%	17.89%	23.64%	29.04%	22.45%	16.75%	9.4%	3.21%	12.13%	6.73%	18.96%	9.57%					
																																																												
41	Против всех	890	23	25	18	35	34	12	36	42	12	8	2	12	17	25	11	6	14	19	16	1	21	17	8	1	10	20	8	37	4	36	12	2	7	33	31	6	20	18	51	5	13	18	34	1	10	10	18	19	10	35	3	2	2					
		4.09%	3.69%	4.81%	2.93%	5.73%	5.37%	5.52%	4.95%	4.78%	2.28%	2.87%	0.92%	3.14%	6.18%	3.94%	3.55%	1.66%	4.62%	8.05%	3.81%	0.90%	5.06%	3.32%	5.63%	0.76%	6.32%	4.71%	5.51%	5.58%	2.38%	4.09%	1.75%	3.07%	4.06%	4.57%	4.51%	3.04%	7.04%	15.65%	4.99%	1.36%	1.87%	3.77%	5.43%	0.67%	3.67%	3.50%	4.86%	3.8%	4.58%	3.48%	1.55%	3.44%	2.12%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
