Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
"Наименование Избирательной комиссии:    Бийск, Восточная"																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320					
		0.66%	0.25%	1.04%	0.39%	0.64%	0.62%	0.88%	0.60%	0.51%	0.21%	0.24%	1.12%	0.50%	1.08%	1.99%	0.34%	0.47%	0.38%	0.09%	0.45%	0.18%	0.64%	1.90%	0.82%	0.30%	0.56%	1.29%	0.34%	1.34%	0.49%	0.55%	0.98%	0.45%	0.32%	0.67%	0.60%	0.83%	1.44%	1.11%	0.41%	0.44%	0.93%	0.14%	0.49%	0.80%	0.81%	1.79%	0.80%	0.71%	0.75%	0.22%	0.67%	1.35%	0.54%	0.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1364	15	11	24	10	11	16	42	34	29	25	26	13	24	6	29	37	53	30	43	21	47	16	20	38	30	10	31	26	31	32	36	35	22	9	15	22	21	19	26	27	31	21	28	24	21	7	10	42	46	24	21	8	64	5					
		2.87%	1.88%	1.14%	3.12%	3.23%	3.42%	1.77%	3.62%	3.48%	3.17%	3.12%	2.66%	2.20%	2.16%	1.49%	3.37%	3.53%	4.10%	2.84%	3.26%	1.93%	3.77%	2.34%	3.30%	2.90%	2.84%	1.62%	2.70%	3.18%	3.06%	2.96%	2.96%	3.94%	2.36%	2.01%	2.26%	2.63%	3.79%	3.54%	3.57%	4.01%	4.13%	2.99%	3.44%	3.20%	2.83%	1.14%	1.61%	2.74%	2.87%	1.80%	2.34%	1.35%	4.39%	1.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1045	23	10	18	9	9	13	15	18	23	24	27	16	34	13	8	24	12	25	39	30	25	11	4	30	16	12	44	14	19	29	29	36	33	14	18	16	11	16	12	15	8	18	14	12	13	10	21	35	39	24	20	4	29	4					
		2.20%	2.88%	1.04%	2.34%	2.91%	2.80%	1.44%	1.29%	1.84%	2.52%	2.99%	2.76%	2.71%	3.06%	3.23%	0.93%	2.29%	0.92%	2.36%	2.96%	2.75%	2.00%	1.61%	0.66%	2.29%	1.51%	1.94%	3.83%	1.71%	1.87%	2.68%	2.38%	4.05%	3.54%	3.13%	2.72%	1.91%	1.98%	2.98%	1.64%	2.22%	1.06%	2.56%	1.72%	1.60%	1.75%	1.63%	3.38%	2.28%	2.43%	1.80%	2.23%	0.67%	1.99%	1.10%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3319	30	37	53	12	8	59	89	86	90	70	74	32	46	18	79	95	125	83	104	70	90	27	46	110	83	29	78	52	78	77	82	76	55	21	50	70	38	35	55	53	38	52	55	30	51	44	26	102	106	88	44	44	162	12					
		6.99%	3.76%	3.85%	6.91%	3.88%	2.49%	6.55%	7.68%	8.81%	9.86%	8.73%	7.58%	5.42%	4.14%	4.47%	9.18%	9.08%	9.68%	7.85%	7.89%	6.43%	7.22%	3.95%	7.59%	8.42%	7.88%	4.70%	6.80%	6.36%	7.69%	7.12%	6.74%	8.56%	5.91%	4.69%	7.56%	8.39%	6.85%	6.52%	7.55%	7.87%	5.07%	7.41%	6.76%	4.01%	6.89%	7.18%	4.19%	6.66%	6.62%	6.60%	4.91%	7.44%	11.13%	3.31%					
22	"5. ""За Русь Святую"""	194	4	1	3	2	0	4	4	2	2	5	1	0	2	3	8	6	8	4	7	2	3	4	1	6	3	6	3	2	1	4	3	4	8	3	4	6	4	1	1	1	2	6	2	3	5	3	2	7	8	3	5	5	7	0					
		0.40%	0.50%	0.10%	0.39%	0.64%	0.0%	0.44%	0.34%	0.20%	0.21%	0.62%	0.10%	0.0%	0.18%	0.74%	0.93%	0.57%	0.61%	0.37%	0.53%	0.18%	0.24%	0.58%	0.16%	0.45%	0.28%	0.97%	0.26%	0.24%	0.09%	0.37%	0.24%	0.45%	0.86%	0.67%	0.60%	0.71%	0.72%	0.18%	0.13%	0.14%	0.26%	0.85%	0.24%	0.40%	0.67%	0.49%	0.32%	0.45%	0.50%	0.22%	0.55%	0.84%	0.48%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	77	0	6	5	0	0	1	1	0	2	2	3	1	1	0	1	0	3	0	1	0	3	2	1	1	0	1	2	0	1	3	2	3	1	1	2	0	2	0	0	1	6	1	0	0	1	1	4	1	4	3	1	1	0	1					
		0.16%	0.0%	0.62%	0.65%	0.0%	0.0%	0.11%	0.08%	0.0%	0.21%	0.24%	0.30%	0.16%	0.09%	0.0%	0.11%	0.0%	0.23%	0.0%	0.07%	0.0%	0.24%	0.29%	0.16%	0.07%	0.0%	0.16%	0.17%	0.0%	0.09%	0.27%	0.16%	0.33%	0.10%	0.22%	0.30%	0.0%	0.36%	0.0%	0.0%	0.14%	0.80%	0.14%	0.0%	0.0%	0.13%	0.16%	0.64%	0.06%	0.25%	0.22%	0.11%	0.16%	0.0%	0.27%					
24	"7. ""Новый курс - Автомобильная Россия"""	285	1	5	3	0	2	1	9	4	7	3	1	4	12	6	3	6	6	8	15	4	3	3	4	15	7	5	2	4	8	5	11	1	5	1	1	6	1	5	8	10	5	8	5	7	7	0	2	10	7	8	7	2	11	1					
		0.60%	0.12%	0.52%	0.39%	0.0%	0.62%	0.11%	0.77%	0.40%	0.76%	0.37%	0.10%	0.67%	1.08%	1.49%	0.34%	0.57%	0.46%	0.75%	1.13%	0.36%	0.24%	0.43%	0.66%	1.14%	0.66%	0.81%	0.17%	0.48%	0.78%	0.46%	0.90%	0.11%	0.53%	0.22%	0.15%	0.71%	0.18%	0.93%	1.09%	1.48%	0.66%	1.14%	0.61%	0.93%	0.94%	0.0%	0.32%	0.65%	0.43%	0.60%	0.78%	0.33%	0.75%	0.27%					
25	"8. ""Народно-республиканская партия России"""	21	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0					
		0.04%	0.12%	0.10%	0.0%	0.32%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.07%	0.09%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.12%	0.0%	0.0%	0.16%	0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.30%	0.11%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	158	3	4	0	2	2	0	0	5	3	5	1	2	6	0	3	2	4	2	5	6	4	2	2	7	4	0	1	5	3	2	3	4	4	0	1	3	1	0	3	1	0	0	2	3	2	0	5	10	5	12	6	1	6	1					
		0.33%	0.37%	0.41%	0.0%	0.64%	0.62%	0.0%	0.0%	0.51%	0.32%	0.62%	0.10%	0.33%	0.54%	0.0%	0.34%	0.19%	0.30%	0.18%	0.37%	0.55%	0.32%	0.29%	0.33%	0.53%	0.37%	0.0%	0.08%	0.61%	0.29%	0.18%	0.24%	0.45%	0.43%	0.0%	0.15%	0.35%	0.18%	0.0%	0.41%	0.14%	0.0%	0.0%	0.24%	0.40%	0.27%	0.0%	0.80%	0.65%	0.31%	0.90%	0.67%	0.16%	0.41%	0.27%					
27	"10. ""Аграрная партия России"""	1970	41	55	29	12	14	32	48	30	29	37	34	30	49	10	39	41	49	41	56	52	43	15	27	59	62	22	55	27	39	38	54	42	43	17	40	40	20	20	24	28	33	28	39	36	21	34	17	56	60	71	38	35	52	7					
		4.15%	5.15%	5.72%	3.78%	3.88%	4.36%	3.55%	4.14%	3.07%	3.17%	4.61%	3.48%	5.08%	4.41%	2.48%	4.53%	3.91%	3.79%	3.88%	4.25%	4.77%	3.45%	2.19%	4.45%	4.51%	5.88%	3.57%	4.79%	3.30%	3.84%	3.51%	4.44%	4.73%	4.62%	3.80%	6.05%	4.79%	3.61%	3.73%	3.29%	4.16%	4.40%	3.99%	4.79%	4.81%	2.83%	5.55%	2.74%	3.66%	3.75%	5.32%	4.24%	5.92%	3.57%	1.93%					
28	"11. ""Истинные патриоты России"""	29	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	1	0	2	0	1	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	1	0	1	0	4					
		0.06%	0.25%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.09%	0.08%	0.29%	0.16%	0.0%	0.18%	0.0%	0.08%	0.12%	0.09%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.06%	0.0%	0.07%	0.0%	0.16%	0.0%	1.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	225	8	7	3	1	0	4	5	3	2	4	3	2	7	1	3	5	3	2	5	7	1	3	3	3	7	3	5	5	2	4	7	1	8	5	0	5	2	4	6	2	4	3	3	5	2	5	7	5	13	5	4	12	4	2					
		0.47%	1.00%	0.72%	0.39%	0.32%	0.0%	0.44%	0.43%	0.30%	0.21%	0.49%	0.30%	0.33%	0.63%	0.24%	0.34%	0.47%	0.23%	0.18%	0.37%	0.64%	0.08%	0.43%	0.49%	0.22%	0.66%	0.48%	0.43%	0.61%	0.19%	0.37%	0.57%	0.11%	0.86%	1.11%	0.0%	0.59%	0.36%	0.74%	0.82%	0.29%	0.53%	0.42%	0.36%	0.66%	0.27%	0.81%	1.12%	0.32%	0.81%	0.37%	0.44%	2.03%	0.27%	0.55%					
30	"13. ""Демократическая партия России"""	91	1	1	1	2	0	1	3	5	2	2	3	1	3	0	0	2	2	2	3	2	1	3	1	0	2	2	1	0	1	1	7	2	0	2	0	1	0	0	1	1	4	1	0	4	2	7	1	1	3	2	0	1	2	1					
		0.19%	0.12%	0.10%	0.13%	0.64%	0.0%	0.11%	0.25%	0.51%	0.21%	0.24%	0.30%	0.16%	0.27%	0.0%	0.0%	0.19%	0.15%	0.18%	0.22%	0.18%	0.08%	0.43%	0.16%	0.0%	0.18%	0.32%	0.08%	0.0%	0.09%	0.09%	0.57%	0.22%	0.0%	0.44%	0.0%	0.11%	0.0%	0.0%	0.13%	0.14%	0.53%	0.14%	0.0%	0.53%	0.27%	1.14%	0.16%	0.06%	0.18%	0.15%	0.0%	0.16%	0.13%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	124	3	15	0	0	1	10	1	2	3	2	0	0	3	0	3	3	3	1	5	0	2	0	6	0	1	1	2	3	5	2	1	1	0	1	1	6	3	2	2	4	0	0	1	0	1	1	5	1	3	4	3	1	5	1					
		0.26%	0.37%	1.56%	0.0%	0.0%	0.31%	1.11%	0.08%	0.20%	0.32%	0.24%	0.0%	0.0%	0.27%	0.0%	0.34%	0.28%	0.23%	0.09%	0.37%	0.0%	0.16%	0.0%	0.99%	0.0%	0.09%	0.16%	0.17%	0.36%	0.49%	0.18%	0.08%	0.11%	0.0%	0.22%	0.15%	0.71%	0.54%	0.37%	0.27%	0.59%	0.0%	0.0%	0.12%	0.0%	0.13%	0.16%	0.80%	0.06%	0.18%	0.30%	0.33%	0.16%	0.34%	0.27%					
32	"15. ""Партия СЛОН"""	51	0	1	0	0	1	2	3	1	1	1	2	0	0	1	1	0	0	0	4	1	2	0	2	0	1	0	0	2	1	2	3	2	1	0	1	0	0	0	0	2	1	0	2	1	0	1	1	0	3	1	0	0	2	1					
		0.10%	0.0%	0.10%	0.0%	0.0%	0.31%	0.22%	0.25%	0.10%	0.10%	0.12%	0.20%	0.0%	0.0%	0.24%	0.11%	0.0%	0.0%	0.0%	0.30%	0.09%	0.16%	0.0%	0.33%	0.0%	0.09%	0.0%	0.0%	0.24%	0.09%	0.18%	0.24%	0.22%	0.10%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.29%	0.13%	0.0%	0.24%	0.13%	0.0%	0.16%	0.16%	0.0%	0.18%	0.07%	0.0%	0.0%	0.13%	0.27%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4994	65	55	89	23	20	106	152	108	97	84	99	62	102	33	112	158	177	138	174	145	143	34	64	137	115	50	111	80	118	105	137	114	125	45	37	62	36	48	75	67	82	67	57	72	73	40	79	204	158	122	57	42	220	19					
		10.53%	8.16%	5.72%	11.60%	7.44%	6.23%	11.77%	13.12%	11.06%	10.63%	10.48%	10.15%	10.50%	9.18%	8.20%	13.02%	15.10%	13.71%	13.06%	13.21%	13.32%	11.47%	4.97%	10.56%	10.49%	10.92%	8.11%	9.68%	9.79%	11.64%	9.72%	11.26%	12.85%	13.44%	10.06%	5.59%	7.43%	6.49%	8.95%	10.30%	9.95%	10.94%	9.55%	7.01%	9.62%	9.86%	6.53%	12.74%	13.33%	9.88%	9.15%	6.36%	7.10%	15.12%	5.24%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	1	2	1	0	1	3	1	0	3	1	1	2	3	0	0	0	0	0	2	0	0	5	1	1	3	1	1	2	0	0	0	0	3	3	1	2	0	3	0	0	2	0	0	0	1	4	1	2	1	0	2	2	2	0					
		0.13%	0.12%	0.20%	0.13%	0.0%	0.31%	0.33%	0.08%	0.0%	0.32%	0.12%	0.10%	0.33%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.73%	0.16%	0.07%	0.28%	0.16%	0.08%	0.24%	0.0%	0.0%	0.0%	0.0%	0.32%	0.67%	0.15%	0.23%	0.0%	0.55%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.13%	0.65%	0.16%	0.13%	0.06%	0.0%	0.22%	0.33%	0.13%	0.0%					
35	"18. ""ЛДПР"""	7033	150	178	137	65	86	140	154	122	121	93	129	88	190	75	81	127	171	112	133	123	188	183	81	210	136	136	161	169	132	138	202	81	119	70	129	136	70	75	102	83	122	103	147	110	127	111	89	224	264	185	169	86	150	70					
		14.83%	18.84%	18.54%	17.86%	21.03%	26.79%	15.55%	13.29%	12.5%	13.26%	11.61%	13.23%	14.91%	17.10%	18.65%	9.41%	12.14%	13.24%	10.60%	10.09%	11.30%	15.08%	26.79%	13.36%	16.07%	12.91%	22.07%	14.04%	20.68%	13.03%	12.77%	16.61%	9.13%	12.79%	15.65%	19.51%	16.30%	12.63%	13.99%	14.01%	12.33%	16.28%	14.69%	18.08%	14.70%	17.16%	18.13%	14.35%	14.64%	16.51%	13.87%	18.88%	14.55%	10.30%	19.33%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	716	8	15	9	7	7	15	16	16	11	14	23	10	29	8	15	17	17	23	17	16	11	7	5	20	10	10	11	7	21	24	18	18	14	12	6	8	12	8	8	6	5	0	8	14	11	7	10	25	34	22	16	12	22	1					
		1.51%	1.00%	1.56%	1.17%	2.26%	2.18%	1.66%	1.38%	1.63%	1.20%	1.74%	2.35%	1.69%	2.61%	1.99%	1.74%	1.62%	1.31%	2.17%	1.29%	1.47%	0.88%	1.02%	0.82%	1.53%	0.94%	1.62%	0.95%	0.85%	2.07%	2.22%	1.48%	2.02%	1.50%	2.68%	0.90%	0.95%	2.16%	1.49%	1.09%	0.89%	0.66%	0.0%	0.98%	1.87%	1.48%	1.14%	1.61%	1.63%	2.12%	1.65%	1.78%	2.03%	1.51%	0.27%					
37	"20. ""Политическая партия ""Единая Россия"""	12174	220	267	219	84	93	242	317	288	244	194	214	118	291	101	186	243	303	250	362	254	338	117	189	297	280	164	309	223	277	277	290	205	207	143	154	188	180	144	189	142	182	148	222	166	195	182	163	392	378	365	240	176	379	183					
		25.67%	27.63%	27.81%	28.55%	27.18%	28.97%	26.88%	27.37%	29.50%	26.75%	24.21%	21.94%	20.0%	26.19%	25.12%	21.62%	23.23%	23.47%	23.67%	27.48%	23.34%	27.12%	17.13%	31.18%	22.74%	26.59%	26.62%	26.96%	27.29%	27.34%	25.64%	23.84%	23.11%	22.25%	31.99%	23.29%	22.54%	32.49%	26.86%	25.96%	21.09%	24.29%	21.11%	27.30%	22.19%	26.35%	29.73%	26.29%	25.62%	23.63%	27.38%	26.81%	29.78%	26.04%	50.55%					
38	"21. ""Российская Конституционно-демократическая партия"""	79	1	2	3	2	0	1	5	1	0	0	0	0	1	1	4	1	1	1	1	1	3	6	0	2	1	1	1	1	0	3	0	2	1	2	2	3	2	2	0	1	5	1	2	0	1	1	0	1	1	1	2	3	1	1					
		0.16%	0.12%	0.20%	0.39%	0.64%	0.0%	0.11%	0.43%	0.10%	0.0%	0.0%	0.0%	0.0%	0.09%	0.24%	0.46%	0.09%	0.07%	0.09%	0.07%	0.09%	0.24%	0.87%	0.0%	0.15%	0.09%	0.16%	0.08%	0.12%	0.0%	0.27%	0.0%	0.22%	0.10%	0.44%	0.30%	0.35%	0.36%	0.37%	0.0%	0.14%	0.66%	0.14%	0.24%	0.0%	0.13%	0.16%	0.0%	0.06%	0.06%	0.07%	0.22%	0.50%	0.06%	0.27%					
39	"22. ""Развитие предпринимательства"""	115	2	0	2	3	0	3	2	4	2	4	0	2	6	1	2	2	4	2	1	6	0	3	0	1	2	0	1	3	1	1	1	5	3	0	0	0	1	0	2	4	1	1	4	2	2	1	4	4	8	3	2	2	4	1					
		0.24%	0.25%	0.0%	0.26%	0.97%	0.0%	0.33%	0.17%	0.40%	0.21%	0.49%	0.0%	0.33%	0.54%	0.24%	0.23%	0.19%	0.30%	0.18%	0.07%	0.55%	0.0%	0.43%	0.0%	0.07%	0.18%	0.0%	0.08%	0.36%	0.09%	0.09%	0.08%	0.56%	0.32%	0.0%	0.0%	0.0%	0.18%	0.0%	0.27%	0.59%	0.13%	0.14%	0.49%	0.26%	0.27%	0.16%	0.64%	0.26%	0.50%	0.22%	0.22%	0.33%	0.27%	0.27%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	10167	172	210	124	57	50	178	213	190	185	194	264	170	221	97	237	206	284	274	282	289	243	100	101	298	237	108	261	139	215	271	238	195	215	77	167	189	98	120	170	181	175	194	172	217	155	111	126	308	322	313	193	96	243	22					
		21.44%	21.60%	21.87%	16.16%	18.44%	15.57%	19.77%	18.39%	19.46%	20.28%	24.21%	27.07%	28.81%	19.89%	24.12%	27.55%	19.69%	21.99%	25.94%	21.41%	26.56%	19.50%	14.64%	16.66%	22.81%	22.50%	17.53%	22.77%	17.01%	21.22%	25.09%	19.57%	21.98%	23.11%	17.22%	25.26%	22.66%	17.68%	22.38%	23.35%	26.89%	23.36%	27.67%	21.15%	29.01%	20.94%	18.13%	20.32%	20.13%	20.13%	23.48%	21.56%	16.24%	16.70%	6.07%					
																																																													
41	Против всех	2333	30	40	31	8	6	46	57	42	50	31	55	27	55	18	39	60	51	52	43	55	78	115	40	56	42	27	52	34	42	46	62	46	47	10	23	53	38	25	31	38	27	38	32	29	26	24	33	80	103	58	37	46	80	19					
		4.92%	3.76%	4.16%	4.04%	2.58%	1.86%	5.11%	4.92%	4.30%	5.48%	3.87%	5.64%	4.57%	4.95%	4.47%	4.53%	5.73%	3.95%	4.92%	3.26%	5.05%	6.26%	16.83%	6.60%	4.28%	3.98%	4.38%	4.53%	4.16%	4.14%	4.25%	5.09%	5.18%	5.05%	2.23%	3.47%	6.35%	6.85%	4.66%	4.25%	5.64%	3.60%	5.42%	3.93%	3.87%	3.51%	3.92%	5.32%	5.22%	6.44%	4.35%	4.13%	7.78%	5.49%	5.24%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
