Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Вилючинская 																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90									
		24.42%	26.14%	23.72%	27.63%	23.12%	22.99%	22.95%	24.77%	21.11%	22.07%	25.00%	27.97%	24.76%	25.97%	24.05%	22.42%	27.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	3	2	4	0	3	4	9	4	8	1	1	3	0	2	2	0									
		0.62%	0.62%	0.36%	0.91%	0.00%	0.34%	0.82%	2.06%	0.77%	1.54%	0.24%	0.20%	0.73%	0.00%	2.53%	0.45%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	2	0	4	3	3	5	10	4	0	4	5	7	5	1	1	3									
		0.77%	0.41%	0.00%	0.91%	0.75%	0.34%	1.02%	2.29%	0.77%	0.00%	0.94%	1.01%	1.70%	1.14%	1.27%	0.22%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	3	3	0	0	1	1	0	2	1	0	3	0	2	0	0	0									
		0.22%	0.62%	0.55%	0.00%	0.00%	0.11%	0.20%	0.00%	0.38%	0.19%	0.00%	0.60%	0.00%	0.46%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	1	6	6	3	2	5	3	4	5	7	4	8	2	0	7	4									
		0.90%	0.21%	1.09%	1.37%	0.75%	0.23%	1.02%	0.69%	0.77%	0.96%	1.65%	0.80%	1.94%	0.46%	0.00%	1.57%	0.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1324	56	93	67	65	77	105	88	122	114	89	60	80	93	11	98	106									
		17.81%	11.62%	16.97%	15.30%	16.33%	8.81%	21.52%	20.18%	23.42%	21.88%	20.99%	12.07%	19.42%	21.18%	13.92%	21.97%	24.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	5	3	0	5	6	3	5	2	5	4	8	2	2	0	2	4									
		0.75%	1.04%	0.55%	0.00%	1.26%	0.69%	0.61%	1.15%	0.38%	0.96%	0.94%	1.61%	0.49%	0.46%	0.00%	0.45%	0.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	179	13	14	6	8	14	11	13	13	17	6	15	10	18	2	8	11									
		2.41%	2.70%	2.55%	1.37%	2.01%	1.60%	2.25%	2.98%	2.50%	3.26%	1.42%	3.02%	2.43%	4.10%	2.53%	1.79%	2.54%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
