Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Оханская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513									
		0.63%	0.72%	0.00%	0.93%	0.13%	0.30%	4.85%	0.28%	0.70%	0.38%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	1	0	0	1	1	0	0	0	2	0	0									
		0.10%	0.00%	0.00%	0.23%	0.00%	0.00%	0.30%	0.28%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	830	107	75	61	147	69	60	39	72	50	37	80	12	21									
		16.83%	19.38%	17.61%	14.25%	19.37%	20.41%	18.18%	11.08%	16.78%	18.94%	11.78%	16.88%	12.50%	12.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	0	1	4	9	3	2	1	3	1	3	1	0	0									
		0.57%	0.00%	0.23%	0.93%	1.19%	0.89%	0.61%	0.28%	0.70%	0.38%	0.96%	0.21%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	62	6	9	4	10	4	1	0	5	2	4	15	1	1									
		1.26%	1.09%	2.11%	0.93%	1.32%	1.18%	0.30%	0.00%	1.17%	0.76%	1.27%	3.16%	1.04%	0.59%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	3	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	5	10	7	6	6	4	2	6	1	7	2	0	0									
		1.14%	0.91%	2.35%	1.64%	0.79%	1.78%	1.21%	0.57%	1.40%	0.38%	2.23%	0.42%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	675	99	86	66	108	21	36	37	50	15	45	71	7	34									
		13.69%	17.93%	20.19%	15.42%	14.23%	6.21%	10.91%	10.51%	11.66%	5.68%	14.33%	14.98%	7.29%	20.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	1	0	1	1	1	0	0	1	1	0	1	0									
		0.14%	0.00%	0.23%	0.00%	0.13%	0.30%	0.30%	0.00%	0.00%	0.38%	0.32%	0.00%	1.04%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	256	29	20	27	60	15	16	17	22	5	13	21	4	7									
		5.19%	5.25%	4.69%	6.31%	7.91%	4.44%	4.85%	4.83%	5.13%	1.89%	4.14%	4.43%	4.17%	4.12%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
