Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Чухломская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	70	12	4	22	4	3	1	0	2	1	1	2	6	1	0	2	0	6	1	2									
		1.77%	2.55%	1.06%	2.49%	3.57%	3.23%	0.91%	0.00%	1.06%	0.52%	0.51%	3.23%	2.28%	0.38%	0.00%	1.79%	0.00%	4.11%	0.77%	1.79%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	130	19	6	29	4	2	5	1	4	6	6	2	14	12	4	3	3	5	1	4									
		3.28%	4.03%	1.60%	3.28%	3.57%	2.15%	4.55%	2.86%	2.12%	3.09%	3.08%	3.23%	5.32%	4.62%	4.49%	2.68%	2.29%	3.42%	0.77%	3.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	79	19	8	12	4	1	1	0	2	3	2	3	6	4	1	2	4	1	4	2									
		1.99%	4.03%	2.13%	1.36%	3.57%	1.08%	0.91%	0.00%	1.06%	1.55%	1.03%	4.84%	2.28%	1.54%	1.12%	1.79%	3.05%	0.68%	3.08%	1.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1590	156	139	281	54	45	73	22	91	84	82	25	95	97	37	54	69	65	61	60									
		40.10%	33.12%	36.97%	31.75%	48.21%	48.39%	66.36%	62.86%	48.15%	43.30%	42.05%	40.32%	36.12%	37.31%	41.57%	48.21%	52.67%	44.52%	46.92%	53.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	1	0	6	0	1	0	0	0	0	0	0	1	2	0	0	0	2	1	1									
		0.38%	0.21%	0.00%	0.68%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.77%	0.00%	0.00%	0.00%	1.37%	0.77%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0									
		0.13%	0.00%	0.27%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.77%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	647	84	68	160	18	12	10	6	37	25	32	15	29	41	11	19	19	26	18	17									
		16.32%	17.83%	18.09%	18.08%	16.07%	12.90%	9.09%	17.14%	19.58%	12.89%	16.41%	24.19%	11.03%	15.77%	12.36%	16.96%	14.50%	17.81%	13.85%	15.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	2	0	5	1	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0									
		0.35%	0.42%	0.00%	0.56%	0.89%	0.00%	0.00%	0.00%	0.53%	0.00%	2.05%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	1	3	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	1									
		0.28%	0.21%	0.80%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.51%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.77%	0.89%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1									
		0.35%	0.21%	0.00%	1.24%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	8	1	8	1	0	0	1	0	0	4	0	1	3	0	0	0	4	0	0									
		0.78%	1.70%	0.27%	0.90%	0.89%	0.00%	0.00%	2.86%	0.00%	0.00%	2.05%	0.00%	0.38%	1.15%	0.00%	0.00%	0.00%	2.74%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1176	139	115	282	24	26	18	5	43	68	60	14	107	91	34	29	32	31	39	19									
		29.66%	29.51%	30.59%	31.86%	21.43%	27.96%	16.36%	14.29%	22.75%	35.05%	30.77%	22.58%	40.68%	35.00%	38.20%	25.89%	24.43%	21.23%	30.00%	16.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0									
		0.15%	0.21%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	114	16	18	51	1	1	1	0	2	2	2	1	2	1	1	2	1	6	2	4									
		2.88%	3.40%	4.79%	5.76%	0.89%	1.08%	0.91%	0.00%	1.06%	1.03%	1.03%	1.61%	0.76%	0.38%	1.12%	1.79%	0.76%	4.11%	1.54%	3.57%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
