Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Красносельская  №6																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	3000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	150	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	733	8	11	15	8	10	14	2	8	3	8	9	5	12	11	12	9	14	4	5	10	10	10	9	7	10	6	10	12	16	6	11	13	10	7	5	13	16	15	16	5	3	13	14	142	11	13	8	13	20	10	10	35	7	8	9	13	7	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	373	7	13	6	3	7	12	10	3	7	10	1	5	3	5	6	2	6	7	6	7	6	9	3	10	4	4	4	8	1	2	5	9	5	7	8	4	14	2	8	6	15	6	6	1	6	12	6	3	8	5	8	7	9	5	7	11	7	6					
14	Число погашенных открепительных удостоверений	2267	42	39	35	42	40	36	48	42	47	42	41	45	38	39	38	41	36	46	45	40	40	40	41	43	40	44	40	38	34	44	39	37	40	43	45	37	34	35	34	45	47	37	36	8	39	37	42	37	30	40	40	15	43	42	41	37	43	38					
15	Число открепительных удостоверений выданных ТИК	12	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	"1. ""ЕДИНЕНИЕ"""	393	12	4	11	9	6	2	6	9	9	6	4	6	7	6	7	5	9	8	8	4	11	9	4	3	3	6	2	4	7	10	6	11	4	6	9	5	9	7	11	3	4	11	7	19	5	6	3	6	4	6	6	10	7	4	11	7	7	2					
		0.69%	1.18%	0.33%	1.04%	0.92%	0.60%	0.30%	0.87%	0.91%	1.00%	0.62%	0.44%	0.61%	0.65%	0.50%	0.54%	0.51%	0.91%	0.68%	0.77%	0.44%	1.07%	0.83%	0.67%	0.30%	0.28%	0.73%	0.20%	0.39%	0.79%	0.86%	0.53%	1.12%	0.38%	0.69%	0.88%	0.57%	0.69%	0.66%	0.88%	0.34%	0.43%	1.11%	0.68%	1.06%	0.69%	0.58%	0.33%	0.80%	0.40%	0.75%	0.92%	0.79%	0.73%	0.54%	0.90%	0.63%	0.80%	0.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4360	58	98	70	44	69	42	70	79	65	105	76	101	113	115	87	75	88	110	90	95	99	83	44	81	84	68	86	86	69	96	90	81	90	59	83	72	95	105	105	94	79	44	49	65	48	80	74	33	53	55	33	66	93	52	81	57	60	18					
		7.65%	5.72%	8.25%	6.63%	4.54%	6.99%	6.36%	10.18%	7.99%	7.23%	10.99%	8.51%	10.31%	10.61%	9.75%	6.75%	7.75%	8.97%	9.45%	8.67%	10.46%	9.71%	7.70%	7.39%	8.34%	8.04%	8.29%	8.76%	8.49%	7.79%	8.31%	7.96%	8.28%	8.70%	6.86%	8.18%	8.31%	7.33%	10.0%	8.45%	10.75%	8.51%	4.47%	4.82%	3.65%	6.70%	7.74%	8.19%	4.44%	5.43%	6.95%	5.10%	5.27%	9.73%	7.08%	6.65%	5.14%	6.88%	3.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1715	53	34	23	41	33	30	15	31	27	21	33	25	27	27	40	24	37	43	26	30	27	14	20	19	40	40	28	35	32	36	23	25	35	36	27	29	47	27	37	21	17	46	28	23	19	24	39	22	39	13	18	32	27	26	50	29	28	17					
		3.01%	5.23%	2.86%	2.18%	4.23%	3.34%	4.54%	2.18%	3.13%	3.00%	2.19%	3.69%	2.55%	2.53%	2.29%	3.10%	2.48%	3.77%	3.69%	2.50%	3.30%	2.64%	1.29%	3.36%	1.95%	3.83%	4.87%	2.85%	3.45%	3.61%	3.11%	2.03%	2.55%	3.38%	4.18%	2.66%	3.34%	3.62%	2.57%	2.97%	2.40%	1.83%	4.67%	2.75%	1.29%	2.65%	2.32%	4.31%	2.96%	3.99%	1.64%	2.78%	2.55%	2.82%	3.54%	4.10%	2.61%	3.21%	3.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5985	118	139	113	92	102	85	91	85	87	112	94	93	141	148	124	96	98	122	89	86	124	121	69	100	104	86	132	105	87	144	135	113	127	71	126	111	157	121	122	91	91	79	88	96	65	93	100	87	101	95	61	116	105	76	129	90	115	37					
		10.51%	11.64%	11.71%	10.71%	9.49%	10.34%	12.87%	13.24%	8.60%	9.68%	11.72%	10.52%	9.49%	13.23%	12.55%	9.63%	9.92%	10.0%	10.49%	8.57%	9.47%	12.16%	11.23%	11.59%	10.29%	9.96%	10.48%	13.45%	10.37%	9.83%	12.46%	11.94%	11.55%	12.28%	8.25%	12.42%	12.81%	12.12%	11.52%	9.82%	10.41%	9.80%	8.03%	8.66%	5.39%	9.07%	9.00%	11.07%	11.70%	10.34%	12.01%	9.42%	9.27%	10.99%	10.35%	10.59%	8.12%	13.18%	7.17%					
22	"5. ""За Русь Святую"""	270	5	5	5	7	4	4	4	4	2	5	4	1	1	4	5	2	5	2	4	5	5	3	1	4	8	2	4	5	3	3	8	1	7	7	7	3	6	6	3	5	8	8	10	9	6	3	4	2	1	7	1	8	7	1	15	5	6	0					
		0.47%	0.49%	0.42%	0.47%	0.72%	0.40%	0.60%	0.58%	0.40%	0.22%	0.52%	0.44%	0.10%	0.09%	0.33%	0.38%	0.20%	0.51%	0.17%	0.38%	0.55%	0.49%	0.27%	0.16%	0.41%	0.76%	0.24%	0.40%	0.49%	0.33%	0.25%	0.70%	0.10%	0.67%	0.81%	0.69%	0.34%	0.46%	0.57%	0.24%	0.57%	0.86%	0.81%	0.98%	0.50%	0.83%	0.29%	0.44%	0.26%	0.10%	0.88%	0.15%	0.63%	0.73%	0.13%	1.23%	0.45%	0.68%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	166	3	2	3	4	1	1	0	2	3	2	6	3	0	5	8	1	4	6	5	1	1	7	3	2	3	2	1	1	3	5	4	0	3	3	4	4	7	4	4	0	2	0	1	7	1	2	4	0	0	2	1	2	4	1	1	7	8	2					
		0.29%	0.29%	0.16%	0.28%	0.41%	0.10%	0.15%	0.0%	0.20%	0.33%	0.20%	0.67%	0.30%	0.0%	0.42%	0.62%	0.10%	0.40%	0.51%	0.48%	0.11%	0.09%	0.64%	0.50%	0.20%	0.28%	0.24%	0.10%	0.09%	0.33%	0.43%	0.35%	0.0%	0.29%	0.34%	0.39%	0.46%	0.54%	0.38%	0.32%	0.0%	0.21%	0.0%	0.09%	0.39%	0.13%	0.19%	0.44%	0.0%	0.0%	0.25%	0.15%	0.15%	0.41%	0.13%	0.08%	0.63%	0.91%	0.38%					
24	"7. ""Новый курс - Автомобильная Россия"""	492	8	15	9	12	6	9	2	11	8	10	5	10	17	12	9	3	10	9	7	7	9	13	4	8	4	8	8	13	6	11	8	8	5	10	6	4	14	6	8	9	4	5	7	28	5	9	10	5	8	9	0	8	8	11	13	10	5	6					
		0.86%	0.78%	1.26%	0.85%	1.23%	0.60%	1.36%	0.29%	1.11%	0.89%	1.04%	0.55%	1.02%	1.59%	1.01%	0.69%	0.31%	1.02%	0.77%	0.67%	0.77%	0.88%	1.20%	0.67%	0.82%	0.38%	0.97%	0.81%	1.28%	0.67%	0.95%	0.70%	0.81%	0.48%	1.16%	0.59%	0.46%	1.08%	0.57%	0.64%	1.02%	0.43%	0.50%	0.68%	1.57%	0.69%	0.87%	1.10%	0.67%	0.81%	1.13%	0.0%	0.63%	0.83%	1.49%	1.06%	0.90%	0.57%	1.16%					
25	"8. ""Народно-республиканская партия России"""	32	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	1	3	1	0	1	1	0	2	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	2	1	1	2	1	1	1	0	0	0	0	0	0	1					
		0.05%	0.0%	0.0%	0.09%	0.0%	0.10%	0.0%	0.0%	0.10%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.08%	0.28%	0.11%	0.0%	0.09%	0.16%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.10%	0.09%	0.0%	0.09%	0.11%	0.0%	0.0%	0.08%	0.11%	0.0%	0.0%	0.0%	0.0%	0.27%	0.09%	0.11%	0.26%	0.10%	0.12%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	342	2	8	7	4	9	7	4	9	4	7	2	10	11	4	9	7	4	13	4	6	3	5	2	6	3	3	5	5	9	11	8	8	3	5	5	5	9	10	6	6	7	2	8	10	4	6	0	3	2	8	6	10	4	4	5	3	6	6					
		0.60%	0.19%	0.67%	0.66%	0.41%	0.91%	1.06%	0.58%	0.91%	0.44%	0.73%	0.22%	1.02%	1.03%	0.33%	0.69%	0.72%	0.40%	1.11%	0.38%	0.66%	0.29%	0.46%	0.33%	0.61%	0.28%	0.36%	0.50%	0.49%	1.01%	0.95%	0.70%	0.81%	0.29%	0.58%	0.49%	0.57%	0.69%	0.95%	0.48%	0.68%	0.75%	0.20%	0.78%	0.56%	0.55%	0.58%	0.0%	0.40%	0.20%	1.01%	0.92%	0.79%	0.41%	0.54%	0.41%	0.27%	0.68%	1.16%					
27	"10. ""Аграрная партия России"""	840	20	13	15	17	11	16	15	14	16	18	14	18	15	21	10	16	21	17	15	16	9	11	7	9	17	7	24	21	6	25	16	11	13	16	13	7	27	19	15	11	11	13	14	17	12	12	15	13	15	13	8	26	13	12	20	9	10	5					
		1.47%	1.97%	1.09%	1.42%	1.75%	1.11%	2.42%	2.18%	1.41%	1.78%	1.88%	1.56%	1.83%	1.40%	1.78%	0.77%	1.65%	2.14%	1.46%	1.44%	1.76%	0.88%	1.02%	1.17%	0.92%	1.62%	0.85%	2.44%	2.07%	0.67%	2.16%	1.41%	1.12%	1.25%	1.86%	1.28%	0.80%	2.08%	1.80%	1.20%	1.25%	1.18%	1.32%	1.37%	0.95%	1.67%	1.16%	1.66%	1.74%	1.53%	1.64%	1.23%	2.07%	1.36%	1.63%	1.64%	0.81%	1.14%	0.96%					
28	"11. ""Истинные патриоты России"""	64	1	0	4	2	1	0	1	0	1	2	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	26	0	0	0	1	0	1	3	1	0	2	0	3	0	0					
		0.11%	0.09%	0.0%	0.37%	0.20%	0.10%	0.0%	0.14%	0.0%	0.11%	0.20%	0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.09%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.12%	0.10%	0.0%	0.0%	0.0%	0.08%	0.0%	0.09%	0.11%	0.09%	0.0%	0.07%	0.0%	0.08%	0.11%	0.10%	0.0%	0.0%	1.46%	0.0%	0.0%	0.0%	0.13%	0.0%	0.12%	0.46%	0.07%	0.0%	0.27%	0.0%	0.27%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	613	12	19	12	19	10	7	8	10	5	10	3	6	9	12	10	8	16	11	13	10	5	12	5	12	20	15	14	9	8	13	10	13	9	4	15	8	13	5	15	9	9	15	7	8	12	10	10	19	4	9	6	14	6	5	19	11	14	11					
		1.07%	1.18%	1.60%	1.13%	1.96%	1.01%	1.06%	1.16%	1.01%	0.55%	1.04%	0.33%	0.61%	0.84%	1.01%	0.77%	0.82%	1.63%	0.94%	1.25%	1.10%	0.49%	1.11%	0.84%	1.23%	1.91%	1.82%	1.42%	0.88%	0.90%	1.12%	0.88%	1.32%	0.87%	0.46%	1.47%	0.92%	1.00%	0.47%	1.20%	1.02%	0.96%	1.52%	0.68%	0.44%	1.67%	0.96%	1.10%	2.55%	0.40%	1.13%	0.92%	1.11%	0.62%	0.68%	1.56%	0.99%	1.60%	2.13%					
30	"13. ""Демократическая партия России"""	46	2	1	1	1	1	0	1	2	0	1	0	2	0	1	1	0	0	0	0	1	1	1	1	1	2	1	0	2	2	1	0	3	0	1	0	1	1	1	1	0	0	1	2	0	0	1	0	0	2	0	0	0	0	2	1	1	0	1					
		0.08%	0.19%	0.08%	0.09%	0.10%	0.10%	0.0%	0.14%	0.20%	0.0%	0.10%	0.0%	0.20%	0.0%	0.08%	0.07%	0.0%	0.0%	0.0%	0.0%	0.11%	0.09%	0.09%	0.16%	0.10%	0.19%	0.12%	0.0%	0.19%	0.22%	0.08%	0.0%	0.30%	0.0%	0.11%	0.0%	0.11%	0.07%	0.09%	0.08%	0.0%	0.0%	0.10%	0.19%	0.0%	0.0%	0.09%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.27%	0.08%	0.09%	0.0%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	73	1	0	1	2	0	3	1	2	0	1	2	2	2	4	1	5	4	1	0	0	1	3	1	0	0	0	2	1	0	0	1	1	0	0	0	1	1	2	1	2	3	2	0	5	3	0	0	1	2	0	1	0	2	0	2	1	1	1					
		0.12%	0.09%	0.0%	0.09%	0.20%	0.0%	0.45%	0.14%	0.20%	0.0%	0.10%	0.22%	0.20%	0.18%	0.33%	0.07%	0.51%	0.40%	0.08%	0.0%	0.0%	0.09%	0.27%	0.16%	0.0%	0.0%	0.0%	0.20%	0.09%	0.0%	0.0%	0.08%	0.10%	0.0%	0.0%	0.0%	0.11%	0.07%	0.19%	0.08%	0.22%	0.32%	0.20%	0.0%	0.28%	0.41%	0.0%	0.0%	0.13%	0.20%	0.0%	0.15%	0.0%	0.20%	0.0%	0.16%	0.09%	0.11%	0.19%					
32	"15. ""Партия СЛОН"""	60	2	1	1	1	0	0	0	0	1	1	0	2	0	2	1	0	3	0	1	2	0	1	1	0	1	1	1	0	2	1	1	1	4	2	1	0	0	0	2	0	0	1	1	8	2	1	1	1	1	1	1	0	0	0	2	2	1	0					
		0.10%	0.19%	0.08%	0.09%	0.10%	0.0%	0.0%	0.0%	0.0%	0.11%	0.10%	0.0%	0.20%	0.0%	0.16%	0.07%	0.0%	0.30%	0.0%	0.09%	0.22%	0.0%	0.09%	0.16%	0.0%	0.09%	0.12%	0.10%	0.0%	0.22%	0.08%	0.08%	0.10%	0.38%	0.23%	0.09%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.10%	0.09%	0.44%	0.27%	0.09%	0.11%	0.13%	0.10%	0.12%	0.15%	0.0%	0.0%	0.0%	0.16%	0.18%	0.11%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7601	121	168	150	125	154	75	87	130	126	174	112	138	138	166	195	164	131	147	142	130	162	159	91	116	138	111	125	138	123	147	139	108	144	113	134	134	160	118	195	103	140	101	106	107	89	193	112	88	116	101	91	218	136	90	151	134	103	94					
		13.35%	11.94%	14.15%	14.21%	12.89%	15.61%	11.36%	12.66%	13.15%	14.03%	18.21%	12.54%	14.09%	12.95%	14.07%	15.15%	16.95%	13.36%	12.63%	13.68%	14.31%	15.89%	14.76%	15.29%	11.94%	13.21%	13.53%	12.74%	13.63%	13.89%	12.72%	12.30%	11.04%	13.92%	13.13%	13.21%	15.47%	12.35%	11.23%	15.70%	11.78%	15.08%	10.27%	10.43%	6.01%	12.43%	18.68%	12.40%	11.84%	11.88%	12.76%	14.06%	17.42%	14.24%	12.26%	12.40%	12.09%	11.81%	18.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	1	0	2	2	1	0	1	1	1	0	1	1	0	1	0	1	2	2	0	0	1	0	0	0	1	2	0	2	1	0	0	0	1	1	2	1	2	0	1	1	0	0	0	4	1	1	0	0	0	1	0	1	1	0	0	3	0	1					
		0.08%	0.09%	0.0%	0.18%	0.20%	0.10%	0.0%	0.14%	0.10%	0.11%	0.0%	0.11%	0.10%	0.0%	0.08%	0.0%	0.10%	0.20%	0.17%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.09%	0.24%	0.0%	0.19%	0.11%	0.0%	0.0%	0.0%	0.09%	0.11%	0.19%	0.11%	0.15%	0.0%	0.08%	0.11%	0.0%	0.0%	0.0%	0.22%	0.13%	0.09%	0.0%	0.0%	0.0%	0.12%	0.0%	0.07%	0.10%	0.0%	0.0%	0.27%	0.0%	0.19%					
35	"18. ""ЛДПР"""	4745	83	81	87	87	54	44	50	89	93	47	68	68	82	85	105	63	68	120	96	67	75	100	40	86	89	61	80	84	78	93	93	71	96	90	79	63	103	85	81	75	77	84	100	250	62	79	81	75	89	71	67	84	58	64	109	123	62	51					
		8.33%	8.19%	6.82%	8.24%	8.97%	5.47%	6.66%	7.27%	9.00%	10.35%	4.92%	7.61%	6.94%	7.69%	7.20%	8.15%	6.51%	6.93%	10.31%	9.24%	7.37%	7.36%	9.28%	6.72%	8.85%	8.52%	7.43%	8.15%	8.30%	8.81%	8.05%	8.23%	7.25%	9.28%	10.46%	7.79%	7.27%	7.95%	8.09%	6.52%	8.58%	8.29%	8.54%	9.84%	14.06%	8.65%	7.64%	8.97%	10.09%	9.11%	8.97%	10.35%	6.71%	6.07%	8.71%	8.95%	11.10%	7.11%	9.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2166	44	77	71	37	38	37	27	50	20	31	35	30	38	42	57	37	36	30	45	19	43	43	34	48	42	28	31	42	36	20	35	37	43	30	25	30	40	30	39	26	19	52	42	43	27	63	37	30	34	25	17	44	29	31	51	43	48	28					
		3.80%	4.34%	6.48%	6.72%	3.81%	3.85%	5.60%	3.93%	5.06%	2.22%	3.24%	3.91%	3.06%	3.56%	3.56%	4.42%	3.82%	3.67%	2.57%	4.33%	2.09%	4.21%	3.99%	5.71%	4.94%	4.02%	3.41%	3.16%	4.15%	4.06%	1.73%	3.09%	3.78%	4.15%	3.48%	2.46%	3.46%	3.08%	2.85%	3.14%	2.97%	2.04%	5.28%	4.13%	2.41%	3.77%	6.09%	4.09%	4.03%	3.48%	3.16%	2.62%	3.51%	3.03%	4.22%	4.19%	3.88%	5.50%	5.42%					
37	"20. ""Политическая партия ""Единая Россия"""	18792	313	326	311	312	335	202	195	310	302	263	289	336	356	376	413	331	308	391	362	306	319	341	170	354	331	249	298	322	284	380	386	358	294	290	327	271	452	351	440	294	313	362	394	773	246	303	296	247	343	254	240	394	302	263	385	416	279	134					
		33.01%	30.89%	27.46%	29.47%	32.19%	33.97%	30.60%	28.38%	31.37%	33.63%	27.53%	32.36%	34.32%	33.42%	31.89%	32.09%	34.22%	31.42%	33.61%	34.87%	33.70%	31.30%	31.66%	28.57%	36.45%	31.70%	30.36%	30.37%	31.81%	32.09%	32.90%	34.15%	36.60%	28.43%	33.72%	32.24%	31.29%	34.90%	33.42%	35.42%	33.63%	33.72%	36.82%	38.77%	43.47%	34.35%	29.33%	32.77%	33.24%	35.14%	32.11%	37.09%	31.49%	31.62%	35.83%	31.63%	37.54%	31.99%	25.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	1	1	1	1	0	2	3	0	1	1	0	3	0	1	2	0	0	0	2	1	1	3	2	1	0	1	2	0	0	1	1	1	2	1	0	0	2	0	0	0	1	1	2	2	2	2	3	0	0	0	1	1	1	0	1	1	1	1					
		0.10%	0.09%	0.08%	0.09%	0.10%	0.0%	0.30%	0.43%	0.0%	0.11%	0.10%	0.0%	0.30%	0.0%	0.08%	0.15%	0.0%	0.0%	0.0%	0.19%	0.11%	0.09%	0.27%	0.33%	0.10%	0.0%	0.12%	0.20%	0.0%	0.0%	0.08%	0.08%	0.10%	0.19%	0.11%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.10%	0.10%	0.19%	0.11%	0.27%	0.19%	0.33%	0.0%	0.0%	0.0%	0.15%	0.07%	0.10%	0.0%	0.08%	0.09%	0.11%	0.19%					
39	"22. ""Развитие предпринимательства"""	795	19	19	12	12	11	9	14	12	10	16	8	18	9	20	25	17	9	20	17	15	19	14	17	5	15	9	21	13	16	13	13	7	14	6	14	11	17	19	7	15	20	10	9	22	7	14	15	12	19	14	1	24	22	9	12	15	11	2					
		1.39%	1.87%	1.60%	1.13%	1.23%	1.11%	1.36%	2.03%	1.21%	1.11%	1.67%	0.89%	1.83%	0.84%	1.69%	1.94%	1.75%	0.91%	1.71%	1.63%	1.65%	1.86%	1.29%	2.85%	0.51%	1.43%	1.09%	2.14%	1.28%	1.80%	1.12%	1.15%	0.71%	1.35%	0.69%	1.38%	1.27%	1.31%	1.80%	0.56%	1.71%	2.15%	1.01%	0.88%	1.23%	0.97%	1.35%	1.66%	1.61%	1.94%	1.76%	0.15%	1.91%	2.30%	1.22%	0.98%	1.35%	1.26%	0.38%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4810	88	111	92	92	96	54	59	92	74	75	93	64	66	90	120	81	92	67	73	61	67	80	57	79	89	64	79	82	67	94	98	78	95	66	84	77	85	97	83	78	91	104	94	115	68	91	63	66	106	80	61	144	92	47	117	83	82	67					
		8.44%	8.68%	9.35%	8.72%	9.49%	9.73%	8.18%	8.58%	9.31%	8.24%	7.85%	10.41%	6.53%	6.19%	7.63%	9.32%	8.37%	9.38%	5.76%	7.03%	6.71%	6.57%	7.42%	9.57%	8.13%	8.52%	7.80%	8.05%	8.10%	7.57%	8.13%	8.67%	7.97%	9.18%	7.67%	8.28%	8.89%	6.56%	9.23%	6.68%	8.92%	9.80%	10.57%	9.25%	6.46%	9.49%	8.80%	6.97%	8.88%	10.86%	10.11%	9.42%	11.51%	9.63%	6.40%	9.61%	7.49%	9.40%	12.98%					
																																																																	
