Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Ахвахская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	125	9	5	12	2	1	0	1	0	0	1	3	0	5	5	6	4	1	15	0	0	0	3	0	7	2	13	5	0	0	1	1	5	18	0									
		1.99%	1.58%	2.67%	6.49%	2.27%	1.35%	0.00%	1.19%	0.00%	0.00%	1.27%	1.36%	0.00%	2.63%	3.57%	3.19%	0.94%	0.55%	6.38%	0.00%	0.00%	0.00%	0.95%	0.00%	2.32%	0.95%	3.41%	5.56%	0.00%	0.00%	2.27%	1.56%	1.35%	4.57%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	54	2	6	14	2	0	0	0	0	0	0	1	0	3	2	2	0	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	1	13	0									
		0.86%	0.35%	3.21%	7.57%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	1.58%	1.43%	1.06%	0.00%	0.55%	1.28%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	3.30%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4200	412	123	156	65	54	17	81	74	46	77	123	194	122	107	89	267	134	131	194	50	69	99	95	210	61	217	48	80	29	38	55	304	228	151									
		66.75%	72.41%	65.78%	84.32%	73.86%	72.97%	68.00%	96.43%	80.43%	100.00%	97.47%	55.91%	87.39%	64.21%	76.43%	47.34%	62.82%	73.63%	55.74%	97.49%	100.00%	97.18%	31.43%	37.55%	69.54%	28.91%	56.96%	53.33%	97.56%	69.05%	86.36%	85.94%	81.94%	57.87%	78.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	2	6	0									
		0.30%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.55%	0.43%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.47%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	1.52%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	4	1	0	1	1	0	0	0	0	0	0	0	0	1	3	2	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0									
		0.29%	0.70%	0.53%	0.00%	1.14%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	1.60%	0.47%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	2.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	269	19	7	0	2	3	0	1	5	0	0	50	0	1	3	6	5	1	10	0	0	0	9	7	6	44	11	3	0	2	0	3	19	27	25									
		4.28%	3.34%	3.74%	0.00%	2.27%	4.05%	0.00%	1.19%	5.43%	0.00%	0.00%	22.73%	0.00%	0.53%	2.14%	3.19%	1.18%	0.55%	4.26%	0.00%	0.00%	0.00%	2.86%	2.77%	1.99%	20.85%	2.89%	3.33%	0.00%	4.76%	0.00%	4.69%	5.12%	6.85%	13.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0									
		0.38%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.45%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.57%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	4	1	0	0	0	0	0	0	0	0	4	0	0	0	4	3	1	5	0	0	0	0	1	0	1	4	0	0	0	0	0	2	0	0									
		0.48%	0.70%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	2.13%	0.71%	0.55%	2.13%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.47%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	5	0	0	0	0	0	2	4	1	0	0	0	0	0	0	2	0									
		0.37%	0.53%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.53%	0.71%	0.00%	2.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	1.90%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	7	2	0	1	0	0	0	0	0	0	1	0	2	1	1	3	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	2	0									
		0.41%	1.23%	1.07%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	1.05%	0.71%	0.53%	0.71%	0.55%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.33%	0.00%	0.26%	1.11%	0.00%	0.00%	0.00%	0.00%	0.27%	0.51%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1306	67	28	0	15	13	8	1	12	0	0	19	27	51	14	66	127	37	57	4	0	1	198	140	67	97	115	30	2	10	4	4	23	62	7									
		20.76%	11.78%	14.97%	0.00%	17.05%	17.57%	32.00%	1.19%	13.04%	0.00%	0.00%	8.64%	12.16%	26.84%	10.00%	35.11%	29.88%	20.33%	24.26%	2.01%	0.00%	1.41%	62.86%	55.34%	22.19%	45.97%	30.18%	33.33%	2.44%	23.81%	9.09%	6.25%	6.20%	15.74%	3.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	3	1	0	0	0	0	0	0	0	0	1	0	1	0	5	4	1	0	0	0	0	2	2	4	0	3	0	0	0	0	0	2	3	0									
		0.51%	0.53%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.53%	0.00%	2.66%	0.94%	0.55%	0.00%	0.00%	0.00%	0.00%	0.63%	0.79%	1.32%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.76%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	28	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	2	0	2	1	3	1	0	1	0	0	3	7	0									
		0.45%	0.18%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.24%	0.55%	1.28%	0.00%	0.00%	0.00%	0.63%	0.00%	0.66%	0.47%	0.79%	1.11%	0.00%	2.38%	0.00%	0.00%	0.81%	1.78%	0.00%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
