Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Пудожская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0									
		0.13%	0.14%	0.13%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	241	26	34	39	37	2	0	3	2	0	5	3	7	4	2	9	4	5	3	3	0	34	2	0	7	3	2	3	2									
		3.56%	3.61%	4.38%	4.98%	4.80%	4.08%	0.00%	2.24%	3.28%	0.00%	2.26%	2.38%	7.95%	2.04%	4.08%	2.47%	2.47%	5.62%	1.78%	2.88%	0.00%	6.58%	0.88%	0.00%	2.59%	1.10%	3.77%	1.61%	2.11%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1092	110	142	124	158	10	15	14	2	17	29	15	12	12	4	104	27	9	14	5	3	58	35	7	52	56	4	39	15									
		16.13%	15.26%	18.30%	15.84%	20.49%	20.41%	22.39%	10.45%	3.28%	15.04%	13.12%	11.90%	13.64%	6.12%	8.16%	28.49%	16.67%	10.11%	8.28%	4.81%	7.32%	11.22%	15.35%	10.61%	19.26%	20.59%	7.55%	20.97%	15.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	1	5	2	5	0	1	0	1	0	1	0	0	0	0	3	0	1	2	1	0	2	1	0	1	2	0	0	0									
		0.43%	0.14%	0.64%	0.26%	0.65%	0.00%	1.49%	0.00%	1.64%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	1.12%	1.18%	0.96%	0.00%	0.39%	0.44%	0.00%	0.37%	0.74%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	555	82	62	63	68	3	4	3	4	16	6	12	11	17	9	42	11	10	10	8	0	33	14	2	28	20	3	8	6									
		8.20%	11.37%	7.99%	8.05%	8.82%	6.12%	5.97%	2.24%	6.56%	14.16%	2.71%	9.52%	12.50%	8.67%	18.37%	11.51%	6.79%	11.24%	5.92%	7.69%	0.00%	6.38%	6.14%	3.03%	10.37%	7.35%	5.66%	4.30%	6.32%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
