Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Ахтубинская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	438	2	2	5	5	5	5	5	3	3	5	4	5	5	10	5	10	5	5	5	12	12	5	4	8	9	6	7	4	2	10	10	10	10	10	10	15	48	10	10	20	10	10	10	10	10	10	10	10	10	5	10	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	261	0	0	0	1	0	3	0	0	2	1	1	2	3	10	1	5	5	1	1	9	10	5	2	4	9	6	6	3	1	7	6	5	3	8	10	11	40	8	8	13	5	5	8	8	6	1	5	3	5	3	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	242	2	5	0	3	6	3	3	1	2	2	1	2	4	6	3	2	2	4	3	1	2	5	4	4	1	6	3	3	0	5	6	8	2	2	7	3	17	9	4	10	16	24	15	6	7	2	5	0	5	0	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	177	2	2	5	4	5	2	5	3	1	4	3	3	2	0	4	5	0	4	4	3	2	0	2	4	0	0	1	1	1	3	4	5	7	2	0	4	8	2	2	7	5	5	2	2	4	9	5	7	5	2	9	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	95	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	2	2	4	5	7	29	4	6	2	1	4	2	3	1	1	1	0	0	3	2	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	245	0	0	1	0	2	2	0	1	1	1	2	0	2	5	2	1	3	1	1	3	2	3	1	1	1	2	5	1	2	7	9	8	4	11	12	18	37	13	9	10	9	9	8	4	3	3	5	6	3	6	5	0									
		1.20%	0.00%	0.00%	0.60%	0.00%	0.87%	0.99%	0.00%	0.68%	0.55%	0.29%	0.82%	0.00%	0.62%	1.06%	0.90%	0.52%	0.87%	0.59%	1.39%	1.12%	0.52%	0.91%	0.36%	0.46%	0.22%	0.54%	1.40%	0.40%	2.33%	1.06%	1.43%	1.69%	0.75%	1.44%	1.65%	1.97%	2.46%	1.66%	1.27%	1.14%	1.08%	1.90%	1.24%	1.06%	1.02%	0.87%	1.38%	1.64%	0.76%	2.75%	1.29%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	894	5	2	4	6	9	12	6	11	15	18	21	6	11	22	20	13	16	19	5	15	19	8	13	12	21	18	22	9	7	22	22	32	16	23	29	34	45	24	26	29	31	18	27	25	13	17	15	10	29	9	22	11									
		4.39%	12.50%	2.78%	2.38%	4.35%	3.91%	5.91%	3.23%	7.53%	8.20%	5.22%	8.61%	4.23%	3.41%	4.68%	8.97%	6.74%	4.62%	11.18%	6.94%	5.60%	4.92%	2.43%	4.64%	5.50%	4.71%	4.85%	6.16%	3.64%	8.14%	3.34%	3.50%	6.77%	2.99%	3.02%	3.99%	3.72%	2.99%	3.06%	3.67%	3.31%	3.73%	3.80%	4.20%	6.61%	4.44%	4.96%	4.13%	2.73%	7.32%	4.13%	5.68%	5.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	408	0	2	7	3	4	1	1	3	5	11	7	0	7	17	6	7	8	6	5	4	6	10	3	2	9	6	11	8	2	13	18	8	3	11	10	17	26	17	15	16	15	12	19	5	2	2	8	6	5	6	8	5									
		2.00%	0.00%	2.78%	4.17%	2.17%	1.74%	0.49%	0.54%	2.05%	2.73%	3.19%	2.87%	0.00%	2.17%	3.62%	2.69%	3.63%	2.31%	3.53%	6.94%	1.49%	1.55%	3.04%	1.07%	0.92%	2.02%	1.62%	3.08%	3.24%	2.33%	1.97%	2.86%	1.69%	0.56%	1.44%	1.38%	1.86%	1.73%	2.17%	2.12%	1.83%	1.81%	2.53%	2.95%	1.32%	0.68%	0.58%	2.20%	1.64%	1.26%	2.75%	2.07%	2.38%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5653	10	24	49	37	68	53	37	53	55	109	70	45	95	112	55	49	118	51	16	81	148	97	95	59	141	119	88	74	30	190	175	112	157	200	174	221	512	197	187	204	172	131	182	119	86	80	96	104	80	55	117	64									
		27.77%	25.00%	33.33%	29.17%	26.81%	29.57%	26.11%	19.89%	36.30%	30.05%	31.59%	28.69%	31.69%	29.41%	23.83%	24.66%	25.39%	34.10%	30.00%	22.22%	30.22%	38.34%	29.48%	33.93%	27.06%	31.61%	32.08%	24.65%	29.96%	34.88%	28.83%	27.82%	23.68%	29.40%	26.25%	23.93%	24.18%	34.02%	25.13%	26.41%	23.29%	20.70%	27.64%	28.30%	31.48%	29.35%	23.32%	26.45%	28.42%	20.20%	25.23%	30.23%	30.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	109	0	0	0	1	0	1	1	0	0	1	0	1	1	2	2	0	0	3	0	0	3	1	1	0	1	1	2	0	0	4	4	2	2	7	3	3	13	3	4	7	5	5	5	2	1	1	3	2	4	3	2	2									
		0.54%	0.00%	0.00%	0.00%	0.72%	0.00%	0.49%	0.54%	0.00%	0.00%	0.29%	0.00%	0.70%	0.31%	0.43%	0.90%	0.00%	0.00%	1.76%	0.00%	0.00%	0.78%	0.30%	0.36%	0.00%	0.22%	0.27%	0.56%	0.00%	0.00%	0.61%	0.64%	0.42%	0.37%	0.92%	0.41%	0.33%	0.86%	0.38%	0.56%	0.80%	0.60%	1.05%	0.78%	0.53%	0.34%	0.29%	0.83%	0.55%	1.01%	1.38%	0.52%	0.95%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	1	2	1	3	0	1	1	0	0	0	1	0	0	0	0	1	0	0									
		0.11%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.31%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.36%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.14%	0.22%	0.07%	0.38%	0.00%	0.11%	0.12%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3429	4	12	44	38	50	35	51	17	20	56	44	14	68	87	24	28	49	27	5	20	50	43	45	33	60	52	47	27	7	135	99	86	95	112	94	122	337	132	128	120	107	92	105	88	59	65	50	70	92	50	90	44									
		16.85%	10.00%	16.67%	26.19%	27.54%	21.74%	17.24%	27.42%	11.64%	10.93%	16.23%	18.03%	9.86%	21.05%	18.51%	10.76%	14.51%	14.16%	15.88%	6.94%	7.46%	12.95%	13.07%	16.07%	15.14%	13.45%	14.02%	13.17%	10.93%	8.14%	20.49%	15.74%	18.18%	17.79%	14.70%	12.93%	13.35%	22.39%	16.84%	18.08%	13.70%	12.88%	19.41%	16.33%	23.28%	20.14%	18.95%	13.77%	19.13%	23.23%	22.94%	23.26%	20.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	91	0	0	1	0	1	1	2	0	0	2	0	1	2	0	1	0	0	0	0	0	3	2	0	0	4	1	0	2	0	0	2	3	6	4	6	6	9	2	1	3	11	1	2	1	1	1	3	1	3	1	0	1									
		0.45%	0.00%	0.00%	0.60%	0.00%	0.43%	0.49%	1.08%	0.00%	0.00%	0.58%	0.00%	0.70%	0.62%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.61%	0.00%	0.00%	0.90%	0.27%	0.00%	0.81%	0.00%	0.00%	0.32%	0.63%	1.12%	0.52%	0.83%	0.66%	0.60%	0.26%	0.14%	0.34%	1.32%	0.21%	0.31%	0.26%	0.34%	0.29%	0.83%	0.27%	0.76%	0.46%	0.00%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	182	0	0	0	0	0	0	0	0	0	0	1	1	5	0	4	0	0	0	0	0	2	0	1	0	1	2	0	2	1	6	8	7	16	10	11	14	25	7	3	12	12	4	4	7	3	1	4	4	1	0	1	2									
		0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.70%	1.55%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.36%	0.00%	0.22%	0.54%	0.00%	0.81%	1.16%	0.91%	1.27%	1.48%	2.99%	1.31%	1.51%	1.53%	1.66%	0.89%	0.42%	1.37%	1.44%	0.84%	0.62%	1.85%	1.02%	0.29%	1.10%	1.09%	0.25%	0.00%	0.26%	0.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	2	0	0	1	1	0	2	0	1	0	1	0	1	2	0	0	0	0	2	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.21%	0.45%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.28%	0.00%	1.16%	0.15%	0.32%	0.00%	0.00%	0.13%	0.14%	0.00%	0.13%	0.00%	0.14%	0.00%	0.12%	0.00%	0.16%	0.53%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	121	0	0	1	1	0	2	1	0	0	0	2	2	2	3	0	1	3	1	0	2	0	2	2	1	2	0	0	1	0	1	3	3	4	4	7	7	12	3	7	13	9	4	2	0	2	2	5	0	2	1	1	0									
		0.59%	0.00%	0.00%	0.60%	0.72%	0.00%	0.99%	0.54%	0.00%	0.00%	0.00%	0.82%	1.41%	0.62%	0.64%	0.00%	0.52%	0.87%	0.59%	0.00%	0.75%	0.00%	0.61%	0.71%	0.46%	0.45%	0.00%	0.00%	0.40%	0.00%	0.15%	0.48%	0.63%	0.75%	0.52%	0.96%	0.77%	0.80%	0.38%	0.99%	1.48%	1.08%	0.84%	0.31%	0.00%	0.68%	0.58%	1.38%	0.00%	0.51%	0.46%	0.26%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5371	18	27	49	33	66	61	64	47	66	99	57	38	57	174	75	55	94	44	13	113	123	132	96	83	171	146	150	107	29	127	158	125	145	155	175	217	235	167	145	207	231	108	149	71	76	78	100	94	100	58	104	59									
		26.39%	45.00%	37.50%	29.17%	23.91%	28.70%	30.05%	34.41%	32.19%	36.07%	28.70%	23.36%	26.76%	17.65%	37.02%	33.63%	28.50%	27.17%	25.88%	18.06%	42.16%	31.87%	40.12%	34.29%	38.07%	38.34%	39.35%	42.02%	43.32%	33.72%	19.27%	25.12%	26.43%	27.15%	20.34%	24.07%	23.74%	15.61%	21.30%	20.48%	23.63%	27.80%	22.78%	23.17%	18.78%	25.94%	22.74%	27.55%	25.68%	25.25%	26.61%	26.87%	28.10%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	0	0	0	1	0	1	0	0	1	0	1	0	0	2	1	1	2	1	0	0	0	0	1	2	0	2	1	1	2	5	2	2	1	4	3	5	11	2	3	2	3	2	3	2	2	1	1	2	0	3	0	1									
		0.39%	0.00%	0.00%	0.00%	0.72%	0.00%	0.49%	0.00%	0.00%	0.55%	0.00%	0.41%	0.00%	0.00%	0.43%	0.45%	0.52%	0.58%	0.59%	0.00%	0.00%	0.00%	0.00%	0.36%	0.92%	0.00%	0.54%	0.28%	0.40%	2.33%	0.76%	0.32%	0.42%	0.19%	0.52%	0.41%	0.55%	0.73%	0.26%	0.42%	0.23%	0.36%	0.42%	0.47%	0.53%	0.68%	0.29%	0.28%	0.55%	0.00%	1.38%	0.00%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3123	1	4	5	8	21	27	21	12	14	33	32	29	59	28	22	32	39	9	26	12	18	21	14	17	21	17	20	11	5	118	112	71	66	200	186	225	195	199	164	218	207	76	124	36	35	76	70	53	51	20	26	17									
		15.34%	2.50%	5.56%	2.98%	5.80%	9.13%	13.30%	11.29%	8.22%	7.65%	9.57%	13.11%	20.42%	18.27%	5.96%	9.87%	16.58%	11.27%	5.29%	36.11%	4.48%	4.66%	6.38%	5.00%	7.80%	4.71%	4.58%	5.60%	4.45%	5.81%	17.91%	17.81%	15.01%	12.36%	26.25%	25.58%	24.62%	12.96%	25.38%	23.16%	24.89%	24.91%	16.03%	19.28%	9.52%	11.95%	22.16%	19.28%	14.48%	12.88%	9.17%	6.72%	8.10%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
