Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Еткульская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2274	УИК №2275	УИК №2295	УИК №2296	УИК №2297	УИК №2319									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	478	18	8	21	3	1	3	13	3	3	2	6	10	12	2	20	23	1	20	3	4	5	6	10	4	20	1	19	10	10	0	10	10	1	25	13	6	15	20	10	8	20	1	8	12	3	10	12	12	20	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	419	18	8	21	3	1	3	13	3	3	2	6	8	12	2	13	18	1	20	3	4	5	6	10	4	20	1	19	10	10	0	6	10	1	25	13	6	15	20	10	8	14	1	7	8	0	0	3	4	20	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	164	3	6	2	2	0	3	3	1	1	1	0	2	3	1	6	7	1	5	2	4	0	2	3	1	2	2	19	4	14	6	9	2	4	2	5	0	1	5	0	2	10	0	2	3	3	1	7	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	59	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	1	4	3	10	9	8	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	2	0	0	1	0	0	0	0	0	1	0	0	5	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	114	6	3	6	1	1	0	7	0	0	0	2	7	1	2	5	9	3	1	0	0	2	2	3	0	1	0	0	4	4	1	1	0	0	1	1	1	1	13	0	0	5	0	7	6	0	1	2	0	3	1									
		1.09%	2.01%	2.04%	1.41%	0.94%	1.27%	0.00%	3.43%	0.00%	0.00%	0.00%	1.68%	1.25%	0.32%	1.57%	0.86%	1.26%	4.76%	0.44%	0.00%	0.00%	1.54%	1.47%	0.67%	0.00%	0.55%	0.00%	0.00%	3.81%	1.67%	0.74%	0.92%	0.00%	0.00%	0.29%	1.15%	1.85%	1.43%	2.50%	0.00%	0.00%	0.93%	0.00%	1.02%	2.06%	0.00%	1.00%	0.68%	0.00%	1.21%	4.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	240	2	4	7	4	1	2	6	2	5	1	0	12	8	1	19	17	1	5	3	0	1	0	7	4	8	0	9	2	4	2	1	2	1	6	3	0	2	12	3	2	14	0	18	11	4	5	7	9	3	0									
		2.29%	0.67%	2.72%	1.65%	3.77%	1.27%	4.08%	2.94%	2.02%	6.58%	1.49%	0.00%	2.14%	2.54%	0.79%	3.26%	2.39%	1.59%	2.18%	3.30%	0.00%	0.77%	0.00%	1.56%	2.84%	4.37%	0.00%	2.74%	1.90%	1.67%	1.48%	0.92%	1.43%	0.99%	1.72%	3.45%	0.00%	2.86%	2.31%	5.08%	3.92%	2.61%	0.00%	2.62%	3.78%	3.03%	5.00%	2.38%	3.56%	1.21%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	204	3	4	7	7	3	0	5	0	2	1	2	11	8	0	13	11	0	1	1	1	2	2	6	1	2	0	12	1	4	4	3	1	2	2	0	0	1	14	0	0	13	1	9	15	1	1	11	11	5	0									
		1.95%	1.00%	2.72%	1.65%	6.60%	3.80%	0.00%	2.45%	0.00%	2.63%	1.49%	1.68%	1.96%	2.54%	0.00%	2.23%	1.54%	0.00%	0.44%	1.10%	1.15%	1.54%	1.47%	1.33%	0.71%	1.09%	0.00%	3.66%	0.95%	1.67%	2.96%	2.75%	0.71%	1.98%	0.57%	0.00%	0.00%	1.43%	2.69%	0.00%	0.00%	2.42%	2.56%	1.31%	5.15%	0.76%	1.00%	3.74%	4.35%	2.02%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4837	153	100	184	55	46	31	89	48	40	36	65	219	118	75	209	262	42	159	59	62	62	58	184	62	103	26	119	67	96	65	43	88	71	240	51	39	44	212	18	34	193	17	322	93	61	37	130	83	146	21									
		46.16%	51.17%	68.03%	43.29%	51.89%	58.23%	63.27%	43.63%	48.48%	52.63%	53.73%	54.62%	39.11%	37.46%	59.06%	35.85%	36.80%	66.67%	69.43%	64.84%	71.26%	47.69%	42.65%	40.89%	43.97%	56.28%	54.17%	36.28%	63.81%	40.00%	48.15%	39.45%	62.86%	70.30%	68.97%	58.62%	72.22%	62.86%	40.77%	30.51%	66.67%	35.94%	43.59%	46.80%	31.96%	46.21%	37.00%	44.22%	32.81%	58.87%	84.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	5	0	4	0	0	0	1	1	1	1	1	2	4	0	4	9	0	0	2	0	1	0	1	1	3	1	2	0	1	1	0	0	0	1	0	0	2	3	0	0	5	0	2	2	0	0	1	7	2	0									
		0.68%	1.67%	0.00%	0.94%	0.00%	0.00%	0.00%	0.49%	1.01%	1.32%	1.49%	0.84%	0.36%	1.27%	0.00%	0.69%	1.26%	0.00%	0.00%	2.20%	0.00%	0.77%	0.00%	0.22%	0.71%	1.64%	2.08%	0.61%	0.00%	0.42%	0.74%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	2.86%	0.58%	0.00%	0.00%	0.93%	0.00%	0.29%	0.69%	0.00%	0.00%	0.34%	2.77%	0.81%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	1	0	2	0	0	0	2	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	2	0	0	0	0	1	0									
		0.19%	0.33%	0.00%	0.47%	0.00%	0.00%	0.00%	0.98%	1.01%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.55%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.19%	0.00%	0.15%	0.69%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1285	48	13	58	14	15	2	24	23	15	12	13	77	42	7	63	91	9	22	12	11	29	16	73	23	23	7	42	10	22	23	14	12	8	29	6	3	5	37	5	3	68	4	77	49	13	9	48	36	20	0									
		12.26%	16.05%	8.84%	13.65%	13.21%	18.99%	4.08%	11.76%	23.23%	19.74%	17.91%	10.92%	13.75%	13.33%	5.51%	10.81%	12.78%	14.29%	9.61%	13.19%	12.64%	22.31%	11.76%	16.22%	16.31%	12.57%	14.58%	12.80%	9.52%	9.17%	17.04%	12.84%	8.57%	7.92%	8.33%	6.90%	5.56%	7.14%	7.12%	8.47%	5.88%	12.66%	10.26%	11.19%	16.84%	9.85%	9.00%	16.33%	14.23%	8.06%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	0	0	1	0	0	0	1	0	0	0	0	2	0	0	3	9	0	0	0	1	1	0	2	1	0	0	0	0	2	0	0	0	2	4	0	0	1	1	0	0	7	0	3	1	1	0	0	6	2	0									
		0.49%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.51%	1.26%	0.00%	0.00%	0.00%	1.15%	0.77%	0.00%	0.44%	0.71%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	1.98%	1.15%	0.00%	0.00%	1.43%	0.19%	0.00%	0.00%	1.30%	0.00%	0.44%	0.34%	0.76%	0.00%	0.00%	2.37%	0.81%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	2	0	2	0	0	0	1	1	0	0	0	1	7	0	7	7	0	1	0	1	0	2	0	0	0	0	0	1	1	2	5	0	0	2	0	0	0	0	0	0	10	0	2	2	1	0	2	4	2	0									
		0.63%	0.67%	0.00%	0.47%	0.00%	0.00%	0.00%	0.49%	1.01%	0.00%	0.00%	0.00%	0.18%	2.22%	0.00%	1.20%	0.98%	0.00%	0.44%	0.00%	1.15%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.42%	1.48%	4.59%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.86%	0.00%	0.29%	0.69%	0.76%	0.00%	0.68%	1.58%	0.81%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	3	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0									
		0.15%	1.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.49%	1.01%	0.00%	0.00%	0.84%	0.18%	0.00%	0.00%	0.00%	0.14%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	0	0	5	0	0	1	5	0	1	2	0	4	2	1	2	7	0	1	2	0	0	0	1	0	0	0	5	0	5	1	1	0	4	1	0	0	2	5	0	0	5	0	7	7	0	1	0	4	0	0									
		0.78%	0.00%	0.00%	1.18%	0.00%	0.00%	2.04%	2.45%	0.00%	1.32%	2.99%	0.00%	0.71%	0.63%	0.79%	0.34%	0.98%	0.00%	0.44%	2.20%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	1.52%	0.00%	2.08%	0.74%	0.92%	0.00%	3.96%	0.29%	0.00%	0.00%	2.86%	0.96%	0.00%	0.00%	0.93%	0.00%	1.02%	2.41%	0.00%	1.00%	0.00%	1.58%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	896	28	11	39	11	6	5	16	9	2	2	6	59	38	2	58	63	5	10	3	3	10	6	36	4	17	2	50	2	18	10	6	7	9	15	12	2	2	38	3	4	60	3	71	38	12	15	27	19	22	0									
		8.55%	9.36%	7.48%	9.18%	10.38%	7.59%	10.20%	7.84%	9.09%	2.63%	2.99%	5.04%	10.54%	12.06%	1.57%	9.95%	8.85%	7.94%	4.37%	3.30%	3.45%	7.69%	4.41%	8.00%	2.84%	9.29%	4.17%	15.24%	1.90%	7.50%	7.41%	5.50%	5.00%	8.91%	4.31%	13.79%	3.70%	2.86%	7.31%	5.08%	7.84%	11.17%	7.69%	10.32%	13.06%	9.09%	15.00%	9.18%	7.51%	8.87%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	0	1	3	0	0	0	2	0	0	1	0	2	0	0	2	3	0	1	0	0	0	0	6	0	0	0	2	0	1	0	1	0	1	1	0	0	0	1	0	0	2	0	2	0	0	0	3	0	1	0									
		0.34%	0.00%	0.68%	0.71%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	1.49%	0.00%	0.36%	0.00%	0.00%	0.34%	0.42%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.61%	0.00%	0.42%	0.00%	0.92%	0.00%	0.99%	0.29%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.37%	0.00%	0.29%	0.00%	0.00%	0.00%	1.02%	0.00%	0.40%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2227	39	10	79	10	6	8	36	11	8	9	22	141	75	35	174	206	1	23	8	5	20	41	115	36	18	8	78	11	71	23	26	24	3	32	12	6	9	165	28	8	143	14	148	55	36	28	53	67	41	2									
		21.25%	13.04%	6.80%	18.59%	9.43%	7.59%	16.33%	17.65%	11.11%	10.53%	13.43%	18.49%	25.18%	23.81%	27.56%	29.85%	28.93%	1.59%	10.04%	8.79%	5.75%	15.38%	30.15%	25.56%	25.53%	9.84%	16.67%	23.78%	10.48%	29.58%	17.04%	23.85%	17.14%	2.97%	9.20%	13.79%	11.11%	12.86%	31.73%	47.46%	15.69%	26.63%	35.90%	21.51%	18.90%	27.27%	28.00%	18.03%	26.48%	16.53%	8.00%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
