Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Лежневская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594					
		7.14%	7.24%	7.97%	8.40%	6.89%	7.55%	8.89%	5.66%	4.76%	4.35%	6.48%	3.88%	6.37%	8.47%	7.40%	7.42%	5.81%	5.00%	9.41%	5.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	83	5	9	3	5	10	3	3	3	2	5	2	2	2	6	4	5	4	3	7					
		0.87%	0.74%	1.46%	0.59%	0.93%	1.35%	0.39%	0.77%	1.30%	2.90%	0.93%	0.97%	0.98%	0.35%	1.03%	0.78%	0.94%	1.11%	0.52%	0.79%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6093	433	381	311	319	461	439	279	162	58	361	156	138	352	360	323	363	233	373	591					
		64.10%	63.96%	61.95%	60.74%	59.40%	62.13%	57.39%	71.72%	70.13%	84.06%	66.85%	75.73%	67.65%	62.08%	61.96%	63.09%	67.98%	64.72%	64.98%	66.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	57	5	5	3	6	8	1	0	1	0	9	1	1	4	2	4	2	0	3	2					
		0.60%	0.74%	0.81%	0.59%	1.12%	1.08%	0.13%	0.00%	0.43%	0.00%	1.67%	0.49%	0.49%	0.71%	0.34%	0.78%	0.37%	0.00%	0.52%	0.22%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
