Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Уренская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	181	5	7	17	8	5	5	8	10	2	6	2	11	5	2	1	6	0	3	5	1	4	0	6	0	16	6	2	2	6	3	6	7	5	0	3	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	4	6	13	2	5	8	4	14	9	3	1	1	1	4	1	3	1	0	2	1	3	3	1	1	1	2	1	1	0	2	0	21	4	3	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	77	1	0	4	0	1	1	0	2	4	0	4	0	1	4	5	0	6	3	1	5	2	6	0	6	0	0	4	4	0	3	0	0	1	6	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	0	2	4	5	11	2	1	1	5	0	6	5	4	5	5	0	0	2	1	3	1	0	1	0	2	1	0	0	0	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	98	1	2	3	4	6	7	10	4	4	2	3	5	5	4	2	5	0	0	2	2	1	1	3	1	1	0	1	2	1	2	0	3	1	2	4	4									
		0.83%	0.36%	0.74%	0.51%	0.97%	0.93%	0.75%	4.20%	0.83%	0.79%	0.74%	0.62%	0.93%	1.04%	2.35%	0.67%	1.80%	0.00%	0.00%	0.50%	0.97%	0.56%	2.63%	0.92%	0.63%	0.29%	0.00%	0.62%	1.79%	0.59%	0.75%	0.00%	1.70%	0.26%	1.32%	0.70%	0.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	358	6	7	22	4	13	12	7	11	20	8	16	18	18	2	6	7	1	2	12	4	17	2	12	39	11	0	2	2	6	7	2	19	15	2	19	7									
		3.03%	2.17%	2.59%	3.77%	0.97%	2.01%	1.29%	2.94%	2.29%	3.94%	2.95%	3.31%	3.35%	3.74%	1.18%	2.00%	2.52%	1.59%	1.22%	2.99%	1.93%	9.55%	5.26%	3.68%	24.53%	3.15%	0.00%	1.24%	1.79%	3.53%	2.64%	0.67%	10.80%	3.83%	1.32%	3.33%	1.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	248	6	5	8	1	19	9	10	18	14	4	10	14	12	2	6	5	2	2	19	1	6	0	8	6	3	0	1	5	10	3	7	9	13	0	7	3									
		2.10%	2.17%	1.85%	1.37%	0.24%	2.94%	0.97%	4.20%	3.74%	2.76%	1.48%	2.07%	2.61%	2.49%	1.18%	2.00%	1.80%	3.17%	1.22%	4.74%	0.48%	3.37%	0.00%	2.45%	3.77%	0.86%	0.00%	0.62%	4.46%	5.88%	1.13%	2.36%	5.11%	3.32%	0.00%	1.23%	0.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7160	135	142	293	325	394	699	129	244	313	157	253	279	250	81	174	203	47	114	271	126	52	29	207	70	249	153	107	67	89	162	167	61	257	117	337	407									
		60.57%	48.91%	52.59%	50.17%	78.50%	60.99%	75.24%	54.20%	50.73%	61.61%	57.93%	52.38%	51.96%	51.98%	47.65%	58.00%	73.02%	74.60%	69.51%	67.58%	60.87%	29.21%	76.32%	63.50%	44.03%	71.35%	62.70%	66.46%	59.82%	52.35%	61.13%	56.23%	34.66%	65.56%	76.97%	59.02%	76.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	1	1	3	0	1	2	1	0	2	3	2	0	1	0	3	1	0	2	1	0	1	0	0	1	0	0	1	2	0	2	8	0	0	0	4	2									
		0.38%	0.36%	0.37%	0.51%	0.00%	0.15%	0.22%	0.42%	0.00%	0.39%	1.11%	0.41%	0.00%	0.21%	0.00%	1.00%	0.36%	0.00%	1.22%	0.25%	0.00%	0.56%	0.00%	0.00%	0.63%	0.00%	0.00%	0.62%	1.79%	0.00%	0.75%	2.69%	0.00%	0.00%	0.00%	0.70%	0.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	2	0	1	0	1	0	1	0	0	0	1	1									
		0.12%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.36%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.31%	0.00%	0.57%	0.00%	0.62%	0.00%	0.59%	0.00%	0.34%	0.00%	0.00%	0.00%	0.18%	0.19%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1967	64	51	129	31	99	97	38	100	46	41	79	112	97	61	82	40	7	20	49	42	39	4	56	25	47	50	27	22	33	41	67	18	35	14	142	62									
		16.64%	23.19%	18.89%	22.09%	7.49%	15.33%	10.44%	15.97%	20.79%	9.06%	15.13%	16.36%	20.86%	20.17%	35.88%	27.33%	14.39%	11.11%	12.20%	12.22%	20.29%	21.91%	10.53%	17.18%	15.72%	13.47%	20.49%	16.77%	19.64%	19.41%	15.47%	22.56%	10.23%	8.93%	9.21%	24.87%	11.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	2	1	0	3	3	1	5	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	0									
		0.22%	0.00%	0.74%	0.17%	0.00%	0.46%	0.32%	0.42%	1.04%	0.20%	0.00%	0.00%	0.19%	0.21%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	6	2	4	5	4	6	0	4	4	0	0	2	4	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	2	1	0	0	1	2									
		0.45%	2.17%	0.74%	0.68%	1.21%	0.62%	0.65%	0.00%	0.83%	0.79%	0.00%	0.00%	0.37%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.31%	0.00%	0.29%	0.00%	0.62%	0.00%	0.00%	0.75%	0.67%	0.57%	0.00%	0.00%	0.18%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.25%	0.48%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.51%	0.00%	0.18%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	0	4	2	2	0	1	3	4	0	3	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	1	2	2	0	4	1									
		0.33%	0.00%	0.00%	0.68%	0.48%	0.31%	0.00%	0.42%	0.62%	0.79%	0.00%	0.62%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.59%	1.13%	0.34%	1.14%	0.51%	0.00%	0.70%	0.19%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1445	43	49	89	37	82	74	38	67	85	37	103	83	72	13	20	11	4	23	38	25	49	2	20	7	26	41	13	12	20	35	34	47	61	15	38	32									
		12.22%	15.58%	18.15%	15.24%	8.94%	12.69%	7.97%	15.97%	13.93%	16.73%	13.65%	21.33%	15.46%	14.97%	7.65%	6.67%	3.96%	6.35%	14.02%	9.48%	12.08%	27.53%	5.26%	6.13%	4.40%	7.45%	16.80%	8.07%	10.71%	11.76%	13.21%	11.45%	26.70%	15.56%	9.87%	6.65%	6.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	3	2	3	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1									
		0.17%	0.36%	0.00%	0.51%	0.48%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.19%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.25%	0.00%	0.56%	0.00%	0.31%	1.26%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	231	6	9	18	3	14	16	1	21	14	6	9	15	15	6	5	3	2	0	3	4	2	0	3	3	3	0	6	0	5	5	5	9	6	2	9	3									
		1.95%	2.17%	3.33%	3.08%	0.72%	2.17%	1.72%	0.42%	4.37%	2.76%	2.21%	1.86%	2.79%	3.12%	3.53%	1.67%	1.08%	3.17%	0.00%	0.75%	1.93%	1.12%	0.00%	0.92%	1.89%	0.86%	0.00%	3.73%	0.00%	2.94%	1.89%	1.68%	5.11%	1.53%	1.32%	1.58%	0.56%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
