Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Калачевская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	493	5	3	3	3	5	0	3	10	18	10	10	10	25	55	3	10	3	3	3	3	3	3	3	3	3	10	5	5	3	3	3	3	3	3	5	13	5	3	5	15	15	45	20	25	20	7	20	20	19	15	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	327	2	0	1	0	5	0	0	10	18	5	5	7	21	55	0	7	0	0	1	2	0	0	0	0	0	5	1	2	0	1	1	1	0	3	5	13	1	0	2	10	11	34	13	13	8	6	16	9	18	13	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	195	3	3	0	1	3	0	2	8	27	6	0	4	3	12	3	1	2	3	1	1	1	3	1	1	1	1	1	14	2	2	0	2	1	0	1	0	0	1	0	5	10	9	13	7	6	6	9	4	6	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	166	3	3	2	3	0	0	3	0	0	5	5	3	4	0	3	3	3	3	2	1	3	3	3	3	3	5	4	3	3	2	2	2	3	0	0	0	4	3	3	5	4	11	7	12	12	1	4	11	1	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	4	3	1	0	2	4	8	3	2	2	1	5	2	2	6	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	220	4	1	3	0	0	1	0	4	13	2	19	3	9	11	3	4	0	0	1	0	1	0	3	0	2	1	0	6	1	0	0	0	1	6	8	3	3	1	1	7	6	24	6	17	11	6	5	12	9	2	0									
		1.10%	1.51%	1.79%	2.10%	0.00%	0.00%	0.61%	0.00%	0.78%	1.63%	0.58%	1.16%	0.70%	1.40%	1.25%	2.91%	1.09%	0.00%	0.00%	0.60%	0.00%	1.32%	0.00%	2.94%	0.00%	1.98%	0.31%	0.00%	0.78%	0.76%	0.00%	0.00%	0.00%	1.61%	4.51%	1.47%	0.50%	0.88%	0.61%	0.62%	0.77%	0.91%	2.27%	0.52%	1.69%	1.70%	1.63%	0.79%	1.66%	1.73%	0.34%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	544	13	0	6	3	9	6	0	12	23	11	24	19	21	15	2	13	3	4	3	6	0	1	1	4	2	6	7	14	6	3	3	8	0	2	17	28	6	7	11	29	27	21	27	32	10	7	10	27	13	19	3									
		2.72%	4.91%	0.00%	4.20%	4.17%	2.74%	3.68%	0.00%	2.35%	2.89%	3.22%	1.47%	4.45%	3.26%	1.71%	1.94%	3.54%	3.70%	4.30%	1.79%	3.09%	0.00%	1.56%	0.98%	3.77%	1.98%	1.86%	3.20%	1.81%	4.55%	2.80%	2.33%	3.62%	0.00%	1.50%	3.11%	4.70%	1.76%	4.27%	6.83%	3.21%	4.12%	1.98%	2.32%	3.19%	1.55%	1.90%	1.58%	3.73%	2.50%	3.20%	3.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	346	3	0	3	1	7	2	0	13	11	8	12	5	14	9	2	6	1	2	4	5	2	0	2	2	3	8	5	20	1	1	0	2	3	1	7	7	7	4	0	13	14	13	17	25	10	7	16	24	11	13	0									
		1.73%	1.13%	0.00%	2.10%	1.39%	2.13%	1.23%	0.00%	2.54%	1.38%	2.34%	0.73%	1.17%	2.17%	1.02%	1.94%	1.63%	1.23%	2.15%	2.38%	2.58%	2.63%	0.00%	1.96%	1.89%	2.97%	2.48%	2.28%	2.58%	0.76%	0.93%	0.00%	0.90%	4.84%	0.75%	1.28%	1.17%	2.05%	2.44%	0.00%	1.44%	2.13%	1.23%	1.46%	2.49%	1.55%	1.90%	2.53%	3.32%	2.11%	2.19%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10588	169	36	106	40	179	88	17	267	346	221	1127	217	354	427	49	146	30	51	93	134	40	27	55	57	51	175	126	416	73	60	91	116	29	76	280	333	178	74	97	395	318	657	738	434	293	166	283	294	225	274	60									
		52.91%	63.77%	64.29%	74.13%	55.56%	54.41%	53.99%	43.59%	52.25%	43.41%	64.62%	69.01%	50.82%	54.97%	48.58%	47.57%	39.78%	37.04%	54.84%	55.36%	69.07%	52.63%	42.19%	53.92%	53.77%	50.50%	54.18%	57.53%	53.75%	55.30%	56.07%	70.54%	52.49%	46.77%	57.14%	51.28%	55.87%	52.20%	45.12%	60.25%	43.69%	48.48%	62.10%	63.35%	43.27%	45.36%	45.11%	44.71%	40.66%	43.19%	46.21%	75.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	123	1	1	0	3	3	2	0	5	4	3	22	2	5	4	1	0	0	0	0	1	0	1	0	1	0	1	0	11	0	0	0	0	0	1	3	2	1	1	0	2	2	12	3	4	2	2	5	4	2	6	0									
		0.61%	0.38%	1.79%	0.00%	4.17%	0.91%	1.23%	0.00%	0.98%	0.50%	0.88%	1.35%	0.47%	0.78%	0.46%	0.97%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	1.56%	0.00%	0.94%	0.00%	0.31%	0.00%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.55%	0.34%	0.29%	0.61%	0.00%	0.22%	0.30%	1.13%	0.26%	0.40%	0.31%	0.54%	0.79%	0.55%	0.38%	1.01%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	0	1	0	0	1	1	0	1	0	0	2	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	2	0	0	1	0	0	1	5	0	0									
		0.13%	0.00%	1.79%	0.00%	0.00%	0.30%	0.61%	0.00%	0.20%	0.00%	0.00%	0.12%	0.23%	0.31%	0.11%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.34%	0.00%	0.00%	0.62%	0.11%	0.00%	0.19%	0.00%	0.00%	0.15%	0.00%	0.00%	0.14%	0.96%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3531	20	9	8	9	38	31	10	95	159	36	255	74	150	247	14	70	10	11	22	21	14	10	17	17	16	56	36	155	27	23	12	26	5	23	100	94	57	36	19	186	99	192	141	161	128	93	125	147	99	122	6									
		17.64%	7.55%	16.07%	5.59%	12.50%	11.55%	19.02%	25.64%	18.59%	19.95%	10.53%	15.62%	17.33%	23.29%	28.10%	13.59%	19.07%	12.35%	11.83%	13.10%	10.82%	18.42%	15.63%	16.67%	16.04%	15.84%	17.34%	16.44%	20.03%	20.45%	21.50%	9.30%	11.76%	8.06%	17.29%	18.32%	15.77%	16.72%	21.95%	11.80%	20.58%	15.09%	18.15%	12.10%	16.05%	19.81%	25.27%	19.75%	20.33%	19.00%	20.57%	7.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	91	1	0	0	0	4	0	0	1	8	0	5	0	3	2	1	0	0	1	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0	1	4	7	0	0	0	5	6	6	3	4	8	0	6	2	6	1	0									
		0.45%	0.38%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.20%	1.00%	0.00%	0.31%	0.00%	0.47%	0.23%	0.97%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.31%	0.00%	0.39%	0.00%	0.93%	0.00%	0.00%	0.00%	0.75%	0.73%	1.17%	0.00%	0.00%	0.00%	0.55%	0.91%	0.57%	0.26%	0.40%	1.24%	0.00%	0.95%	0.28%	1.15%	0.17%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	127	0	0	0	0	3	0	0	1	9	2	3	0	2	6	0	2	0	0	4	0	1	0	0	0	1	1	1	3	2	1	0	3	1	0	3	2	1	2	1	5	15	3	5	3	10	4	8	7	5	7	0									
		0.63%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.20%	1.13%	0.58%	0.18%	0.00%	0.31%	0.68%	0.00%	0.54%	0.00%	0.00%	2.38%	0.00%	1.32%	0.00%	0.00%	0.00%	0.99%	0.31%	0.46%	0.39%	1.52%	0.93%	0.00%	1.36%	1.61%	0.00%	0.55%	0.34%	0.29%	1.22%	0.62%	0.55%	2.29%	0.28%	0.43%	0.30%	1.55%	1.09%	1.26%	0.97%	0.96%	1.18%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	1	0	4	1	1	0	0	1	1	1	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.93%	0.00%	0.00%	1.61%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.11%	0.00%	0.38%	0.09%	0.10%	0.00%	0.00%	0.16%	0.14%	0.19%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	232	3	1	0	2	7	0	1	5	20	2	25	4	5	8	1	1	0	0	2	1	1	0	0	0	0	0	0	14	0	0	0	3	1	4	8	2	6	1	1	12	7	16	12	16	7	4	10	9	5	5	0									
		1.16%	1.13%	1.79%	0.00%	2.78%	2.13%	0.00%	2.56%	0.98%	2.51%	0.58%	1.53%	0.94%	0.78%	0.91%	0.97%	0.27%	0.00%	0.00%	1.19%	0.52%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	0.00%	0.00%	0.00%	1.36%	1.61%	3.01%	1.47%	0.34%	1.76%	0.61%	0.62%	1.33%	1.07%	1.51%	1.03%	1.60%	1.08%	1.09%	1.58%	1.24%	0.96%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2714	45	5	11	11	47	21	6	69	133	40	74	65	43	89	20	94	28	17	30	11	11	18	11	11	13	42	30	69	17	10	14	34	10	10	77	75	56	18	22	171	110	60	149	223	111	48	111	128	88	99	9									
		13.56%	16.98%	8.93%	7.69%	15.28%	14.29%	12.88%	15.38%	13.50%	16.69%	11.70%	4.53%	15.22%	6.68%	10.13%	19.42%	25.61%	34.57%	18.28%	17.86%	5.67%	14.47%	28.13%	10.78%	10.38%	12.87%	13.00%	13.70%	8.91%	12.88%	9.35%	10.85%	15.38%	16.13%	7.52%	14.10%	12.58%	16.42%	10.98%	13.66%	18.92%	16.77%	5.67%	12.79%	22.23%	17.18%	13.04%	17.54%	17.70%	16.89%	16.69%	11.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	237	0	0	0	0	0	4	0	1	6	4	7	9	2	13	2	1	0	4	1	3	2	0	3	9	6	9	3	17	0	4	3	1	7	2	9	2	3	8	2	13	10	8	5	9	5	3	10	13	10	3	1									
		1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	2.45%	0.00%	0.20%	0.75%	1.17%	0.43%	2.11%	0.31%	1.48%	1.94%	0.27%	0.00%	4.30%	0.60%	1.55%	2.63%	0.00%	2.94%	8.49%	5.94%	2.79%	1.37%	2.20%	0.00%	3.74%	2.33%	0.45%	11.29%	1.50%	1.65%	0.34%	0.88%	4.88%	1.24%	1.44%	1.52%	0.76%	0.43%	0.90%	0.77%	0.82%	1.58%	1.80%	1.92%	0.51%	1.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	780	2	2	3	0	19	6	4	29	48	7	27	13	20	29	5	23	1	3	4	5	3	4	5	4	6	19	6	34	2	2	4	20	1	3	23	24	16	6	4	32	30	20	47	47	31	19	30	36	24	28	0									
		3.90%	0.75%	3.57%	2.10%	0.00%	5.78%	3.68%	10.26%	5.68%	6.02%	2.05%	1.65%	3.04%	3.11%	3.30%	4.85%	6.27%	1.23%	3.23%	2.38%	2.58%	3.95%	6.25%	4.90%	3.77%	5.94%	5.88%	2.74%	4.39%	1.52%	1.87%	3.10%	9.05%	1.61%	2.26%	4.21%	4.03%	4.69%	3.66%	2.48%	3.54%	4.57%	1.89%	4.03%	4.69%	4.80%	5.16%	4.74%	4.98%	4.61%	4.72%	0.00%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
